id,card_id,rarity,race_dress_id,skill_set,speed,stamina,pow,guts,wiz,max_speed,max_stamina,max_pow,max_guts,max_wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,get_dress_id_1,get_dress_id_2
10350205,103502,5,103516,11350105,123,90,133,106,98,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103516
10360103,103601,3,103601,10360103,99,85,95,69,102,1200,1200,1200,1200,1200,1,3,7,7,1,5,7,7,7,1,101,103601
10360104,103601,4,103601,10360104,110,95,106,76,113,1200,1200,1200,1200,1200,1,3,7,7,1,5,7,7,7,1,101,103601
10360105,103601,5,103601,10360105,120,104,116,84,126,1200,1200,1200,1200,1200,1,3,7,7,1,5,7,7,7,1,101,103601
10370103,103701,3,103701,10370103,100,83,93,82,92,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103701
10370104,103701,4,103701,10370104,111,92,103,91,103,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103701
10370105,103701,5,103701,10370105,122,101,113,100,114,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103701
10370203,103702,3,103713,11370103,94,88,84,82,102,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103713
10370204,103702,4,103713,11370104,104,97,94,91,114,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103713
10370205,103702,5,103713,11370105,115,107,103,100,125,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103713
10380103,103801,3,103801,10380103,97,58,107,91,97,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103801
10380104,103801,4,103801,10380104,108,65,118,101,108,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103801
10380105,103801,5,103801,10380105,119,71,130,111,119,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103801
10380203,103802,3,103826,11380103,100,54,109,85,102,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103826
10380204,103802,4,103826,11380104,111,59,121,95,114,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103826
10380205,103802,5,103826,11380105,122,65,133,104,126,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103826
10390103,103901,3,103901,10390103,100,71,107,82,90,1200,1200,1200,1200,1200,4,6,7,2,1,5,7,4,7,1,101,103901
10390104,103901,4,103901,10390104,111,79,119,91,100,1200,1200,1200,1200,1200,4,6,7,2,1,5,7,4,7,1,101,103901
10390105,103901,5,103901,10390105,122,87,131,101,109,1200,1200,1200,1200,1200,4,6,7,2,1,5,7,4,7,1,101,103901
10400103,104001,3,104001,10400103,89,92,94,92,83,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104001
10400104,104001,4,104001,10400104,99,103,104,102,92,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104001
10400105,104001,5,104001,10400105,109,113,114,112,102,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104001
10400203,104002,3,104043,11400103,86,98,86,98,82,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104043
10400204,104002,4,104043,11400104,95,109,95,108,93,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104043
10400205,104002,5,104043,11400105,105,120,105,119,101,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104043
10410101,104101,1,101,10410101,87,54,93,85,81,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,0
10410102,104101,2,101,10410102,93,57,99,90,86,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,0
10410103,104101,3,104101,10410103,98,60,105,95,92,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104101
10410104,104101,4,104101,10410104,109,67,116,106,102,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104101
10410105,104101,5,104101,10410105,120,74,128,116,112,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104101
10420103,104201,3,104201,10420103,99,65,104,93,89,1200,1200,1200,1200,1200,7,7,3,1,5,7,7,6,7,2,101,104201
10420104,104201,4,104201,10420104,110,72,115,104,99,1200,1200,1200,1200,1200,7,7,3,1,5,7,7,6,7,2,101,104201
10420105,104201,5,104201,10420105,121,79,127,114,109,1200,1200,1200,1200,1200,7,7,3,1,5,7,7,6,7,2,101,104201
10430103,104301,3,104301,10430103,99,76,107,81,87,1200,1200,1200,1200,1200,5,7,6,1,1,7,6,2,2,7,101,104301
10430104,104301,4,104301,10430104,110,85,119,90,96,1200,1200,1200,1200,1200,5,7,6,1,1,7,6,2,2,7,101,104301
10430105,104301,5,104301,10430105,121,93,131,98,107,1200,1200,1200,1200,1200,5,7,6,1,1,7,6,2,2,7,101,104301
10440103,104401,3,104401,10440103,101,85,110,65,89,1200,1200,1200,1200,1200,3,7,7,4,1,1,7,7,7,1,101,104401
10440104,104401,4,104401,10440104,112,94,122,72,100,1200,1200,1200,1200,1200,3,7,7,4,1,1,7,7,7,1,101,104401
10440105,104401,5,104401,10440105,123,104,135,79,109,1200,1200,1200,1200,1200,3,7,7,4,1,1,7,7,7,1,101,104401
10450102,104501,2,101,10450102,65,100,71,100,89,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,0
10450103,104501,3,104501,10450103,69,106,75,106,94,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104501
10450104,104501,4,104501,10450104,76,118,84,118,104,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104501
10450105,104501,5,104501,10450105,84,129,92,129,116,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104501
10450203,104502,3,104540,11450103,74,106,75,98,97,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104540
10450204,104502,4,104540,11450104,82,118,84,108,108,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104540
10450205,104502,5,104540,11450105,90,129,92,119,120,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104540
10460103,104601,3,104601,10460103,94,85,85,100,86,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104601
10460104,104601,4,104601,10460104,104,95,95,111,95,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104601
10460105,104601,5,104601,10460105,115,104,104,122,105,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104601
10460203,104602,3,104602,11460103,99,82,82,104,83,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104602
10460204,104602,4,104602,11460104,110,91,91,116,92,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104602
10460205,104602,5,104602,11460105,121,100,100,128,101,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104602
10470103,104701,3,104701,10470103,88,97,91,74,100,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,3,7,1,101,104701
10470104,104701,4,104701,10470104,98,108,101,82,111,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,3,7,1,101,104701
10470105,104701,5,104701,10470105,108,118,111,91,122,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,3,7,1,101,104701
10480103,104801,3,104801,10480103,89,98,75,101,87,1200,1200,1200,1200,1200,1,2,7,6,5,7,6,1,7,1,101,104801
10480104,104801,4,104801,10480104,99,109,83,112,97,1200,1200,1200,1200,1200,1,2,7,6,5,7,6,1,7,1,101,104801
10480105,104801,5,104801,10480105,109,120,92,123,106,1200,1200,1200,1200,1200,1,2,7,6,5,7,6,1,7,1,101,104801
10490103,104901,3,104901,10490103,97,92,99,75,87,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,4,7,1,101,104901
10490104,104901,4,104901,10490104,108,102,110,84,96,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,4,7,1,101,104901
10490105,104901,5,104901,10490105,119,113,121,92,105,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,4,7,1,101,104901
10500103,105001,3,105001,10500103,96,82,99,79,94,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105001
10500104,105001,4,105001,10500104,107,91,110,88,104,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105001
10500105,105001,5,105001,10500105,118,100,121,97,114,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105001
10500203,105002,3,105016,11500103,90,84,93,82,101,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105016
10500204,105002,4,105016,11500104,100,94,103,91,112,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105016
10500205,105002,5,105016,11500105,110,103,113,100,124,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105016
10510103,105101,3,105101,10510103,93,81,95,86,95,1200,1200,1200,1200,1200,7,7,3,1,2,7,7,1,7,2,101,105101
10510104,105101,4,105101,10510104,103,90,105,96,106,1200,1200,1200,1200,1200,7,7,3,1,2,7,7,1,7,2,101,105101
10510105,105101,5,105101,10510105,113,99,116,105,117,1200,1200,1200,1200,1200,7,7,3,1,2,7,7,1,7,2,101,105101
10520101,105201,1,101,10520101,83,58,89,86,84,1200,1200,1200,1200,1200,7,6,1,1,1,1,7,6,1,7,101,0
10520102,105201,2,101,10520102,89,61,95,92,88,1200,1200,1200,1200,1200,7,6,1,1,1,1,7,6,1,7,101,0
10520103,105201,3,105201,10520103,94,65,100,97,94,1200,1200,1200,1200,1200,7,6,1,1,1,1,7,6,1,7,101,105201
10520104,105201,4,105201,10520104,104,72,112,108,104,1200,1200,1200,1200,1200,7,6,1,1,1,1,7,6,1,7,101,105201
10520105,105201,5,105201,10520105,115,79,123,119,114,1200,1200,1200,1200,1200,7,6,1,1,1,1,7,6,1,7,101,105201
10520203,105202,3,105210,11520103,94,54,106,98,98,1200,1200,1200,1200,1200,7,7,1,1,1,1,7,6,1,7,101,105210
10520204,105202,4,105210,11520104,105,60,118,109,108,1200,1200,1200,1200,1200,7,7,1,1,1,1,7,6,1,7,101,105210
10520205,105202,5,105210,11520105,115,66,130,119,120,1200,1200,1200,1200,1200,7,7,1,1,1,1,7,6,1,7,101,105210
10530103,105301,3,105301,10530103,98,74,104,92,82,1200,1200,1200,1200,1200,7,7,5,1,1,3,7,5,7,4,101,105301
10530104,105301,4,105301,10530104,109,82,115,102,92,1200,1200,1200,1200,1200,7,7,5,1,1,3,7,5,7,4,101,105301
10530105,105301,5,105301,10530105,119,90,127,112,102,1200,1200,1200,1200,1200,7,7,5,1,1,3,7,5,7,4,101,105301
10560101,105601,1,101,10560101,77,81,88,81,73,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,0
10560102,105601,2,101,10560102,82,86,93,86,78,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,0
10560103,105601,3,105601,10560103,87,91,99,91,82,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,105601
10560104,105601,4,105601,10560104,97,101,110,101,91,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,105601
10560105,105601,5,105601,10560105,106,111,121,111,101,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,105601
10562303,105602,3,105623,11560103,87,100,94,94,75,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,105623
10562304,105602,4,105623,11560104,96,111,104,104,85,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,105623
10562305,105602,5,105623,11560105,106,122,115,115,92,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,105623
10570103,105701,3,105701,10570103,101,86,92,83,88,1200,1200,1200,1200,1200,1,6,7,7,1,3,7,7,7,1,101,105701
10570104,105701,4,105701,10570104,112,95,103,92,98,1200,1200,1200,1200,1200,1,6,7,7,1,3,7,7,7,1,101,105701
10570105,105701,5,105701,10570105,123,105,113,102,107,1200,1200,1200,1200,1200,1,6,7,7,1,3,7,7,7,1,101,105701
10580103,105801,3,105801,10580103,93,95,85,96,81,1200,1200,1200,1200,1200,1,2,7,7,2,7,6,3,7,3,101,105801
10580104,105801,4,105801,10580104,103,105,95,107,90,1200,1200,1200,1200,1200,1,2,7,7,2,7,6,3,7,3,101,105801
10580105,105801,5,105801,10580105,113,116,104,118,99,1200,1200,1200,1200,1200,1,2,7,7,2,7,6,3,7,3,101,105801
10580203,105802,3,105840,11580103,89,89,75,103,94,1200,1200,1200,1200,1200,1,2,7,7,2,7,6,3,7,3,101,105840
10580204,105802,4,105840,11580104,99,99,83,115,104,1200,1200,1200,1200,1200,1,2,7,7,2,7,6,3,7,3,101,105840
10580205,105802,5,105840,11580105,109,109,92,126,114,1200,1200,1200,1200,1200,1,2,7,7,2,7,6,3,7,3,101,105840
10590103,105901,3,105901,10590103,96,85,97,75,97,1200,1200,1200,1200,1200,3,7,7,2,5,6,7,1,7,1,101,105901
10590104,105901,4,105901,10590104,107,95,108,83,107,1200,1200,1200,1200,1200,3,7,7,2,5,6,7,1,7,1,101,105901
10590105,105901,5,105901,10590105,117,104,119,92,118,1200,1200,1200,1200,1200,3,7,7,2,5,6,7,1,7,1,101,105901
10590203,105902,3,105923,11590103,94,78,92,86,100,1200,1200,1200,1200,1200,3,7,7,2,5,6,7,1,7,1,101,105923
10590204,105902,4,105923,11590104,104,86,103,96,111,1200,1200,1200,1200,1200,3,7,7,2,5,6,7,1,7,1,101,105923
10590205,105902,5,105923,11590105,115,95,113,105,122,1200,1200,1200,1200,1200,3,7,7,2,5,6,7,1,7,1,101,105923
10600101,106001,1,101,10600101,86,72,89,69,84,1200,1200,1200,1200,1200,1,5,7,7,2,6,7,4,7,1,101,0
10600102,106001,2,101,10600102,91,76,95,74,89,1200,1200,1200,1200,1200,1,5,7,7,2,6,7,4,7,1,101,0
10600103,106001,3,106001,10600103,97,81,100,78,94,1200,1200,1200,1200,1200,1,5,7,7,2,6,7,4,7,1,101,106001
10600104,106001,4,106001,10600104,107,90,112,87,104,1200,1200,1200,1200,1200,1,5,7,7,2,6,7,4,7,1,101,106001
10600105,106001,5,106001,10600105,118,99,123,96,114,1200,1200,1200,1200,1200,1,5,7,7,2,6,7,4,7,1,101,106001
10600203,106002,3,106050,11600103,86,86,94,86,98,1200,1200,1200,1200,1200,1,5,7,7,2,6,7,4,7,1,101,106050
10600204,106002,4,106050,11600104,95,95,105,95,110,1200,1200,1200,1200,1200,1,5,7,7,2,6,7,4,7,1,101,106050
10600205,106002,5,106050,11600105,105,105,115,105,120,1200,1200,1200,1200,1200,1,5,7,7,2,6,7,4,7,1,101,106050
10610101,106101,1,101,10610101,87,60,93,73,87,1200,1200,1200,1200,1200,7,6,6,5,1,6,7,4,7,1,101,0
10610102,106101,2,101,10610102,93,63,98,77,94,1200,1200,1200,1200,1200,7,6,6,5,1,6,7,4,7,1,101,0
10610103,106101,3,106101,10610103,98,67,104,82,99,1200,1200,1200,1200,1200,7,6,6,5,1,6,7,4,7,1,101,106101
10610104,106101,4,106101,10610104,109,74,116,91,110,1200,1200,1200,1200,1200,7,6,6,5,1,6,7,4,7,1,101,106101
10610105,106101,5,106101,10610105,120,82,127,100,121,1200,1200,1200,1200,1200,7,6,6,5,1,6,7,4,7,1,101,106101
10610203,106102,3,106150,11610103,100,62,110,89,89,1200,1200,1200,1200,1200,7,6,6,5,1,6,7,4,7,1,101,106150
10610204,106102,4,106150,11610104,111,69,122,99,99,1200,1200,1200,1200,1200,7,6,6,5,1,6,7,4,7,1,101,106150
10610205,106102,5,106150,11610105,122,76,134,108,110,1200,1200,1200,1200,1200,7,6,6,5,1,6,7,4,7,1,101,106150
10620102,106201,2,101,10620102,79,91,82,88,85,1200,1200,1200,1200,1200,1,4,7,7,2,7,7,3,7,1,101,0
10620103,106201,3,106201,10620103,84,96,87,93,90,1200,1200,1200,1200,1200,1,4,7,7,2,7,7,3,7,1,101,106201
10620104,106201,4,106201,10620104,93,107,97,103,100,1200,1200,1200,1200,1200,1,4,7,7,2,7,7,3,7,1,101,106201
10620105,106201,5,106201,10620105,103,117,106,114,110,1200,1200,1200,1200,1200,1,4,7,7,2,7,7,3,7,1,101,106201
10640103,106401,3,106401,10640103,92,103,76,91,88,1200,1200,1200,1200,1200,1,2,7,7,7,3,2,1,7,1,101,106401
10640104,106401,4,106401,10640104,102,115,84,101,98,1200,1200,1200,1200,1200,1,2,7,7,7,3,2,1,7,1,101,106401
10640105,106401,5,106401,10640105,112,126,93,111,108,1200,1200,1200,1200,1200,1,2,7,7,7,3,2,1,7,1,101,106401
10650103,106501,3,106501,10650103,100,89,97,87,77,1200,1200,1200,1200,1200,6,7,6,3,7,7,1,1,7,1,101,106501
10650104,106501,4,106501,10650104,111,99,108,97,85,1200,1200,1200,1200,1200,6,7,6,3,7,7,1,1,7,1,101,106501
10650105,106501,5,106501,10650105,122,108,119,106,95,1200,1200,1200,1200,1200,6,7,6,3,7,7,1,1,7,1,101,106501
10660101,106601,1,101,10660101,99,71,78,86,66,1200,1200,1200,1200,1200,1,7,7,3,7,1,1,1,7,2,101,0
10660102,106601,2,101,10660102,106,76,83,92,68,1200,1200,1200,1200,1200,1,7,7,3,7,1,1,1,7,2,101,0
10660103,106601,3,106601,10660103,112,80,88,97,73,1200,1200,1200,1200,1200,1,7,7,3,7,1,1,1,7,2,101,106601
10660104,106601,4,106601,10660104,124,89,97,108,82,1200,1200,1200,1200,1200,1,7,7,3,7,1,1,1,7,2,101,106601
10660105,106601,5,106601,10660105,137,98,107,119,89,1200,1200,1200,1200,1200,1,7,7,3,7,1,1,1,7,2,101,106601
10670103,106701,3,106701,10670103,91,88,93,83,95,1200,1200,1200,1200,1200,1,5,7,7,1,6,7,4,7,1,101,106701
10670104,106701,4,106701,10670104,101,98,103,92,106,1200,1200,1200,1200,1200,1,5,7,7,1,6,7,4,7,1,101,106701
10670105,106701,5,106701,10670105,111,108,113,101,117,1200,1200,1200,1200,1200,1,5,7,7,1,6,7,4,7,1,101,106701
10670203,106702,3,106710,11670103,88,95,82,92,93,1200,1200,1200,1200,1200,1,5,7,7,1,6,7,4,7,1,101,106710
10670204,106702,4,106710,11670104,98,106,91,102,103,1200,1200,1200,1200,1200,1,5,7,7,1,6,7,4,7,1,101,106710
10670205,106702,5,106710,11670105,102,118,102,113,115,1200,1200,1200,1200,1200,1,5,7,7,1,6,7,4,7,1,101,106710
10680103,106801,3,106801,10680103,97,100,79,86,88,1200,1200,1200,1200,1200,3,5,7,7,7,6,5,1,7,1,101,106801
10680104,106801,4,106801,10680104,108,111,88,96,97,1200,1200,1200,1200,1200,3,5,7,7,7,6,5,1,7,1,101,106801
10680105,106801,5,106801,10680105,119,122,97,105,107,1200,1200,1200,1200,1200,3,5,7,7,7,6,5,1,7,1,101,106801
10680203,106802,3,106810,11680103,99,85,88,82,96,1200,1200,1200,1200,1200,3,5,7,7,7,6,5,1,7,1,101,106810
10680204,106802,4,106810,11680104,111,94,98,91,106,1200,1200,1200,1200,1200,3,5,7,7,7,6,5,1,7,1,101,106810
10680205,106802,5,106810,11680105,122,104,108,100,116,1200,1200,1200,1200,1200,3,5,7,7,7,6,5,1,7,1,101,106810
10690103,106901,3,106901,10690103,93,96,78,93,90,1200,1200,1200,1200,1200,3,7,7,3,6,7,2,1,7,1,101,106901
10690104,106901,4,106901,10690104,103,107,87,103,100,1200,1200,1200,1200,1200,3,7,7,3,6,7,2,1,7,1,101,106901
10690105,106901,5,106901,10690105,114,117,95,114,110,1200,1200,1200,1200,1200,3,7,7,3,6,7,2,1,7,1,101,106901
10710103,107101,3,107101,10710103,92,89,89,80,100,1200,1200,1200,1200,1200,3,6,7,4,5,7,4,1,7,2,101,107101
10710104,107101,4,107101,10710104,102,99,99,89,111,1200,1200,1200,1200,1200,3,6,7,4,5,7,4,1,7,2,101,107101
10710105,107101,5,107101,10710105,113,109,109,98,121,1200,1200,1200,1200,1200,3,6,7,4,5,7,4,1,7,2,101,107101
10720103,107201,3,107201,10720103,92,81,97,97,83,1200,1200,1200,1200,1200,1,6,7,3,2,7,7,1,7,3,101,107201
10720104,107201,4,107201,10720104,103,90,108,108,91,1200,1200,1200,1200,1200,1,6,7,3,2,7,7,1,7,3,101,107201
10720105,107201,5,107201,10720105,113,99,119,119,100,1200,1200,1200,1200,1200,1,6,7,3,2,7,7,1,7,3,101,107201
10740103,107401,3,107401,10740103,89,107,87,75,92,1200,1200,1200,1200,1200,2,5,7,7,1,4,7,7,7,1,101,107401
10740104,107401,4,107401,10740104,99,119,97,83,102,1200,1200,1200,1200,1200,2,5,7,7,1,4,7,7,7,1,101,107401
10740105,107401,5,107401,10740105,109,130,106,92,113,1200,1200,1200,1200,1200,2,5,7,7,1,4,7,7,7,1,101,107401
10780103,107801,3,107801,10780103,97,83,81,97,92,1200,1200,1200,1200,1200,6,7,7,1,3,7,5,1,7,4,101,107801
10780104,107801,4,107801,10780104,108,92,90,107,103,1200,1200,1200,1200,1200,6,7,7,1,3,7,5,1,7,4,101,107801
10780105,107801,5,107801,10780105,119,101,99,118,113,1200,1200,1200,1200,1200,6,7,7,1,3,7,5,1,7,4,101,107801
10870103,108701,3,108701,10870103,99,73,97,98,83,1200,1200,1200,1200,1200,7,6,1,1,7,7,1,1,7,1,101,108701
10870104,108701,4,108701,10870104,110,81,108,109,92,1200,1200,1200,1200,1200,7,6,1,1,7,7,1,1,7,1,101,108701
10870105,108701,5,108701,10870105,121,89,118,120,102,1200,1200,1200,1200,1200,7,6,1,1,7,7,1,1,7,1,101,108701
10980103,109801,3,109801,10980103,93,87,93,87,90,1200,1200,1200,1200,1200,5,7,7,1,7,7,5,1,2,7,101,109801
10980104,109801,4,109801,10980104,104,97,103,96,100,1200,1200,1200,1200,1200,5,7,7,1,7,7,5,1,2,7,101,109801
10980105,109801,5,109801,10980105,114,107,113,106,110,1200,1200,1200,1200,1200,5,7,7,1,7,7,5,1,2,7,101,109801
10990103,109901,3,109901,10990103,95,95,78,85,97,1200,1200,1200,1200,1200,2,7,7,3,6,7,1,1,1,7,101,109901
10990104,109901,4,109901,10990104,105,106,87,94,108,1200,1200,1200,1200,1200,2,7,7,3,6,7,1,1,1,7,101,109901
10990105,109901,5,109901,10990105,111,118,97,105,119,1200,1200,1200,1200,1200,2,7,7,3,6,7,1,1,1,7,101,109901
11000103,110001,3,110001,11000103,84,82,84,101,99,1200,1200,1200,1200,1200,4,7,7,3,5,7,5,3,1,7,101,110001
11000104,110001,4,110001,11000104,93,91,94,112,110,1200,1200,1200,1200,1200,4,7,7,3,5,7,5,3,1,7,101,110001
11000105,110001,5,110001,11000105,102,100,103,123,122,1200,1200,1200,1200,1200,4,7,7,3,5,7,5,3,1,7,101,110001
