id,command_name,base_state_name,pose_blend,type,state_group,category,start_blend_time,end_blend_time
570,talk06,talk06,0,0,2,0,2300,1600
571,hightouch01,hightouch01,1,0,2,0,2300,1600
572,hightouch02,hightouch02,1,0,2,0,2300,1600
573,hightouch03,hightouch03,1,0,2,0,2300,1600
574,hightouch04,hightouch04,1,0,2,0,2300,1600
575,hightouch05,hightouch05,1,0,2,0,2300,1600
576,hightouch06,hightouch06,1,0,2,0,2300,1600
577,race_standby01,start_loop_L,0,-2,4,1,2300,1600
578,race_set01,start_set_L,0,-2,4,1,2300,1600
579,race_go01,start_go_L,0,-2,0,1,2300,1600
580,race_run02,run02_base,0,-2,4,1,2300,1600
581,race_sweat02,run02_sweat_base,0,-2,0,1,2300,1600
582,race_run03,run03_base,0,-2,4,1,2300,1600
583,race_sweat03,run03_sweat_base,0,-2,0,1,2300,1600
584,race_run05,run05_base,0,-2,4,1,2300,1600
585,race_overrun01,overRun01_loop_L,0,-2,4,1,2300,1600
586,race_winner01,overRun02_start_L,0,-2,0,1,2300,1600
587,race_winner02,overRun02_loop_L,0,-2,4,1,2300,1600
588,race_lose01,overRun03_start_L,0,-2,0,1,2300,1600
589,race_lose02,overRun03_loop_L,0,-2,4,1,2300,1600
590,stomp01,stomp01,1,0,2,0,2300,1600
591,take01,take01,1,0,2,0,2300,1600
593,lookback01,lookback01,0,0,0,0,2300,1600
594,lookback02,lookback02,0,0,0,0,2300,1600
595,eat01,eat01,1,0,2,0,2300,1600
596,byebye08,byebye08,1,0,2,0,2300,1600
597,byebye09,byebye09,1,0,2,0,2300,1600
598,byebye10,byebye10,1,0,2,0,2300,1600
599,byebye11,byebye11,1,0,2,0,2300,1600
600,byebye12,byebye12,1,0,2,0,2300,1600
601,byebye13,byebye13,1,0,2,0,2300,1600
602,pdk01,pdk01,0,-2,2,0,2300,1600
603,chair01_L,chair01_L,1,0,4,0,2300,1600
604,chair01_S,chair01_S,1,0,4,0,2300,1600
605,chair01_L_look01,chair01_L_look01,1,0,2,0,2300,1600
606,chair01_S_look01,chair01_S_look01,1,0,2,0,2300,1600
607,homewalk01,homewalk01,0,0,4,0,2300,1600
608,homewalk01_D,homewalk01_D,0,0,4,0,2300,1600
609,homewalk01_U,homewalk01_U,0,0,4,0,2300,1600
610,homewalk02,homewalk02,0,0,4,0,2300,1600
611,homewalk02_D,homewalk02_D,0,0,4,0,2300,1600
612,homewalk02_U,homewalk02_U,0,0,4,0,2300,1600
613,homewalk03,homewalk03,0,0,4,0,2300,1600
614,homewalk03_D,homewalk03_D,0,0,4,0,2300,1600
615,homewalk03_U,homewalk03_U,0,0,4,0,2300,1600
616,homewalk04,homewalk04,0,0,4,0,2300,1600
617,homewalk04_D,homewalk04_D,0,0,4,0,2300,1600
618,homewalk04_U,homewalk04_U,0,0,4,0,2300,1600
619,homewalk05,homewalk05,0,0,4,0,2300,1600
620,homewalk05_D,homewalk05_D,0,0,4,0,2300,1600
621,homewalk05_U,homewalk05_U,0,0,4,0,2300,1600
622,present03,present03,1,0,2,0,2300,1600
623,present04,present04,1,0,2,0,2300,1600
624,present05,present05,1,0,2,0,2300,1600
627,homestand01,homestand01,1,0,2,0,2300,1600
628,homestand01_turn50_L,homestand01_turn50_L,0,0,0,0,2300,1600
629,homestand01_turn50_R,homestand01_turn50_R,0,0,0,0,2300,1600
630,homestand01_turn135_L,homestand01_turn135_L,0,0,0,0,2300,1600
631,homestand01_turn135_R,homestand01_turn135_R,0,0,0,0,2300,1600
632,homestand02,homestand02,1,0,2,0,2300,1600
633,homestand02_turn50_L,homestand02_turn50_L,0,0,0,0,2300,1600
634,homestand02_turn50_R,homestand02_turn50_R,0,0,0,0,2300,1600
635,homestand02_turn135_L,homestand02_turn135_L,0,0,0,0,2300,1600
636,homestand02_turn135_R,homestand02_turn135_R,0,0,0,0,2300,1600
637,homestand03,homestand03,1,0,2,0,2300,1600
638,homestand03_turn50_L,homestand03_turn50_L,0,0,0,0,2300,1600
639,homestand03_turn50_R,homestand03_turn50_R,0,0,0,0,2300,1600
640,homestand03_turn135_L,homestand03_turn135_L,0,0,0,0,2300,1600
641,homestand03_turn135_R,homestand03_turn135_R,0,0,0,0,2300,1600
642,homestand04,homestand04,1,0,2,0,2300,1600
643,homestand04_turn50_L,homestand04_turn50_L,0,0,0,0,2300,1600
644,homestand04_turn50_R,homestand04_turn50_R,0,0,0,0,2300,1600
645,homestand04_turn135_L,homestand04_turn135_L,0,0,0,0,2300,1600
646,homestand04_turn135_R,homestand04_turn135_R,0,0,0,0,2300,1600
647,homestand05,homestand05,1,0,2,0,2300,1600
648,homestand05_turn50_L,homestand05_turn50_L,0,0,0,0,2300,1600
649,homestand05_turn50_R,homestand05_turn50_R,0,0,0,0,2300,1600
650,homestand05_turn135_L,homestand05_turn135_L,0,0,0,0,2300,1600
651,homestand05_turn135_R,homestand05_turn135_R,0,0,0,0,2300,1600
652,homestand06,homestand06,1,0,2,0,2300,1600
653,homestand06_turn50_L,homestand06_turn50_L,0,0,0,0,2300,1600
654,homestand06_turn50_R,homestand06_turn50_R,0,0,0,0,2300,1600
655,homestand06_turn135_L,homestand06_turn135_L,0,0,0,0,2300,1600
656,homestand06_turn135_R,homestand06_turn135_R,0,0,0,0,2300,1600
657,homestand07,homestand07,1,0,2,0,2300,1600
658,homestand07_turn50_L,homestand07_turn50_L,0,0,0,0,2300,1600
659,homestand07_turn50_R,homestand07_turn50_R,0,0,0,0,2300,1600
660,homestand07_turn135_L,homestand07_turn135_L,0,0,0,0,2300,1600
661,homestand07_turn135_R,homestand07_turn135_R,0,0,0,0,2300,1600
662,homestand08,homestand08,1,0,2,0,2300,1600
663,homestand08_turn50_L,homestand08_turn50_L,0,0,0,0,2300,1600
664,homestand08_turn50_R,homestand08_turn50_R,0,0,0,0,2300,1600
665,homestand08_turn135_L,homestand08_turn135_L,0,0,0,0,2300,1600
666,homestand08_turn135_R,homestand08_turn135_R,0,0,0,0,2300,1600
667,homestand09,homestand09,1,0,2,0,2300,1600
668,homestand09_turn50_L,homestand09_turn50_L,0,0,0,0,2300,1600
669,homestand09_turn50_R,homestand09_turn50_R,0,0,0,0,2300,1600
670,homestand09_turn135_L,homestand09_turn135_L,0,0,0,0,2300,1600
671,homestand09_turn135_R,homestand09_turn135_R,0,0,0,0,2300,1600
672,homestand10,homestand10,1,0,2,0,2300,1600
673,homestand10_turn50_L,homestand10_turn50_L,0,0,0,0,2300,1600
674,homestand10_turn50_R,homestand10_turn50_R,0,0,0,0,2300,1600
675,homestand10_turn135_L,homestand10_turn135_L,0,0,0,0,2300,1600
676,homestand10_turn135_R,homestand10_turn135_R,0,0,0,0,2300,1600
677,homestand11,homestand11,1,0,2,0,2300,1600
678,homestand11_turn50_L,homestand11_turn50_L,0,0,0,0,2300,1600
679,homestand11_turn50_R,homestand11_turn50_R,0,0,0,0,2300,1600
680,homestand11_turn135_L,homestand11_turn135_L,0,0,0,0,2300,1600
681,homestand11_turn135_R,homestand11_turn135_R,0,0,0,0,2300,1600
682,homestand12,homestand12,1,0,2,0,2300,1600
683,homestand12_turn50_L,homestand12_turn50_L,0,0,0,0,2300,1600
684,homestand12_turn50_R,homestand12_turn50_R,0,0,0,0,2300,1600
685,homestand12_turn135_L,homestand12_turn135_L,0,0,0,0,2300,1600
686,homestand12_turn135_R,homestand12_turn135_R,0,0,0,0,2300,1600
687,homestand13,homestand13,1,0,2,0,2300,1600
688,homestand13_turn50_L,homestand13_turn50_L,0,0,0,0,2300,1600
689,homestand13_turn50_R,homestand13_turn50_R,0,0,0,0,2300,1600
690,homestand13_turn135_L,homestand13_turn135_L,0,0,0,0,2300,1600
691,homestand13_turn135_R,homestand13_turn135_R,0,0,0,0,2300,1600
692,homestand14,homestand14,1,0,2,0,2300,1600
693,homestand14_turn50_L,homestand14_turn50_L,0,0,0,0,2300,1600
694,homestand14_turn50_R,homestand14_turn50_R,0,0,0,0,2300,1600
695,homestand14_turn135_L,homestand14_turn135_L,0,0,0,0,2300,1600
696,homestand14_turn135_R,homestand14_turn135_R,0,0,0,0,2300,1600
697,homestand15,homestand15,1,0,2,0,2300,1600
698,homestand15_turn50_L,homestand15_turn50_L,0,0,0,0,2300,1600
699,homestand15_turn50_R,homestand15_turn50_R,0,0,0,0,2300,1600
700,homestand15_turn135_L,homestand15_turn135_L,0,0,0,0,2300,1600
701,homestand15_turn135_R,homestand15_turn135_R,0,0,0,0,2300,1600
702,homestand16,homestand16,1,0,2,0,2300,1600
703,homestand16_turn50_L,homestand16_turn50_L,0,0,0,0,2300,1600
704,homestand16_turn50_R,homestand16_turn50_R,0,0,0,0,2300,1600
705,homestand16_turn135_L,homestand16_turn135_L,0,0,0,0,2300,1600
706,homestand16_turn135_R,homestand16_turn135_R,0,0,0,0,2300,1600
707,chair01_S_drink01,chair01_S_drink01,0,0,2,0,2300,1600
708,chair01_L_drink01,chair01_L_drink01,0,0,2,0,2300,1600
709,table_L_laptop01,table_L_laptop01,1,0,4,0,2300,1600
710,table_S_laptop01,table_S_laptop01,1,0,4,0,2300,1600
711,table_L_study01,table_L_study01,1,0,4,0,2300,1600
712,table_S_study01,table_S_study01,1,0,4,0,2300,1600
713,table_L_study02,table_L_study02,1,0,4,0,2300,1600
714,table_S_study02,table_S_study02,1,0,4,0,2300,1600
715,table_L_eat01,table_L_eat01,1,0,2,0,2300,1600
716,table_S_eat01,table_S_eat01,1,0,2,0,2300,1600
717,eat02,eat02,1,0,2,0,2300,1600
718,sorry03,sorry03,1,0,2,0,2300,1600
719,pain06,pain06,1,0,2,0,2300,1600
720,pain07,pain07,1,0,2,0,2300,1600
721,think12,think12,1,0,2,0,2300,1600
722,sudachi06,sudachi06,1,0,2,0,2300,1600
723,eatbase01,eatbase01,0,0,2,0,2300,1600
724,eatbase01_act01,eatbase01_act01,0,0,0,0,2300,1600
725,eatbase01_mot01,eatbase01_mot01,0,0,2,0,2300,1600
726,nen01,nen01,1,0,2,0,2300,1600
727,hug01,hug01,1,0,2,0,2300,1600
728,watchbase01,watchbase01,1,0,2,0,2300,1600
729,watchbase02,watchbase02,1,0,2,0,2300,1600
730,watchlook01,watchlook01,1,0,2,0,2300,1600
731,watchstart01,watchstart01,0,0,0,0,2300,1600
732,watchstop01,watchstop01,0,0,0,0,2300,1600
733,bag01,bag01,1,0,2,0,2300,1600
734,bag02,bag02,1,0,2,0,2300,1600
735,bag03,bag03,1,0,2,0,2300,1600
736,bag04,bag04,1,0,2,0,2300,1600
737,bag05,bag05,1,0,2,0,2300,1600
738,drink04,drink04,1,0,2,0,2300,1600
739,drink05,drink05,0,0,0,0,2300,1600
740,drink06,drink06,1,0,2,0,2300,1600
741,drink07,drink07,0,0,0,0,2300,1600
742,drink08,drink08,1,0,2,0,2300,1600
743,drink09,drink09,1,0,2,0,2300,1600
747,eat04,eat04,1,0,2,0,2300,1600
748,eat05,eat05,0,0,0,0,2300,1600
749,eat06,eat06,1,0,2,0,2300,1600
750,eat07,eat07,1,0,2,0,2300,1600
751,newspaper01,newspaper01,1,0,2,0,2300,1600
752,doll01,doll01,1,0,4,0,2300,1600
753,doll02,doll02,1,0,2,0,2300,1600
754,doll03,doll03,1,0,4,0,2300,1600
755,doll04,doll04,1,0,4,0,2300,1600
756,phonepicture01,phonepicture01,1,0,2,0,2300,1600
757,phonepicture02,phonepicture02,1,0,2,0,2300,1600
758,push01,push01,1,0,2,0,2300,1600
759,push02,push02,1,0,2,0,2300,1600
760,push03,push03,1,0,2,0,2300,1600
761,stretch22,stretch22,1,0,0,0,2300,1600
762,stretch23,stretch23,1,0,2,0,2300,1600
763,diarylook02,diarylook02,1,0,2,0,2300,1600
765,diarylook04,diarylook04,1,0,2,0,2300,1600
766,diarywrite01,diarywrite01,1,0,2,0,2300,1600
767,diarywrite02,diarywrite02,1,0,2,0,2300,1600
768,magic01,magic01,1,0,2,0,2300,1600
769,magic02,magic02,1,0,2,0,2300,1600
770,step01,step01,1,0,2,0,2300,1600
771,phoneshow01,phoneshow01,1,0,2,0,2300,1600
775,sing04,sing04,1,0,2,0,2300,1600
776,sing05,sing05,1,0,2,0,2300,1600
778,main_promise01,main_promise01,1,0,2,0,2300,1600
779,main_promise02,main_promise02,1,0,2,0,2300,1600
780,card01,card01,1,0,2,0,2300,1600
781,flower01,flower01,1,0,2,0,2300,1600
782,think13,think13,1,0,2,0,2300,1600
783,point13,point13,1,0,2,0,2300,1600
784,getup02,getup02,1,0,2,0,2300,1600
785,see11,see11,1,0,2,0,2300,1600
786,cheer01,cheer01,1,0,2,0,2300,1600
787,cheer02,cheer02,1,0,2,0,2300,1600
788,cheer03,cheer03,1,0,2,0,2300,1600
789,cheer04,cheer04,1,0,2,0,2300,1600
790,cheer05,cheer05,1,0,2,0,2300,1600
791,cheer06,cheer06,1,0,2,0,2300,1600
792,magic03,magic03,1,0,2,0,2300,1600
793,cheer07,cheer07,1,0,2,0,2300,1600
794,see12,see12,1,0,4,0,2300,1600
795,magic04,magic04,1,0,2,0,2300,1600
796,quiz01,quiz01,1,0,2,0,2300,1600
797,quiz02,quiz02,1,0,2,0,2300,1600
798,quiz03,quiz03,1,0,2,0,2300,1600
799,see13,see13,1,0,2,0,2300,1600
800,see14,see14,1,0,2,0,2300,1600
801,ng08,ng08,1,0,2,0,2300,1600
802,hold01,hold01,1,0,2,0,2300,1600
803,fall03,fall03,1,0,2,0,2300,1600
804,pose13,pose13,1,0,2,0,2300,1600
805,drinkmugA01,drinkmugA01,1,0,2,0,2300,1600
806,drinkmugA02,drinkmugA02,1,0,2,0,2300,1600
807,drinkmugA03,drinkmugA03,1,0,2,0,2300,1600
808,drinkmugA04,drinkmugA04,1,0,2,0,2300,1600
809,drinkmugB01,drinkmugB01,1,0,2,0,2300,1600
810,drinkmugB02,drinkmugB02,1,0,2,0,2300,1600
811,drinkmugB03,drinkmugB03,1,0,2,0,2300,1600
812,drinkmugB04,drinkmugB04,1,0,2,0,2300,1600
813,pose14,pose14,1,0,2,0,2300,1600
814,pose15,pose15,1,0,2,0,2300,1600
815,pose16,pose16,1,0,2,0,2300,1600
816,sad03,sad03,1,0,2,0,2300,1600
817,runback01,runback01,1,0,4,0,2300,1600
818,surprise13,surprise13,1,0,2,0,2300,1600
819,peace04,peace04,1,0,2,0,2300,1600
820,sitdown01,sitdown01,1,0,2,0,2300,1600
821,massage01,massage01,1,0,4,0,2300,1600
822,joke04,joke04,1,0,2,0,2300,1600
823,stretch24,stretch24,1,0,2,0,2300,1600
824,angry09,angry09,1,0,2,0,2300,1600
825,angry10,angry10,1,0,2,0,2300,1600
826,angry11,angry11,1,0,2,0,2300,1600
827,sorry04,sorry04,1,0,2,0,2300,1600
828,eat14,eat14,1,0,2,0,2300,1600
829,paper02,paper02,1,0,2,0,2300,1600
830,surprise14,surprise14,1,0,2,0,2300,1600
831,letterlook02,letterlook02,1,0,2,0,2300,1600
832,binder01_01,binder01_01,1,0,2,0,2300,1600
833,binder01_02,binder01_02,1,0,2,0,2300,1600
834,binder01_03,binder01_03,1,0,2,0,2300,1600
835,binder01_04,binder01_04,1,0,2,0,2300,1600
836,tablet01,tablet01,1,0,2,0,2300,1600
837,tablet02,tablet02,1,0,2,0,2300,1600
838,tablet03,tablet03,1,0,2,0,2300,1600
839,tablet04,tablet04,1,0,4,0,2300,1600
840,eat16_01,eat16_01,1,0,2,0,2300,1600
841,eat16_02,eat16_02,1,0,4,0,2300,1600
842,eat17_01_home,eat17_01_home,1,0,4,0,2300,1600
843,eat17_02_home,eat17_02_home,1,0,4,0,2300,1600
844,tired07,tired07,1,0,2,0,2300,1600
845,eat15,eat15,1,0,2,0,2300,1600
846,stop02,stop02,1,0,2,0,2300,1600
847,doll05_01,doll05_01,1,0,2,0,2300,1600
848,doll05_02,doll05_02,1,0,2,0,2300,1600
849,doll05_03,doll05_03,1,0,2,0,2300,1600
850,doll05_04,doll05_04,1,0,2,0,2300,1600
851,doll05_05,doll05_05,1,0,2,0,2300,1600
852,cook01_01,cook01_01,1,0,2,0,2300,1600
853,cook01_02,cook01_02,1,0,2,0,2300,1600
854,nail01,nail01,1,0,2,0,2300,1600
856,cry13,cry13,1,0,2,0,2300,1600
857,cry14,cry14,1,0,2,0,2300,1600
858,typewrite01,typewrite01,1,0,2,0,2300,1600
859,typewrite02,typewrite02,1,0,2,0,2300,1600
860,typewrite03,typewrite03,1,0,2,0,2300,1600
861,paper01,paper01,1,0,2,0,2300,1600
862,cook02_01,cook02_01,1,0,2,0,2300,1600
863,cook02_02,cook02_02,1,0,2,0,2300,1600
864,cook03_01,cook03_01,1,0,2,0,2300,1600
865,eat08_01,eat08_01,1,0,2,0,2300,1600
866,eat08_02,eat08_02,1,0,4,0,2300,1600
867,eat08_03,eat08_03,1,0,2,0,2300,1600
868,eat09_01,eat09_01,1,0,2,0,2300,1600
869,eat10_01,eat10_01,1,0,2,0,2300,1600
870,eat10_02,eat10_02,1,0,2,0,2300,1600
871,eat10_03,eat10_03,1,0,2,0,2300,1600
872,eat10_04,eat10_04,1,0,2,0,2300,1600
873,clap06,clap06,1,0,2,0,2300,1600
874,clap07,clap07,1,0,2,0,2300,1600
875,cheer08,cheer08,1,0,2,0,2300,1600
876,cheer09,cheer09,1,0,2,0,2300,1600
877,cheer10,cheer10,1,0,2,0,2300,1600
878,hello07,hello07,1,0,2,0,2300,1600
879,pose17,pose17,1,0,2,0,2300,1600
880,hello08,hello08,1,0,2,0,2300,1600
881,eartouch03,eartouch03,1,0,2,0,2300,1600
882,hungry04,hungry04,1,0,2,0,2300,1600
883,take03_01,take03_01,1,0,2,0,2300,1600
884,take03_02,take03_02,1,0,4,0,2300,1600
885,schoolbag01_01,schoolbag01_01,1,0,2,0,2300,1600
886,schoolbag01_02,schoolbag01_02,1,0,4,0,2300,1600
887,quiet05,quiet05,1,0,2,0,2300,1600
888,laugh09,laugh09,1,0,2,0,2300,1600
889,near11,near11,1,0,2,0,2300,1600
890,fight15,fight15,1,0,2,0,2300,1600
891,joy09,joy09,1,0,2,0,2300,1600
892,joy10,joy10,1,0,2,0,2300,1600
893,point14,point14,1,0,2,0,2300,1600
894,punch06,punch06,1,0,2,0,2300,1600
895,sitdown02,sitdown02,1,0,2,0,2300,1600
896,fish01,fish01,1,0,2,0,2300,1600
897,fish02_01,fish02_01,1,0,2,0,2300,1600
898,fish02_02,fish02_02,1,0,2,0,2300,1600
899,umbrella01,umbrella01,1,0,2,0,2300,1600
900,umbrella02,umbrella02,1,0,2,0,2300,1600
901,umbrella03,umbrella03,1,0,2,0,2300,1600
902,umbrella04,umbrella04,1,0,2,0,2300,1600
903,doll06_01,doll06_01,1,0,2,0,2300,1600
904,doll06_02,doll06_02,1,0,2,0,2300,1600
905,doll06_03,doll06_03,1,0,2,0,2300,1600
906,kuchiate06,kuchiate06,1,0,2,0,2300,1600
907,runin08,runin08,1,0,0,0,2300,1600
908,runin09,runin09,1,0,0,0,2300,1600
909,point15,point15,1,0,2,0,2300,1600
910,tired08,tired08,1,0,2,0,2300,1600
911,joke05,joke05,1,0,2,0,2300,1600
913,bow09,bow09,1,0,2,0,2300,1600
914,hello09,hello09,1,0,2,0,2300,1600
915,drinkhoneyA01,drinkhoneyA01,1,0,2,0,2300,1600
916,drinkhoneyA02,drinkhoneyA02,1,0,2,0,2300,1600
917,drinkhoneyA03,drinkhoneyA03,1,0,2,0,2300,1600
918,drinkhoneyB01,drinkhoneyB01,1,0,2,0,2300,1600
919,drinkhoneyB02,drinkhoneyB02,1,0,2,0,2300,1600
920,drinkhoneyB03,drinkhoneyB03,1,0,2,0,2300,1600
921,see15,see15,1,0,2,0,2300,1600
922,opera01,opera01,1,0,2,0,2300,1600
923,muneate11,muneate11,1,0,2,0,2300,1600
924,talk07_01,talk07_01,1,0,2,0,2300,1600
925,talk07_02,talk07_02,1,0,2,0,2300,1600
926,maintenance01,maintenance01,1,0,2,0,2300,1600
927,maintenance02,maintenance02,1,0,2,0,2300,1600
928,maintenance03,maintenance03,1,0,2,0,2300,1600
929,lip01,lip01,1,0,2,0,2300,1600
930,bow10,bow10,1,0,2,0,2300,1600
931,bow11,bow11,1,0,2,0,2300,1600
932,bow12,bow12,1,0,2,0,2300,1600
933,opera02,opera02,1,0,2,0,2300,1600
934,opera03,opera03,1,0,2,0,2300,1600
935,snap01,snap01,1,0,2,0,2300,1600
936,akire07,akire07,1,0,2,0,2300,1600
937,walkhello01,walkhello01,1,0,4,0,2300,1600
938,walkhello02,walkhello02,1,0,4,0,2300,1600
939,flower02,flower02,1,0,2,0,2300,1600
940,supporter01,supporter01,1,0,2,0,2300,1600
941,supporter02,supporter02,1,0,2,0,2300,1600
942,supporter03,supporter03,1,0,2,0,2300,1600
943,supporter04,supporter04,1,0,2,0,2300,1600
944,supporter05,supporter05,1,0,2,0,2300,1600
945,supporter06,supporter06,1,0,2,0,2300,1600
946,supporter07,supporter07,1,0,2,0,2300,1600
947,banzai02,banzai02,1,0,2,0,2300,1600
948,bag06_01,bag06_01,1,0,2,0,2300,1600
949,tekagami01,tekagami01,1,0,2,0,2300,1600
950,tekagami02,tekagami02,1,0,2,0,2300,1600
951,tekagami03,tekagami03,1,0,2,0,2300,1600
952,table_study03_01,table_study03_01,1,0,2,0,2300,1600
953,table_study03_02,table_study03_02,1,0,2,0,2300,1600
954,pair_dance01,pair_dance01,0,0,2,2,2300,1600
955,pair_dance02,pair_dance02,0,0,2,2,2300,1600
956,pair_near01,pair_near01,0,0,2,2,2300,1600
957,pair_picture01,pair_picture01,0,0,2,2,2300,1600
958,point16,point16,1,0,2,0,2300,1600
959,budo01,budo01,1,0,2,0,2300,1600
960,budo02,budo02,1,0,2,0,2300,1600
961,budo03,budo03,1,0,2,0,2300,1600
962,gun01_01,gun01_01,1,0,2,0,2300,1600
963,gun01_02,gun01_02,1,0,2,0,2300,1600
964,runaway01,runaway01,1,0,2,0,2300,1600
965,take02,take02,1,0,2,0,2300,1600
966,send09,send09,1,0,2,0,2300,1600
967,laugh10,laugh10,1,0,2,0,2300,1600
968,laugh11,laugh11,1,0,2,0,2300,1600
969,golf01_01,golf01_01,1,0,2,0,2300,1600
970,golf01_02,golf01_02,1,0,2,0,2300,1600
971,joke06,joke06,1,0,2,0,2300,1600
972,shock09,shock09,1,0,2,0,2300,1600
973,shock10,shock10,1,0,2,0,2300,1600
974,point17,point17,1,0,2,0,2300,1600
975,joke07,joke07,1,0,2,0,2300,1600
976,sitdown03,sitdown03,1,0,2,0,2300,1600
977,key01_01,key01_01,1,0,2,0,2300,1600
978,clock01_01,clock01_01,1,0,0,0,2300,1600
979,clock01_02,clock01_02,1,0,2,0,2300,1600
980,clock01_03,clock01_03,1,0,2,0,2300,1600
981,stretch25,stretch25,1,0,2,0,2300,1600
982,kabuki01,kabuki01,1,0,2,0,2300,1600
983,see16,see16,1,0,2,0,2300,1600
984,stomp02,stomp02,1,0,2,0,2300,1600
985,magic05,magic05,1,0,2,0,2300,1600
986,magic06,magic06,1,0,2,0,2300,1600
987,angry12,angry12,1,0,2,0,2300,1600
988,angry13,angry13,1,0,2,0,2300,1600
989,gatts08,gatts08,1,0,2,0,2300,1600
990,gatts09,gatts09,1,0,2,0,2300,1600
991,drinkcupA01,drinkcupA01,1,0,2,0,2300,1600
992,drinkcupA02,drinkcupA02,1,0,2,0,2300,1600
993,ikaku05,ikaku05,1,0,2,0,2300,1600
994,phonehello01,phonehello01,1,0,2,0,2300,1600
995,phonegood01,phonegood01,1,0,2,0,2300,1600
996,stone01_01,stone01_01,1,0,2,0,2300,1600
997,map01_01,map01_01,1,0,2,0,2300,1600
998,map01_02,map01_02,1,0,2,0,2300,1600
999,binder02_01,binder02_01,1,0,2,0,2300,1600
1000,binder02_02,binder02_02,1,0,2,0,2300,1600
1001,send10,send10,1,0,2,0,2300,1600
1002,book05_01,book05_01,1,0,2,0,2300,1600
1003,book05_02,book05_02,1,0,2,0,2300,1600
1004,typewrite04_01,typewrite04_01,1,0,2,0,2300,1600
1005,typewrite04_02,typewrite04_02,1,0,2,0,2300,1600
1006,angry14,angry14,1,0,2,0,2300,1600
1007,stretch26,stretch26,1,0,2,0,2300,1600
1008,gun02_01,gun02_01,1,0,2,0,2300,1600
1009,gun02_02,gun02_02,1,0,2,0,2300,1600
1010,gun03_01,gun03_01,1,0,2,0,2300,1600
1011,gun03_02,gun03_02,1,0,2,0,2300,1600
1012,magic04_01,magic04_01,1,0,2,0,2300,1600
1013,mic01,mic01,1,0,2,0,2300,1600
1014,disc01_01,disc01_01,1,0,2,0,2300,1600
1015,disc01_02,disc01_02,1,0,2,0,2300,1600
1016,danceunique01,danceunique01,1,0,2,0,2300,1600
1017,take04_01,take04_01,1,0,2,0,2300,1600
1018,take04_02,take04_02,1,0,2,0,2300,1600
1019,gun02_03,gun02_03,1,0,4,0,2300,1600
1020,gun03_03,gun03_03,1,0,4,0,2300,1600
1021,phoneshow01_01,phoneshow01_01,1,0,2,0,2300,1600
1022,drink01_01,drink01_01,1,0,2,0,2300,1600
1023,drink01_02,drink01_02,1,0,2,0,2300,1600
1024,drink02_01,drink02_01,1,0,2,0,2300,1600
1025,drink02_02,drink02_02,1,0,2,0,2300,1600
1026,drink03_01,drink03_01,1,0,2,0,2300,1600
1027,drink03_02,drink03_02,1,0,2,0,2300,1600
1028,present01_01,present01_01,1,0,2,0,2300,1600
1029,present02_01,present02_01,1,0,2,0,2300,1600
1030,present03_01,present03_01,1,0,2,0,2300,1600
1031,present04_01,present04_01,1,0,2,0,2300,1600
1032,take05,take05,1,0,2,0,2300,1600
1033,violin01_01,violin01_01,1,0,2,0,2300,1600
1034,violin01_02,violin01_02,1,0,2,0,2300,1600
1035,violin01_03,violin01_03,1,0,4,0,2300,1600
1036,board01,board01,1,0,2,0,2300,1600
1037,doll07_01,doll07_01,1,0,2,0,2300,1600
1038,doll07_02,doll07_02,1,0,2,0,2300,1600
1039,doll07_03,doll07_03,1,0,2,0,2300,1600
1040,doll07_04,doll07_04,1,0,2,0,2300,1600
1041,doll07_05,doll07_05,1,0,2,0,2300,1600
1042,doll07_06,doll07_06,1,0,2,0,2300,1600
1043,handsup04,handsup04,1,0,2,0,2300,1600
1044,peace05,peace05,1,0,2,0,2300,1600
1045,phoneselfie03_01,phoneselfie03_01,1,0,2,0,2300,1600
1046,phoneselfie03_02,phoneselfie03_02,1,0,2,0,2300,1600
1047,bag07,bag07,1,0,2,0,2300,1600
1048,letterlook03,letterlook03,1,0,2,0,2300,1600
1049,near12,near12,1,0,2,0,2300,1600
1050,think14,think14,1,0,2,0,2300,1600
1051,drinkcupA03_01,drinkcupA03_01,1,0,2,0,2300,1600
1052,drinkcupA03_02,drinkcupA03_02,1,0,2,0,2300,1600
1053,drinkcupA03_03,drinkcupA03_03,1,0,2,0,2300,1600
1054,shaker01_01,shaker01_01,1,0,2,0,2300,1600
1055,shaker01_02,shaker01_02,1,0,2,0,2300,1600
1056,gatts10,gatts10,1,0,2,0,2300,1600
1057,dance20,dance20,1,0,2,0,2300,1600
1058,stretch27,stretch27,1,0,2,0,2300,1600
1059,tradition01,tradition01,1,0,2,0,2300,1600
1060,tradition02,tradition02,1,0,2,0,2300,1600
1061,tradition03,tradition03,1,0,2,0,2300,1600
1062,tradition04,tradition04,1,0,4,0,2300,1600
1063,book01_01,book01_01,1,0,2,0,2300,1600
1064,bow13,bow13,1,0,2,0,2300,1600
1065,laugh12,laugh12,1,0,2,0,2300,1600
1066,cointoss01_01,cointoss01_01,1,0,2,0,2300,1600
1067,cointoss01_02,cointoss01_02,1,0,2,0,2300,1600
1068,cointoss01_03,cointoss01_03,1,0,2,0,2300,1600
1069,cointoss01_04,cointoss01_04,1,0,0,0,2300,1600
1070,take06_01,take06_01,1,0,2,0,2300,1600
