id,condition_type,have_mini,general_purpose,costume_type,chara_id,use_gender,body_shape,body_type,body_type_sub,body_setting,use_race,use_live,use_live_theater,use_home,use_dress_change,is_wet,is_dirt,head_sub_id,use_season,dress_color_main,dress_color_sub,color_num,disp_order,tail_model_id,tail_model_sub_id,mini_mayu_shader_type,start_time,end_time
901006,6,0,0,0,1006,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901007,6,0,0,0,1007,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901008,6,0,0,0,1008,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901009,6,0,0,0,1009,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901010,5,0,0,0,1010,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901011,5,0,0,0,1011,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901012,5,0,0,0,1012,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901013,6,0,0,0,1013,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901014,6,0,0,0,1014,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901015,5,0,0,0,1015,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901016,5,0,0,0,1016,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901017,6,0,0,0,1017,0,0,230,90,0,0,1,1,1,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901018,6,0,0,0,1018,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901019,5,0,0,0,1019,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901020,5,0,0,0,1020,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901021,5,0,0,0,1021,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901022,5,0,0,0,1022,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901023,5,0,0,0,1023,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901024,5,0,0,0,1024,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901025,5,0,0,0,1025,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901026,5,0,0,0,1026,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901027,6,0,0,0,1027,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901028,5,0,0,0,1028,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901029,5,0,0,0,1029,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901030,5,0,0,0,1030,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901031,5,0,0,0,1031,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901032,6,0,0,0,1032,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901033,5,0,0,0,1033,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901034,5,0,0,0,1034,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901035,5,0,0,0,1035,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901036,5,0,0,0,1036,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901037,5,0,0,0,1037,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901038,5,0,0,0,1038,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901039,5,0,0,0,1039,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901040,5,0,0,0,1040,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901041,5,0,0,0,1041,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901042,5,0,0,0,1042,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901043,5,0,0,0,1043,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901044,5,0,0,0,1044,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901045,5,0,0,0,1045,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901046,5,0,0,0,1046,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901047,5,0,0,0,1047,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901048,5,0,0,0,1048,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901049,5,0,0,0,1049,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901050,5,0,0,0,1050,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901051,5,0,0,0,1051,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901052,5,0,0,0,1052,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901053,5,0,0,0,1053,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901055,5,0,0,0,1055,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901056,5,0,0,0,1056,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901057,5,0,0,0,1057,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901058,5,0,0,0,1058,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901059,5,0,0,0,1059,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901060,6,0,0,0,1060,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901061,5,0,0,0,1061,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901062,5,0,0,0,1062,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901063,5,0,0,0,1063,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901064,5,0,0,0,1064,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901065,5,0,0,0,1065,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901066,5,0,0,0,1066,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901067,5,0,0,0,1067,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901068,5,0,0,0,1068,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901069,5,0,0,0,1069,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901071,5,0,0,0,1071,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901072,5,0,0,0,1072,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901074,5,0,0,0,1074,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901078,5,0,0,0,1078,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901087,5,0,0,0,1087,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901094,5,0,0,0,1094,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901098,5,0,0,0,1098,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901099,5,0,0,0,1099,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
901100,5,0,0,0,1100,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483196400,2524575600
904001,5,0,0,0,9040,0,0,100,0,0,1,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,151,-1,0,-1,1483196400,2524575600
904101,5,0,0,0,9041,0,0,100,0,0,1,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,151,-1,0,-1,1483196400,2524575600
904201,5,0,0,0,9042,0,0,100,0,0,1,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,151,-1,0,-1,1483196400,2524575600
