factor_id,factor_group_id,rarity,grade,factor_type,effect_group_id,start_date,end_date
2014601,20146,1,1,4,41,1483196400,2524575600
2014602,20146,2,1,4,42,1483196400,2524575600
2014603,20146,3,1,4,43,1483196400,2524575600
2014701,20147,1,1,4,41,1483196400,2524575600
2014702,20147,2,1,4,42,1483196400,2524575600
2014703,20147,3,1,4,43,1483196400,2524575600
2014801,20148,1,1,4,41,1483196400,2524575600
2014802,20148,2,1,4,42,1483196400,2524575600
2014803,20148,3,1,4,43,1483196400,2524575600
2014901,20149,1,1,4,41,1483196400,2524575600
2014902,20149,2,1,4,42,1483196400,2524575600
2014903,20149,3,1,4,43,1483196400,2524575600
2015001,20150,1,1,4,41,1483196400,2524575600
2015002,20150,2,1,4,42,1483196400,2524575600
2015003,20150,3,1,4,43,1483196400,2524575600
2015101,20151,1,1,4,41,1483196400,2524575600
2015102,20151,2,1,4,42,1483196400,2524575600
2015103,20151,3,1,4,43,1483196400,2524575600
2015201,20152,1,1,4,41,1483196400,2524575600
2015202,20152,2,1,4,42,1483196400,2524575600
2015203,20152,3,1,4,43,1483196400,2524575600
2015301,20153,1,1,4,41,1483196400,2524575600
2015302,20153,2,1,4,42,1483196400,2524575600
2015303,20153,3,1,4,43,1483196400,2524575600
2015401,20154,1,1,4,41,1483196400,2524575600
2015402,20154,2,1,4,42,1483196400,2524575600
2015403,20154,3,1,4,43,1483196400,2524575600
2015501,20155,1,1,4,41,1483196400,2524575600
2015502,20155,2,1,4,42,1483196400,2524575600
2015503,20155,3,1,4,43,1483196400,2524575600
2015601,20156,1,1,4,41,1483196400,2524575600
2015602,20156,2,1,4,42,1483196400,2524575600
2015603,20156,3,1,4,43,1483196400,2524575600
2015701,20157,1,1,4,41,1483196400,2524575600
2015702,20157,2,1,4,42,1483196400,2524575600
2015703,20157,3,1,4,43,1483196400,2524575600
2015801,20158,1,1,4,41,1483196400,2524575600
2015802,20158,2,1,4,42,1483196400,2524575600
2015803,20158,3,1,4,43,1483196400,2524575600
2015901,20159,1,1,4,41,1483196400,2524575600
2015902,20159,2,1,4,42,1483196400,2524575600
2015903,20159,3,1,4,43,1483196400,2524575600
2016001,20160,1,1,4,41,1483196400,2524575600
2016002,20160,2,1,4,42,1483196400,2524575600
2016003,20160,3,1,4,43,1483196400,2524575600
2016101,20161,1,1,4,41,1483196400,2524575600
2016102,20161,2,1,4,42,1483196400,2524575600
2016103,20161,3,1,4,43,1483196400,2524575600
2016201,20162,1,1,4,41,1483196400,2524575600
2016202,20162,2,1,4,42,1483196400,2524575600
2016203,20162,3,1,4,43,1483196400,2524575600
2016301,20163,1,1,4,41,1483196400,2524575600
2016302,20163,2,1,4,42,1483196400,2524575600
2016303,20163,3,1,4,43,1483196400,2524575600
2016401,20164,1,1,4,41,1483196400,2524575600
2016402,20164,2,1,4,42,1483196400,2524575600
2016403,20164,3,1,4,43,1483196400,2524575600
2016501,20165,1,1,4,41,1483196400,2524575600
2016502,20165,2,1,4,42,1483196400,2524575600
2016503,20165,3,1,4,43,1483196400,2524575600
2016601,20166,1,1,4,41,1483196400,2524575600
2016602,20166,2,1,4,42,1483196400,2524575600
2016603,20166,3,1,4,43,1483196400,2524575600
2016701,20167,1,1,4,41,1483196400,2524575600
2016702,20167,2,1,4,42,1483196400,2524575600
2016703,20167,3,1,4,43,1483196400,2524575600
2016801,20168,1,1,4,41,1483196400,2524575600
2016802,20168,2,1,4,42,1483196400,2524575600
2016803,20168,3,1,4,43,1483196400,2524575600
2016901,20169,1,1,4,41,1483196400,2524575600
2016902,20169,2,1,4,42,1483196400,2524575600
2016903,20169,3,1,4,43,1483196400,2524575600
2017001,20170,1,1,4,41,1483196400,2524575600
2017002,20170,2,1,4,42,1483196400,2524575600
2017003,20170,3,1,4,43,1483196400,2524575600
2019001,20190,1,1,4,41,1483196400,2524575600
2019002,20190,2,1,4,42,1483196400,2524575600
2019003,20190,3,1,4,43,1483196400,2524575600
2020001,20200,1,1,4,41,1483196400,2524575600
2020002,20200,2,1,4,42,1483196400,2524575600
2020003,20200,3,1,4,43,1483196400,2524575600
2020101,20201,1,1,4,41,1483196400,2524575600
2020102,20201,2,1,4,42,1483196400,2524575600
2020103,20201,3,1,4,43,1483196400,2524575600
2020201,20202,1,1,4,41,1483196400,2524575600
2020202,20202,2,1,4,42,1483196400,2524575600
2020203,20202,3,1,4,43,1483196400,2524575600
2020301,20203,1,1,4,41,1483196400,2524575600
2020302,20203,2,1,4,42,1483196400,2524575600
2020303,20203,3,1,4,43,1483196400,2524575600
2020401,20204,1,1,4,41,1483196400,2524575600
2020402,20204,2,1,4,42,1483196400,2524575600
2020403,20204,3,1,4,43,1483196400,2524575600
2020701,20207,1,1,4,41,1483196400,2524575600
2020702,20207,2,1,4,42,1483196400,2524575600
2020703,20207,3,1,4,43,1483196400,2524575600
2020801,20208,1,1,4,41,1483196400,2524575600
2020802,20208,2,1,4,42,1483196400,2524575600
2020803,20208,3,1,4,43,1483196400,2524575600
2020901,20209,1,1,4,41,1483196400,2524575600
2020902,20209,2,1,4,42,1483196400,2524575600
2020903,20209,3,1,4,43,1483196400,2524575600
2021001,20210,1,1,4,41,1483196400,2524575600
2021002,20210,2,1,4,42,1483196400,2524575600
2021003,20210,3,1,4,43,1483196400,2524575600
2021101,20211,1,1,4,41,1483196400,2524575600
2021102,20211,2,1,4,42,1483196400,2524575600
2021103,20211,3,1,4,43,1483196400,2524575600
2021201,20212,1,1,4,41,1483196400,2524575600
2021202,20212,2,1,4,42,1483196400,2524575600
2021203,20212,3,1,4,43,1483196400,2524575600
2021301,20213,1,1,4,41,1483196400,2524575600
2021302,20213,2,1,4,42,1483196400,2524575600
2021303,20213,3,1,4,43,1483196400,2524575600
2021501,20215,1,1,4,41,1483196400,2524575600
2021502,20215,2,1,4,42,1483196400,2524575600
2021503,20215,3,1,4,43,1483196400,2524575600
2021601,20216,1,1,4,41,1483196400,2524575600
2021602,20216,2,1,4,42,1483196400,2524575600
2021603,20216,3,1,4,43,1483196400,2524575600
2021701,20217,1,1,4,41,1483196400,2524575600
2021702,20217,2,1,4,42,1483196400,2524575600
2021703,20217,3,1,4,43,1483196400,2524575600
2021901,20219,1,1,4,41,1483196400,2524575600
2021902,20219,2,1,4,42,1483196400,2524575600
2021903,20219,3,1,4,43,1483196400,2524575600
2022001,20220,1,1,4,41,1483196400,2524575600
2022002,20220,2,1,4,42,1483196400,2524575600
2022003,20220,3,1,4,43,1483196400,2524575600
2022101,20221,1,1,4,41,1483196400,2524575600
2022102,20221,2,1,4,42,1483196400,2524575600
2022103,20221,3,1,4,43,1483196400,2524575600
2022201,20222,1,1,4,41,1483196400,2524575600
2022202,20222,2,1,4,42,1483196400,2524575600
2022203,20222,3,1,4,43,1483196400,2524575600
2022301,20223,1,1,4,41,1483196400,2524575600
2022302,20223,2,1,4,42,1483196400,2524575600
2022303,20223,3,1,4,43,1483196400,2524575600
2022401,20224,1,1,4,41,1483196400,2524575600
2022402,20224,2,1,4,42,1483196400,2524575600
2022403,20224,3,1,4,43,1483196400,2524575600
2022501,20225,1,1,4,41,1483196400,2524575600
2022502,20225,2,1,4,42,1483196400,2524575600
2022503,20225,3,1,4,43,1483196400,2524575600
2022601,20226,1,1,4,41,1483196400,2524575600
2022602,20226,2,1,4,42,1483196400,2524575600
2022603,20226,3,1,4,43,1483196400,2524575600
2022701,20227,1,1,4,41,1483196400,2524575600
2022702,20227,2,1,4,42,1483196400,2524575600
2022703,20227,3,1,4,43,1483196400,2524575600
2022801,20228,1,1,4,41,1483196400,2524575600
2022802,20228,2,1,4,42,1483196400,2524575600
2022803,20228,3,1,4,43,1483196400,2524575600
2022901,20229,1,1,4,41,1483196400,2524575600
2022902,20229,2,1,4,42,1483196400,2524575600
2022903,20229,3,1,4,43,1483196400,2524575600
2023001,20230,1,1,4,41,1483196400,2524575600
2023002,20230,2,1,4,42,1483196400,2524575600
2023003,20230,3,1,4,43,1483196400,2524575600
2023101,20231,1,1,4,41,1483196400,2524575600
2023102,20231,2,1,4,42,1483196400,2524575600
2023103,20231,3,1,4,43,1483196400,2524575600
2023201,20232,1,1,4,41,1483196400,2524575600
2023202,20232,2,1,4,42,1483196400,2524575600
2023203,20232,3,1,4,43,1483196400,2524575600
2023301,20233,1,1,4,41,1483196400,2524575600
2023302,20233,2,1,4,42,1483196400,2524575600
2023303,20233,3,1,4,43,1483196400,2524575600
2023401,20234,1,1,4,41,1483196400,2524575600
2023402,20234,2,1,4,42,1483196400,2524575600
2023403,20234,3,1,4,43,1483196400,2524575600
2023501,20235,1,1,4,41,1483196400,2524575600
2023502,20235,2,1,4,42,1483196400,2524575600
2023503,20235,3,1,4,43,1483196400,2524575600
2023601,20236,1,1,4,41,1483196400,2524575600
2023602,20236,2,1,4,42,1483196400,2524575600
2023603,20236,3,1,4,43,1483196400,2524575600
2023701,20237,1,1,4,41,1483196400,2524575600
2023702,20237,2,1,4,42,1483196400,2524575600
2023703,20237,3,1,4,43,1483196400,2524575600
2023801,20238,1,1,4,41,1483196400,2524575600
2023802,20238,2,1,4,42,1483196400,2524575600
2023803,20238,3,1,4,43,1483196400,2524575600
2023901,20239,1,1,4,41,1483196400,2524575600
2023902,20239,2,1,4,42,1483196400,2524575600
2023903,20239,3,1,4,43,1483196400,2524575600
2024001,20240,1,1,4,41,1483196400,2524575600
2024002,20240,2,1,4,42,1483196400,2524575600
2024003,20240,3,1,4,43,1483196400,2524575600
2024101,20241,1,1,4,41,1483196400,2524575600
2024102,20241,2,1,4,42,1483196400,2524575600
2024103,20241,3,1,4,43,1483196400,2524575600
2024201,20242,1,1,4,41,1483196400,2524575600
2024202,20242,2,1,4,42,1483196400,2524575600
2024203,20242,3,1,4,43,1483196400,2524575600
2024301,20243,1,1,4,41,1483196400,2524575600
2024302,20243,2,1,4,42,1483196400,2524575600
2024303,20243,3,1,4,43,1483196400,2524575600
2024401,20244,1,1,4,41,1483196400,2524575600
2024402,20244,2,1,4,42,1483196400,2524575600
2024403,20244,3,1,4,43,1483196400,2524575600
2024501,20245,1,1,4,41,1483196400,2524575600
2024502,20245,2,1,4,42,1483196400,2524575600
2024503,20245,3,1,4,43,1483196400,2524575600
2024601,20246,1,1,4,41,1483196400,2524575600
2024602,20246,2,1,4,42,1483196400,2524575600
2024603,20246,3,1,4,43,1483196400,2524575600
2024701,20247,1,1,4,41,1483196400,2524575600
2024702,20247,2,1,4,42,1483196400,2524575600
2024703,20247,3,1,4,43,1483196400,2524575600
2024801,20248,1,1,4,41,1483196400,2524575600
2024802,20248,2,1,4,42,1483196400,2524575600
2024803,20248,3,1,4,43,1483196400,2524575600
2024901,20249,1,1,4,41,1483196400,2524575600
2024902,20249,2,1,4,42,1483196400,2524575600
2024903,20249,3,1,4,43,1483196400,2524575600
2025001,20250,1,1,4,41,1483196400,2524575600
2025002,20250,2,1,4,42,1483196400,2524575600
2025003,20250,3,1,4,43,1483196400,2524575600
2025201,20252,1,1,4,41,1483196400,2524575600
2025202,20252,2,1,4,42,1483196400,2524575600
2025203,20252,3,1,4,43,1483196400,2524575600
2025301,20253,1,1,4,41,1483196400,2524575600
2025302,20253,2,1,4,42,1483196400,2524575600
2025303,20253,3,1,4,43,1483196400,2524575600
2100101,21001,1,1,4,41,1483196400,2524575600
2100102,21001,2,1,4,42,1483196400,2524575600
2100103,21001,3,1,4,43,1483196400,2524575600
2100201,21002,1,1,4,41,1483196400,2524575600
2100202,21002,2,1,4,42,1483196400,2524575600
2100203,21002,3,1,4,43,1483196400,2524575600
2100301,21003,1,1,4,41,1483196400,2524575600
2100302,21003,2,1,4,42,1483196400,2524575600
2100303,21003,3,1,4,43,1483196400,2524575600
2100401,21004,1,1,4,41,1483196400,2524575600
2100402,21004,2,1,4,42,1483196400,2524575600
2100403,21004,3,1,4,43,1483196400,2524575600
2100501,21005,1,1,4,41,1483196400,2524575600
2100502,21005,2,1,4,42,1483196400,2524575600
2100503,21005,3,1,4,43,1483196400,2524575600
2100601,21006,1,1,4,41,1483196400,2524575600
2100602,21006,2,1,4,42,1483196400,2524575600
2100603,21006,3,1,4,43,1483196400,2524575600
2100701,21007,1,1,4,41,1483196400,2524575600
2100702,21007,2,1,4,42,1483196400,2524575600
2100703,21007,3,1,4,43,1483196400,2524575600
2100801,21008,1,1,4,41,1483196400,2524575600
2100802,21008,2,1,4,42,1483196400,2524575600
2100803,21008,3,1,4,43,1483196400,2524575600
2100901,21009,1,1,4,41,1483196400,2524575600
2100902,21009,2,1,4,42,1483196400,2524575600
2100903,21009,3,1,4,43,1483196400,2524575600
2101001,21010,1,1,4,41,1483196400,2524575600
2101002,21010,2,1,4,42,1483196400,2524575600
2101003,21010,3,1,4,43,1483196400,2524575600
2101101,21011,1,1,4,41,1483196400,2524575600
2101102,21011,2,1,4,42,1483196400,2524575600
2101103,21011,3,1,4,43,1483196400,2524575600
2101201,21012,1,1,4,41,1483196400,2524575600
2101202,21012,2,1,4,42,1483196400,2524575600
2101203,21012,3,1,4,43,1483196400,2524575600
2101301,21013,1,1,4,41,1483196400,2524575600
2101302,21013,2,1,4,42,1483196400,2524575600
2101303,21013,3,1,4,43,1483196400,2524575600
2101401,21014,1,1,4,41,1483196400,2524575600
2101402,21014,2,1,4,42,1483196400,2524575600
2101403,21014,3,1,4,43,1483196400,2524575600
2101501,21015,1,1,4,41,1483196400,2524575600
2101502,21015,2,1,4,42,1483196400,2524575600
2101503,21015,3,1,4,43,1483196400,2524575600
2101601,21016,1,1,4,41,1483196400,2524575600
2101602,21016,2,1,4,42,1483196400,2524575600
2101603,21016,3,1,4,43,1483196400,2524575600
2101701,21017,1,1,4,41,1483196400,2524575600
2101702,21017,2,1,4,42,1483196400,2524575600
2101703,21017,3,1,4,43,1483196400,2524575600
2101801,21018,1,1,4,41,1483196400,2524575600
2101802,21018,2,1,4,42,1483196400,2524575600
2101803,21018,3,1,4,43,1483196400,2524575600
2101901,21019,1,1,4,41,1483196400,2524575600
2101902,21019,2,1,4,42,1483196400,2524575600
2101903,21019,3,1,4,43,1483196400,2524575600
2102001,21020,1,1,4,41,1483196400,2524575600
2102002,21020,2,1,4,42,1483196400,2524575600
2102003,21020,3,1,4,43,1483196400,2524575600
2102101,21021,1,1,4,41,1483196400,2524575600
2102102,21021,2,1,4,42,1483196400,2524575600
2102103,21021,3,1,4,43,1483196400,2524575600
2102201,21022,1,1,4,41,1483196400,2524575600
2102202,21022,2,1,4,42,1483196400,2524575600
2102203,21022,3,1,4,43,1483196400,2524575600
2102301,21023,1,1,4,41,1483196400,2524575600
2102302,21023,2,1,4,42,1483196400,2524575600
2102303,21023,3,1,4,43,1483196400,2524575600
2102401,21024,1,1,4,41,1483196400,2524575600
2102402,21024,2,1,4,42,1483196400,2524575600
2102403,21024,3,1,4,43,1483196400,2524575600
2102501,21025,1,1,4,41,1483196400,2524575600
2102502,21025,2,1,4,42,1483196400,2524575600
2102503,21025,3,1,4,43,1483196400,2524575600
2102601,21026,1,1,4,41,1677207600,2524575600
2102602,21026,2,1,4,42,1677207600,2524575600
2102603,21026,3,1,4,43,1677207600,2524575600
2102701,21027,1,1,4,41,1677207600,2524575600
2102702,21027,2,1,4,42,1677207600,2524575600
2102703,21027,3,1,4,43,1677207600,2524575600
2102801,21028,1,1,4,41,1677207600,2524575600
2102802,21028,2,1,4,42,1677207600,2524575600
2102803,21028,3,1,4,43,1677207600,2524575600
3000101,30001,1,1,6,51,1483196400,2524575600
3000102,30001,2,1,6,52,1483196400,2524575600
3000103,30001,3,1,6,53,1483196400,2524575600
3000201,30002,1,1,6,51,1483196400,2524575600
3000202,30002,2,1,6,52,1483196400,2524575600
3000203,30002,3,1,6,53,1483196400,2524575600
3000301,30003,1,1,6,51,1483196400,2524575600
3000302,30003,2,1,6,52,1483196400,2524575600
3000303,30003,3,1,6,53,1483196400,2524575600
3000401,30004,1,1,6,51,1483196400,2524575600
3000402,30004,2,1,6,52,1483196400,2524575600
3000403,30004,3,1,6,53,1483196400,2524575600
3000501,30005,1,1,6,51,1483196400,2524575600
3000502,30005,2,1,6,52,1483196400,2524575600
3000503,30005,3,1,6,53,1483196400,2524575600
4000101,40001,1,1,7,0,1641870000,1642474799
4000102,40002,1,1,7,0,1649991600,1650596399
4000103,40003,1,1,7,0,1674442800,1675047599
10010101,100101,1,2,3,31,1483196400,2524575600
10010102,100101,2,2,3,32,1483196400,2524575600
10010103,100101,3,2,3,33,1483196400,2524575600
10010201,100102,1,2,3,31,1483196400,2524575600
10010202,100102,2,2,3,32,1483196400,2524575600
10010203,100102,3,2,3,33,1483196400,2524575600
10010301,100103,1,2,3,31,1483196400,2524575600
10010302,100103,2,2,3,32,1483196400,2524575600
10010303,100103,3,2,3,33,1483196400,2524575600
10020101,100201,1,2,3,31,1483196400,2524575600
10020102,100201,2,2,3,32,1483196400,2524575600
10020103,100201,3,2,3,33,1483196400,2524575600
10030101,100301,1,2,3,31,1483196400,2524575600
10030102,100301,2,2,3,32,1483196400,2524575600
10030103,100301,3,2,3,33,1483196400,2524575600
10030201,100302,1,2,3,31,1483196400,2524575600
10030202,100302,2,2,3,32,1483196400,2524575600
10030203,100302,3,2,3,33,1483196400,2524575600
10040101,100401,1,2,3,31,1483196400,2524575600
10040102,100401,2,2,3,32,1483196400,2524575600
10040103,100401,3,2,3,33,1483196400,2524575600
10040201,100402,1,2,3,31,1483196400,2524575600
10040202,100402,2,2,3,32,1483196400,2524575600
10040203,100402,3,2,3,33,1483196400,2524575600
10050101,100501,1,2,3,31,1483196400,2524575600
10050102,100501,2,2,3,32,1483196400,2524575600
10050103,100501,3,2,3,33,1483196400,2524575600
10050201,100502,1,2,3,31,1483196400,2524575600
10050202,100502,2,2,3,32,1483196400,2524575600
10050203,100502,3,2,3,33,1483196400,2524575600
10060101,100601,1,2,3,31,1483196400,2524575600
10060102,100601,2,2,3,32,1483196400,2524575600
10060103,100601,3,2,3,33,1483196400,2524575600
10060201,100602,1,2,3,31,1483196400,2524575600
10060202,100602,2,2,3,32,1483196400,2524575600
10060203,100602,3,2,3,33,1483196400,2524575600
10070101,100701,1,2,3,31,1483196400,2524575600
10070102,100701,2,2,3,32,1483196400,2524575600
10070103,100701,3,2,3,33,1483196400,2524575600
10070201,100702,1,2,3,31,1483196400,2524575600
10070202,100702,2,2,3,32,1483196400,2524575600
10070203,100702,3,2,3,33,1483196400,2524575600
10080101,100801,1,2,3,31,1483196400,2524575600
10080102,100801,2,2,3,32,1483196400,2524575600
10080103,100801,3,2,3,33,1483196400,2524575600
10080201,100802,1,2,3,31,1483196400,2524575600
10080202,100802,2,2,3,32,1483196400,2524575600
10080203,100802,3,2,3,33,1483196400,2524575600
10090101,100901,1,2,3,31,1483196400,2524575600
10090102,100901,2,2,3,32,1483196400,2524575600
10090103,100901,3,2,3,33,1483196400,2524575600
10090201,100902,1,2,3,31,1483196400,2524575600
10090202,100902,2,2,3,32,1483196400,2524575600
10090203,100902,3,2,3,33,1483196400,2524575600
10100101,101001,1,2,3,31,1483196400,2524575600
10100102,101001,2,2,3,32,1483196400,2524575600
10100103,101001,3,2,3,33,1483196400,2524575600
10100201,101002,1,2,3,31,1483196400,2524575600
10100202,101002,2,2,3,32,1483196400,2524575600
10100203,101002,3,2,3,33,1483196400,2524575600
10110101,101101,1,2,3,31,1483196400,2524575600
10110102,101101,2,2,3,32,1483196400,2524575600
10110103,101101,3,2,3,33,1483196400,2524575600
10110201,101102,1,2,3,31,1483196400,2524575600
10110202,101102,2,2,3,32,1483196400,2524575600
10110203,101102,3,2,3,33,1483196400,2524575600
10120101,101201,1,2,3,31,1483196400,2524575600
10120102,101201,2,2,3,32,1483196400,2524575600
10120103,101201,3,2,3,33,1483196400,2524575600
10130101,101301,1,2,3,31,1483196400,2524575600
10130102,101301,2,2,3,32,1483196400,2524575600
10130103,101301,3,2,3,33,1483196400,2524575600
10130201,101302,1,2,3,31,1483196400,2524575600
10130202,101302,2,2,3,32,1483196400,2524575600
10130203,101302,3,2,3,33,1483196400,2524575600
10130301,101303,1,2,3,31,1483196400,2524575600
10130302,101303,2,2,3,32,1483196400,2524575600
10130303,101303,3,2,3,33,1483196400,2524575600
10140101,101401,1,2,3,31,1483196400,2524575600
10140102,101401,2,2,3,32,1483196400,2524575600
10140103,101401,3,2,3,33,1483196400,2524575600
10140201,101402,1,2,3,31,1483196400,2524575600
10140202,101402,2,2,3,32,1483196400,2524575600
10140203,101402,3,2,3,33,1483196400,2524575600
10150101,101501,1,2,3,31,1483196400,2524575600
10150102,101501,2,2,3,32,1483196400,2524575600
10150103,101501,3,2,3,33,1483196400,2524575600
10150201,101502,1,2,3,31,1483196400,2524575600
10150202,101502,2,2,3,32,1483196400,2524575600
10150203,101502,3,2,3,33,1483196400,2524575600
10160101,101601,1,2,3,31,1483196400,2524575600
10160102,101601,2,2,3,32,1483196400,2524575600
10160103,101601,3,2,3,33,1483196400,2524575600
10160201,101602,1,2,3,31,1483196400,2524575600
10160202,101602,2,2,3,32,1483196400,2524575600
10160203,101602,3,2,3,33,1483196400,2524575600
10170101,101701,1,2,3,31,1483196400,2524575600
10170102,101701,2,2,3,32,1483196400,2524575600
10170103,101701,3,2,3,33,1483196400,2524575600
10170201,101702,1,2,3,31,1483196400,2524575600
10170202,101702,2,2,3,32,1483196400,2524575600
10170203,101702,3,2,3,33,1483196400,2524575600
10180101,101801,1,2,3,31,1483196400,2524575600
10180102,101801,2,2,3,32,1483196400,2524575600
10180103,101801,3,2,3,33,1483196400,2524575600
10180201,101802,1,2,3,31,1483196400,2524575600
10180202,101802,2,2,3,32,1483196400,2524575600
10180203,101802,3,2,3,33,1483196400,2524575600
10190101,101901,1,2,3,31,1483196400,2524575600
10190102,101901,2,2,3,32,1483196400,2524575600
10190103,101901,3,2,3,33,1483196400,2524575600
10190201,101902,1,2,3,31,1483196400,2524575600
10190202,101902,2,2,3,32,1483196400,2524575600
10190203,101902,3,2,3,33,1483196400,2524575600
10200101,102001,1,2,3,31,1483196400,2524575600
10200102,102001,2,2,3,32,1483196400,2524575600
10200103,102001,3,2,3,33,1483196400,2524575600
10200201,102002,1,2,3,31,1483196400,2524575600
10200202,102002,2,2,3,32,1483196400,2524575600
10200203,102002,3,2,3,33,1483196400,2524575600
10210101,102101,1,2,3,31,1483196400,2524575600
10210102,102101,2,2,3,32,1483196400,2524575600
10210103,102101,3,2,3,33,1483196400,2524575600
10210201,102102,1,2,3,31,1483196400,2524575600
10210202,102102,2,2,3,32,1483196400,2524575600
10210203,102102,3,2,3,33,1483196400,2524575600
10220101,102201,1,2,3,31,1483196400,2524575600
10220102,102201,2,2,3,32,1483196400,2524575600
10220103,102201,3,2,3,33,1483196400,2524575600
10220201,102202,1,2,3,31,1483196400,2524575600
10220202,102202,2,2,3,32,1483196400,2524575600
10220203,102202,3,2,3,33,1483196400,2524575600
10230101,102301,1,2,3,31,1483196400,2524575600
10230102,102301,2,2,3,32,1483196400,2524575600
10230103,102301,3,2,3,33,1483196400,2524575600
10230201,102302,1,2,3,31,1483196400,2524575600
10230202,102302,2,2,3,32,1483196400,2524575600
10230203,102302,3,2,3,33,1483196400,2524575600
10240101,102401,1,2,3,31,1483196400,2524575600
10240102,102401,2,2,3,32,1483196400,2524575600
10240103,102401,3,2,3,33,1483196400,2524575600
10240201,102402,1,2,3,31,1483196400,2524575600
10240202,102402,2,2,3,32,1483196400,2524575600
10240203,102402,3,2,3,33,1483196400,2524575600
10250101,102501,1,2,3,31,1483196400,2524575600
10250102,102501,2,2,3,32,1483196400,2524575600
10250103,102501,3,2,3,33,1483196400,2524575600
10260101,102601,1,2,3,31,1483196400,2524575600
10260102,102601,2,2,3,32,1483196400,2524575600
10260103,102601,3,2,3,33,1483196400,2524575600
10260201,102602,1,2,3,31,1483196400,2524575600
10260202,102602,2,2,3,32,1483196400,2524575600
10260203,102602,3,2,3,33,1483196400,2524575600
10270101,102701,1,2,3,31,1483196400,2524575600
10270102,102701,2,2,3,32,1483196400,2524575600
10270103,102701,3,2,3,33,1483196400,2524575600
10270201,102702,1,2,3,31,1483196400,2524575600
10270202,102702,2,2,3,32,1483196400,2524575600
10270203,102702,3,2,3,33,1483196400,2524575600
10280101,102801,1,2,3,31,1483196400,2524575600
10280102,102801,2,2,3,32,1483196400,2524575600
10280103,102801,3,2,3,33,1483196400,2524575600
10290101,102901,1,2,3,31,1483196400,2524575600
10290102,102901,2,2,3,32,1483196400,2524575600
10290103,102901,3,2,3,33,1483196400,2524575600
10300101,103001,1,2,3,31,1483196400,2524575600
10300102,103001,2,2,3,32,1483196400,2524575600
10300103,103001,3,2,3,33,1483196400,2524575600
10300201,103002,1,2,3,31,1483196400,2524575600
10300202,103002,2,2,3,32,1483196400,2524575600
10300203,103002,3,2,3,33,1483196400,2524575600
10310101,103101,1,2,3,31,1483196400,2524575600
10310102,103101,2,2,3,32,1483196400,2524575600
10310103,103101,3,2,3,33,1483196400,2524575600
10310201,103102,1,2,3,31,1483196400,2524575600
10310202,103102,2,2,3,32,1483196400,2524575600
10310203,103102,3,2,3,33,1483196400,2524575600
10320101,103201,1,2,3,31,1483196400,2524575600
10320102,103201,2,2,3,32,1483196400,2524575600
10320103,103201,3,2,3,33,1483196400,2524575600
10330101,103301,1,2,3,31,1483196400,2524575600
10330102,103301,2,2,3,32,1483196400,2524575600
10330103,103301,3,2,3,33,1483196400,2524575600
10340101,103401,1,2,3,31,1483196400,2524575600
10340102,103401,2,2,3,32,1483196400,2524575600
10340103,103401,3,2,3,33,1483196400,2524575600
10340201,103402,1,2,3,31,1483196400,2524575600
10340202,103402,2,2,3,32,1483196400,2524575600
10340203,103402,3,2,3,33,1483196400,2524575600
10350101,103501,1,2,3,31,1483196400,2524575600
10350102,103501,2,2,3,32,1483196400,2524575600
10350103,103501,3,2,3,33,1483196400,2524575600
10350201,103502,1,2,3,31,1483196400,2524575600
10350202,103502,2,2,3,32,1483196400,2524575600
10350203,103502,3,2,3,33,1483196400,2524575600
10360101,103601,1,2,3,31,1483196400,2524575600
10360102,103601,2,2,3,32,1483196400,2524575600
10360103,103601,3,2,3,33,1483196400,2524575600
10370101,103701,1,2,3,31,1483196400,2524575600
10370102,103701,2,2,3,32,1483196400,2524575600
10370103,103701,3,2,3,33,1483196400,2524575600
10370201,103702,1,2,3,31,1483196400,2524575600
10370202,103702,2,2,3,32,1483196400,2524575600
10370203,103702,3,2,3,33,1483196400,2524575600
10380101,103801,1,2,3,31,1483196400,2524575600
10380102,103801,2,2,3,32,1483196400,2524575600
10380103,103801,3,2,3,33,1483196400,2524575600
10380201,103802,1,2,3,31,1483196400,2524575600
10380202,103802,2,2,3,32,1483196400,2524575600
10380203,103802,3,2,3,33,1483196400,2524575600
10390101,103901,1,2,3,31,1483196400,2524575600
10390102,103901,2,2,3,32,1483196400,2524575600
10390103,103901,3,2,3,33,1483196400,2524575600
10400101,104001,1,2,3,31,1483196400,2524575600
10400102,104001,2,2,3,32,1483196400,2524575600
10400103,104001,3,2,3,33,1483196400,2524575600
10400201,104002,1,2,3,31,1483196400,2524575600
10400202,104002,2,2,3,32,1483196400,2524575600
10400203,104002,3,2,3,33,1483196400,2524575600
10410101,104101,1,2,3,31,1483196400,2524575600
10410102,104101,2,2,3,32,1483196400,2524575600
10410103,104101,3,2,3,33,1483196400,2524575600
10420101,104201,1,2,3,31,1483196400,2524575600
10420102,104201,2,2,3,32,1483196400,2524575600
10420103,104201,3,2,3,33,1483196400,2524575600
10430101,104301,1,2,3,31,1483196400,2524575600
10430102,104301,2,2,3,32,1483196400,2524575600
10430103,104301,3,2,3,33,1483196400,2524575600
10440101,104401,1,2,3,31,1483196400,2524575600
10440102,104401,2,2,3,32,1483196400,2524575600
10440103,104401,3,2,3,33,1483196400,2524575600
