id,type,init,limit_lv5,limit_lv10,limit_lv15,limit_lv20,limit_lv25,limit_lv30,limit_lv35,limit_lv40,limit_lv45,limit_lv50
10053,13,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10053,15,1,-1,-1,-1,5,-1,-1,-1,5,-1,-1
10053,16,1,-1,-1,-1,10,-1,-1,-1,15,-1,-1
10053,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10053,30,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10054,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10054,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10054,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10054,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10054,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10054,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10054,19,5,-1,-1,-1,35,-1,-1,-1,50,-1,-1
10055,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10055,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10055,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10055,8,-1,1,-1,5,5,-1,-1,5,-1,-1,-1
10055,14,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10055,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10055,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10055,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10055,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10056,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10056,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10056,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10056,10,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10056,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10056,15,1,-1,-1,-1,5,-1,-1,-1,5,-1,-1
10056,16,1,-1,-1,-1,10,-1,-1,-1,15,-1,-1
10056,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10057,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10057,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10057,8,1,-1,-1,-1,5,-1,-1,-1,10,-1,-1
10057,12,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10057,15,1,-1,-1,-1,5,-1,-1,-1,5,-1,-1
10057,16,1,-1,-1,-1,10,-1,-1,-1,15,-1,-1
10057,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10058,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10058,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10058,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10058,8,-1,1,-1,5,5,-1,-1,5,-1,-1,-1
10058,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10058,17,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1
10058,18,5,-1,-1,-1,30,-1,-1,-1,40,-1,-1
10059,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10059,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10059,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10059,8,-1,1,-1,5,5,-1,-1,5,-1,-1,-1
10059,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10059,17,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1
10059,18,5,-1,-1,-1,30,-1,-1,-1,40,-1,-1
10060,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1
10060,14,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10060,15,1,-1,-1,-1,5,-1,-1,-1,5,-1,-1
10060,16,1,-1,-1,-1,10,-1,-1,-1,15,-1,-1
10060,25,-1,10,-1,20,20,-1,-1,30,-1,-1,-1
10060,26,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10060,27,-1,5,-1,10,10,-1,-1,15,-1,-1,-1
10060,28,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10061,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10061,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10061,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10061,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10061,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10061,19,5,-1,-1,-1,35,-1,-1,-1,50,-1,-1
10061,30,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10062,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10062,2,10,-1,-1,-1,25,-1,-1,-1,35,-1,-1
10062,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10062,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10062,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10062,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10062,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10063,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10063,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10063,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10063,9,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10063,15,1,-1,-1,-1,5,-1,-1,-1,5,-1,-1
10063,16,1,-1,-1,-1,10,-1,-1,-1,15,-1,-1
10063,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10064,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10064,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10064,8,-1,1,-1,5,5,-1,-1,5,-1,-1,-1
10064,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10064,17,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1
10064,18,5,-1,-1,-1,30,-1,-1,-1,40,-1,-1
10064,19,-1,-1,1,-1,5,-1,-1,10,-1,-1,-1
10065,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10065,8,1,-1,-1,-1,5,-1,-1,-1,10,-1,-1
10065,11,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10065,14,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10065,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10065,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10065,30,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10066,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10066,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10066,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10066,9,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10066,15,1,-1,-1,-1,5,-1,-1,-1,5,-1,-1
10066,16,1,-1,-1,-1,10,-1,-1,-1,15,-1,-1
10066,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10067,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10067,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10067,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10067,10,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10067,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10067,17,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1
10067,18,5,-1,-1,-1,30,-1,-1,-1,40,-1,-1
10067,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10068,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10068,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10068,8,-1,1,-1,5,5,-1,-1,5,-1,-1,-1
10068,11,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10068,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10068,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10068,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10069,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10069,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10069,7,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10069,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10069,17,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1
10069,18,5,-1,-1,-1,30,-1,-1,-1,40,-1,-1
10069,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10069,31,1,-1,-1,-1,2,-1,-1,-1,3,-1,-1
10070,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10070,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10070,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10070,10,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10070,14,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10070,19,5,-1,-1,-1,35,-1,-1,-1,50,-1,-1
10071,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10071,2,10,-1,-1,-1,25,-1,-1,-1,35,-1,-1
10071,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10071,12,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10071,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10071,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10071,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10072,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10072,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10072,8,-1,1,-1,5,5,-1,-1,5,-1,-1,-1
10072,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10072,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10072,17,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1
10072,18,5,-1,-1,-1,30,-1,-1,-1,40,-1,-1
10072,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10073,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10073,2,-1,10,-1,15,15,-1,-1,25,-1,-1,-1
10073,7,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10073,8,-1,1,-1,5,5,-1,-1,5,-1,-1,-1
10073,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10073,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10073,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10073,31,1,-1,-1,-1,2,-1,-1,-1,3,-1,-1
10074,2,10,-1,-1,-1,25,-1,-1,-1,35,-1,-1
10074,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10074,26,1,-1,-1,-1,5,10,15,20,25,-1,-1
10074,30,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10075,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10075,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10075,8,1,-1,-1,-1,5,-1,-1,-1,10,-1,-1
10075,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10075,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10075,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10075,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10076,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10076,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10076,14,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10076,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10076,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10076,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10077,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10077,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10077,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10077,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10077,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10077,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10078,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10078,7,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10078,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10078,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10078,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10078,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10078,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10078,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10078,31,1,-1,-1,-1,2,-1,-1,-1,3,-1,-1
10079,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10079,8,-1,1,-1,5,5,-1,-1,5,-1,-1,-1
10079,11,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10079,14,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10079,19,5,-1,-1,-1,35,-1,-1,-1,50,-1,-1
10079,30,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10080,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10080,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10080,12,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10080,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10080,19,5,-1,-1,-1,35,-1,-1,-1,50,-1,-1
10081,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10081,2,10,-1,-1,-1,25,-1,-1,-1,35,-1,-1
10081,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10081,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10081,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10081,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10081,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10082,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10082,8,-1,1,-1,5,5,-1,-1,5,-1,-1,-1
10082,14,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10082,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10082,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10082,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10082,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10082,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10082,30,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10083,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1
10083,12,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10083,14,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10083,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10083,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10083,25,10,-1,-1,-1,30,-1,-1,-1,40,-1,-1
10083,26,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10083,27,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10083,28,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10084,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10084,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10084,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10084,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10084,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10084,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10084,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10085,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10085,2,10,-1,-1,-1,25,-1,-1,-1,35,-1,-1
10085,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10085,10,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10085,12,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10085,14,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10085,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10085,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10085,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10086,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10086,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10086,6,-1,1,-1,1,1,-1,-1,1,-1,-1,-1
10086,8,1,-1,-1,-1,5,-1,-1,-1,10,-1,-1
10086,14,10,-1,-1,-1,20,-1,-1,-1,25,-1,-1
10086,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10086,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10086,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10086,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10086,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10087,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10087,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10087,8,-1,1,-1,5,5,-1,-1,5,-1,-1,-1
10087,11,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10087,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10087,17,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1
10087,18,5,-1,-1,-1,30,-1,-1,-1,40,-1,-1
10087,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10088,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10088,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10088,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10088,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10088,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10088,30,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10088,31,1,-1,-1,-1,2,-1,-1,-1,3,-1,-1
10089,1,5,-1,-1,-1,15,-1,-1,-1,20,-1,-1
10089,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
10089,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10089,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10089,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10089,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10089,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10089,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10091,1,5,-1,-1,10,10,-1,-1,15,-1,-1,-1
10091,14,-1,10,-1,15,15,-1,-1,20,-1,-1,-1
10091,15,-1,1,-1,1,1,-1,-1,5,-1,-1,-1
10091,16,-1,1,-1,5,5,-1,-1,10,-1,-1,-1
10091,17,-1,1,-1,1,1,-1,-1,2,-1,-1,-1
10091,18,-1,5,-1,20,20,-1,-1,30,-1,-1,-1
10091,19,-1,5,-1,20,20,-1,-1,35,-1,-1,-1
10091,30,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
20001,1,10,-1,-1,-1,15,15,-1,-1,20,-1,-1
20001,2,10,-1,-1,-1,-1,40,-1,-1,-1,50,-1
20001,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20001,14,-1,10,-1,-1,-1,20,-1,-1,-1,25,-1
20001,15,-1,-1,-1,-1,-1,-1,1,-1,5,-1,-1
20001,16,-1,-1,-1,-1,-1,-1,5,-1,10,-1,-1
20001,17,-1,1,-1,-1,-1,2,-1,-1,-1,2,-1
20001,18,-1,5,-1,-1,-1,30,-1,-1,-1,40,-1
20001,19,-1,-1,5,-1,20,20,-1,-1,35,-1,-1
20001,31,1,-1,-1,-1,-1,3,-1,-1,-1,4,-1
20002,1,10,-1,-1,-1,-1,25,-1,-1,-1,30,-1
20002,2,-1,10,-1,-1,-1,30,-1,-1,-1,40,-1
20002,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20002,14,-1,10,-1,-1,-1,20,-1,-1,-1,25,-1
20002,15,-1,1,-1,-1,-1,5,-1,-1,-1,5,-1
20002,16,-1,1,-1,-1,-1,10,-1,-1,-1,15,-1
20002,17,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1
20002,18,-1,-1,-1,-1,-1,-1,20,-1,30,-1,-1
20002,19,5,-1,-1,-1,-1,35,-1,-1,-1,50,-1
20002,31,1,-1,-1,-1,-1,3,-1,-1,-1,4,-1
20003,1,10,-1,-1,-1,-1,25,-1,-1,-1,30,-1
20003,2,-1,10,-1,-1,-1,30,-1,-1,-1,40,-1
20003,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20003,11,-1,-1,-1,-1,-1,-1,10,-1,20,-1,-1
20003,14,-1,10,-1,-1,-1,20,-1,-1,-1,25,-1
20003,15,-1,1,-1,-1,-1,5,-1,-1,-1,5,-1
20003,16,-1,1,-1,-1,-1,10,-1,-1,-1,15,-1
20003,19,5,-1,-1,-1,-1,35,-1,-1,-1,50,-1
20004,1,10,-1,-1,-1,15,15,-1,-1,20,-1,-1
20004,2,-1,-1,10,-1,20,20,-1,-1,30,-1,-1
20004,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20004,8,-1,1,-1,-1,-1,5,-1,-1,-1,10,-1
20004,14,10,-1,-1,-1,-1,25,-1,-1,-1,30,-1
20004,15,-1,1,-1,-1,-1,5,-1,-1,-1,5,-1
20004,16,-1,1,-1,-1,-1,10,-1,-1,-1,15,-1
20004,17,1,-1,-1,-1,-1,2,-1,-1,-1,2,-1
20004,18,5,-1,-1,-1,-1,30,-1,-1,-1,40,-1
20004,19,-1,-1,-1,-1,-1,-1,30,-1,60,-1,-1
20005,1,10,-1,-1,-1,15,15,-1,-1,20,-1,-1
20005,2,-1,-1,10,-1,20,20,-1,-1,30,-1,-1
20005,8,-1,1,-1,-1,-1,5,-1,-1,-1,10,-1
20005,11,-1,-1,-1,-1,-1,-1,10,-1,20,-1,-1
20005,14,10,-1,-1,-1,-1,25,-1,-1,-1,30,-1
20005,15,-1,1,-1,-1,-1,5,-1,-1,-1,5,-1
20005,16,-1,1,-1,-1,-1,10,-1,-1,-1,15,-1
20005,17,1,-1,-1,-1,-1,2,-1,-1,-1,2,-1
20005,18,5,-1,-1,-1,-1,30,-1,-1,-1,40,-1
20005,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20006,1,10,-1,-1,-1,15,15,-1,-1,20,-1,-1
20006,2,-1,-1,10,-1,20,20,-1,-1,30,-1,-1
20006,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20006,8,-1,1,-1,-1,-1,5,-1,-1,-1,10,-1
20006,14,10,-1,-1,-1,-1,25,-1,-1,-1,30,-1
20006,15,-1,1,-1,-1,-1,5,-1,-1,-1,5,-1
20006,16,-1,1,-1,-1,-1,10,-1,-1,-1,15,-1
20006,17,1,-1,-1,-1,-1,2,-1,-1,-1,2,-1
20006,18,5,-1,-1,-1,-1,30,-1,-1,-1,40,-1
20006,19,-1,-1,-1,-1,-1,-1,30,-1,60,-1,-1
20007,1,10,-1,-1,-1,-1,20,-1,-1,-1,25,-1
20007,2,-1,-1,-1,-1,-1,-1,10,-1,20,-1,-1
20007,8,1,-1,-1,-1,-1,5,-1,-1,-1,10,-1
20007,10,10,-1,-1,-1,-1,25,-1,-1,-1,30,-1
20007,15,1,-1,-1,-1,-1,5,-1,-1,-1,5,-1
20007,16,1,-1,-1,-1,-1,10,-1,-1,-1,15,-1
20007,19,-1,-1,5,-1,20,20,-1,-1,35,-1,-1
20007,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20008,1,10,-1,-1,-1,15,15,-1,-1,20,-1,-1
20008,2,-1,10,-1,-1,-1,30,-1,-1,-1,40,-1
20008,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20008,10,-1,-1,10,-1,15,15,-1,-1,20,-1,-1
20008,14,-1,10,-1,-1,-1,20,-1,-1,-1,25,-1
20008,15,1,-1,-1,-1,-1,5,-1,-1,-1,10,-1
20008,16,1,-1,-1,-1,-1,15,-1,-1,-1,20,-1
20008,17,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1
20008,18,-1,-1,-1,-1,-1,-1,20,-1,30,-1,-1
20008,19,-1,5,-1,-1,-1,35,-1,-1,-1,50,-1
20009,1,10,-1,-1,-1,-1,25,-1,-1,-1,30,-1
20009,2,-1,10,-1,-1,-1,30,-1,-1,-1,40,-1
20009,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20009,11,-1,-1,-1,-1,-1,-1,10,-1,20,-1,-1
20009,14,-1,10,-1,-1,-1,20,-1,-1,-1,25,-1
20009,15,-1,1,-1,-1,-1,5,-1,-1,-1,5,-1
20009,16,-1,1,-1,-1,-1,10,-1,-1,-1,15,-1
20009,19,5,-1,-1,-1,-1,35,-1,-1,-1,50,-1
20010,1,10,-1,-1,-1,15,15,-1,-1,20,-1,-1
20010,2,-1,-1,10,-1,20,20,-1,-1,30,-1,-1
20010,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20010,8,-1,-1,1,-1,5,5,-1,-1,5,-1,-1
20010,14,-1,10,-1,-1,-1,20,-1,-1,-1,25,-1
20010,15,-1,-1,-1,-1,-1,-1,1,-1,5,-1,-1
20010,16,-1,-1,-1,-1,-1,-1,5,-1,10,-1,-1
20010,17,1,-1,-1,-1,-1,2,-1,-1,-1,3,-1
20010,18,5,-1,-1,-1,-1,40,-1,-1,-1,50,-1
20011,1,10,-1,-1,-1,15,15,-1,-1,20,-1,-1
20011,2,-1,-1,10,-1,20,20,-1,-1,30,-1,-1
20011,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20011,8,-1,-1,1,-1,5,5,-1,-1,5,-1,-1
20011,14,-1,10,-1,-1,-1,20,-1,-1,-1,25,-1
20011,17,1,-1,-1,-1,-1,2,-1,-1,-1,3,-1
20011,18,5,-1,-1,-1,-1,40,-1,-1,-1,50,-1
20011,19,-1,-1,-1,-1,-1,-1,30,-1,60,-1,-1
20012,1,10,-1,-1,-1,15,15,-1,-1,20,-1,-1
20012,2,-1,10,-1,-1,-1,30,-1,-1,-1,40,-1
20012,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20012,8,-1,-1,-1,-1,-1,-1,1,-1,5,-1,-1
20012,13,-1,-1,10,-1,15,15,-1,-1,20,-1,-1
20012,14,-1,10,-1,-1,-1,20,-1,-1,-1,25,-1
20012,15,1,-1,-1,-1,-1,5,-1,-1,-1,10,-1
20012,16,1,-1,-1,-1,-1,15,-1,-1,-1,20,-1
20012,19,-1,5,-1,-1,-1,35,-1,-1,-1,50,-1
20012,31,1,-1,-1,-1,-1,3,-1,-1,-1,4,-1
20013,1,10,-1,-1,-1,15,15,-1,-1,20,-1,-1
20013,2,10,-1,-1,-1,-1,40,-1,-1,-1,50,-1
20013,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
20013,8,-1,-1,-1,-1,-1,-1,1,-1,5,-1,-1
20013,14,-1,10,-1,-1,-1,20,-1,-1,-1,25,-1
20013,17,-1,1,-1,-1,-1,2,-1,-1,-1,2,-1
20013,18,-1,5,-1,-1,-1,30,-1,-1,-1,40,-1
20013,19,-1,-1,5,-1,20,20,-1,-1,35,-1,-1
20014,1,10,-1,-1,-1,15,15,-1,-1,20,-1,-1
20014,2,-1,-1,10,-1,20,20,-1,-1,30,-1,-1
20014,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
