id,pos_id,home_event_type,num,story_id,chara_id_1,chara_id_2,chara_id_3,condition_type,gallery_chara_id,disp_order,available_gallery_key,start_date
430,220,1,2,1007001,1007,1013,0,0,1007,7,1,1678028400
431,220,1,2,1007002,1007,1048,0,0,1007,8,1,1678028400
437,520,1,2,1011001,1001,1011,0,0,1011,7,1,1676646000
438,220,1,2,1011002,1014,1011,0,0,1011,8,1,1676646000
455,420,1,2,1022001,1022,1018,0,0,1022,7,1,1674745200
456,420,1,2,1022002,1022,1036,0,0,1022,8,1,1674745200
457,220,1,2,1023001,1016,1023,0,0,1023,6,1,1678374000
459,120,1,2,1025001,1032,1025,0,0,1025,7,1,1677942000
464,520,1,2,1028001,1054,1028,0,0,1028,6,1,1677423600
465,220,1,2,1029001,1029,1035,0,0,1029,7,1,1678374000
466,220,1,2,1029002,1029,1040,0,0,1029,8,1,1678374000
467,120,1,2,1030001,1026,1030,0,0,1030,6,1,1677942000
468,120,1,2,1030002,1052,1030,0,0,1030,7,1,1677942000
475,220,1,2,1036001,1022,1036,0,0,1036,7,1,1677337200
476,220,1,2,1036002,1032,1036,0,0,1036,8,1,1677337200
491,520,1,2,1048001,1007,1048,0,0,1048,7,1,1675436400
492,520,1,2,1048002,1040,1048,0,0,1048,8,1,1675436400
498,220,1,2,1052001,1030,1052,0,0,1052,6,1,1677423600
501,220,1,2,1054001,1054,1028,0,0,1054,1,1,1675782000
516,220,1,2,1067001,1013,1067,0,0,1067,7,1,1675004400
517,220,1,2,1067002,1068,1067,0,0,1067,8,1,1675004400
518,520,1,2,1068001,1003,1068,0,0,1068,8,1,1678374000
519,520,1,2,1068002,1067,1068,0,0,1068,9,1,1678374000
520,420,1,2,1069001,1004,1069,0,0,1069,6,1,1676732400
530,520,1,2,1083001,1083,1047,0,0,1083,1,1,1674226800
532,120,1,2,1087001,1038,1087,0,0,1087,7,1,1677942000
547,430,1,3,1023001,1035,1050,1023,0,1023,7,1,1678374000
549,130,1,3,1025001,1025,1030,1047,0,1025,8,1,1677942000
550,430,1,3,1028001,1024,1055,1028,0,1028,7,1,1677423600
564,130,1,3,1052001,1052,1015,1058,0,1052,7,1,1677423600
565,430,1,3,1054001,1012,1016,1054,0,1054,2,1,1675782000
575,430,1,3,1069001,1069,1071,1072,0,1069,7,1,1676732400
582,530,1,3,1083001,1083,1017,1070,0,1083,2,1,1674226800
584,130,1,3,1087001,1087,1008,1009,0,1087,8,1,1677942000
585,430,1,3,1088001,1088,1068,1089,0,1088,1,1,1678374000
590,520,1,2,1088001,1067,1088,0,0,1088,2,1,1678374000
