id,support_card_id,chara_id,race_dress_id,live_dress_id,tag_support_card_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,speed_limit,stamina_limit,pow_limit,guts_limit,wiz_limit
257,30125,1076,101,101,10085,135,145,135,148,137,1,5,7,7,1,5,7,6,7,3,700,750,700,720,700
258,10086,1078,101,101,10086,147,133,131,147,142,6,7,7,1,3,7,5,1,7,4,710,700,710,750,700
259,20054,1015,101,101,10012,125,158,125,152,140,1,3,7,7,5,7,7,1,7,3,700,750,700,720,700
260,30126,1078,101,101,10086,147,133,131,147,142,6,7,7,1,3,7,5,1,7,4,700,750,700,720,700
261,30127,1001,101,101,10001,133,138,148,140,141,2,5,7,7,1,7,7,5,7,1,700,750,700,720,700
262,30128,1044,101,101,10050,151,127,155,122,145,3,7,7,5,1,3,7,7,7,1,720,700,700,700,750
263,30129,1011,101,101,10009,146,124,155,129,146,1,7,6,7,2,7,7,2,7,1,700,720,750,700,700
264,10087,1087,101,101,10087,149,123,147,148,133,7,6,1,1,7,7,1,1,7,1,750,700,720,700,700
265,20055,1087,101,101,10087,149,123,147,148,133,7,6,1,1,7,7,1,1,7,1,750,700,720,700,700
266,30130,1093,101,101,10080,161,114,144,141,140,7,6,1,1,3,7,6,5,7,1,710,700,710,750,700
267,30131,1055,101,101,10043,150,134,146,124,146,1,1,7,6,1,6,7,5,7,2,750,700,720,700,700
268,30132,1054,101,101,10042,146,117,154,136,147,7,6,1,1,1,6,7,3,7,3,700,720,750,700,700
269,30133,1028,101,101,10064,149,110,158,141,142,7,6,2,1,6,7,5,1,7,2,720,700,700,700,750
270,10088,1086,101,101,10088,152,135,146,124,143,6,7,7,2,1,7,7,2,7,2,720,700,700,700,750
271,10089,1094,101,101,10089,149,140,155,123,133,1,5,7,6,1,4,7,6,7,1,750,700,720,700,700
272,10091,1104,101,101,10091,150,142,133,145,130,3,6,7,5,7,7,3,1,7,1,750,700,720,700,700
274,20056,1094,101,101,10089,149,140,155,123,133,1,5,7,6,1,4,7,6,7,1,750,700,720,700,700
275,20057,1059,101,101,10046,151,133,149,126,141,3,7,7,2,5,6,7,1,7,1,710,700,710,750,700
276,20058,1017,101,101,10013,136,141,133,146,144,3,5,7,7,6,7,7,5,7,1,700,750,700,720,700
277,20059,1032,101,101,10036,142,135,135,138,150,1,4,7,6,3,7,6,2,7,1,700,720,750,700,700
278,30134,1086,101,101,10088,152,135,146,124,143,6,7,7,2,1,7,7,2,7,2,720,700,700,700,750
279,30135,1104,101,101,10091,150,142,133,145,130,3,6,7,5,7,7,3,1,7,1,750,700,720,700,700
280,30136,1083,101,101,10082,152,137,152,122,137,1,3,7,7,1,7,7,4,7,1,710,700,710,750,700
