id,talent_group_id,talent_level,item_category_1,item_id_1,item_num_1,item_category_2,item_id_2,item_num_2,item_category_3,item_id_3,item_num_3,item_category_4,item_id_4,item_num_4,item_category_5,item_id_5,item_num_5,item_category_6,item_id_6,item_num_6
321,106401,2,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,106401,3,11,10,30,11,80,5,11,91,5,0,0,0,0,0,0,0,0,0
323,106401,4,11,10,60,11,74,15,11,80,15,11,84,15,11,91,15,11,44,2
324,106401,5,11,10,100,11,74,30,11,80,30,11,84,30,11,91,30,11,44,10
325,103802,2,11,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,103802,3,11,1,30,11,70,5,11,89,5,0,0,0,0,0,0,0,0,0
327,103802,4,11,1,60,11,70,15,11,72,15,11,76,15,11,89,15,11,44,2
328,103802,5,11,1,100,11,70,30,11,72,30,11,76,30,11,89,30,11,44,10
329,102202,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,102202,3,11,7,30,11,82,5,11,86,5,0,0,0,0,0,0,0,0,0
331,102202,4,11,7,60,11,72,15,11,77,15,11,82,15,11,86,15,11,44,2
332,102202,5,11,7,100,11,72,30,11,77,30,11,82,30,11,86,30,11,44,10
333,103401,2,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,103401,3,11,10,30,11,91,5,11,106,5,0,0,0,0,0,0,0,0,0
335,103401,4,11,10,60,11,74,15,11,80,15,11,91,15,11,106,15,11,44,2
336,103401,5,11,10,100,11,74,30,11,80,30,11,91,30,11,106,30,11,44,10
337,104401,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,104401,3,11,7,30,11,80,5,11,86,5,0,0,0,0,0,0,0,0,0
339,104401,4,11,7,60,11,77,15,11,80,15,11,82,15,11,86,15,11,44,2
340,104401,5,11,7,100,11,77,30,11,80,30,11,82,30,11,86,30,11,44,10
341,101002,2,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,101002,3,11,4,30,11,79,5,11,85,5,0,0,0,0,0,0,0,0,0
343,101002,4,11,4,60,11,70,15,11,79,15,11,81,15,11,85,15,11,44,2
344,101002,5,11,4,100,11,70,30,11,79,30,11,81,30,11,85,30,11,44,10
345,105902,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,105902,3,11,7,30,11,77,5,11,86,5,0,0,0,0,0,0,0,0,0
347,105902,4,11,7,60,11,71,15,11,77,15,11,82,15,11,86,15,11,44,2
348,105902,5,11,7,100,11,71,30,11,77,30,11,82,30,11,86,30,11,44,10
349,103601,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,103601,3,11,7,30,11,73,5,11,83,5,0,0,0,0,0,0,0,0,0
351,103601,4,11,7,60,11,71,15,11,73,15,11,78,15,11,83,15,11,44,2
352,103601,5,11,7,100,11,71,30,11,73,30,11,78,30,11,83,30,11,44,10
353,100103,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,100103,3,11,7,30,11,73,5,11,78,5,0,0,0,0,0,0,0,0,0
355,100103,4,11,10,60,11,73,15,11,78,15,11,83,15,11,74,15,11,44,2
356,100103,5,11,7,100,11,80,30,11,84,30,11,87,30,11,91,30,11,44,10
357,100702,2,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,100702,3,11,10,30,11,74,5,11,80,5,0,0,0,0,0,0,0,0,0
359,100702,4,11,10,60,11,73,15,11,74,15,11,80,15,11,83,15,11,44,2
360,100702,5,11,10,100,11,73,30,11,74,30,11,80,30,11,83,30,11,44,10
361,101303,2,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,101303,3,11,10,30,11,74,5,11,80,5,0,0,0,0,0,0,0,0,0
363,101303,4,11,10,60,11,71,15,11,74,15,11,80,15,11,91,15,11,44,2
364,101303,5,11,10,100,11,71,30,11,74,30,11,80,30,11,91,30,11,44,10
365,105301,2,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,105301,3,11,4,30,11,79,5,11,81,5,0,0,0,0,0,0,0,0,0
367,105301,4,11,4,60,11,70,15,11,79,15,11,81,15,11,85,15,11,44,2
368,105301,5,11,4,100,11,70,30,11,79,30,11,81,30,11,85,30,11,44,10
369,109801,2,11,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,109801,3,11,13,30,11,69,5,11,177,5,0,0,0,0,0,0,0,0,0
371,109801,4,11,13,60,11,69,15,11,103,15,11,177,15,11,179,15,11,44,2
372,109801,5,11,13,100,11,69,30,11,103,30,11,177,30,11,179,30,11,44,10
373,104602,2,11,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,104602,3,11,13,30,11,103,5,11,106,5,0,0,0,0,0,0,0,0,0
375,104602,4,11,13,60,11,103,15,11,105,15,11,106,15,11,175,15,11,44,2
376,104602,5,11,13,100,11,103,30,11,105,30,11,106,30,11,175,30,11,44,10
377,103502,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,103502,3,11,7,30,11,78,5,11,83,5,0,0,0,0,0,0,0,0,0
379,103502,4,11,7,60,11,73,15,11,78,15,11,83,15,11,87,15,11,44,2
380,103502,5,11,7,100,11,73,30,11,78,30,11,83,30,11,87,30,11,44,10
381,105002,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,105002,3,11,7,30,11,73,5,11,92,5,0,0,0,0,0,0,0,0,0
383,105002,4,11,7,60,11,73,15,11,78,15,11,83,15,11,92,15,11,44,2
384,105002,5,11,7,100,11,73,30,11,78,30,11,83,30,11,92,30,11,44,10
385,102901,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,102901,3,11,7,30,11,72,5,11,77,5,0,0,0,0,0,0,0,0,0
387,102901,4,11,7,60,11,72,15,11,77,15,11,82,15,11,86,15,11,44,2
388,102901,5,11,7,100,11,72,30,11,77,30,11,82,30,11,86,30,11,44,10
389,104201,2,11,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,104201,3,11,1,30,11,70,5,11,75,5,0,0,0,0,0,0,0,0,0
391,104201,4,11,1,60,11,70,15,11,75,15,11,81,15,11,89,15,11,44,2
392,104201,5,11,1,100,11,70,30,11,75,30,11,81,30,11,89,30,11,44,10
393,101902,2,11,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,101902,3,11,13,30,11,84,5,11,179,5,0,0,0,0,0,0,0,0,0
395,101902,4,11,13,60,11,79,15,11,84,15,11,176,15,11,179,15,11,44,2
396,101902,5,11,13,100,11,79,30,11,84,30,11,176,30,11,179,30,11,44,10
397,105802,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,105802,3,11,7,30,11,80,5,11,84,5,0,0,0,0,0,0,0,0,0
399,105802,4,11,7,60,11,80,15,11,84,15,11,87,15,11,91,15,11,44,2
400,105802,5,11,7,100,11,80,30,11,84,30,11,87,30,11,91,30,11,44,10
401,108701,2,11,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,108701,3,11,1,30,11,81,5,11,89,5,0,0,0,0,0,0,0,0,0
403,108701,4,11,1,60,11,70,15,11,72,15,11,81,15,11,89,15,11,44,2
404,108701,5,11,1,100,11,70,30,11,72,30,11,81,30,11,89,30,11,44,10
405,107801,2,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,107801,3,11,4,30,11,79,5,11,84,5,0,0,0,0,0,0,0,0,0
407,107801,4,11,4,60,11,79,15,11,81,15,11,84,15,11,85,15,11,44,2
408,107801,5,11,4,100,11,79,30,11,81,30,11,84,30,11,85,30,11,44,10
409,102102,2,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,102102,3,11,10,30,11,74,5,11,80,5,0,0,0,0,0,0,0,0,0
411,102102,4,11,10,60,11,74,15,11,80,15,11,84,15,11,91,15,11,44,2
412,102102,5,11,10,100,11,74,30,11,80,30,11,84,30,11,91,30,11,44,10
413,103402,2,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,103402,3,11,10,30,11,91,5,11,106,5,0,0,0,0,0,0,0,0,0
415,103402,4,11,10,60,11,80,15,11,84,15,11,91,15,11,106,15,11,44,2
416,103402,5,11,10,100,11,80,30,11,84,30,11,91,30,11,106,30,11,44,10
417,104901,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,104901,3,11,7,30,11,80,5,11,87,5,0,0,0,0,0,0,0,0,0
419,104901,4,11,7,60,11,73,15,11,78,15,11,80,15,11,87,15,11,44,2
420,104901,5,11,7,100,11,73,30,11,78,30,11,80,30,11,87,30,11,44,10
421,110001,2,11,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,110001,3,11,13,30,11,105,5,11,177,5,0,0,0,0,0,0,0,0,0
423,110001,4,11,13,60,11,103,15,11,105,15,11,106,15,11,177,15,11,44,2
424,110001,5,11,13,100,11,103,30,11,105,30,11,106,30,11,177,30,11,44,10
425,100802,2,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,100802,3,11,4,30,11,78,5,11,89,5,0,0,0,0,0,0,0,0,0
427,100802,4,11,4,60,11,78,15,11,84,15,11,87,15,11,89,15,11,44,2
428,100802,5,11,4,100,11,78,30,11,84,30,11,87,30,11,89,30,11,44,10
429,100902,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,100902,3,11,7,30,11,86,5,11,91,5,0,0,0,0,0,0,0,0,0
431,100902,4,11,7,60,11,71,15,11,82,15,11,86,15,11,91,15,11,44,2
432,100902,5,11,7,100,11,71,30,11,82,30,11,86,30,11,91,30,11,44,10
433,104701,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,104701,3,11,7,30,11,87,5,11,91,5,0,0,0,0,0,0,0,0,0
435,104701,4,11,7,60,11,78,15,11,84,15,11,87,15,11,91,15,11,44,2
436,104701,5,11,7,100,11,78,30,11,84,30,11,87,30,11,91,30,11,44,10
437,101602,2,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,101602,3,11,10,30,11,83,5,11,91,5,0,0,0,0,0,0,0,0,0
439,101602,4,11,10,60,11,74,15,11,78,15,11,83,15,11,91,15,11,44,2
440,101602,5,11,10,100,11,74,30,11,78,30,11,83,30,11,91,30,11,44,10
441,106702,2,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,106702,3,11,10,30,11,74,5,11,91,5,0,0,0,0,0,0,0,0,0
443,106702,4,11,10,60,11,83,15,11,87,15,11,74,15,11,91,15,11,44,2
444,106702,5,11,10,100,11,83,30,11,87,30,11,74,30,11,91,30,11,44,10
445,106802,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,106802,3,11,7,30,11,84,5,11,87,5,0,0,0,0,0,0,0,0,0
447,106802,4,11,7,60,11,91,15,11,71,15,11,84,15,11,87,15,11,44,2
448,106802,5,11,7,100,11,91,30,11,71,30,11,84,30,11,87,30,11,44,10
449,109901,2,11,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,109901,3,11,13,30,11,106,5,11,175,5,0,0,0,0,0,0,0,0,0
451,109901,4,11,13,60,11,88,15,11,105,15,11,106,15,11,175,15,11,44,2
452,109901,5,11,13,100,11,88,30,11,105,30,11,106,30,11,175,30,11,44,10
453,106501,2,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,106501,3,11,4,30,11,79,5,11,85,5,0,0,0,0,0,0,0,0,0
455,106501,4,11,4,60,11,70,15,11,79,15,11,85,15,11,91,15,11,44,2
456,106501,5,11,4,100,11,70,30,11,79,30,11,85,30,11,91,30,11,44,10
457,102702,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,102702,3,11,7,30,11,78,5,11,80,5,0,0,0,0,0,0,0,0,0
459,102702,4,11,7,60,11,73,15,11,78,15,11,80,15,11,83,15,11,44,2
460,102702,5,11,7,100,11,73,30,11,78,30,11,80,30,11,83,30,11,44,10
461,103102,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,103102,3,11,7,30,11,78,5,11,90,5,0,0,0,0,0,0,0,0,0
463,103102,4,11,7,60,11,71,15,11,73,15,11,78,15,11,90,15,11,44,2
464,103102,5,11,7,100,11,71,30,11,73,30,11,78,30,11,90,30,11,44,10
465,104301,2,11,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,104301,3,11,13,30,11,69,5,11,105,5,0,0,0,0,0,0,0,0,0
467,104301,4,11,13,60,11,69,15,11,88,15,11,105,15,11,179,15,11,44,2
468,104301,5,11,13,100,11,69,30,11,88,30,11,105,30,11,179,30,11,44,10
469,106601,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,106601,3,11,7,30,11,84,5,11,91,5,0,0,0,0,0,0,0,0,0
471,106601,4,11,7,60,11,71,15,11,84,15,11,91,15,11,92,15,11,44,2
472,106601,5,11,7,100,11,71,30,11,84,30,11,91,30,11,92,30,11,44,10
473,105701,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,105701,3,11,7,30,11,73,5,11,78,5,0,0,0,0,0,0,0,0,0
475,105701,4,11,7,60,11,73,15,11,78,15,11,83,15,11,84,15,11,44,2
476,105701,5,11,7,100,11,73,30,11,78,30,11,83,30,11,84,30,11,44,10
