id,race_type,race_instance_id,grade,single_mode_route_race_id,single_mode_program_id,difficulty,paddock_bgm_cue_name,paddock_bgm_cuesheet_name,entrytable_bgm_cue_name,entrytable_bgm_cuesheet_name,first_bgm_pattern,second_bgm_pattern,result_cutin_bgm_cue_name_1,result_cutin_bgm_cuesheet_name_1,result_cutin_bgm_cue_name_2,result_cutin_bgm_cuesheet_name_2,result_cutin_bgm_cue_name_3,result_cutin_bgm_cuesheet_name_3,result_list_bgm_cue_name_1,result_list_bgm_cuesheet_name_1,result_list_bgm_cue_name_2,result_list_bgm_cuesheet_name_2,result_list_bgm_cue_name_3,result_list_bgm_cuesheet_name_3
57,6,-1,-1,-1,2304,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
58,6,-1,-1,-1,2305,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
59,6,-1,-1,-1,2306,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
60,6,-1,-1,-1,2307,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
61,6,-1,-1,-1,2308,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
62,6,-1,-1,-1,2309,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
63,6,-1,-1,-1,2310,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
64,6,-1,-1,-1,2311,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
65,6,-1,-1,-1,2312,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
66,6,-1,-1,-1,2313,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
67,6,-1,-1,-1,2314,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
68,6,-1,-1,-1,2315,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
69,6,-1,-1,-1,2316,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
70,6,-1,-1,-1,2317,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
71,6,-1,-1,-1,2318,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
72,6,-1,-1,-1,2319,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
73,6,-1,-1,-1,2320,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
74,6,-1,-1,-1,2321,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
75,6,-1,-1,-1,2322,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
76,6,-1,-1,-1,2323,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
77,6,-1,-1,-1,2324,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
78,6,-1,-1,-1,2325,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
79,6,-1,-1,-1,2326,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
80,6,-1,-1,-1,2327,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
81,6,-1,-1,-1,2328,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
82,6,-1,-1,-1,2329,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
83,6,-1,-1,-1,2330,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
84,6,-1,-1,-1,2331,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
85,6,-1,-1,-1,2332,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
86,6,-1,-1,-1,2333,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
87,6,-1,-1,-1,2334,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
88,6,-1,-1,-1,2335,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
89,6,-1,-1,-1,2336,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
90,6,-1,-1,-1,2337,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
91,6,-1,-1,-1,2338,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
92,6,-1,-1,-1,2339,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
93,6,-1,-1,-1,2340,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
94,6,-1,-1,-1,2341,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
95,6,-1,-1,-1,2401,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
96,6,-1,-1,-1,2402,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
97,6,-1,-1,-1,2403,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
98,6,-1,-1,-1,2404,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
99,6,-1,-1,-1,2405,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
100,6,-1,-1,-1,2406,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
101,6,-1,-1,-1,2407,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
102,6,-1,-1,-1,2408,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
103,6,-1,-1,-1,2409,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
104,6,-1,-1,-1,2410,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
105,6,-1,-1,-1,2411,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
106,6,-1,-1,-1,2412,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
107,6,-1,-1,-1,2413,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
108,6,-1,-1,-1,2414,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
109,6,-1,-1,-1,2415,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
110,6,-1,-1,-1,2416,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
111,6,-1,-1,-1,2417,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,29,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
