id,command,inequality,horse1,horse2,param1,param2
989,15,0,36,0,4,0
990,15,0,37,0,4,0
991,15,1,34,0,1,0
992,15,1,35,0,1,0
993,15,1,36,0,1,0
994,15,1,37,0,1,0
995,15,1,34,0,2,0
996,15,1,35,0,2,0
997,15,1,36,0,2,0
998,15,1,37,0,2,0
999,15,1,34,0,3,0
1000,15,1,35,0,3,0
1001,15,1,36,0,3,0
1002,15,1,37,0,3,0
1003,15,1,34,0,4,0
1004,15,1,35,0,4,0
1005,15,1,36,0,4,0
1006,15,1,37,0,4,0
1007,12,0,34,0,0,0
1008,12,0,35,0,0,0
1009,12,0,36,0,0,0
1010,12,0,37,0,0,0
1011,12,0,34,0,1,0
1012,12,0,35,0,1,0
1013,12,0,36,0,1,0
1014,12,0,37,0,1,0
1015,12,0,34,0,2,0
1016,12,0,35,0,2,0
1017,12,0,36,0,2,0
1018,12,0,37,0,2,0
1019,12,0,34,0,3,0
1020,12,0,35,0,3,0
1021,12,0,36,0,3,0
1022,12,0,37,0,3,0
1023,62,3,34,35,9,0
1024,21,3,34,0,-5,5000
1025,21,3,35,0,-5,5000
1026,21,3,36,0,-5,5000
1027,21,3,37,0,-5,5000
1028,22,3,34,0,-5,2
1029,22,3,35,0,-5,2
1030,22,3,36,0,-5,2
1031,22,3,37,0,-5,2
1032,59,3,10,34,1000,0
1033,59,3,10,35,1000,0
1034,59,3,10,36,1000,0
1035,59,3,10,37,1000,0
1036,59,5,10,34,5000,0
1037,59,5,10,35,5000,0
1038,59,5,10,36,5000,0
1039,59,5,10,37,5000,0
1040,14,5,10,34,5,0
1041,14,5,10,35,5,0
1042,14,5,10,36,5,0
1043,14,5,10,37,5,0
1044,59,5,10,34,1000,0
1045,59,5,10,35,1000,0
1046,59,5,10,36,1000,0
1047,59,5,10,37,1000,0
1048,14,5,10,34,3,0
1049,14,5,10,35,3,0
1050,14,5,10,36,3,0
1051,14,5,10,37,3,0
1052,59,2,10,34,0,0
1053,59,2,10,35,0,0
1054,59,2,10,36,0,0
1055,59,2,10,37,0,0
1056,59,2,10,11,0,0
1057,59,5,10,11,1000,0
1058,15,1,3,0,1,0
1059,15,1,3,0,2,0
1060,59,4,10,11,0,0
1061,10,0,34,0,1,0
1062,10,0,35,0,1,0
1063,10,0,36,0,1,0
1064,10,0,37,0,1,0
1065,21,3,1,0,-5,5000
1066,22,3,1,0,-5,2
1067,59,3,10,1,1000,0
1068,59,5,10,1,5000,0
1069,14,5,10,1,5,0
1070,59,5,10,1,1000,0
1071,14,5,10,1,3,0
1072,59,2,10,1,0,0
1073,10,0,1,0,1,0
1074,26,1,1,0,1,0
1075,26,1,1,0,2,0
1076,26,1,1,0,3,0
1077,26,1,1,0,4,0
1078,15,1,1,0,1,0
1079,15,1,1,0,2,0
1080,74,5,1,0,30,0
1081,74,5,1,0,70,0
1082,74,2,1,0,70,0
1083,67,5,1,0,30,0
1084,67,5,1,0,70,0
1085,67,2,1,0,70,0
1086,77,0,1,0,0,0
1087,77,1,1,0,0,0
1088,57,0,2,0,1,1
1089,48,0,0,0,14,0
1090,48,0,0,0,16,0
1091,75,3,0,0,6,4
1092,75,3,0,0,6,4
1093,75,3,0,0,7,5
1094,75,3,0,0,7,5
1095,75,3,0,0,9,5
1096,78,5,34,35,0,0
1097,78,2,34,35,0,0
1098,62,4,34,35,2,0
1099,62,3,34,35,2,0
1100,62,4,34,36,2,0
1101,62,4,34,37,2,0
1102,62,4,34,35,1,0
1103,62,4,34,36,1,0
1104,62,4,34,37,1,0
1105,62,3,10,11,5,0
1106,62,3,10,11,9,0
1107,62,3,10,11,11,0
1108,62,3,10,11,13,0
1109,62,3,10,11,14,0
1110,62,3,10,11,15,0
1111,62,3,10,11,16,0
1112,62,3,10,11,17,0
1113,62,3,10,11,18,0
1114,62,3,10,11,19,0
1115,62,4,10,11,5,0
1116,62,4,10,14,5,0
1117,62,4,10,12,9,0
1118,62,4,10,12,5,0
1119,62,4,10,13,5,0
1120,62,4,10,11,9,0
1121,62,4,10,11,11,0
1122,62,4,10,11,13,0
1123,62,4,10,11,14,0
1124,62,4,10,11,15,0
1125,62,4,10,11,16,0
1126,62,4,10,11,17,0
1127,62,4,10,11,18,0
1128,62,4,10,11,19,0
1129,79,3,10,0,0,1
1130,80,3,10,0,0,1
1131,80,3,10,0,0,2
1132,80,4,10,0,30,0
1133,80,3,10,0,30,0
1134,80,4,10,0,70,0
1135,79,3,10,0,20,0
1136,79,5,10,0,50,0
1137,80,4,10,0,50,0
1138,14,3,3,29,9,0
1139,32,0,0,0,2,2
1140,14,3,13,14,9,0
1141,14,4,13,14,9,0
1142,15,3,34,0,3,0
1143,15,3,35,0,3,0
1144,15,3,36,0,3,0
1145,15,3,37,0,3,0
1146,22,3,34,0,1,1
1147,26,5,3,0,3,0
1148,55,3,10,0,0,300
1149,55,3,10,0,0,100
1150,55,4,10,0,0,300
1151,55,4,10,0,0,200
1152,55,4,10,0,0,100
1153,22,0,10,0,2,0
1154,15,3,3,0,3,0
1155,15,1,3,0,1,0
1156,22,0,10,0,-6,0
1157,22,0,10,0,-5,0
1158,22,0,10,0,-4,0
1159,22,0,10,0,-3,0
1160,22,0,10,0,-2,0
1161,22,0,10,0,-1,0
1162,22,0,10,0,6,0
1163,22,0,10,0,5,0
1164,22,0,10,0,4,0
1165,22,0,10,0,3,0
1166,22,0,10,0,2,0
1167,22,0,10,0,1,0
1168,22,5,34,2,0,0
1169,22,5,10,64,0,0
1170,81,5,0,0,30000,0
1171,81,3,0,0,10000,0
1172,55,4,10,0,0,150
1173,26,0,11,0,2,0
1174,26,0,12,0,3,0
1175,29,1,0,0,0,0
1176,22,3,35,0,1,1
1177,22,3,36,0,1,1
1178,10,0,35,0,3,0
1179,10,0,36,0,4,0
1180,22,3,1,0,1,1
1181,58,1,0,0,417,0
1182,3,1,0,0,10005,0
1183,3,1,0,0,10009,0
1184,13,0,3,4,2,0
1185,13,0,3,4,0,0
1186,22,3,64,0,1,1
1187,23,0,3,0,0,0
1188,23,1,3,0,0,0
1189,82,0,34,0,0,0
1190,82,0,35,0,0,0
1191,82,0,36,0,0,0
1192,82,0,1,0,0,0
1193,15,3,1,0,3,0
1194,58,0,0,0,87,0
1195,58,0,0,0,969,0
1196,15,1,1,0,4,0
1197,11,5,1,0,3,0
1198,9,1,1,0,1,0
1199,58,0,0,0,410,0
1200,9,5,3,0,2,0
1240,22,3,1,0,-5,3
1241,22,3,34,0,-5,3
1242,22,3,35,0,-5,3
1243,10,1,34,0,1,0
1244,40,3,10,0,100,0
1245,82,0,41,0,0,0
1246,22,3,34,0,-3,2
1247,22,3,1,0,-3,2
1248,58,0,0,0,960,0
1249,4,3,0,0,5000,0
1250,4,4,0,0,5000,0
1251,22,0,34,0,-1,1
1252,14,5,10,34,9,0
1253,58,0,0,0,902,0
1254,55,3,10,0,0,50
1255,81,0,0,0,10000,0
1256,55,4,10,0,0,25
1257,55,4,10,0,0,60
1258,22,0,11,0,-3,0
1259,14,5,10,34,5,-3
1260,14,5,10,11,5,0
1261,14,5,10,11,3,-3
1262,55,5,10,0,0,30
1263,82,0,11,0,0,0
1264,9,3,34,0,10,0
1265,22,0,11,0,-1,0
1266,82,0,10,0,0,0
1267,81,5,0,0,8000,0
1268,22,5,34,0,-10,-1
1269,22,0,11,0,1,0
1270,22,0,11,0,3,0
1271,22,0,12,0,-1,0
1272,22,0,12,0,1,0
1273,58,0,0,0,1010,0
1274,58,1,0,0,960,0
1275,3,0,0,0,10101,0
1276,4,0,0,0,1101,0
1277,4,0,0,0,1102,0
1278,4,0,0,0,1106,0
1279,4,0,0,0,1105,0
1280,4,0,0,0,1104,0
1281,4,0,0,0,1103,0
1282,83,5,0,0,3,0
1283,83,0,0,0,4,0
1284,85,0,3,0,1,0
1285,85,0,3,0,2,0
1286,85,0,3,0,3,0
1287,85,0,3,0,4,0
1288,85,0,3,0,7,0
1289,85,0,3,0,8,0
1290,85,0,3,0,9,0
1291,87,0,3,0,100601,0
1292,87,0,3,0,101601,0
1293,87,0,3,0,102101,0
1294,87,0,3,0,102201,0
1295,87,0,3,0,102401,0
1296,87,0,3,0,100501,0
1297,87,0,3,0,101001,0
1298,87,0,3,0,101501,0
1299,87,0,3,0,100401,0
1300,87,0,3,0,100901,0
1301,87,0,3,0,101401,0
1302,87,0,3,0,101201,0
1303,87,0,3,0,102301,0
1304,87,0,3,0,100301,0
1305,87,0,3,0,101901,0
1306,87,0,3,0,101301,0
1307,87,0,3,0,100201,0
1308,87,0,3,0,101101,0
1309,87,0,3,0,101801,0
1310,87,0,3,0,100101,0
1311,87,0,3,0,102001,0
1312,87,1,3,0,100401,0
1313,87,1,3,0,100501,0
1314,87,1,3,0,100901,0
1315,87,1,3,0,101001,0
1316,87,1,3,0,100601,0
1317,87,1,3,0,101601,0
1318,87,1,3,0,101901,0
1319,87,1,3,0,100301,0
1320,87,1,3,0,101201,0
1321,87,1,3,0,102301,0
1322,87,1,3,0,101301,0
1323,87,1,3,0,100201,0
1324,87,1,3,0,101101,0
1325,87,1,3,0,101801,0
1326,87,1,3,0,100101,0
1327,87,1,3,0,102001,0
1328,86,0,3,0,0,0
1329,87,0,3,0,-1,0
1330,84,0,0,0,2,0
1331,84,0,0,0,3,0
1332,88,0,3,0,0,0
1333,2,1,0,0,3,0
1334,26,1,11,0,1,0
1335,24,3,10,11,-5,4
1336,24,3,10,12,-5,4
1337,82,0,12,0,0,0
1338,58,0,0,0,1044,0
1339,58,0,0,0,1045,0
1340,14,3,10,11,13,-4
1341,14,3,11,12,13,-4
1342,10,1,1,0,1,0
1343,10,5,1,0,10,0
1344,10,3,1,0,11,0
1345,55,3,10,0,0,280
1346,58,0,0,0,1052,0
1347,14,5,10,11,5,-3
1348,58,0,0,0,991,0
1349,58,0,0,0,1000,0
1350,40,0,10,0,0,500
1351,82,0,42,0,0,0
1352,82,0,43,0,0,0
1353,87,1,3,0,101501,0
1354,87,1,3,0,101401,0
1355,13,1,10,11,1,0
1356,58,0,0,0,2234,0
1357,14,3,11,12,3,0
1358,14,3,10,41,19,0
1359,15,5,41,0,2,0
1360,15,2,41,0,2,0
1361,9,3,10,0,10,0
1362,71,4,10,0,50,0
1363,71,3,10,0,50,0
1364,10,3,34,0,5,0
1365,10,3,35,0,5,0
1366,10,3,36,0,5,0
1367,10,3,1,0,5,0
1368,55,5,10,0,0,30
1369,1,1,0,0,0,0
1370,9,1,1,0,2,0
1371,89,0,0,0,2,0
1372,89,0,0,0,3,0
1373,89,0,0,0,12,0
1374,89,0,0,0,6,0
1375,4,0,0,0,4117,0
1376,58,0,0,0,325,0
1377,84,0,0,0,4,0
1378,4,0,0,0,9600,0
1379,4,0,0,0,9601,0
1380,4,0,0,0,9602,0
1381,4,0,0,0,9603,0
1382,4,0,0,0,9604,0
1383,4,0,0,0,9605,0
1384,4,0,0,0,9606,0
1385,4,0,0,0,9700,0
1386,4,0,0,0,9701,0
1387,4,0,0,0,9702,0
1388,4,0,0,0,9703,0
1389,4,0,0,0,9704,0
1390,4,0,0,0,9705,0
1391,4,0,0,0,9706,0
1392,14,5,10,11,19,0
1393,4,0,0,0,9610,0
1394,4,0,0,0,9710,0
1395,89,0,0,0,9,0
1396,92,0,0,0,1,0
1397,92,0,0,0,2,0
1398,92,0,0,0,3,0
1399,92,0,0,0,4,0
1400,92,0,0,0,5,0
1401,91,0,1,0,-1,0
1402,93,0,1,0,1,1
1403,93,0,1,0,2,1
1404,93,0,1,0,3,1
1405,93,0,1,0,4,1
1406,93,3,1,0,1,2
1407,93,3,1,0,2,2
1408,93,3,1,0,3,2
1409,93,3,1,0,4,2
1410,94,5,1,0,1,0
1411,94,5,1,0,2,0
1412,94,0,1,0,2,0
1413,94,0,1,0,3,0
1414,94,0,1,0,4,0
1415,92,1,0,0,5,0
1416,8,5,0,0,1400,0
1417,8,3,0,0,1401,0
1418,8,5,0,0,1800,0
1419,8,3,0,0,1801,0
1420,8,5,0,0,2400,0
1421,8,3,0,0,2401,0
1422,94,3,1,0,2,0
1423,95,3,1,0,90,0
1424,26,0,1,0,1,0
1425,4,0,0,0,9611,0
1426,4,0,0,0,9612,0
1427,4,0,0,0,9613,0
1428,4,0,0,0,9614,0
1429,4,0,0,0,9615,0
1430,4,0,0,0,9616,0
1431,4,0,0,0,9617,0
1432,4,0,0,0,9620,0
1433,4,0,0,0,9621,0
1434,4,0,0,0,9622,0
1435,4,0,0,0,9623,0
1436,4,0,0,0,9624,0
1437,4,0,0,0,9625,0
1438,4,0,0,0,9626,0
1439,4,0,0,0,9627,0
1440,4,0,0,0,9628,0
1441,4,0,0,0,9629,0
1442,4,0,0,0,9630,0
1443,4,0,0,0,9631,0
1444,4,0,0,0,9632,0
1445,4,0,0,0,9633,0
1446,4,0,0,0,9634,0
1447,4,0,0,0,9635,0
1448,4,0,0,0,9636,0
1449,4,0,0,0,9640,0
1450,4,0,0,0,9641,0
1451,4,0,0,0,9642,0
1452,4,0,0,0,9643,0
1453,4,0,0,0,9650,0
1454,4,0,0,0,9651,0
1455,4,0,0,0,9652,0
1456,4,0,0,0,9661,0
1457,4,0,0,0,9662,0
1458,4,0,0,0,9711,0
1459,4,0,0,0,9712,0
1460,4,0,0,0,9713,0
1461,4,0,0,0,9714,0
1462,4,0,0,0,9715,0
1463,4,0,0,0,9716,0
1464,4,0,0,0,9717,0
1465,4,0,0,0,9720,0
1466,4,0,0,0,9721,0
1467,4,0,0,0,9722,0
1468,4,0,0,0,9723,0
1469,4,0,0,0,9724,0
1470,4,0,0,0,9725,0
1471,4,0,0,0,9726,0
1472,4,0,0,0,9727,0
1473,4,0,0,0,9728,0
1474,4,0,0,0,9729,0
1475,4,0,0,0,9730,0
1476,4,0,0,0,9731,0
1477,4,0,0,0,9732,0
1478,4,0,0,0,9733,0
1479,4,0,0,0,9734,0
1480,4,0,0,0,9735,0
1481,4,0,0,0,9736,0
1482,4,0,0,0,9740,0
1483,4,0,0,0,9741,0
1484,4,0,0,0,9742,0
1485,4,0,0,0,9743,0
1486,4,0,0,0,9750,0
1487,4,0,0,0,9751,0
1488,4,0,0,0,9752,0
1489,4,0,0,0,9761,0
1490,4,0,0,0,9762,0
1491,89,0,0,0,8,0
1492,9,0,65,0,1,0
1493,9,0,65,0,2,0
1494,9,0,65,0,3,0
1495,9,0,65,0,4,0
1496,9,0,65,0,5,0
1497,9,0,65,0,6,0
1498,9,0,65,0,7,0
1499,9,0,65,0,8,0
1500,9,0,65,0,9,0
1501,9,0,65,0,10,0
1502,9,0,65,0,11,0
1503,9,0,65,0,12,0
1504,9,0,65,0,13,0
1505,9,0,65,0,14,0
1506,9,0,65,0,15,0
1507,9,0,65,0,16,0
1508,9,0,65,0,17,0
1509,9,0,65,0,18,0
1510,97,0,65,0,3,0
1511,97,3,65,0,1,0
1512,98,0,65,0,5,0
1513,98,0,65,0,4,0
1514,98,0,65,0,3,0
1515,98,0,65,0,2,0
1516,98,0,65,0,1,0
1517,98,3,65,0,3,0
1518,98,5,65,0,2,0
1519,99,0,0,0,1,0
1520,99,0,0,0,2,0
1521,99,0,0,0,3,0
1522,99,0,0,0,4,0
1523,15,0,65,0,4,0
1524,15,0,65,0,3,0
1525,15,0,65,0,2,0
1526,15,0,65,0,1,0
1527,100,3,65,0,1,7
1528,100,5,65,0,1,5
1529,100,3,65,0,2,7
1530,100,5,65,0,2,5
1531,101,3,65,0,1,7
1532,101,5,65,0,1,5
1533,101,3,65,0,2,7
1534,101,5,65,0,2,5
1535,101,3,65,0,3,7
1536,101,5,65,0,3,5
1537,101,3,65,0,4,7
1538,101,5,65,0,4,5
1539,102,3,65,0,4,7
1540,102,5,65,0,4,5
1541,102,3,65,0,3,7
1542,102,5,65,0,3,5
1543,102,3,65,0,2,7
1544,102,5,65,0,2,5
1545,102,3,65,0,1,7
1546,102,5,65,0,1,5
1547,9,3,65,0,4,0
1548,9,5,65,0,6,0
1549,9,3,65,0,7,0
1550,9,5,65,0,9,0
1551,9,3,65,0,10,0
1552,96,5,65,0,1,5
1553,96,3,65,0,1,10
1554,96,5,65,0,2,5
1555,96,3,65,0,2,10
1556,96,5,65,0,3,5
1557,96,3,65,0,3,10
1558,82,0,65,0,0,0
1559,4,0,0,0,1025,0
1560,87,0,3,0,102501,0
1561,87,1,3,0,102501,0
1562,33,0,1,0,1001,0
1563,33,0,1,0,1002,0
1564,33,0,1,0,1003,0
1565,33,0,1,0,1004,0
1566,33,0,1,0,1006,0
1567,33,0,1,0,1007,0
1568,33,0,1,0,1008,0
1569,33,0,1,0,1009,0
1570,33,0,1,0,1010,0
1571,33,0,1,0,1011,0
1572,33,0,1,0,1013,0
1573,33,0,1,0,1014,0
1574,33,0,1,0,1017,0
1575,33,0,1,0,1018,0
1576,33,0,1,0,1024,0
1577,33,0,1,0,1027,0
1578,33,0,1,0,1030,0
1579,33,0,1,0,1032,0
1580,33,0,1,0,1035,0
1581,33,0,1,0,1041,0
1582,33,0,1,0,1045,0
1583,33,0,1,0,1052,0
1584,33,0,1,0,1056,0
1585,33,0,1,0,1060,0
1586,33,0,1,0,1061,0
1587,33,0,35,0,1001,0
1588,105,0,0,0,1027,0
1589,105,0,0,0,1006,0
1590,4,0,0,0,2024,0
1591,5,1,0,0,900,0
1592,87,0,1,0,100701,0
1593,87,0,1,0,201701,0
1594,103,0,1,0,2,2
1595,106,0,1,0,100,0
1596,108,0,1,0,0,0
1597,107,3,1,0,100,5
1598,86,0,1,0,0,0
1599,55,5,10,0,0,160
1600,55,3,10,0,0,120
1601,55,4,10,0,0,80
1602,87,0,1,0,100501,0
1603,87,0,1,0,101501,0
1604,87,0,1,0,101001,0
1605,87,1,1,0,101001,0
1606,87,0,1,0,100601,0
1607,87,1,1,0,100601,0
1608,104,0,1,0,1,2000
1609,55,3,10,0,0,80
1610,55,4,10,0,0,120
1611,55,3,10,0,0,70
1615,22,5,10,2,0,0
1616,58,1,0,0,131,0
1617,58,1,0,0,111,0
1618,33,0,1,0,1015,0
1619,89,0,0,0,3,0
1620,14,2,10,11,5,0
1621,26,0,66,0,1,0
1622,26,0,67,0,1,0
1623,26,0,68,0,1,0
1624,62,3,10,11,20,0
1626,89,0,0,0,11,0
1627,4,0,0,0,6005,0
1628,4,0,0,0,6017,0
1629,33,0,1,0,1026,0
1630,55,3,10,0,0,900
1631,4,0,0,0,1027,0
1632,87,0,3,0,102701,0
1633,87,1,3,0,102701,0
1634,33,0,1,0,1023,0
1635,89,0,0,0,7,0
1636,33,0,1,0,1038,0
1637,33,0,1,0,1050,0
1638,58,0,0,0,147,0
1639,89,0,0,0,10,0
1640,109,0,0,0,1,0
1641,109,0,0,0,2,0
1642,109,0,0,0,3,0
1643,109,0,0,0,4,0
1644,109,0,0,0,5,0
1645,112,0,0,0,1,0
1646,111,0,0,0,0,0
1647,111,0,0,0,1,0
1648,111,0,0,0,2,0
1649,33,0,1,0,1046,0
1650,4,0,0,0,7007,0
1651,4,0,0,0,7008,0
1652,113,0,0,0,6,0
1653,113,0,0,0,5,0
1654,113,0,0,0,4,0
1655,113,0,0,0,3,0
1656,113,0,0,0,2,0
1657,113,0,0,0,1,0
1658,33,0,1,0,1016,0
1659,4,0,0,0,2009,0
1660,33,1,10,0,1062,0
1661,33,1,10,0,1066,0
1662,33,0,1,0,1020,0
1663,4,0,0,0,6018,0
1664,22,0,10,0,-60,0
1665,33,0,1,0,1012,0
1666,10,3,34,0,3,0
1667,33,0,1,0,1005,0
1668,4,0,0,0,2006,0
1669,33,0,1,0,1040,0
1670,4,0,0,0,6019,0
1671,4,0,0,0,7009,0
1672,4,0,0,0,7010,0
1673,4,0,0,0,7012,0
1674,33,0,1,0,1058,0
1675,33,0,1,0,1037,0
1676,4,0,0,0,6020,0
1677,89,1,0,0,10,0
1678,33,0,1,0,1028,0
1679,4,0,0,0,6021,0
1680,109,1,0,0,5,0
1681,109,1,0,0,4,0
1682,33,0,1,0,1019,0
1683,104,0,1,0,1,2000
1684,33,0,1,0,1039,0
1685,4,0,0,0,6022,0
1686,33,0,1,0,1025,0
1687,33,0,1,0,1048,0
1688,4,0,0,0,6023,0
1689,33,0,1,0,1059,0
1690,4,0,0,0,7015,0
1691,4,0,0,0,7016,0
1692,69,0,2,0,300051,0
1693,69,0,2,0,300101,0
1694,4,1,0,0,7015,0
1695,4,1,0,0,7016,0
1696,33,0,1,0,1022,0
1697,4,0,0,0,6024,0
1698,33,0,1,0,1021,0
1699,4,0,0,0,7014,0
1700,4,3,0,0,9801,0
1818,4,5,0,0,9841,0
1819,4,3,0,0,9842,0
1820,4,5,0,0,9882,0
1821,4,3,0,0,9883,0
1822,4,5,0,0,9923,0
1823,114,0,0,0,1,1
1824,114,0,0,0,2,1
1825,114,0,0,0,3,1
1826,116,5,0,0,2,2
1827,116,0,0,0,2,0
1828,117,0,0,0,2,1
1829,117,5,0,0,2,2
1830,117,0,0,0,3,1
1831,117,3,0,0,2,2
1832,4,0,0,0,6013,0
1833,115,5,0,0,2,2
1834,89,0,0,0,13,0
1835,33,0,1,0,1069,0
1836,22,3,34,0,1,1
1837,116,3,0,0,2,1
1838,33,1,1,0,1069,0
1839,87,1,3,0,102801,0
1840,87,0,3,0,102801,0
1841,4,0,0,0,1028,0
1842,33,0,1,0,1071,0
1843,4,0,0,0,6014,0
1844,117,3,0,0,1,2
1845,115,5,0,0,1,2
1846,33,0,1,0,1033,0
1847,118,0,0,0,4,0
1848,9,0,1,0,4,0
1849,9,0,1,0,5,0
1850,9,0,1,0,6,0
1851,96,3,65,0,1,5
1852,96,3,65,0,2,5
1853,96,3,65,0,3,5
1854,97,0,65,0,1,0
1855,4,0,0,0,9883,0
1856,4,0,0,0,9885,0
1857,4,0,0,0,9886,0
1858,4,0,0,0,9884,0
1859,4,0,0,0,9887,0
1860,4,0,0,0,9888,0
1861,4,0,0,0,9889,0
1862,4,0,0,0,9890,0
1863,4,0,0,0,9892,0
1864,4,0,0,0,9893,0
1865,4,0,0,0,9895,0
1866,4,0,0,0,9891,0
1867,4,0,0,0,9894,0
1868,4,0,0,0,9896,0
1869,4,0,0,0,9897,0
1870,4,0,0,0,9898,0
1871,4,0,0,0,9900,0
1872,4,0,0,0,9903,0
1873,4,0,0,0,9904,0
1874,4,0,0,0,9907,0
1875,4,0,0,0,9899,0
1876,4,0,0,0,9901,0
1877,4,0,0,0,9905,0
1878,4,0,0,0,9902,0
1879,4,0,0,0,9906,0
1880,4,0,0,0,9910,0
1881,4,0,0,0,9912,0
1882,4,0,0,0,9909,0
1883,4,0,0,0,9914,0
1884,4,0,0,0,9908,0
1885,4,0,0,0,9913,0
1886,4,0,0,0,9911,0
1887,4,0,0,0,9915,0
1888,4,0,0,0,9916,0
1889,4,0,0,0,9917,0
1890,4,0,0,0,9918,0
1891,4,0,0,0,9919,0
1892,4,0,0,0,9920,0
1893,4,0,0,0,9921,0
1894,4,0,0,0,9922,0
1895,4,0,0,0,9923,0
1896,9,3,1,0,5,0
1897,33,0,1,0,1062,0
1898,33,0,1,0,1068,0
1899,4,0,0,0,2007,0
1900,4,0,0,0,3068,0
1901,33,0,1,0,1067,0
1902,4,0,0,0,6015,0
1903,33,0,1,0,1074,0
1904,33,0,1,0,1051,0
1905,33,0,1,0,1072,0
1906,4,0,0,0,6016,0
1907,33,0,1,0,1031,0
1908,87,1,1,0,100501,0
1909,4,0,0,0,6041,0
1910,33,0,1,0,1064,0
1911,4,0,0,0,6042,0
1912,33,0,1,0,1034,0
1913,13,0,10,1,0,0
1914,4,0,0,0,6043,0
1915,33,0,1,0,1044,0
1916,89,0,0,0,13,0
1917,119,0,1,0,100401,0
1918,119,0,1,0,100901,0
1919,119,0,1,0,101401,0
1920,33,0,1,0,1036,0
1921,4,0,0,0,6044,0
1922,4,0,0,0,7019,0
1923,4,0,0,0,7023,0
1924,119,0,1,0,100501,0
1925,119,0,1,0,101001,0
1926,4,0,0,0,7020,0
1927,4,0,0,0,7021,0
1928,4,0,0,0,7022,0
1929,4,0,0,0,6045,0
1930,33,0,1,0,1053,0
1931,4,0,0,0,1107,0
1932,4,0,0,0,1109,0
1933,4,0,0,0,1110,0
1934,4,0,0,0,1108,0
1935,4,0,0,0,1113,0
1936,4,0,0,0,1111,0
1937,4,0,0,0,1112,0
1938,4,0,0,0,1116,0
1939,4,0,0,0,1114,0
1940,4,0,0,0,1115,0
1941,4,0,0,0,1119,0
1942,4,0,0,0,1117,0
1943,4,0,0,0,1118,0
1944,33,0,1,0,1098,0
1945,87,0,1,0,110901,0
1946,3,0,0,0,10103,0
1947,3,0,0,0,10104,0
1948,3,0,0,0,10105,0
1949,4,0,0,0,2041,0
1950,4,0,0,0,6046,0
1951,33,0,1,0,1029,0
1952,4,0,0,0,3043,0
1953,55,3,10,0,0,1100
1954,33,0,1,0,1042,0
1955,4,0,0,0,6047,0
1956,4,0,0,0,6048,0
1957,4,0,0,0,6037,0
1958,4,0,0,0,6038,0
1961,33,0,1,0,1087,0
1962,120,0,65,0,2001902,0
1963,33,0,1,0,1078,0
1964,33,0,1,0,1049,0
1965,33,0,1,0,1100,0
1966,13,0,10,1,2,0
1967,33,0,1,0,1047,0
1968,107,3,1,0,100,2
1969,33,0,1,0,1099,0
1990,33,0,1,0,1065,0
1991,4,0,0,0,14001,0
1992,4,0,0,0,14002,0
1993,4,0,0,0,14003,0
1994,4,0,0,0,14004,0
1995,4,0,0,0,14005,0
1996,4,0,0,0,14006,0
1997,4,0,0,0,14007,0
1998,4,0,0,0,14008,0
1999,4,0,0,0,14009,0
2000,4,0,0,0,14010,0
2001,4,0,0,0,14011,0
2002,4,0,0,0,14012,0
2003,4,0,0,0,14013,0
2004,4,0,0,0,14014,0
2005,4,0,0,0,14015,0
2006,4,0,0,0,14016,0
2007,4,0,0,0,14017,0
2008,4,0,0,0,14018,0
2009,4,0,0,0,14019,0
2010,4,0,0,0,14020,0
2011,4,0,0,0,14021,0
2012,4,0,0,0,14022,0
2013,4,0,0,0,14023,0
2014,4,0,0,0,14024,0
2015,4,0,0,0,14025,0
2016,4,0,0,0,14026,0
2017,4,0,0,0,14027,0
2018,4,0,0,0,14028,0
2019,4,0,0,0,14029,0
2020,4,0,0,0,14030,0
2021,4,0,0,0,14031,0
2022,4,0,0,0,14032,0
2023,4,0,0,0,14033,0
2024,4,0,0,0,14034,0
2025,4,0,0,0,14035,0
2026,4,0,0,0,14036,0
2027,4,0,0,0,14037,0
2028,4,0,0,0,14038,0
2029,4,0,0,0,14039,0
2030,4,0,0,0,14040,0
2031,4,0,0,0,14041,0
2032,4,0,0,0,14042,0
2033,4,0,0,0,14043,0
2034,4,0,0,0,14044,0
2035,4,0,0,0,14045,0
2036,4,0,0,0,14046,0
2037,4,0,0,0,14047,0
2038,4,0,0,0,14048,0
2039,4,0,0,0,14049,0
2040,4,0,0,0,14050,0
2041,4,0,0,0,14051,0
2042,4,0,0,0,14052,0
2043,4,0,0,0,14053,0
2044,4,0,0,0,14054,0
2045,4,0,0,0,14055,0
2046,4,0,0,0,14056,0
2047,4,0,0,0,14057,0
2048,4,0,0,0,14058,0
2049,4,0,0,0,14059,0
2050,4,0,0,0,14060,0
2051,4,0,0,0,14061,0
2052,4,0,0,0,14062,0
2053,4,0,0,0,14063,0
2054,4,0,0,0,14064,0
2055,4,0,0,0,14065,0
2056,4,0,0,0,14066,0
2057,4,0,0,0,14067,0
2058,4,0,0,0,14068,0
2059,4,0,0,0,14069,0
2060,4,0,0,0,14070,0
2061,4,0,0,0,14071,0
2062,4,0,0,0,14072,0
2063,4,0,0,0,14073,0
2064,4,0,0,0,14074,0
2065,4,0,0,0,14075,0
2066,4,0,0,0,14076,0
2067,4,0,0,0,14077,0
2068,4,0,0,0,14078,0
2069,4,0,0,0,14079,0
