id,mission_type,condition_type,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_num,step_group_id,step_order,disp_order,item_category,item_id,item_num,event_id,date_check_flg,transition_type,start_date,end_date
320137,3,300003,0,0,0,0,180,710,38,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320138,3,300003,0,0,0,0,185,710,39,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320139,3,300003,0,0,0,0,190,710,40,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320140,3,300003,0,0,0,0,195,710,41,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320141,3,300003,0,0,0,0,200,710,42,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320142,3,300003,0,0,0,0,205,710,43,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320143,3,300003,0,0,0,0,210,710,44,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320144,3,300003,0,0,0,0,215,710,45,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320145,3,300003,0,0,0,0,220,710,46,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320146,3,300003,0,0,0,0,225,710,47,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320147,3,300003,0,0,0,0,230,710,48,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320148,3,300003,0,0,0,0,235,710,49,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320149,3,300003,0,0,0,0,240,710,50,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320150,3,300003,0,0,0,0,245,710,51,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320151,3,300003,0,0,0,0,250,710,52,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320152,3,300003,0,0,0,0,255,710,53,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320153,3,300003,0,0,0,0,260,710,54,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320154,3,300003,0,0,0,0,265,710,55,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320155,3,300003,0,0,0,0,270,710,56,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320156,3,300003,0,0,0,0,275,710,57,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320157,3,300003,0,0,0,0,280,710,58,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320158,3,300003,0,0,0,0,285,710,59,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320159,3,300003,0,0,0,0,290,710,60,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320160,3,300003,0,0,0,0,295,710,61,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320161,3,300003,0,0,0,0,300,710,62,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320162,3,300003,0,0,0,0,305,710,63,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320163,3,300003,0,0,0,0,310,710,64,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320164,3,300003,0,0,0,0,315,710,65,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320165,3,300003,0,0,0,0,320,710,66,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320166,3,300003,0,0,0,0,325,710,67,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320167,3,300003,0,0,0,0,330,710,68,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320168,3,300003,0,0,0,0,335,710,69,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320169,3,300003,0,0,0,0,340,710,70,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320170,3,300003,0,0,0,0,345,710,71,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320171,3,300003,0,0,0,0,350,710,72,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320172,3,300003,0,0,0,0,355,710,73,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320173,3,300003,0,0,0,0,360,710,74,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320174,3,300003,0,0,0,0,365,710,75,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320175,3,300003,0,0,0,0,370,710,76,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320176,3,300003,0,0,0,0,375,710,77,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320177,3,300003,0,0,0,0,380,710,78,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320178,3,300003,0,0,0,0,385,710,79,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320179,3,300003,0,0,0,0,390,710,80,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320180,3,300003,0,0,0,0,395,710,81,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320181,3,300003,0,0,0,0,400,710,82,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320182,3,300003,0,0,0,0,405,710,83,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320183,3,300003,0,0,0,0,410,710,84,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320184,3,300003,0,0,0,0,415,710,85,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320185,3,300003,0,0,0,0,420,710,86,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320186,3,300003,0,0,0,0,425,710,87,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320187,3,300003,0,0,0,0,430,710,88,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320188,3,300003,0,0,0,0,435,710,89,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320189,3,300003,0,0,0,0,440,710,90,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320190,3,300003,0,0,0,0,445,710,91,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320191,3,300003,0,0,0,0,450,710,92,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320192,3,300003,0,0,0,0,455,710,93,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320193,3,300003,0,0,0,0,460,710,94,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320194,3,300003,0,0,0,0,465,710,95,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320195,3,300003,0,0,0,0,470,710,96,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320196,3,300003,0,0,0,0,475,710,97,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320197,3,300003,0,0,0,0,480,710,98,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320198,3,300003,0,0,0,0,485,710,99,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320199,3,300003,0,0,0,0,490,710,100,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320200,3,300003,0,0,0,0,495,710,101,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320201,3,300003,0,0,0,0,500,710,102,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320300,3,300002,0,0,0,0,1,730,1,730,90,43,10,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320301,3,300002,0,0,0,0,3,730,2,730,90,43,10,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320302,3,300002,0,0,0,0,5,730,3,730,90,43,10,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320303,3,300002,0,0,0,0,10,730,4,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320304,3,300002,0,0,0,0,15,730,5,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320305,3,300002,0,0,0,0,20,730,6,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320306,3,300002,0,0,0,0,25,730,7,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320307,3,300002,0,0,0,0,30,730,8,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320308,3,300002,0,0,0,0,35,730,9,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320309,3,300002,0,0,0,0,40,730,10,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320310,3,300002,0,0,0,0,45,730,11,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320311,3,300002,0,0,0,0,50,730,12,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320312,3,300002,0,0,0,0,60,730,13,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320313,3,300002,0,0,0,0,70,730,14,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320314,3,300002,0,0,0,0,80,730,15,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320315,3,300002,0,0,0,0,90,730,16,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320316,3,300002,0,0,0,0,100,730,17,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320317,3,300002,0,0,0,0,120,730,18,730,90,43,30,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320318,3,300002,0,0,0,0,140,730,19,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320319,3,300002,0,0,0,0,160,730,20,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320320,3,300002,0,0,0,0,180,730,21,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320321,3,300002,0,0,0,0,200,730,22,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320322,3,300002,0,0,0,0,220,730,23,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320323,3,300002,0,0,0,0,240,730,24,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320324,3,300002,0,0,0,0,260,730,25,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320325,3,300002,0,0,0,0,280,730,26,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320326,3,300002,0,0,0,0,300,730,27,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320327,3,300002,0,0,0,0,320,730,28,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320328,3,300002,0,0,0,0,340,730,29,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320329,3,300002,0,0,0,0,360,730,30,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320330,3,300002,0,0,0,0,380,730,31,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320331,3,300002,0,0,0,0,400,730,32,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320332,3,300002,0,0,0,0,420,730,33,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320333,3,300002,0,0,0,0,440,730,34,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320334,3,300002,0,0,0,0,460,730,35,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320335,3,300002,0,0,0,0,480,730,36,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320336,3,300002,0,0,0,0,500,730,37,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320337,3,300002,0,0,0,0,520,730,38,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320338,3,300002,0,0,0,0,540,730,39,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320339,3,300002,0,0,0,0,560,730,40,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320340,3,300002,0,0,0,0,580,730,41,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320341,3,300002,0,0,0,0,600,730,42,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320342,3,300002,0,0,0,0,620,730,43,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320343,3,300002,0,0,0,0,640,730,44,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320344,3,300002,0,0,0,0,660,730,45,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320345,3,300002,0,0,0,0,680,730,46,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320346,3,300002,0,0,0,0,700,730,47,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320347,3,300002,0,0,0,0,720,730,48,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320348,3,300002,0,0,0,0,740,730,49,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320349,3,300002,0,0,0,0,760,730,50,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320350,3,300002,0,0,0,0,780,730,51,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320351,3,300002,0,0,0,0,800,730,52,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320352,3,300002,0,0,0,0,820,730,53,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320353,3,300002,0,0,0,0,840,730,54,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320354,3,300002,0,0,0,0,860,730,55,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320355,3,300002,0,0,0,0,880,730,56,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320356,3,300002,0,0,0,0,900,730,57,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320357,3,300002,0,0,0,0,920,730,58,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320358,3,300002,0,0,0,0,940,730,59,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320359,3,300002,0,0,0,0,960,730,60,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320360,3,300002,0,0,0,0,980,730,61,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320361,3,300002,0,0,0,0,1000,730,62,730,90,43,50,0,0,30004,2017/07/01 1:00:00,2050/01/01 4:59:59
320362,3,300002,0,0,0,0,1020,730,63,730,90,43,50,0,1,30004,2022/02/24 12:00:00,2050/01/01 4:59:59
320363,3,300002,0,0,0,0,1040,730,64,730,90,43,50,0,1,30004,2022/02/24 12:00:00,2050/01/01 4:59:59
320364,3,300002,0,0,0,0,1060,730,65,730,90,43,50,0,1,30004,2022/02/24 12:00:00,2050/01/01 4:59:59
320365,3,300002,0,0,0,0,1080,730,66,730,90,43,50,0,1,30004,2022/02/24 12:00:00,2050/01/01 4:59:59
320366,3,300002,0,0,0,0,1100,730,67,730,90,43,50,0,1,30004,2022/02/24 12:00:00,2050/01/01 4:59:59
320367,3,300002,0,0,0,0,1120,730,68,730,90,43,50,0,1,30004,2022/02/24 12:00:00,2050/01/01 4:59:59
320368,3,300002,0,0,0,0,1140,730,69,730,90,43,50,0,1,30004,2022/02/24 12:00:00,2050/01/01 4:59:59
320369,3,300002,0,0,0,0,1160,730,70,730,90,43,50,0,1,30004,2022/02/24 12:00:00,2050/01/01 4:59:59
320370,3,300002,0,0,0,0,1180,730,71,730,90,43,50,0,1,30004,2022/02/24 12:00:00,2050/01/01 4:59:59
320371,3,300002,0,0,0,0,1200,730,72,730,90,43,50,0,1,30004,2022/02/24 12:00:00,2050/01/01 4:59:59
321000,3,300005,5,0,0,0,1,1200,1,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321001,3,300005,5,0,0,0,2,1200,2,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321002,3,300005,5,0,0,0,3,1200,3,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321003,3,300005,5,0,0,0,4,1200,4,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321004,3,300005,5,0,0,0,5,1200,5,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321005,3,300005,5,0,0,0,6,1200,6,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321006,3,300005,5,0,0,0,7,1200,7,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321007,3,300005,5,0,0,0,8,1200,8,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321008,3,300005,5,0,0,0,9,1200,9,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321009,3,300005,5,0,0,0,10,1200,10,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321010,3,300005,5,0,0,0,11,1200,11,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321011,3,300005,5,0,0,0,12,1200,12,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321012,3,300005,5,0,0,0,13,1200,13,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321013,3,300005,5,0,0,0,14,1200,14,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321014,3,300005,5,0,0,0,15,1200,15,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321015,3,300005,5,0,0,0,16,1200,16,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321016,3,300005,5,0,0,0,17,1200,17,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321017,3,300005,5,0,0,0,18,1200,18,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321018,3,300005,5,0,0,0,19,1200,19,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321019,3,300005,5,0,0,0,20,1200,20,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321020,3,300005,5,0,0,0,21,1200,21,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321021,3,300005,5,0,0,0,22,1200,22,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321022,3,300005,5,0,0,0,23,1200,23,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321023,3,300005,5,0,0,0,24,1200,24,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321024,3,300005,5,0,0,0,25,1200,25,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321025,3,300005,5,0,0,0,26,1200,26,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321026,3,300005,5,0,0,0,27,1200,27,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321027,3,300005,5,0,0,0,28,1200,28,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321028,3,300005,5,0,0,0,29,1200,29,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321029,3,300005,5,0,0,0,30,1200,30,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321030,3,300005,5,0,0,0,32,1200,31,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321031,3,300005,5,0,0,0,34,1200,32,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321032,3,300005,5,0,0,0,36,1200,33,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321033,3,300005,5,0,0,0,38,1200,34,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321034,3,300005,5,0,0,0,40,1200,35,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321035,3,300005,5,0,0,0,42,1200,36,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321036,3,300005,5,0,0,0,44,1200,37,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321037,3,300005,5,0,0,0,46,1200,38,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321038,3,300005,5,0,0,0,48,1200,39,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321039,3,300005,5,0,0,0,50,1200,40,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321040,3,300005,5,0,0,0,52,1200,41,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321041,3,300005,5,0,0,0,54,1200,42,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321042,3,300005,5,0,0,0,56,1200,43,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321043,3,300005,5,0,0,0,58,1200,44,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321044,3,300005,5,0,0,0,60,1200,45,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321045,3,300005,5,0,0,0,62,1200,46,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321046,3,300005,5,0,0,0,64,1200,47,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321047,3,300005,5,0,0,0,66,1200,48,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321048,3,300005,5,0,0,0,68,1200,49,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321049,3,300005,5,0,0,0,70,1200,50,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321050,3,300005,5,0,0,0,72,1200,51,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321051,3,300005,5,0,0,0,74,1200,52,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321052,3,300005,5,0,0,0,76,1200,53,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321053,3,300005,5,0,0,0,78,1200,54,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321054,3,300005,5,0,0,0,80,1200,55,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321055,3,300005,5,0,0,0,82,1200,56,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321056,3,300005,5,0,0,0,84,1200,57,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321057,3,300005,5,0,0,0,86,1200,58,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321058,3,300005,5,0,0,0,88,1200,59,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321059,3,300005,5,0,0,0,90,1200,60,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321060,3,300005,5,0,0,0,92,1200,61,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321061,3,300005,5,0,0,0,94,1200,62,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321062,3,300005,5,0,0,0,96,1200,63,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321063,3,300005,5,0,0,0,98,1200,64,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321064,3,300005,5,0,0,0,100,1200,65,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321065,3,300005,5,0,0,0,102,1200,66,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321066,3,300005,5,0,0,0,104,1200,67,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321067,3,300005,5,0,0,0,106,1200,68,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321068,3,300005,5,0,0,0,108,1200,69,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321069,3,300005,5,0,0,0,110,1200,70,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321070,3,300005,5,0,0,0,112,1200,71,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321071,3,300005,5,0,0,0,114,1200,72,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321072,3,300005,5,0,0,0,116,1200,73,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321073,3,300005,5,0,0,0,118,1200,74,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321074,3,300005,5,0,0,0,120,1200,75,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321075,3,300005,5,0,0,0,122,1200,76,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321076,3,300005,5,0,0,0,124,1200,77,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321077,3,300005,5,0,0,0,126,1200,78,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321078,3,300005,5,0,0,0,128,1200,79,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
321079,3,300005,5,0,0,0,130,1200,80,1200,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
