id,group_id,bracket_number,chara_id,mob_id,is_player,dress_id,chara_color_type,motivation,running_style,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,skill_set_id,show_skill_type
314,31,3,1,8329,0,1,0,5,2,590,533,465,558,535,2,5,6,7,5,7,5,1,7,5,8068,0
315,31,4,1,8338,0,1,0,4,2,543,501,547,414,438,1,3,4,7,5,7,5,2,7,1,8067,0
316,31,5,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,31,6,1,8381,0,1,0,3,4,489,573,543,484,635,2,5,6,7,2,4,5,7,7,1,8078,0
318,31,7,1,8362,0,1,0,1,3,543,669,508,475,505,1,2,6,7,2,3,7,5,7,3,8071,0
319,31,8,1074,0,0,1,0,5,3,592,665,621,495,512,2,5,7,7,1,7,7,5,7,3,100044,0
320,31,9,1,8365,0,1,0,4,1,540,553,590,425,505,1,3,4,7,7,5,3,1,7,1,8074,0
321,32,1,1,8137,0,12,0,3,1,644,547,663,523,452,2,6,7,6,6,5,4,3,6,1,8042,0
322,32,2,1007,0,0,100701,0,5,4,581,579,660,429,534,1,5,7,7,1,6,6,7,7,1,100045,0
323,32,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,32,4,1035,0,0,103501,0,5,3,653,573,690,523,429,1,2,7,6,1,6,7,1,7,1,100046,0
325,32,5,1,8233,0,12,0,1,3,659,544,605,564,468,2,6,7,6,4,5,6,5,6,1,8052,0
326,32,6,1,8209,0,11,0,3,2,612,615,663,675,354,2,6,7,6,5,6,5,4,6,1,8046,0
327,32,7,1013,0,0,101301,0,5,2,630,662,542,431,487,1,2,7,7,6,7,4,2,7,3,100047,0
328,32,8,1,8185,0,8,0,4,2,642,524,550,544,551,2,6,7,6,5,6,5,4,6,1,8047,0
329,32,9,1,8488,0,8,0,3,3,552,557,627,530,546,2,6,7,6,4,5,6,5,6,1,8051,0
330,32,10,1030,0,0,103001,0,5,2,626,605,550,481,580,3,5,7,7,6,7,5,1,7,1,100049,0
331,32,11,1016,0,0,101601,0,5,3,639,618,628,498,529,6,6,7,7,4,7,7,2,7,1,100048,0
332,32,12,1,8509,0,11,0,2,4,607,650,667,360,683,2,6,7,6,3,4,5,6,6,1,8057,0
333,33,1,1077,0,0,101,0,4,2,692,641,640,615,627,2,5,7,7,4,7,7,3,7,1,100050,0
334,33,2,1,8329,0,12,0,3,2,481,604,537,467,602,2,5,3,7,3,7,5,2,7,1,100051,0
335,33,3,1001,0,1,100101,0,5,3,650,712,667,698,630,2,5,7,7,1,6,7,5,7,1,100052,2
336,33,4,1,8373,0,8,0,2,3,543,504,651,582,478,1,2,4,7,2,5,6,2,7,1,100053,0
337,33,5,1,8349,0,11,0,3,3,589,514,554,520,540,3,3,7,6,2,5,7,3,7,1,100054,0
338,33,6,1,8336,0,12,0,2,2,571,459,571,472,578,1,2,7,6,6,7,4,3,7,1,100055,0
339,33,7,1011,0,0,101101,0,5,3,732,631,673,643,687,1,7,6,7,2,7,7,2,7,1,100056,3
340,33,8,1,8341,0,8,0,3,2,601,583,521,525,534,1,3,7,6,5,7,6,2,7,1,100057,0
341,33,9,1073,0,0,107301,0,5,2,673,642,650,570,516,2,4,7,6,1,7,7,3,7,2,100058,0
342,33,10,1015,0,0,101501,0,4,2,648,693,642,558,524,1,3,7,7,5,7,6,1,7,3,100059,0
343,33,11,1,8367,0,12,0,3,3,629,625,645,509,415,2,3,6,7,3,7,6,2,7,1,100060,0
344,33,12,1074,0,0,107401,0,4,3,632,752,687,683,572,2,5,7,7,1,7,6,5,7,1,100061,0
345,33,13,1,8322,0,8,0,4,1,574,609,630,590,516,2,5,7,7,7,6,5,3,7,1,100062,0
346,33,14,1,8324,0,12,0,2,1,531,439,589,521,573,2,4,4,7,7,7,5,1,7,1,100063,0
347,34,1,1,8155,0,1,0,3,2,640,509,723,406,682,2,6,7,6,5,6,5,4,6,1,8047,0
348,34,2,1,8212,0,1,0,1,3,665,575,693,433,633,2,6,7,6,4,5,6,5,6,1,8051,0
349,34,3,1,8224,0,1,0,4,3,454,510,713,541,720,2,6,7,6,4,5,6,5,6,1,8053,0
350,34,4,1016,0,0,1,0,5,3,644,668,644,562,527,2,6,7,7,1,7,7,4,7,1,100067,0
351,34,5,1,8161,0,1,0,2,2,525,554,538,690,423,2,6,7,6,5,6,5,4,6,1,8048,0
352,34,6,1013,0,0,1,0,5,2,635,686,522,505,652,1,2,7,7,6,7,4,2,7,3,100069,0
353,34,7,1,8133,0,1,0,5,1,467,346,608,515,765,2,6,7,6,6,5,4,3,6,1,8043,0
354,34,8,1030,0,0,1,0,5,2,622,689,599,588,643,3,5,7,7,6,7,5,1,7,1,100071,0
355,34,9,1,8182,0,1,0,1,2,667,764,707,362,406,2,6,7,6,5,6,5,4,6,1,8049,0
356,34,10,1035,0,0,1,0,5,3,623,648,658,579,533,1,2,7,6,1,6,7,1,7,1,100072,0
357,34,11,1007,0,0,1,0,5,4,1152,964,1185,961,999,1,5,7,7,1,6,6,7,7,1,100073,0
358,34,12,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,35,1,1,8173,0,8,0,1,2,560,470,675,461,666,2,6,7,6,5,6,5,4,6,1,100075,0
360,35,2,1061,0,0,106101,0,5,1,948,628,936,940,904,7,6,6,5,1,6,7,4,7,1,100076,0
361,35,3,1,8185,0,8,0,3,2,954,545,707,828,837,2,6,7,6,5,6,5,4,6,1,100077,0
362,35,4,1,8191,0,8,0,2,2,707,716,752,545,612,2,6,7,6,5,6,5,4,6,1,100078,0
363,35,5,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,35,6,1,8476,0,8,0,1,2,728,534,600,560,705,2,6,7,6,5,6,5,4,6,1,100079,0
365,35,7,1,8221,0,8,0,2,3,864,690,833,632,707,2,6,7,6,4,5,6,5,6,1,100080,0
366,35,8,1,8296,0,12,0,3,4,777,644,707,744,725,2,6,7,6,3,4,5,6,6,1,100081,0
367,35,9,1,8254,0,12,0,4,3,870,752,921,630,672,2,6,7,6,4,5,6,5,6,1,100082,0
368,35,10,1,8179,0,8,0,3,2,654,547,794,654,654,2,6,7,6,5,6,5,4,6,1,100083,0
369,35,11,1,8503,0,12,0,4,4,855,779,959,693,531,2,6,7,6,3,4,5,6,6,1,100084,0
370,35,12,1020,0,0,102001,0,5,1,837,613,819,872,917,1,5,7,7,7,6,4,3,7,1,100085,0
371,35,13,1,8485,0,11,0,3,3,920,634,748,546,779,2,6,7,6,4,5,6,5,6,1,100086,0
372,35,14,1,8128,0,11,0,3,1,579,643,525,502,794,2,6,7,6,6,5,4,3,6,1,100087,0
373,35,15,1,8206,0,11,0,5,2,890,684,890,718,748,2,6,7,6,5,6,5,4,6,1,100088,0
374,35,16,1,8509,0,11,0,5,4,959,832,949,747,785,2,6,7,6,3,4,5,6,6,1,100089,0
375,35,17,1,8500,0,8,0,3,3,923,657,741,806,859,2,6,7,6,4,5,6,5,6,1,100090,0
376,35,18,1,8299,0,12,0,1,4,579,544,794,627,634,2,6,7,6,3,4,5,6,6,1,100091,0
377,36,1,1030,0,0,1,0,5,2,912,1011,878,863,942,3,5,7,7,6,7,5,1,7,1,100092,0
378,36,2,1035,0,0,1,0,5,3,889,823,889,795,690,1,2,7,6,1,6,7,1,7,1,100093,0
379,36,3,1016,0,0,1,0,5,3,858,891,858,749,703,2,6,7,7,1,7,7,4,7,1,100094,0
380,36,4,1,8164,0,1,0,2,2,894,606,753,688,520,2,6,7,6,5,6,5,4,6,1,100095,0
381,36,5,1013,0,0,1,0,5,2,881,952,724,700,904,1,2,7,7,6,7,4,2,7,3,100096,0
382,36,6,1002,0,0,1,0,5,1,1005,872,942,847,756,4,7,7,3,7,5,3,1,7,1,100097,0
383,36,7,1,8137,0,1,0,1,1,697,701,722,927,451,2,6,7,6,6,5,4,3,6,1,100098,0
384,36,8,1,8197,0,1,0,3,2,812,679,879,767,382,2,6,7,6,5,6,5,4,6,1,100099,0
385,36,9,1,8308,0,1,0,3,4,650,779,663,535,855,2,6,7,6,3,4,5,6,6,1,100100,0
386,36,10,1,8290,0,1,0,5,4,663,809,809,779,449,2,6,7,6,3,4,5,6,6,1,100101,0
387,36,11,1,8272,0,1,0,4,3,924,600,780,796,532,2,6,7,6,4,5,6,5,6,1,100102,0
388,36,12,1007,0,0,1,0,5,4,924,861,984,662,676,1,5,7,7,1,6,6,7,7,1,100103,0
389,36,13,1001,0,0,1,0,5,3,893,942,868,746,805,2,5,7,7,1,7,7,5,7,1,100104,0
390,36,14,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
