id,group_id,message,voice,per,comment_group,reuse,omit_tag
651,113105,この差は大丈夫なのか？\n現在2番手は%horse2,1010805|1010806|%horse2,100,0,0,0
652,113105,大きく引き離されて\n2番手を走るのは%horse2,1010801|1010804|%horse2,100,0,0,0
653,113105,かなり間が開いて\n現在2番手は%horse2,1010803|1010806|%horse2,100,0,0,0
654,113105,この差は大丈夫なのか？\n2番手は%horse2,1010805|1010802|%horse2,100,0,0,0
655,113105,大きく引き離されて\n現在2番手は%horse2,1010801|1010806|%horse2,100,0,0,0
656,113105,かなり間が開いて\n2番手は%horse2,1010803|1010802|%horse2,100,0,0,0
657,113105,この差は大丈夫なのか？\n2番手を走るのは%horse2,1010805|1010804|%horse2,100,0,0,0
660,113107,内から2番手%horse2！,2015701|%horse2,100,0,0,0
662,113109,2番手に外から%horse2！,2016001|%horse2,100,0,0,0
670,113112,%h_rank3、3番手,%h_rank3|1058501,100,0,0,0
671,113112,3番手には%h_rank3,1060201|%h_rank3,100,0,0,0
672,113112,3番手、%h_rank3,1063401|%h_rank3,100,0,0,0
673,113112,3番手に%h_rank3,1065101|%h_rank3,100,0,0,0
674,113113,%h_rank4、4番手,%h_rank4|1058601,100,0,0,0
675,113113,4番手には%h_rank4,1060301|%h_rank4,100,0,0,0
676,113113,4番手、%h_rank4,1063501|%h_rank4,100,0,0,0
677,113113,4番手に%h_rank4,1065201|%h_rank4,100,0,0,0
678,113114,%h_rank5、5番手,%h_rank5|%w_0.01|1058701,100,0,0,0
679,113114,5番手には%h_rank5,1060401|%h_rank5,100,0,0,0
680,113114,5番手、%h_rank5,1063601|%w_0.01|%h_rank5,100,0,0,0
681,113114,5番手に%h_rank5,1065301|%h_rank5,100,0,0,0
730,113127,最後方%horse1,1060001|%horse1,100,0,0,0
734,113127,%horse1\n最後方からという体勢であります,%horse1|1078301,100,0,0,0
735,113127,%horse1\n最後方からのレースになりました,%horse1|1078401,100,0,0,0
738,113127,%horse1、最後方だ,%horse1|1038101,100,0,0,0
739,113127,%horse1、現在シンガリだ,%horse1|1038201,100,0,0,0
740,113127,そして最後方%horse1,1039101|%horse1,100,0,0,0
741,113130,最後方、ぽつんとひとり\n%horse1,1060001|%c_0.01|1039201|%horse1,100,0,0,0
742,113130,ぽつんとひとり%horse1,%w_0.1|1039201|%horse1,100,0,0,0
744,113128,後方2番手に%horse1,%w_0.1|1037501|%horse1,100,0,0,0
745,113129,%horse1\nなんと最後方からレースを進めていく,%horse1|1078501,100,0,0,0
746,113129,%horse1\nなんと最後方の位置取りとなってしまいました,%horse1|1078601,100,0,0,0
750,113131,ここまでが先頭集団,%w_0.1|1092801,100,0,0,0
751,113131,このあたりまでで、先頭集団を形成しています,1092901,100,0,0,0
752,113132,先頭集団は%h_rank1,1093001|%h_rank1,100,0,0,0
753,113133,先頭集団を見ていきましょう,1093101,100,0,0,0
766,113200,集団の様子はいかがでしょうか？,2012201,100,100120,0,0
768,113200,%h_pop1\n果たしてどうでしょうか？,%h_pop1|1008401,100,100078,0,0
769,113201,%h_rank1、先頭をキープ！\nこれは面白い展開だ！　このまま進みますか？,%h_rank1|1007701,100,100069,0,0
770,113201,%h_rank1、先頭を進みますが\nこれは正解でしょうか？,%h_rank1|1007801,100,100072,0,0
771,113201,意気揚揚と先頭を行きます\n%h_rank1！\nどうでしょう、この展開？,1008601|%h_rank1|1008602,100,100083,0,0
776,115000,各ウマ娘一団となって、ダンゴ状態の大混戦！,1008801|1008802,100,100088,0,0
777,115000,集団がひとつにまとまって、混戦状態です！,%w_0.1|1008803|1008804,100,100088,0,0
778,115000,まだ牽制しあっているのか\n互いに探り合いのままレースが進みます！,1008805|1008806,100,112592,0,0
779,115001,先頭から後方まで、縦長の展開だ,1008901|1008902,100,100089,0,0
780,115001,前から大きく開きました、間延びした展開です,1008903|1008904,100,100089,0,0
781,115001,先頭がやや早いのか、隊列は縦長になっています,1008905|1008906,100,100089,0,0
782,115001,先頭から後方まで、間延びした展開です,1008901|1008904,100,100089,0,0
783,115001,前から大きく開きました\n隊列は縦長になっています,1008903|1008906,100,100089,0,0
784,115001,先頭がやや早いのか、縦長の展開だ,1008905|1008902,100,100089,0,0
785,115001,先頭から後方まで、隊列は縦長になっています,1008901|1008906,100,100089,0,0
786,115001,前から大きく開きました、縦長の展開だ,1008903|1008902,100,100089,0,0
787,115001,先頭がやや早いのか、間延びした展開です,1008905|1008904,100,100089,0,0
890,115100,%h_rank1！　先頭は\n%h_rank1！　これは強い！,%h_rank1|%w_0.1|2016801|%h_rank1|%w_0.01|2016802,100,0,0,0
892,115101,%h_rank1！\nこれは強いっ！　余力を残したまま！,%w_0.1|%h_rank1|2019101|2019102,100,0,0,0
893,115101,%h_rank1！\nこれは決まったか！　後ろは大きく離れたぞ！,%w_0.1|%h_rank1|2019201|2019202,100,0,0,0
894,115500,%h_rank1ここから一気にちぎるか！,%h_rank1|2019501,100,0,0,1
895,115500,%h_rank1このまま押し切れるか！,%h_rank1|2019601,100,0,0,1
896,115500,%h_rank1！\n負けられない！　負けられないぞ！,%h_rank1|2019701|2019702,100,0,0,0
897,115102,追いあげてくる娘は、まだ2バ身うしろ！,2018201,100,0,0,0
898,115103,%h_rank1速い！　速い！\nもはや独走状態！,%h_rank1|2019301|2019302,100,0,0,1
899,115103,%h_rank1強い！　強すぎる！\n完全に抜け出した！,%h_rank1|2019401|2019402|2019403,100,0,0,1
900,115104,%h_rank1逃げる、逃げる！,%h_rank1|2012301|2012302,100,0,0,1
901,117006,%h_rank1\n快調に飛ばしていきます,%w_0.1|%h_rank1|2012401,100,0,0,0
902,115104,%h_rank1\nこのまま最後まで行ってしまうのか？,%h_rank1|2012501,100,0,0,0
903,115105,%h_rank1、%h_rank2\n競り合っていく！,%h_rank1|%h_rank2|2014601,100,0,0,0
904,115105,%h_rank_a1%h_rank_to2\n競うようにあがっていく！,%h_rank_a1|%h_rank_to2|2014701,100,0,0,0
905,115105,%h_rank_a1%h_rank_to2\nお互いに先頭は譲らない,%h_rank_a1|%h_rank_to2|2014801,100,0,0,0
906,115106,先頭%h_rank1\n2番手、3番手も食いさがる！,2014901|%h_rank1|2014902,100,0,0,0
907,115106,先頭は%h_rank1\nしかし2番手、3番手も続いているぞ！,2015001|%h_rank1|2015002,100,0,0,0
908,115106,%h_rank1、先頭！\nただ2番手、3番手との差はわずかだ,%h_rank1|2015101|2015102,100,0,0,0
909,115107,先頭%h_rank1\nしかしその差はわずか！,2015201|%h_rank1|2015202,100,0,0,0
910,115108,抜けだし%h_rank_ta1\nだが後続も追いすがる！,%w_0.1|2015301|%h_rank_ta1|2015302,100,0,0,0
911,115200,内から仕掛け%horse_ta1！,2012901|%horse_ta1,100,0,0,0
912,115200,%horse1、内をつく！\nすごい脚だっ！？,%horse1|2020701|2020702,100,0,0,0
915,115201,中で動い%horse_ta1！,2013001|%horse_ta1,100,0,0,0
916,115201,中から%a_horse1！\n強烈な追いあげ！？,2020801|%a_horse1|2020802,100,0,0,0
918,115201,中ほどをついて%a_horse1！,2017301|%a_horse1,100,0,0,0
919,115201,%horse1\n集団の間を縫って抜けだしていく,%horse1|2017201,100,0,0,0
920,115202,外からあがってき%horse_ta1！,2013101|%horse_ta1,100,0,0,0
921,115202,外から%a_horse1！　驚異的な末脚！？,2020901|%a_horse1|2020902,100,0,0,0
922,115202,外から飛んでき%horse_ta1！,2016101|%horse_ta1,100,0,0,0
924,115202,外をまわっていっ%horse_ta1！,2017501|%horse_ta1,100,0,0,0
925,115203,大外一気に来%horse_ta1！\nこれはすごい！？,2021001|%horse_ta1|2021002,100,0,0,0
926,115203,大外から%a_horse1！\nすごい脚であがってきた！,2017601|%a_horse1|2017602,100,0,0,0
927,115203,大外で仕掛け%horse_ta1！,2013201|%horse_ta1,100,0,0,0
928,115203,大外をまわらされてしまった\n%a_horse1\nそれでも一気に追いあげる！,2088601|%a_horse1|2088602,100,0,0,0
929,115204,ここでいきました%a_horse1,2049001|%a_horse1,100,0,0,0
930,115204,%horse1行きました,%horse1|2054101,100,0,0,0
931,115204,行きました%a_horse1,1080001|%w_0.01|%a_horse1,100,0,0,0
932,115204,%horse1行った！,%horse1|1080101,100,0,0,0
933,115204,%horse1仕掛けてきた,%horse1|1048101,100,0,0,1
934,115204,%horse1ここであがってくる,%horse1|2054301,100,0,0,1
935,115204,あがってまいりました%a_horse1,2054201|%a_horse1,100,0,0,0
936,115204,%horse1ここであがってきたぞ！,%horse1|2049301,100,0,0,1
937,115204,%horse1あがってきた,%horse1|2049401,100,0,0,0
938,115204,あがってきた%a_horse1,1048001|%a_horse1,100,0,0,0
939,115205,飛び込んで来た%a_horse1,2053701|%a_horse1,100,0,0,0
940,115205,%horse1突っ込んでくる,%horse1|2050101,100,0,0,1
941,115205,突っ込んでくる%a_horse1,2054601|%w_0.01|%a_horse1,100,0,0,0
942,115206,一気にあがってくる%a_horse1,2048401|%w_0.01|%a_horse1,100,0,0,0
943,115206,%horse1見事なごぼう抜きを見せる！,%horse1|2047501,100,0,0,1
944,115206,%horse1まくってあがってくる,%w_0.1|%horse1|2054401,100,0,0,1
945,115206,まくってあがってくる%a_horse1,2049501|%a_horse1,100,0,0,0
946,115207,%horse1\n先団を目指して加速する！,%horse1|2050301,100,0,0,0
947,115208,%horse1追いあげる,%horse1|1080501,100,0,0,0
948,115208,%horse1追いこんでくる,%horse1|1080601,100,0,0,0
950,115209,%horse1追いすがる,%horse1|3024101,100,0,0,0
951,115209,追いすがる%a_horse1,2051701|%w_0.01|%a_horse1,100,0,0,0
952,115209,%horse1食いさがる,%horse1|2050001,100,0,0,0
953,115209,食いさがる%a_horse1,2054501|%a_horse1,100,0,0,0
954,115209,食いさがる%a_horse1,1048201|%w_0.01|%a_horse1,100,0,0,0
955,115209,%horse1食らいついていく！,%horse1|3022401,100,0,0,0
959,115212,リードを保っている%a_horse1,2052301|%a_horse1,100,0,0,0
960,115212,粘る粘る,2049801,100,0,0,0
961,115212,粘るっ、粘るっ！,2047301,100,0,0,0
962,115212,粘る、粘る,2019801,100,0,0,0
963,115213,リードを開いていく%a_horse1,2052101|%a_horse1,100,0,0,0
964,115213,%horse1突き放す！,%horse1|2014301,100,0,0,0
966,115214,逃げる%a_horse1,2012301|%a_horse1,100,0,0,0
967,115214,%horse1逃げる！,%horse1|%w_0.02|2012302,100,0,0,0
968,115215,これは強い！,2016802,100,0,0,0
969,115215,これは強いっ！,2019101,100,0,0,0
970,115215,速い！　速い！,2019301,100,0,0,0
971,115215,強い！,2019401,100,0,0,0
972,115215,強すぎる！,2019402,100,0,0,0
973,115215,これはすごい！？,2021002,100,0,0,0
974,115215,強い強い,1062201,100,0,0,0
975,115216,%horse1すごい脚だっ！？,%horse1|2020702,100,0,0,1
976,115216,%horse1強烈な追いあげ！？,%horse1|2020802,100,0,0,1
977,115216,%horse1驚異的な末脚！？,%horse1|2020902,100,0,0,1
978,115216,%horse1すごい脚であがってきた！,%horse1|2017602,100,0,0,1
979,115216,%horse1勢いよくあがってくるぞ,%horse1|2052401,100,0,0,1
980,115216,%horse1グングンとあがっていく,%horse1|2052501,100,0,0,1
981,115216,%horse1すごい脚であがってきた,%horse1|1080401,100,0,0,1
982,115217,%horse1ここまでか！,%horse1|2050801,100,0,0,0
983,115217,ここまでか！%horse1！,2054901|%w_0.01|%horse1,100,0,0,0
987,115218,ジリジリ詰める,2018001,100,0,0,0
988,115218,徐々に差が詰まって,2055201,100,0,0,0
989,115218,徐々に差が詰まって,2051601,100,0,0,0
990,115218,差を詰めてきた%a_horse1,2055001|%a_horse1,100,0,0,0
991,115218,差を詰めてきた%a_horse1,2051201|%a_horse1,100,0,0,0
992,115219,かわすか！？,3022301,100,0,0,0
993,117011,差しきるか,2051901,100,0,0,0
995,115220,%horse1並びかけてきた,%horse1|2048501,100,0,0,0
996,115220,%horse1並んできた,%horse1|2048601,100,0,0,0
997,115220,並んでくる%a_horse1,2048701|%a_horse1,100,0,0,0
998,115220,並びかけてき%horse_ta1,2048801|%horse_ta1,100,0,0,0
999,115221,ここで並んだ並んだ！,2054001,100,0,0,0
1000,115221,並んだ、並んだっ！,2048901,100,0,0,0
1001,115222,並んでる,1061801,100,0,0,0
1002,115222,しかし並んでいる,2051301,100,0,0,0
1003,115222,どっちだ！,2051001,100,0,0,0
1004,115222,ほとんど差がない状態！,2017701,100,0,0,0
1005,115222,どちらも1歩も譲らない,2051101,100,0,0,0
1006,115223,%horse1先頭に変わった,%horse1|1062101,100,0,0,0
1007,115223,%horse1かわして先頭に立った,%horse1|1080301,100,0,0,0
1008,115223,ここで先頭に立った%horse1,2082401|%horse1,100,0,0,0
1009,115223,ここでかわして先頭は%horse1,2015401|%horse1,100,0,0,0
1019,115227,%horse1完全に抜け出した！,%horse1|2019403,100,0,0,0
1020,115227,%horse1ここで抜けだした！,%horse1|2082301,100,0,0,0
1021,115227,%horse1抜けだした,%horse1|2052201,100,0,0,0
1022,115228,%horse1わずかに先頭,%horse1|2017801,100,0,0,0
1023,115228,わずかに先頭%horse1,1082001|%horse1,100,0,0,0
1024,115228,%horse1わずかにリード！,%horse1|2019901,100,0,0,0
1025,115228,先頭はわずかに%horse1,2020001|%horse1,100,0,0,0
1026,115228,わずかに%horse1,3082501|%horse1,100,0,0,0
1030,115302,%horse1\n完全に先頭の脚がとまってしまった！\nズルズルと後続に飲みこまれてしまう,%horse1|2018401|2018402,100,0,0,0
1032,115302,%horse1、脚がとまったか！？\n集団がグングンと近づいてくるぞ！,%horse1|2018601|2018602,100,0,0,0
1034,115303,%horse1、集団に埋もれたまま\nここから脚を伸ばせるのか,%horse1|2018901|2018902,100,0,0,0
1035,115301,%horse1\nかなり足取りが重いぞ！\nこれはきびしいか！？,%horse1|2019001|2019002,100,0,0,0
1036,115301,%horse1\nここで脚がとまった！,%horse1|2021401,100,0,0,0
1037,115301,おおっと、%a_horse1\nここで力尽きたか！？,2021501|%a_horse1|%w_0.02|2021502,100,0,0,0
1038,115302,%horse1、後続集団に沈む！,%horse1|2021601,100,0,0,0
1040,115302,%horse1、集団に沈んだ！,%horse1|2050701,100,0,0,0
1041,115400,さあ、内から\n先頭をうかがうのは\n%a_horse1！,2088301|%a_horse1,100,0,0,0
1042,115401,さあ、中から\n先頭をうかがうのは\n%a_horse1！,2088401|%a_horse1,100,0,0,0
1043,115402,さあ、外から\n先頭をうかがうのは\n%a_horse1！,2088501|%a_horse1,100,0,0,0
1044,115403,さあ、誰が最初に仕掛けるのか！？,2013301,100,0,0,0
1045,115404,%horse1内で様子をうかがう,%horse1|2013401,100,0,0,1
1046,115405,%horse1不気味に息を潜める,%horse1|2013501,100,0,0,1
1047,115406,%horse1外で脚をためています,%horse1|2013601,100,0,0,1
1048,115407,まだ1バ身以上の差があるぞ！\nここからとらえることができるのか！,2017901|2017902,100,0,0,0
1049,115408,ジリジリ詰める%a_horse2,2018001|%a_horse2,100,0,0,0
1050,115409,まだ差がある\nここから先頭をとらえる娘はでてくるのか！,%w_0.1|2018101|2018102,100,0,0,0
1053,117015,%h_rank1苦しいけど粘っている,%h_rank1|2049701,100,0,0,0
1054,117016,%h_rank1苦しいけど粘っている,%h_rank1|2049701,100,0,0,0
1056,115501,%horse1脚色は衰えない！,%horse1|2050901,100,0,0,1
1060,115504,%h_rank1！　突き放す！,%h_rank1|2014301,100,0,0,0
1061,115505,%horse1、%l_basin,%w_0.1|%horse1|%l_basin,100,0,0,0
1062,115600,後続がグングン差を詰める！\n%horse1、逃げ切れるのか！？,2011801|%horse1|2011802,100,0,0,0
1063,115601,%horse1、まだ抑えたままだ,%horse1|1047601,100,0,0,0
1065,115602,スーッと\nあがっていっ%horse_ta1,1047701|%horse_ta1,100,0,0,0
1066,115602,スーッとあがってき%horse_ta1,1047801|%horse_ta1,100,0,0,0
1067,115603,気持ちよく逃げている%a_h_rank1,1080801|%a_h_rank1,100,0,0,0
1068,115604,ジリジリと大外からあがってきた\n%a_horse1,1081001|%a_horse1,100,0,0,0
1069,115605,間を縫ってあがっていく\n%a_horse1,1081101|%a_horse1,100,0,0,0
1070,115700,%horse1、落ち着かない様子,%w_0.1|%horse1|2096201,100,0,0,0
1071,115700,%horse1、あがっていきます,%w_0.1|%horse1|2096203,100,0,0,0
1072,115700,%horse1、ペースが速い,%w_0.1|%horse1|2096205,100,0,0,0
1073,117103,%horse1、落ち着かない様子,%horse1|2096201,100,0,0,0
1074,117104,%horse1、あがっていきます,%horse1|2096203,100,0,0,0
1075,117105,%horse1、ペースが速い,%w_0.1|%horse1|2096205,100,0,0,0
1076,117106,%horse1、落ち着かない様子,%horse1|2096201,100,100276,0,0
1077,117107,%horse1、あがっていきます,%horse1|2096203,100,100276,0,0
1078,117108,%horse1、ペースが速い,%w_0.1|%horse1|2096205,100,100276,0,0
1103,116005,さあ、ここで目覚めるか、%a_horse1！\nこのまま一気に差しにいくのか！？,2011901|%a_horse1|2011902,100,0,0,0
1112,116009,%h_rank1わずかに先頭,%h_rank1|2017801,100,0,0,0
1113,116009,%h_rank1、わずかにリード！,%h_rank1|2019901,100,0,0,0
1114,116009,先頭はわずかに%h_rank1！,2020001|%h_rank1,100,0,0,0
1164,116005,%horse1、徐々に進出,%horse1|1048301,100,0,0,0
1169,116005,%horse1、伸びてくるか,%horse1|2050501,100,0,0,0
1236,116005,ここで一気に後続が差を詰めてきたっ,1079701,100,0,0,0
1243,116005,%horse1\nすごい脚であがってきた,%horse1|1080401,100,0,0,0
1250,116005,%horse1\nここから仕掛けどころだ,%horse1|1081401,100,0,0,0
1269,200000,,,100,0,1,0
1270,117001,最後方からのレースとなった\n%h_player、大丈夫か！？,1007301|%h_player|1007302,100,100087,0,0
1271,117003,まずは1周目、正面スタンド前にあがっていく,1045101,100,0,0,0
1272,117003,まずは1周目、正面スタンド前に入った,1045201,100,0,0,0
1273,117003,1周目の直線\nスタンドの大歓声に迎えられながら\nウマ娘たちが走り抜ける,1034001,100,0,0,0
1274,117003,1周目のスタンド前にかかっていく,1042701,100,0,0,0
1275,117004,勝っ%h_rank_ta1！,%w_0.1|3024701|%h_rank_ta1,100,0,0,0
1276,117004,%h_rank_l1！　勝利を飾った！,%w_0.1|%h_rank_l1|3025001,100,0,0,0
1277,117004,%h_rank_l1、見事に制しました,%w_0.1|%h_rank_l1|3037401,100,0,0,0
1279,117005,%h_rank_l1！　見事に完勝！\nレースを制しました！,%h_rank_l1|3024901|%race_wo,100,0,0,0
1281,117007,差しきった！,3037201,100,0,0,0
1282,117008,%horse1、かわすか！？,%w_0.01|%horse1|3022301,100,0,0,0
1283,117008,%horse1、差しきるか,%w_0.01|%horse1|2051901,100,0,0,0
1284,117009,%h_rank1譲らないか,%h_rank1|2051401,100,0,0,0
1285,117009,%h_rank1譲らない,%h_rank1|2051501,100,0,0,0
1286,117010,どちらも1歩も譲らない\n熾烈なデッドヒート！,2051101|2016201,100,0,0,0
1287,117012,%h_rank1\nこれは強い！,%h_rank1|%w_0.01|2016802,100,0,0,0
1288,117012,%h_rank1\nこれは強いっ！,%h_rank1|2019101,100,0,0,0
1289,117013,ほとんど差がない状態！,2017701,100,0,0,0
1290,117013,どちらも1歩も譲らない,2051101,100,0,0,0
1291,117014,%h_rank2、懸命に追いあげる！,%h_rank2|2020301,100,0,0,0
1292,117014,差を詰めた%h_rank2！,2020401|%h_rank2,100,0,0,0
1293,117014,%h_rank2、食らいつく！,%h_rank2|2021101,100,0,0,0
1294,117014,%h_rank2、追いすがる！,%h_rank2|2021201,100,0,0,0
1295,117018,%horse1\nまたあがってきた！,%horse1|1046901,100,0,0,0
1296,117018,%horse1\n差し返してきた,%horse1|1080901,100,0,0,0
1297,117019,2番手争いは%h_rank2\n%h_rank3,1067601|%h_rank2|%h_rank3,100,0,0,0
1298,117020,%h_rank4追走,%h_rank4|1062501,100,0,1,0
1299,117021,%horse1ここであがってくる,%horse1|2054301,100,0,0,0
1300,117021,あがってまいりました%a_horse1,2054201|%a_horse1,100,0,0,0
1301,117021,%horse1ここであがってきたぞ！,%horse1|2049301,100,0,0,0
1302,117021,%horse1あがってきた,%horse1|2049401,100,0,0,0
1303,117021,あがってきた%a_horse1,1048001|%a_horse1,100,0,0,0
1305,120001,すっかり日が落ちました、%course\n%ground%distance%race\n%h_num_noウマ娘たちが挑みます,1011801|%course|%ground|%distance|%race|%h_num_no,100,0,0,0
1306,120001,夜空の星々が見守ります、%course\n%ground%distance%race\n%h_num_noウマ娘たちが挑みます,1011901|%course|%ground|%distance|%race|%h_num_no,100,0,0,0
1307,120001,星空のもとで行われます、%course\n%ground%distance%race\n%h_num_noウマ娘たちが挑みます,1012001|%course|%ground|%distance|%race|%h_num_no,100,0,0,0
1308,120002,夜空を覆う雨雲が緊張感を演出します\n%course%ground%distance\n%race\n%h_num_noウマ娘たちが挑みます,1012101|%course|%ground|%distance|%race|%h_num_no,100,0,0,0
1309,120002,雨粒が照明で光り輝く、%course\n%ground%distance%race\n%h_num_noウマ娘たちが挑みます,1012201|%course|%ground|%distance|%race|%h_num_no,100,0,0,0
1310,120002,夜の雨が波乱を予感させる、%course\n%ground%distance%race\n%h_num_noウマ娘たちが挑みます,1012301|%course|%ground|%distance|%race|%h_num_no,100,0,0,0
1311,121001,砂の王者の座を掴み取るのは、どのウマ娘か\n上半期のダートチャンピオン決定戦、帝王賞！,1091801,100,0,0,0
1312,121002,新たに君臨する砂の王者はどのウマ娘か\n新生ダート王決定戦、ジャパンダートダービー！,1091901,100,0,0,0
1313,121003,新たなヒロインは大井で誕生する\n砂の女王の決定戦、JBCレディスクラシック！,1092401,100,0,0,0
1314,121004,ここ、大井レース場に砂の疾風が巻き起こる\nダートレースのスピード決戦、JBCスプリント！,1092201,100,0,0,0
1315,121005,砂上を極めた者たちが集う\nダートレースの頂上決戦、JBCクラシック！,1092101,100,0,0,0
1316,121006,師走の大井に砂の巧者が集まります！\nダートレースの総決算、東京大賞典！,1092001,100,0,0,0
1317,122001,大井の夜空のもと、一等星として輝くべく、\nウマ娘たちが駆け抜けていきます,1032001,100,0,0,0
1318,122001,日の落ちた大井レース場を照らすように、\nウマ娘たちが輝かしい走りを見せています,1032101,100,0,0,0
1319,122001,煌々と照明が灯る大井レース場を\nウマ娘たちが疾走していきます,1032201,100,0,0,0
1320,122002,夜空が雨雲に隠れる中、\n大井のコース上ではウマ娘たちが\n流星を思わせるかのような走りを見せています,1032301,100,0,0,0
1321,170011,あいにくの天気に月明かりも届かない中、\nウマ娘たちが雨雲を散らす勢いで\n駆け抜けていきます,1032401,100,0,0,0
1322,122003,明るく照らされた、\n南関東随一の直線に差し掛かります！,1031801,100,0,0,0
1323,122004,地方レース場トップクラスの長さを誇る、\n大井の直線に差し掛かります！,1031901,100,0,0,0
1324,123001,%h_rank_l1！\n見事、帝王賞を制し\n砂の王者の座を掴み取りました！,%w_0.1|%h_rank_l1|3028801,100,0,0,0
1325,123002,新たな砂の王者に輝きました、%h_rank_l1！\nダート界の新星として、\n見事にその名を刻みました！,%w_0.1|3028901|%h_rank_l1|3028902,100,0,0,0
1326,123003,%h_rank_l1！\n年の瀬の大一番で見事ダートチャンピオンの\n栄誉を手にしました！,%w_0.1|%h_rank_l1|3029001,100,0,0,0
1327,123004,%h_rank_l1！\nJBCクラシックを制し、\nダート界の頂点に輝きました！,%w_0.1|%h_rank_l1|3029101,100,0,0,0
1328,123005,%h_rank_l1！\nJBCスプリントを制し、\n砂上最速を見せつけました！,%w_0.1|%h_rank_l1|3029201,100,0,0,0
1329,123006,%h_rank_l1！\nJBCレディスクラシックを制し、\n砂の女王として歴史に名を刻みました！,%w_0.1|%h_rank_l1|3029301,100,0,0,0
1330,117023,%horse1！\nすごい脚だっ！？,%horse1|2020702,100,0,0,0
1331,117023,%horse1！\n強烈な追いあげ！？,%horse1|2020802,100,0,0,0
1332,117023,%horse1！　驚異的な末脚！？,%horse1|2020902,100,0,0,0
1333,117024,これは先頭に立つ勢いだ！,2017402,100,0,0,0
1335,117026,%h_player、ハナを進む！,%w_0.1|%h_player|2018301,100,0,0,0
1336,117027,%h_player、前を狙っているぞ,%h_player|1080701,100,0,0,0
1337,117028,%h_player、ここから仕掛けどころだ,%h_player|1081401,100,0,0,0
1338,117029,3番手争いは%h_rank3\n%h_rank4,1067701|%h_rank3|%h_rank4,100,0,0,0
1340,117031,%h_rank5、懸命に追いあげる！,%h_rank5|2020301,100,0,0,0
1341,117032,%h_rank1\nまだリードをキープしています,%h_rank1|1037901,100,0,0,0
1342,130100,現在、1番人気は三冠ウマ娘\n%h_pop1,1002701|1700201|%w_0.01|%h_pop1,100,0,0,0
1343,130100,このレース、最も人気を集めているのは\n三冠ウマ娘\n%h_pop1、1番人気です,1002801|1700201|%w_0.01|%h_pop1|1002802,100,0,0,0
1344,130100,さあ、1番人気の紹介です\n三冠ウマ娘\n%h_pop1,1002901|1700201|%w_0.01|%h_pop1,100,0,0,0
1345,130100,1番人気はもちろんこの娘\n三冠ウマ娘\n%h_pop1,1003001|1700201|%w_0.01|%h_pop1,100,0,0,0
1346,130102,続く2番人気は三冠ウマ娘\n%h_pop2,1003101|1700201|%w_0.01|%h_pop2,100,0,0,0
1347,130102,2番人気を紹介しましょう\n三冠ウマ娘\n%h_pop2,1003201|1700201|%h_pop2,100,0,0,0
1348,130102,実力は負けていません\n2番人気、三冠ウマ娘\n%h_pop2,1003301|1700201|%w_0.01|%h_pop2,100,0,0,0
1349,130102,この評価は少し不満か？\n2番人気はこの娘、三冠ウマ娘\n%h_pop2,%w_0.1|1003401|1700201|%h_pop2,100,0,0,0
1350,130103,2番人気を紹介しましょう\n三冠ウマ娘\n%h_pop2,1003201|1700201|%h_pop2,100,0,0,0
1351,130103,この評価は少し不満か？\n2番人気はこの娘、三冠ウマ娘\n%h_pop2,%w_0.1|1003401|1700201|%h_pop2,100,0,0,0
1352,130104,3番人気には三冠ウマ娘\n%h_pop3,%w_0.3|1003501|1700201|%h_pop3,100,0,0,0
1353,130104,3番人気はこの娘です、\n三冠ウマ娘\n%h_pop3,%w_0.3|1003601|1700201|%h_pop3,100,0,0,0
1354,130104,虎視眈々と上位を狙っています\n3番人気は三冠ウマ娘\n%h_pop3,%w_0.3|1003701|1700201|%h_pop3,100,0,0,0
1355,130104,人気と実力を兼ね備えた\n三冠ウマ娘\n%h_pop3\n今日は3番人気です,%w_0.3|1003801|1700201|%h_pop3|1003802,100,0,0,0
1356,130105,さあ、今日の主役はこのウマ娘をおいて他にいない\n三冠ウマ娘\n%h_pop1、1番人気です,1003901|1700201|%h_pop1|1002802,100,0,0,0
1357,130105,威風堂々とスタートを待つのはこのウマ娘\n三冠ウマ娘\n%h_pop1、1番人気です,%w_0.1|1003903|1700201|%h_pop1|1002802,100,0,0,0
1358,130105,スタンドに押しかけた\nファンの期待を一身に背負って\n三冠ウマ娘\n%h_pop1、1番人気です,1003905|1700201|%h_pop1|1002802,100,0,0,0
1365,130106,対抗するのは三冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ,1004001|1700201|%h_pop2|1004002,100,0,0,0
1366,130106,2番人気は三冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません,1004003|1700201|%h_pop2|1004004,100,0,0,0
1367,130106,さあ、2番人気はこの娘\n三冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ,1004005|1700201|%h_pop2|1004006,100,0,0,0
1368,130106,対抗するのは三冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません,1004001|1700201|%h_pop2|1004004,100,0,0,0
1369,130106,2番人気は三冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ,1004003|1700201|%h_pop2|1004006,100,0,0,0
1370,130106,さあ、2番人気はこの娘\n三冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ,1004005|1700201|%h_pop2|1004002,100,0,0,0
