id,bgm_time_1,bgm_cue_name_1,bgm_cuesheet_name_1,bgm_time_2,bgm_cue_name_2,bgm_cuesheet_name_2,bgm_time_3,bgm_cue_name_3,bgm_cuesheet_name_3,bgm_time_4,bgm_cue_name_4,bgm_cuesheet_name_4,bgm_time_5,bgm_cue_name_5,bgm_cuesheet_name_5,bgm_time_6,bgm_cue_name_6,bgm_cuesheet_name_6,bgm_time_7,bgm_cue_name_7,bgm_cuesheet_name_7,bgm_time_8,bgm_cue_name_8,bgm_cuesheet_name_8,bgm_time_9,bgm_cue_name_9,bgm_cuesheet_name_9,bgm_time_10,bgm_cue_name_10,bgm_cuesheet_name_10,bgm_time_11,bgm_cue_name_11,bgm_cuesheet_name_11,bgm_time_12,bgm_cue_name_12,bgm_cuesheet_name_12,bgm_time_13,bgm_cue_name_13,bgm_cuesheet_name_13,bgm_time_14,bgm_cue_name_14,bgm_cuesheet_name_14,bgm_time_15,bgm_cue_name_15,bgm_cuesheet_name_15,bgm_time_16,bgm_cue_name_16,bgm_cuesheet_name_16,bgm_time_17,bgm_cue_name_17,bgm_cuesheet_name_17,bgm_time_18,bgm_cue_name_18,bgm_cuesheet_name_18,bgm_time_19,bgm_cue_name_19,bgm_cuesheet_name_19,bgm_time_20,bgm_cue_name_20,bgm_cuesheet_name_20,bgm_time_21,bgm_cue_name_21,bgm_cuesheet_name_21,bgm_time_22,bgm_cue_name_22,bgm_cuesheet_name_22,bgm_time_23,bgm_cue_name_23,bgm_cuesheet_name_23,bgm_time_24,bgm_cue_name_24,bgm_cuesheet_name_24,bgm_time_25,bgm_cue_name_25,bgm_cuesheet_name_25,bgm_time_26,bgm_cue_name_26,bgm_cuesheet_name_26,bgm_time_27,bgm_cue_name_27,bgm_cuesheet_name_27,bgm_time_28,bgm_cue_name_28,bgm_cuesheet_name_28,bgm_time_29,bgm_cue_name_29,bgm_cuesheet_name_29,bgm_time_30,bgm_cue_name_30,bgm_cuesheet_name_30
23,10,snd_bgm_GM120_race_ls_01,snd_bgm_GM120_race_ls_01,13,snd_bgm_GM120_race_ls_02,snd_bgm_GM120_race_ls_02,16,snd_bgm_GM120_race_ls_03,snd_bgm_GM120_race_ls_03,19,snd_bgm_GM120_race_ls_04,snd_bgm_GM120_race_ls_04,22,snd_bgm_GM120_race_ls_05,snd_bgm_GM120_race_ls_05,25,snd_bgm_GM120_race_ls_06,snd_bgm_GM120_race_ls_06,28,snd_bgm_GM120_race_ls_07,snd_bgm_GM120_race_ls_07,31,snd_bgm_GM120_race_ls_08,snd_bgm_GM120_race_ls_08,34,snd_bgm_GM120_race_ls_09,snd_bgm_GM120_race_ls_09,37,snd_bgm_GM120_race_ls_10,snd_bgm_GM120_race_ls_10,38,snd_bgm_GM120_race_ls_11,snd_bgm_GM120_race_ls_11,41,snd_bgm_GM120_race_ls_12,snd_bgm_GM120_race_ls_12,47,snd_bgm_GM120_race_ls_13,snd_bgm_GM120_race_ls_13,50,snd_bgm_GM120_race_ls_14,snd_bgm_GM120_race_ls_14,50,snd_bgm_GM120_race_ls_15,snd_bgm_GM120_race_ls_15,53,snd_bgm_GM120_race_ls_16,snd_bgm_GM120_race_ls_16,56,snd_bgm_GM120_race_ls_17,snd_bgm_GM120_race_ls_17,59,snd_bgm_GM120_race_ls_18,snd_bgm_GM120_race_ls_18,62,snd_bgm_GM120_race_ls_19,snd_bgm_GM120_race_ls_19,65,snd_bgm_GM120_race_ls_20,snd_bgm_GM120_race_ls_20,68,snd_bgm_GM120_race_ls_21,snd_bgm_GM120_race_ls_21,71,snd_bgm_GM120_race_ls_22,snd_bgm_GM120_race_ls_22,74,snd_bgm_GM120_race_ls_23,snd_bgm_GM120_race_ls_23,77,snd_bgm_GM120_race_ls_24,snd_bgm_GM120_race_ls_24,80,snd_bgm_GM120_race_ls_25,snd_bgm_GM120_race_ls_25,99,snd_bgm_GM120_race_ls_99,snd_bgm_GM120_race_ls_99,0,,,0,,,0,,,0,,
24,93,snd_bgm_GM121_race_short,snd_bgm_GM121,115,snd_bgm_GM121_race_mid,snd_bgm_GM121,999,snd_bgm_GM121_race_full,snd_bgm_GM121,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
25,10,snd_bgm_GM122_race_ls_01,snd_bgm_GM122_race_ls_01,12,snd_bgm_GM122_race_ls_02,snd_bgm_GM122_race_ls_02,14,snd_bgm_GM122_race_ls_03,snd_bgm_GM122_race_ls_03,16,snd_bgm_GM122_race_ls_04,snd_bgm_GM122_race_ls_04,18,snd_bgm_GM122_race_ls_05,snd_bgm_GM122_race_ls_05,20,snd_bgm_GM122_race_ls_06,snd_bgm_GM122_race_ls_06,22,snd_bgm_GM122_race_ls_07,snd_bgm_GM122_race_ls_07,24,snd_bgm_GM122_race_ls_08,snd_bgm_GM122_race_ls_08,26,snd_bgm_GM122_race_ls_09,snd_bgm_GM122_race_ls_09,28,snd_bgm_GM122_race_ls_10,snd_bgm_GM122_race_ls_10,31,snd_bgm_GM122_race_ls_11,snd_bgm_GM122_race_ls_11,33,snd_bgm_GM122_race_ls_12,snd_bgm_GM122_race_ls_12,35,snd_bgm_GM122_race_ls_13,snd_bgm_GM122_race_ls_13,38,snd_bgm_GM122_race_ls_14,snd_bgm_GM122_race_ls_14,40,snd_bgm_GM122_race_ls_15,snd_bgm_GM122_race_ls_15,42,snd_bgm_GM122_race_ls_16,snd_bgm_GM122_race_ls_16,44,snd_bgm_GM122_race_ls_17,snd_bgm_GM122_race_ls_17,47,snd_bgm_GM122_race_ls_18,snd_bgm_GM122_race_ls_18,49,snd_bgm_GM122_race_ls_19,snd_bgm_GM122_race_ls_19,51,snd_bgm_GM122_race_ls_20,snd_bgm_GM122_race_ls_20,54,snd_bgm_GM122_race_ls_21,snd_bgm_GM122_race_ls_21,56,snd_bgm_GM122_race_ls_22,snd_bgm_GM122_race_ls_22,58,snd_bgm_GM122_race_ls_23,snd_bgm_GM122_race_ls_23,61,snd_bgm_GM122_race_ls_24,snd_bgm_GM122_race_ls_24,63,snd_bgm_GM122_race_ls_25,snd_bgm_GM122_race_ls_25,65,snd_bgm_GM122_race_ls_26,snd_bgm_GM122_race_ls_26,68,snd_bgm_GM122_race_ls_27,snd_bgm_GM122_race_ls_27,72,snd_bgm_GM122_race_ls_28,snd_bgm_GM122_race_ls_28,77,snd_bgm_GM122_race_ls_29,snd_bgm_GM122_race_ls_29,99,snd_bgm_GM122_race_ls_30,snd_bgm_GM122_race_ls_30
26,110,snd_bgm_GM164_race_short,snd_bgm_GM164,999,snd_bgm_GM164_race_full,snd_bgm_GM164,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
27,10,snd_bgm_GM165_race_ls_01,snd_bgm_GM165_race_ls_01,12,snd_bgm_GM165_race_ls_02,snd_bgm_GM165_race_ls_02,14,snd_bgm_GM165_race_ls_03,snd_bgm_GM165_race_ls_03,16,snd_bgm_GM165_race_ls_04,snd_bgm_GM165_race_ls_04,18,snd_bgm_GM165_race_ls_05,snd_bgm_GM165_race_ls_05,20,snd_bgm_GM165_race_ls_06,snd_bgm_GM165_race_ls_06,22,snd_bgm_GM165_race_ls_07,snd_bgm_GM165_race_ls_07,25,snd_bgm_GM165_race_ls_08,snd_bgm_GM165_race_ls_08,27,snd_bgm_GM165_race_ls_09,snd_bgm_GM165_race_ls_09,29,snd_bgm_GM165_race_ls_10,snd_bgm_GM165_race_ls_10,31,snd_bgm_GM165_race_ls_11,snd_bgm_GM165_race_ls_11,33,snd_bgm_GM165_race_ls_12,snd_bgm_GM165_race_ls_12,35,snd_bgm_GM165_race_ls_13,snd_bgm_GM165_race_ls_13,37,snd_bgm_GM165_race_ls_14,snd_bgm_GM165_race_ls_14,39,snd_bgm_GM165_race_ls_15,snd_bgm_GM165_race_ls_15,41,snd_bgm_GM165_race_ls_16,snd_bgm_GM165_race_ls_16,44,snd_bgm_GM165_race_ls_17,snd_bgm_GM165_race_ls_17,46,snd_bgm_GM165_race_ls_18,snd_bgm_GM165_race_ls_18,48,snd_bgm_GM165_race_ls_19,snd_bgm_GM165_race_ls_19,50,snd_bgm_GM165_race_ls_20,snd_bgm_GM165_race_ls_20,52,snd_bgm_GM165_race_ls_21,snd_bgm_GM165_race_ls_21,54,snd_bgm_GM165_race_ls_22,snd_bgm_GM165_race_ls_22,56,snd_bgm_GM165_race_ls_23,snd_bgm_GM165_race_ls_23,58,snd_bgm_GM165_race_ls_24,snd_bgm_GM165_race_ls_24,99,snd_bgm_GM165_race_ls_25,snd_bgm_GM165_race_ls_25,0,,,0,,,0,,,0,,,0,,
28,90,snd_bgm_GM171_race_short_01,snd_bgm_GM171_short,130,snd_bgm_GM171_race_mid,snd_bgm_GM171,999,snd_bgm_GM171_race_full,snd_bgm_GM171,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
29,90,snd_bgm_GM171_race_short_02,snd_bgm_GM171_short,130,snd_bgm_GM171_race_mid,snd_bgm_GM171,999,snd_bgm_GM171_race_full,snd_bgm_GM171,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
30,9,snd_bgm_GM172_race_ls_01,snd_bgm_GM172_race_ls_01,11,snd_bgm_GM172_race_ls_02,snd_bgm_GM172_race_ls_02,13,snd_bgm_GM172_race_ls_03,snd_bgm_GM172_race_ls_03,16,snd_bgm_GM172_race_ls_04,snd_bgm_GM172_race_ls_04,18,snd_bgm_GM172_race_ls_05,snd_bgm_GM172_race_ls_05,21,snd_bgm_GM172_race_ls_06,snd_bgm_GM172_race_ls_06,23,snd_bgm_GM172_race_ls_07,snd_bgm_GM172_race_ls_07,25,snd_bgm_GM172_race_ls_08,snd_bgm_GM172_race_ls_08,28,snd_bgm_GM172_race_ls_09,snd_bgm_GM172_race_ls_09,30,snd_bgm_GM172_race_ls_10,snd_bgm_GM172_race_ls_10,33,snd_bgm_GM172_race_ls_11,snd_bgm_GM172_race_ls_11,35,snd_bgm_GM172_race_ls_12,snd_bgm_GM172_race_ls_12,37,snd_bgm_GM172_race_ls_13,snd_bgm_GM172_race_ls_13,40,snd_bgm_GM172_race_ls_14,snd_bgm_GM172_race_ls_14,42,snd_bgm_GM172_race_ls_15,snd_bgm_GM172_race_ls_15,45,snd_bgm_GM172_race_ls_16,snd_bgm_GM172_race_ls_16,47,snd_bgm_GM172_race_ls_17,snd_bgm_GM172_race_ls_17,49,snd_bgm_GM172_race_ls_18,snd_bgm_GM172_race_ls_18,52,snd_bgm_GM172_race_ls_19,snd_bgm_GM172_race_ls_19,54,snd_bgm_GM172_race_ls_20,snd_bgm_GM172_race_ls_20,57,snd_bgm_GM172_race_ls_21,snd_bgm_GM172_race_ls_21,99,snd_bgm_GM172_race_ls_22,snd_bgm_GM172_race_ls_22,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
31,10,snd_bgm_GM173_race_ls_01,snd_bgm_GM173_race_ls_01,12,snd_bgm_GM173_race_ls_02,snd_bgm_GM173_race_ls_02,14,snd_bgm_GM173_race_ls_03,snd_bgm_GM173_race_ls_03,17,snd_bgm_GM173_race_ls_04,snd_bgm_GM173_race_ls_04,19,snd_bgm_GM173_race_ls_05,snd_bgm_GM173_race_ls_05,21,snd_bgm_GM173_race_ls_06,snd_bgm_GM173_race_ls_06,24,snd_bgm_GM173_race_ls_07,snd_bgm_GM173_race_ls_07,26,snd_bgm_GM173_race_ls_08,snd_bgm_GM173_race_ls_08,28,snd_bgm_GM173_race_ls_09,snd_bgm_GM173_race_ls_09,30,snd_bgm_GM173_race_ls_10,snd_bgm_GM173_race_ls_10,33,snd_bgm_GM173_race_ls_11,snd_bgm_GM173_race_ls_11,35,snd_bgm_GM173_race_ls_12,snd_bgm_GM173_race_ls_12,37,snd_bgm_GM173_race_ls_13,snd_bgm_GM173_race_ls_13,40,snd_bgm_GM173_race_ls_14,snd_bgm_GM173_race_ls_14,42,snd_bgm_GM173_race_ls_15,snd_bgm_GM173_race_ls_15,44,snd_bgm_GM173_race_ls_16,snd_bgm_GM173_race_ls_16,47,snd_bgm_GM173_race_ls_17,snd_bgm_GM173_race_ls_17,49,snd_bgm_GM173_race_ls_18,snd_bgm_GM173_race_ls_18,51,snd_bgm_GM173_race_ls_19,snd_bgm_GM173_race_ls_19,54,snd_bgm_GM173_race_ls_20,snd_bgm_GM173_race_ls_20,56,snd_bgm_GM173_race_ls_21,snd_bgm_GM173_race_ls_21,58,snd_bgm_GM173_race_ls_22,snd_bgm_GM173_race_ls_22,99,snd_bgm_GM173_race_ls_23,snd_bgm_GM173_race_ls_23,0,,,0,,,0,,,0,,,0,,,0,,,0,,
32,999,snd_bgm_GM200_race_full,snd_bgm_GM200,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
33,9,snd_bgm_GM201_race_ls_01,snd_bgm_GM201_race_ls_01,11,snd_bgm_GM201_race_ls_02,snd_bgm_GM201_race_ls_02,13,snd_bgm_GM201_race_ls_03,snd_bgm_GM201_race_ls_03,15,snd_bgm_GM201_race_ls_04,snd_bgm_GM201_race_ls_04,18,snd_bgm_GM201_race_ls_05,snd_bgm_GM201_race_ls_05,20,snd_bgm_GM201_race_ls_06,snd_bgm_GM201_race_ls_06,22,snd_bgm_GM201_race_ls_07,snd_bgm_GM201_race_ls_07,25,snd_bgm_GM201_race_ls_08,snd_bgm_GM201_race_ls_08,27,snd_bgm_GM201_race_ls_09,snd_bgm_GM201_race_ls_09,29,snd_bgm_GM201_race_ls_10,snd_bgm_GM201_race_ls_10,31,snd_bgm_GM201_race_ls_11,snd_bgm_GM201_race_ls_11,34,snd_bgm_GM201_race_ls_12,snd_bgm_GM201_race_ls_12,36,snd_bgm_GM201_race_ls_13,snd_bgm_GM201_race_ls_13,38,snd_bgm_GM201_race_ls_14,snd_bgm_GM201_race_ls_14,41,snd_bgm_GM201_race_ls_15,snd_bgm_GM201_race_ls_15,43,snd_bgm_GM201_race_ls_16,snd_bgm_GM201_race_ls_16,44,snd_bgm_GM201_race_ls_17,snd_bgm_GM201_race_ls_17,47,snd_bgm_GM201_race_ls_18,snd_bgm_GM201_race_ls_18,50,snd_bgm_GM201_race_ls_19,snd_bgm_GM201_race_ls_19,52,snd_bgm_GM201_race_ls_20,snd_bgm_GM201_race_ls_20,54,snd_bgm_GM201_race_ls_21,snd_bgm_GM201_race_ls_21,57,snd_bgm_GM201_race_ls_22,snd_bgm_GM201_race_ls_22,59,snd_bgm_GM201_race_ls_23,snd_bgm_GM201_race_ls_23,99,snd_bgm_GM201_race_ls_24,snd_bgm_GM201_race_ls_24,0,,,0,,,0,,,0,,,0,,,0,,
34,999,snd_bgm_GM181_race_mid,snd_bgm_GM181,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
35,25,snd_bgm_GM181_race_03,snd_bgm_GM181_race_03,99,snd_bgm_GM181_race_01,snd_bgm_GM181_race_01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
36,25,snd_bgm_GM181_race_03,snd_bgm_GM181_race_03,99,snd_bgm_GM181_race_02,snd_bgm_GM181_race_02,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
37,120,snd_bgm_GM261_race_short,snd_bgm_GM261,999,snd_bgm_GM261_race_full,snd_bgm_GM261,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
38,9,snd_bgm_GM262_race_ls_01,snd_bgm_GM262_race_ls_01,11,snd_bgm_GM262_race_ls_02,snd_bgm_GM262_race_ls_02,14,snd_bgm_GM262_race_ls_03,snd_bgm_GM262_race_ls_03,16,snd_bgm_GM262_race_ls_04,snd_bgm_GM262_race_ls_04,19,snd_bgm_GM262_race_ls_05,snd_bgm_GM262_race_ls_05,21,snd_bgm_GM262_race_ls_06,snd_bgm_GM262_race_ls_06,23,snd_bgm_GM262_race_ls_07,snd_bgm_GM262_race_ls_07,25,snd_bgm_GM262_race_ls_08,snd_bgm_GM262_race_ls_08,28,snd_bgm_GM262_race_ls_09,snd_bgm_GM262_race_ls_09,30,snd_bgm_GM262_race_ls_10,snd_bgm_GM262_race_ls_10,32,snd_bgm_GM262_race_ls_11,snd_bgm_GM262_race_ls_11,34,snd_bgm_GM262_race_ls_12,snd_bgm_GM262_race_ls_12,37,snd_bgm_GM262_race_ls_13,snd_bgm_GM262_race_ls_13,39,snd_bgm_GM262_race_ls_14,snd_bgm_GM262_race_ls_14,42,snd_bgm_GM262_race_ls_15,snd_bgm_GM262_race_ls_15,44,snd_bgm_GM262_race_ls_16,snd_bgm_GM262_race_ls_16,46,snd_bgm_GM262_race_ls_17,snd_bgm_GM262_race_ls_17,48,snd_bgm_GM262_race_ls_18,snd_bgm_GM262_race_ls_18,51,snd_bgm_GM262_race_ls_19,snd_bgm_GM262_race_ls_19,52,snd_bgm_GM262_race_ls_20,snd_bgm_GM262_race_ls_20,55,snd_bgm_GM262_race_ls_21,snd_bgm_GM262_race_ls_21,99,snd_bgm_GM262_race_ls_22,snd_bgm_GM262_race_ls_22,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
39,116,snd_bgm_GM268_race_short,snd_bgm_GM268,999,snd_bgm_GM268_race_full,snd_bgm_GM268,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
40,8,snd_bgm_GM269_race_ls_01,snd_bgm_GM269_race_ls_01,11,snd_bgm_GM269_race_ls_02,snd_bgm_GM269_race_ls_02,14,snd_bgm_GM269_race_ls_03,snd_bgm_GM269_race_ls_03,17,snd_bgm_GM269_race_ls_04,snd_bgm_GM269_race_ls_04,20,snd_bgm_GM269_race_ls_05,snd_bgm_GM269_race_ls_05,22,snd_bgm_GM269_race_ls_06,snd_bgm_GM269_race_ls_06,25,snd_bgm_GM269_race_ls_07,snd_bgm_GM269_race_ls_07,28,snd_bgm_GM269_race_ls_08,snd_bgm_GM269_race_ls_08,31,snd_bgm_GM269_race_ls_09,snd_bgm_GM269_race_ls_09,34,snd_bgm_GM269_race_ls_10,snd_bgm_GM269_race_ls_10,37,snd_bgm_GM269_race_ls_11,snd_bgm_GM269_race_ls_11,40,snd_bgm_GM269_race_ls_12,snd_bgm_GM269_race_ls_12,43,snd_bgm_GM269_race_ls_13,snd_bgm_GM269_race_ls_13,46,snd_bgm_GM269_race_ls_14,snd_bgm_GM269_race_ls_14,49,snd_bgm_GM269_race_ls_15,snd_bgm_GM269_race_ls_15,52,snd_bgm_GM269_race_ls_16,snd_bgm_GM269_race_ls_16,55,snd_bgm_GM269_race_ls_17,snd_bgm_GM269_race_ls_17,58,snd_bgm_GM269_race_ls_18,snd_bgm_GM269_race_ls_18,99,snd_bgm_GM269_race_ls_19,snd_bgm_GM269_race_ls_19,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
41,50,snd_bgm_GM275_race_short,snd_bgm_GM275,110,snd_bgm_GM275_race_mid,snd_bgm_GM275,999,snd_bgm_GM275_race_full,snd_bgm_GM275,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
42,8,snd_bgm_GM276_race_ls_01,snd_bgm_GM276_race_ls_01,11,snd_bgm_GM276_race_ls_02,snd_bgm_GM276_race_ls_02,15,snd_bgm_GM276_race_ls_03,snd_bgm_GM276_race_ls_03,16,snd_bgm_GM276_race_ls_04,snd_bgm_GM276_race_ls_04,18,snd_bgm_GM276_race_ls_05,snd_bgm_GM276_race_ls_05,21,snd_bgm_GM276_race_ls_06,snd_bgm_GM276_race_ls_06,23,snd_bgm_GM276_race_ls_07,snd_bgm_GM276_race_ls_07,25,snd_bgm_GM276_race_ls_08,snd_bgm_GM276_race_ls_08,28,snd_bgm_GM276_race_ls_09,snd_bgm_GM276_race_ls_09,29,snd_bgm_GM276_race_ls_10,snd_bgm_GM276_race_ls_10,31,snd_bgm_GM276_race_ls_11,snd_bgm_GM276_race_ls_11,34,snd_bgm_GM276_race_ls_12,snd_bgm_GM276_race_ls_12,36,snd_bgm_GM276_race_ls_13,snd_bgm_GM276_race_ls_13,39,snd_bgm_GM276_race_ls_14,snd_bgm_GM276_race_ls_14,41,snd_bgm_GM276_race_ls_15,snd_bgm_GM276_race_ls_15,43,snd_bgm_GM276_race_ls_16,snd_bgm_GM276_race_ls_16,46,snd_bgm_GM276_race_ls_17,snd_bgm_GM276_race_ls_17,48,snd_bgm_GM276_race_ls_18,snd_bgm_GM276_race_ls_18,49,snd_bgm_GM276_race_ls_19,snd_bgm_GM276_race_ls_19,99,snd_bgm_GM276_race_ls_20,snd_bgm_GM276_race_ls_20,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
