id,relation_type,chara_id
1756,7026,1069
1757,7027,1071
1758,7027,1072
1759,2802,1069
1760,2802,1071
1761,2802,1072
1762,2902,1069
1763,3002,1069
1764,3003,1069
1766,2510,1069
1767,2522,1069
1768,3202,1069
1769,8427,1069
1770,8427,1018
1771,8428,1069
1772,8428,1021
1773,8429,1069
1774,8429,1023
1775,8430,1069
1776,8430,1035
1777,8431,1069
1778,8431,1048
1779,8432,1069
1780,8432,1007
1781,8433,1069
1782,8433,1009
1783,8434,1069
1784,8434,1046
1785,8435,1069
1786,8435,1049
1787,8436,1069
1788,8436,1006
1789,8437,1069
1790,8437,1050
1791,8438,1069
1792,8438,1020
1793,8439,1069
1794,8439,1056
1795,8440,1069
1796,8440,1029
1797,8441,1069
1798,8441,1041
1799,8442,1069
1800,8442,1057
1801,8443,1069
1802,8443,1001
1803,8444,1069
1804,8444,1002
1805,8445,1069
1806,8445,1005
1807,8446,1069
1808,8446,1010
1809,8447,1069
1810,8447,1016
1811,8448,1069
1812,8448,1025
1813,8449,1069
1814,8449,1030
1815,8450,1069
1816,8450,1032
1817,8451,1069
1818,8451,1033
1819,8452,1069
1820,8452,1036
1821,8453,1069
1822,8453,1047
1823,8454,1069
1825,8455,1069
1826,8455,1014
1827,8456,1069
1828,8456,1019
1829,8457,1069
1830,8457,1028
1831,8458,1069
1832,8458,1037
1833,8459,1069
1834,8459,1042
1835,8460,1069
1836,8460,1044
1837,2403,1069
1838,2604,1069
1840,8461,1007
1842,8462,1009
1844,8463,1046
1846,8464,1049
1848,8465,1067
1850,8466,1068
1852,8467,1050
1854,8468,1003
1856,8469,1013
1858,8470,1017
1860,8471,1051
1861,8472,1071
1862,8472,1006
1863,8473,1071
1864,8473,1050
1865,8474,1071
1866,8474,1020
1867,8475,1071
1868,8475,1029
1869,8476,1071
1870,8476,1041
1871,8477,1071
1872,8477,1057
1873,8478,1071
1874,8478,1064
1875,8479,1071
1876,8479,1001
1877,8480,1071
1878,8480,1002
1879,8481,1071
1880,8481,1005
1881,8482,1071
1882,8482,1010
1883,8483,1071
1884,8483,1016
1885,8484,1071
1886,8484,1025
1887,8485,1071
1888,8485,1030
1889,8486,1071
1890,8486,1032
1891,8487,1071
1892,8487,1033
1893,8488,1071
1894,8488,1036
1895,8489,1071
1896,8489,1047
1897,8490,1071
1899,8491,1071
1900,8491,1051
1901,8492,1072
1902,8492,1018
1903,8493,1072
1904,8493,1021
1905,8494,1072
1906,8494,1023
1907,8495,1072
1908,8495,1035
1909,8496,1072
1910,8496,1048
1911,8497,1072
1912,8497,1007
1913,8498,1072
1914,8498,1009
1915,8499,1072
1916,8499,1046
1917,8500,1072
1918,8500,1049
1919,8501,1072
1920,8501,1067
1921,8502,1072
1922,8502,1068
1923,8503,1072
1924,8503,1006
1925,8504,1072
1926,8504,1050
1927,8505,1072
1928,8505,1020
1929,8506,1072
1930,8506,1056
1931,8507,1072
1932,8507,1029
1933,8508,1072
1934,8508,1041
1935,8509,1072
1936,8509,1057
1937,8510,1072
1938,8510,1064
1939,8511,1072
1940,8511,1001
1941,8512,1072
1942,8512,1002
1943,8513,1072
1944,8513,1005
1945,8514,1072
1946,8514,1010
1947,8515,1072
1948,8515,1016
1949,8516,1072
1950,8516,1025
1951,8517,1072
1952,8517,1030
1953,8518,1072
1954,8518,1032
1955,8519,1072
1956,8519,1033
1957,8520,1072
1958,8520,1036
1959,8521,1072
1960,8521,1047
1961,8522,1072
1963,8523,1072
1964,8523,1014
1965,8524,1072
1966,8524,1019
1967,8525,1072
1968,8525,1028
1969,8526,1072
1970,8526,1037
1971,8527,1072
1972,8527,1042
1973,8528,1072
1974,8528,1044
1975,8529,1062
1976,8529,1006
1977,8530,1062
1978,8530,1050
1979,8531,1062
1980,8531,1020
1981,8532,1062
1982,8532,1029
1983,8533,1062
1984,8533,1041
1985,8534,1062
1986,8534,1057
1987,8535,1062
1988,8535,1064
1989,8536,1062
1990,8536,1001
1991,8537,1062
1992,8537,1002
1993,8538,1062
1994,8538,1005
1995,8539,1062
1996,8539,1010
1997,8540,1062
1998,8540,1016
1999,8541,1062
2000,8541,1025
2001,8542,1062
2002,8542,1030
2003,8543,1062
2004,8543,1032
2005,8544,1062
2006,8544,1033
2007,8545,1062
2008,8545,1036
2009,8546,1062
2010,8546,1047
2011,8547,1062
2013,8548,1062
2014,8548,1051
2016,8549,1018
2018,8550,1021
2020,8551,1023
2022,8552,1035
2024,8553,1048
2026,8554,1050
2027,8555,1064
2028,8555,1004
2029,8556,1064
2030,8556,1045
2031,8557,1064
2032,8557,1069
2035,8559,1064
2036,8559,1015
2037,8560,1064
2038,8560,1038
2039,8561,1064
2040,8561,1040
2041,8562,1064
2042,8562,1043
2043,8563,1064
2044,8563,1058
2045,8564,1064
2046,8564,1060
2047,8565,1064
2048,8565,1027
2049,8566,1064
2050,8566,1059
2055,8569,1064
2056,8569,1029
2057,8570,1064
2058,8570,1041
2059,8571,1064
2060,8571,1057
2061,8572,1065
2062,8572,1050
2063,8573,1065
2064,8573,1029
2065,8574,1065
2066,8574,1041
2067,8575,1065
2068,8575,1057
2069,8576,1066
2070,8576,1007
2071,8577,1066
2072,8577,1009
2073,8578,1066
2074,8578,1046
2075,8579,1066
2076,8579,1049
2077,8580,1066
2078,8580,1067
2079,8581,1066
2080,8581,1068
2081,8582,1066
2082,8582,1050
2083,8583,1066
2084,8583,1003
2085,8584,1066
2086,8584,1013
2087,8585,1066
2088,8585,1017
2089,8586,1066
2090,8586,1051
2091,8587,1068
2092,8587,1018
2093,8588,1068
2094,8588,1021
2095,8589,1068
2096,8589,1023
2097,8590,1068
2098,8590,1035
2099,8591,1068
2100,8591,1048
2101,8592,1068
2102,8592,1004
2103,8593,1068
2104,8593,1045
2105,8594,1068
2106,8594,1069
2109,8596,1068
2110,8596,1003
2111,8597,1068
2112,8597,1013
2113,8598,1068
2114,8598,1017
2115,8599,1068
2116,8599,1014
2117,8600,1068
2118,8600,1019
2119,8601,1068
2120,8601,1028
2121,8602,1068
2122,8602,1037
2123,8603,1068
2124,8603,1042
2125,8604,1068
2126,8604,1044
2127,8605,1068
2128,8605,1039
2129,8606,1068
2130,8606,1052
2131,8607,1068
2132,8607,1061
2137,8610,1067
2138,8610,1018
2139,8611,1067
2140,8611,1021
2141,8612,1067
2142,8612,1023
2143,8613,1067
2144,8613,1035
2145,8614,1067
2146,8614,1048
2147,8615,1067
2148,8615,1004
2149,8616,1067
2150,8616,1045
2151,8617,1067
2152,8617,1069
2155,8619,1067
2156,8619,1003
2157,8620,1067
2158,8620,1013
2159,8621,1067
2160,8621,1017
2161,8622,1067
2162,8622,1014
2163,8623,1067
2164,8623,1019
2165,8624,1067
2166,8624,1028
2167,8625,1067
2168,8625,1037
2169,8626,1067
2170,8626,1042
2171,8627,1067
2172,8627,1044
2173,8628,1067
2174,8628,1039
2175,8629,1067
2176,8629,1052
2177,8630,1067
2178,8630,1061
2183,8633,1074
2184,8633,1006
2185,8634,1074
2186,8634,1050
2187,8635,1074
2188,8635,1020
2189,8636,1074
2190,8636,1029
2191,8637,1074
2192,8637,1041
2193,8638,1074
2194,8638,1057
2195,8639,1074
2196,8639,1064
2197,8640,1074
2198,8640,1001
2199,8641,1074
2200,8641,1002
2201,8642,1074
2202,8642,1005
2203,8643,1074
2204,8643,1010
2205,8644,1074
2206,8644,1016
2207,8645,1074
2208,8645,1025
2209,8646,1074
2210,8646,1030
2211,8647,1074
2212,8647,1032
2213,8648,1074
2214,8648,1033
2215,8649,1074
2216,8649,1036
2217,8650,1074
2218,8650,1047
2219,8651,1074
2221,8652,1074
2222,8652,1051
2228,2901,1064
2230,2901,1066
2231,2901,1068
2232,2901,1098
2233,2901,1087
2237,2902,1071
2238,2902,1072
2240,2902,1078
2245,2903,1062
2247,2903,1067
2248,2903,1074
2259,3001,1078
2261,3001,1087
2264,3002,1065
2265,3002,1078
2270,3003,1071
2271,3003,1072
2273,3003,1064
2274,3003,1066
2275,3003,1068
2279,3004,1062
2280,3004,1064
2281,3004,1068
2282,3004,1067
2283,3004,1074
2286,3101,1071
2287,3101,1072
2288,3101,1062
2290,3101,1064
2291,3101,1065
2292,3101,1066
2293,3101,1067
2294,3101,1068
2295,3101,1074
2296,3101,1069
2300,2523,1064
2301,2523,1067
2302,2523,1068
2303,2512,1064
2310,2506,1068
2311,2506,1074
2313,2516,1072
2314,2516,1068
2319,2505,1072
2322,2515,1067
2323,2515,1068
2325,2518,1065
2328,2519,1068
2329,3201,1067
2332,3202,1028
2333,3202,1048
2337,3203,1071
2338,3203,1064
2339,3203,1068
2340,3203,1087
2343,3203,1098
2344,3204,1072
2346,3204,1065
2347,3204,1066
2348,3204,1074
2352,3205,1062
2357,3205,1099
2359,3205,1078
2361,2403,1071
2362,2403,1072
2363,2404,1062
2365,2404,1064
2366,2404,1065
2367,2404,1066
2368,2404,1051
2369,2404,1031
2371,2406,1074
2372,2603,1071
2373,2603,1064
2374,2603,1066
2375,2603,1067
2376,2603,1074
2377,2603,1031
2378,2603,1044
2379,2603,1036
2380,2603,1029
2381,2603,1100
2382,2603,1047
2384,2604,1072
2385,2604,1062
2387,2604,1065
2388,2604,1068
2389,2604,1051
2390,2604,1053
2391,101,1067
2392,101,1068
2399,102,1066
2400,102,1078
2401,102,1087
2407,103,1062
2410,103,1098
2411,103,1099
2415,104,1074
2417,105,1072
2418,105,1064
2419,105,1065
2423,106,1071
2425,106,1057
2427,201,1071
2428,201,1066
2430,201,1078
2440,202,1072
2441,202,1062
2443,202,1064
2444,202,1065
2445,202,1067
2446,202,1068
2447,202,1074
2454,325,1049
2455,326,1071
2457,327,1056
2458,327,1062
2459,328,1013
2461,329,1064
2463,330,1065
2465,331,1034
2466,331,1066
2467,332,1067
2468,332,1068
2469,333,1074
2471,334,1072
2473,335,1044
2478,337,1020
2480,338,1016
2485,513,1060
2486,513,1062
2488,513,1066
2489,514,1064
2490,514,1065
2491,515,1067
2492,515,1068
2493,516,1013
2494,516,1067
2495,517,1003
2496,517,1068
2497,518,1002
2498,518,1046
2499,519,1032
2500,519,1044
2501,2004,1059
2502,2004,1074
2503,2106,1048
2505,2108,1071
2506,2108,1065
2507,2203,1041
2508,2203,1068
2509,2204,1027
2510,2204,1074
2511,2205,1004
2512,2205,1074
2513,2601,1069
2515,2601,1071
2516,2601,1072
2517,2601,1062
2518,2601,1064
2519,2601,1065
2520,2601,1066
2521,2601,1067
2522,2601,1068
2523,2601,1074
2531,7028,1003
2532,7028,1066
2533,7029,1067
2534,7029,1068
2535,7030,1059
2536,7030,1074
2537,7031,1098
2538,7031,1099
2539,7032,1098
2540,7032,1100
2541,2703,1068
2545,2803,1064
2546,2803,1065
2548,2804,1066
2549,2804,1078
2552,2805,1062
2553,2810,1074
2555,2824,1067
2557,503,1071
2558,503,1064
2559,503,1074
2560,2530,1034
2561,2408,1022
2562,2408,1044
2563,2407,1036
2565,2403,1053
2566,2403,1021
2567,2403,1034
2568,2604,1098
2569,2604,1042
2570,2604,1087
2571,2604,1078
2572,2604,1049
2574,104,1100
2582,202,1087
2592,202,1098
2593,202,1099
2596,2001,1047
2605,2007,1003
2607,2008,1057
2608,2009,1008
2609,2009,1016
2610,2009,1024
2616,2010,1046
2617,2010,1098
2618,2101,1049
2621,2101,1098
2625,2109,1058
2627,2110,1066
2629,2111,1058
2631,2206,1017
2634,2208,1048
2637,2601,1078
2647,2601,1098
2648,2601,1099
2649,2601,1100
2653,2602,1087
2658,7033,1099
2659,7033,1100
2662,2704,1087
2665,2706,1042
2675,2815,1087
2677,2816,1100
2680,3002,1098
2681,3002,1099
2682,3002,1100
2693,3003,1098
2694,3003,1099
2695,3003,1100
2704,3101,1087
2713,3102,1098
2717,3102,1099
2718,3102,1100
2724,2530,1098
2726,2525,1098
2727,2525,1099
2728,2525,1100
2729,2531,1099
2736,2521,1040
2740,2501,1098
2742,2513,1087
2748,2529,1098
2749,2529,1099
2750,2529,1100
2751,3203,1100
2761,3204,1049
2762,3204,1043
2765,8653,1018
2767,8654,1021
2769,8655,1023
2771,8656,1035
2773,8657,1048
2777,8659,1087
2783,8662,1007
2785,8663,1009
2787,8664,1046
2789,8665,1049
2791,8666,1067
2793,8667,1068
2803,8672,1098
2807,8674,1050
2809,8675,1001
2811,8676,1002
2813,8677,1005
2815,8678,1010
2817,8679,1016
2819,8680,1025
2821,8681,1030
2823,8682,1032
2825,8683,1033
2827,8684,1036
2829,8685,1047
2837,8689,1039
2839,8690,1052
2841,8691,1061
2845,8693,1066
2849,8695,1004
2851,8696,1045
2853,8697,1069
2855,8698,1072
2857,8699,1001
2859,8700,1002
2861,8701,1005
2863,8702,1010
2865,8703,1016
2867,8704,1025
2869,8705,1030
2871,8706,1032
2873,8707,1033
2875,8708,1036
2877,8709,1047
2885,8713,1018
2887,8714,1021
2889,8715,1023
2891,8716,1035
2893,8717,1048
2897,8719,1087
2903,8722,1050
2904,8723,1078
2905,8723,1022
2906,8724,1078
2908,8725,1078
2909,8725,1020
2910,8726,1078
2911,8726,1039
2912,8727,1078
2913,8727,1052
2914,8728,1078
2915,8728,1061
2916,8729,1078
2918,8730,1078
2919,8730,1066
2920,8731,1078
2923,8732,1051
2925,8733,1018
2927,8734,1021
2929,8735,1023
2931,8736,1035
2933,8737,1048
2937,8739,1087
2943,8742,1004
2945,8743,1045
2947,8744,1069
2949,8745,1072
2951,8746,1003
2953,8747,1013
2955,8748,1017
2959,8751,1014
2961,8752,1019
2963,8753,1028
2965,8754,1037
2967,8755,1042
2969,8756,1044
2973,8758,1099
2975,8759,1039
2977,8760,1052
2979,8761,1061
2983,8763,1066
2987,8765,1007
2989,8766,1009
2991,8767,1046
2993,8768,1049
2995,8769,1067
2997,8770,1068
3005,8775,1098
3009,8777,1004
3011,8778,1045
3013,8779,1069
3015,8780,1072
3017,8781,1003
3019,8782,1013
3021,8783,1017
3027,8787,1029
3029,8788,1041
3031,8789,1057
3035,8791,1018
3037,8792,1021
3039,8793,1023
3041,8794,1035
3043,8795,1048
3045,8797,1087
3051,8800,1004
3053,8801,1045
3055,8802,1069
3057,8803,1072
3059,8804,1015
3061,8805,1038
3063,8806,1040
3065,8807,1043
3067,8808,1058
3069,8809,1060
3073,8811,1027
3075,8812,1059
3077,8813,1071
3079,8814,1062
3081,8815,1074
3083,8816,1064
3085,8817,1065
3087,8819,1007
3089,8820,1009
3091,8821,1046
3093,8822,1049
3095,8823,1067
3097,8824,1068
3105,8829,1098
3109,8831,1050
3111,8832,1003
3113,8833,1013
3115,8834,1017
3119,8837,1051
3120,8838,1087
3121,8838,1007
3122,8839,1087
3123,8839,1009
3124,8840,1087
3125,8840,1046
3126,8841,1087
3127,8841,1049
3128,8842,1087
3129,8842,1067
3130,8843,1087
3131,8843,1068
3132,8845,1087
3134,8846,1087
3136,8847,1087
3138,8848,1087
3139,8848,1098
3140,8849,1087
3142,8850,1087
3143,8850,1004
3144,8851,1087
3145,8851,1045
3146,8852,1087
3147,8852,1069
3148,8853,1087
3149,8853,1072
3150,8854,1087
3151,8854,1003
3152,8855,1087
3153,8855,1013
3154,8856,1087
3155,8856,1017
3156,8858,1087
3158,8859,1087
3160,8861,1087
3161,8861,1029
3162,8862,1087
3163,8862,1041
3164,8863,1087
3165,8863,1057
3167,8865,1006
3169,8866,1050
3171,8867,1020
3173,8868,1029
3175,8869,1041
3177,8870,1057
3179,8872,1064
3181,8873,1001
3183,8874,1002
3185,8875,1005
3187,8876,1010
3189,8877,1016
3191,8878,1025
3193,8879,1030
3195,8880,1032
3197,8881,1033
3199,8882,1036
3201,8883,1047
3209,8887,1051
3211,8888,1018
3213,8889,1021
3215,8890,1023
3217,8891,1035
3219,8892,1048
3225,8897,1004
3227,8898,1045
3229,8899,1069
3231,8900,1072
3233,8901,1003
3235,8902,1013
3237,8903,1017
3241,8906,1014
3243,8907,1019
3245,8908,1028
3247,8909,1037
3249,8910,1042
3251,8911,1044
3255,8913,1099
3257,8914,1039
3259,8915,1052
3261,8916,1061
3265,8918,1066
3267,8920,1018
3269,8921,1021
3271,8922,1023
3273,8923,1035
3275,8924,1048
3281,8929,1004
3283,8930,1045
3285,8931,1069
3287,8932,1072
3289,8933,1003
3291,8934,1013
3293,8935,1017
3297,8938,1014
3299,8939,1019
3301,8940,1028
3303,8941,1037
3305,8942,1042
3307,8943,1044
3311,8945,1099
3313,8946,1039
3315,8947,1052
3317,8948,1061
3321,8950,1066
3323,8952,1018
3325,8953,1021
3327,8954,1023
3329,8955,1035
3331,8956,1048
3337,8961,1004
3339,8962,1045
3341,8963,1069
3343,8964,1072
3345,8965,1003
3347,8966,1013
3349,8967,1017
3353,8970,1014
3355,8971,1019
3357,8972,1028
3359,8973,1037
3361,8974,1042
3363,8975,1044
3367,8977,1099
3369,8978,1039
3371,8979,1052
3373,8980,1061
3377,8982,1066
3379,8984,1007
3381,8985,1009
3383,8986,1046
3385,8987,1049
3387,8988,1067
3389,8989,1068
3391,8994,1098
3395,8996,1022
3399,8998,1004
3401,8999,1045
3403,9000,1069
3405,9001,1072
3407,9002,1007
3409,9003,1009
3411,9004,1046
3413,9005,1049
3415,9006,1067
3417,9007,1068
3419,9012,1098
3423,9014,1004
3425,9015,1045
3427,9016,1069
3429,9017,1072
3431,9018,1003
3433,9019,1013
3435,9020,1017
3441,9025,1029
3443,9026,1041
3445,9027,1057
3447,9029,1022
3451,9031,1004
3453,9032,1045
3455,9033,1069
3457,9034,1072
3459,9035,1015
3461,9036,1038
3463,9037,1040
3465,9038,1043
3467,9039,1058
3469,9040,1060
3471,9042,1027
3473,9043,1059
3475,9044,1071
3477,9045,1062
3479,9046,1074
3481,9047,1003
3483,9048,1013
3485,9049,1017
3489,9052,1056
3491,9054,1022
3495,9056,1004
3497,9057,1045
3499,9058,1069
3501,9059,1072
3503,9060,1015
3505,9061,1038
3507,9062,1040
3509,9063,1043
3511,9064,1058
3513,9065,1060
3515,9067,1027
3517,9068,1059
3519,9069,1071
3521,9070,1062
3523,9071,1074
3525,9072,1003
3527,9073,1013
3529,9074,1017
3533,9077,1056
3534,9079,1098
3535,9079,1018
3536,9080,1098
3537,9080,1021
3538,9081,1098
3539,9081,1023
3540,9082,1098
3541,9082,1035
3542,9083,1098
3543,9083,1048
3544,9087,1098
3546,9088,1098
3547,9088,1004
3548,9089,1098
3549,9089,1045
3550,9090,1098
3551,9090,1069
3552,9091,1098
3553,9091,1072
3554,9092,1098
3555,9092,1003
3556,9093,1098
3557,9093,1013
3558,9094,1098
3559,9094,1017
3560,9096,1098
3562,9097,1098
3563,9097,1014
3564,9098,1098
3565,9098,1019
3566,9099,1098
3567,9099,1028
3568,9100,1098
3569,9100,1037
3570,9101,1098
3571,9101,1042
3572,9102,1098
3573,9102,1044
3574,9104,1098
3575,9104,1099
3576,9105,1098
3577,9105,1039
3578,9106,1098
3579,9106,1052
3580,9107,1098
3581,9107,1061
3582,9108,1098
3584,9109,1098
3585,9109,1066
3586,9111,1099
3587,9111,1007
3588,9112,1099
3589,9112,1009
3590,9113,1099
3591,9113,1046
3592,9114,1099
3593,9114,1049
3594,9115,1099
3595,9115,1067
3596,9116,1099
3597,9116,1068
3598,9122,1099
3600,9123,1099
3601,9123,1022
3602,9124,1099
3604,9125,1099
3605,9125,1004
3606,9126,1099
3607,9126,1045
3608,9127,1099
3609,9127,1069
3610,9128,1099
3611,9128,1072
3613,9129,1018
3615,9130,1021
3617,9131,1023
3619,9132,1035
3621,9133,1048
3625,9138,1007
3627,9139,1009
3629,9140,1046
3631,9141,1049
3633,9142,1067
3635,9143,1068
3639,9150,1050
3641,9151,1001
3643,9152,1002
3645,9153,1005
3647,9154,1010
3649,9155,1016
3651,9156,1025
3653,9157,1030
3655,9158,1032
3657,9159,1033
3659,9160,1036
3661,9161,1047
3665,9165,1039
3667,9166,1052
3669,9167,1061
3673,9169,1066
3675,9171,1018
3677,9172,1021
3679,9173,1023
3681,9174,1035
3683,9175,1048
3687,9180,1004
3689,9181,1045
3691,9182,1069
3693,9183,1072
3695,9184,1003
3697,9185,1013
3699,9186,1017
3701,9189,1014
3703,9190,1019
3705,9191,1028
3707,9192,1037
3709,9193,1042
3711,9194,1044
3713,9197,1039
3715,9198,1052
3717,9199,1061
3721,9201,1066
3723,9203,1007
3725,9204,1009
3727,9205,1046
3729,9206,1049
3731,9207,1067
3733,9208,1068
3735,9215,1004
3737,9216,1045
3739,9217,1069
3741,9218,1072
3743,9219,1003
3745,9220,1013
3747,9221,1017
3751,9226,1029
3753,9227,1041
3755,9228,1057
3757,2406,1042
3758,2406,1043
3762,2408,1047
3765,2409,1087
3766,2410,1049
3767,2410,1100
3768,341,1098
3770,342,1078
3772,343,1100
3774,344,1099
3779,2411,1099
3780,2405,1029
3781,2532,1019
3782,2532,1098
3783,2533,1098
3784,2533,1099
3785,2533,1100
3795,2902,1099
3797,2902,1100
3798,2902,1065
3816,3101,1078
3819,2516,1078
3820,2511,1078
3821,2404,1078
3822,2604,1005
3823,2604,1016
3824,2604,1019
3825,2604,1021
3826,2604,1022
3827,2604,1026
3828,2604,1034
3829,2604,1039
3830,202,1100
3839,347,1043
3855,2603,1099
3856,2603,1043
3857,2603,1057
3858,2603,1012
3859,2603,1015
3860,2603,1020
3861,2603,1023
3862,2603,1025
3863,2603,1028
3864,2603,1033
3865,2603,1037
3866,2603,1038
3867,3203,1047
3868,3203,1033
3869,3203,1038
3870,2701,1047
3871,2530,1099
3872,2520,1099
3874,3205,1034
3875,3205,1044
3877,402,1022
3878,402,1059
3879,402,1074
3880,403,1066
3881,403,1087
3882,404,1018
3883,404,1033
3884,404,1043
3886,405,1006
3887,405,1021
3888,405,1034
3889,405,1045
3890,405,1071
3891,406,1004
3892,406,1017
3893,406,1057
3897,407,1007
3898,407,1005
3899,407,1012
3900,407,1016
3901,407,1037
3902,407,1046
3904,408,1027
3905,408,1031
3906,408,1064
3907,408,1065
3909,409,1053
3910,409,1072
3915,410,1025
3916,410,1032
3917,410,1036
3922,411,1026
3923,411,1030
3924,411,1041
3925,411,1069
3926,412,1040
3927,412,1048
3928,412,1049
3930,412,1100
3931,413,1028
3932,413,1039
3934,413,1098
3935,413,1099
3937,414,1015
3938,414,1052
3939,414,1058
3940,415,1060
3941,415,1062
3944,416,1029
3945,416,1038
3946,416,1078
3947,417,1019
3948,417,1047
3955,419,1024
3956,419,1044
3957,419,1051
3959,420,1067
3960,420,1068
3963,504,1067
3965,504,1071
3967,518,1031
3968,518,1026
3969,518,1004
3970,519,1067
3971,519,1068
3972,520,1046
3973,520,1098
3974,520,1099
3975,520,1100
3976,521,1065
3979,521,1078
3980,522,1067
3982,523,1001
3983,523,1002
3984,523,1006
3985,523,1007
3986,523,1013
3987,523,1016
3988,523,1030
3989,523,1035
3990,524,1017
3991,524,1018
3992,524,1016
3993,524,1012
3994,524,1004
3995,524,1005
3996,524,1010
3997,524,1015
3998,524,1011
3999,524,1014
4001,525,1007
4002,525,1008
4003,525,1009
4004,525,1002
4005,525,1001
4006,525,1003
4007,525,1013
4008,526,1002
4009,526,1064
4010,526,1065
4011,526,1066
4012,527,1052
4013,527,1019
4014,528,1052
4015,528,1007
4016,529,1052
4017,529,1036
4018,530,1052
4019,530,1046
4020,531,1052
4021,531,1024
4022,532,1052
4023,532,1059
4024,533,1052
4025,533,1060
4026,534,1052
4027,534,1010
4028,535,1052
4029,535,1020
4030,536,1052
4031,536,1011
4032,537,1052
4033,537,1015
4034,538,1052
4035,538,1033
4036,539,1052
4037,539,1056
4038,540,1052
4039,540,1058
4040,541,1052
4041,541,1061
4042,542,1052
4043,542,1022
4044,543,1052
4045,543,1038
4046,544,1052
4048,545,1052
4049,545,1006
4050,546,1052
4051,546,1039
4052,547,1052
4053,547,1100
4054,548,1052
4056,549,1052
4058,550,1052
4059,550,1047
4060,551,1052
4061,551,1021
4062,2707,1028
4063,2707,1052
4064,2708,1100
4068,2710,1064
4069,2710,1035
4070,2711,1024
4071,2711,1098
4073,2712,1012
4075,2713,1038
4076,2714,1018
4080,2716,1031
4081,2716,1065
4082,2717,1072
4083,2717,1027
4086,2719,1066
4087,2719,1032
4088,2720,1041
4090,2720,1043
4092,2721,1005
4094,2722,1051
4095,2722,1074
4097,2723,1020
4100,2724,1002
4101,2725,1001
4103,2726,1034
4104,2726,1062
4106,2727,1045
4107,2727,1078
4110,2825,1057
4112,2822,1022
4117,2823,1047
4120,2826,1046
4122,2827,1007
4123,2827,1099
4125,2828,1068
4146,2534,1019
4149,2503,1072
4150,2503,1045
4151,2503,1003
4152,2503,1013
4154,2503,1018
4156,2503,1009
4157,2503,1068
4158,2524,1050
4159,2524,1074
4160,2524,1033
4161,2524,1032
4162,3301,1052
4163,3301,1060
4164,3301,1066
4165,3301,1062
4167,3301,1071
4169,3301,1029
4175,3401,1052
4176,3401,1007
4177,3401,1008
4178,3401,1019
4179,3401,1030
4180,3401,1034
4181,3401,1037
4182,3401,1044
4183,3401,1046
4184,3401,1048
4185,3401,1053
4187,3401,1056
4188,3401,1060
4189,3401,1062
4191,3401,1064
4192,3401,1066
4194,3401,1074
4202,3401,1098
4203,3401,1099
4204,3401,1100
4210,3501,1001
4211,3501,1003
4212,3501,1007
4213,3501,1015
4214,3501,1016
4215,3501,1017
4216,3501,1020
4217,3501,1023
4218,3501,1026
4219,3501,1027
4220,3501,1030
4221,3501,1031
4222,3501,1033
4223,3501,1035
4224,3501,1036
4225,3501,1037
4226,3501,1040
4227,3501,1047
4228,3501,1049
4229,3501,1050
4230,3501,1056
4231,3501,1057
4232,3501,1061
4233,3501,1062
4234,3501,1067
4235,3501,1068
4236,3501,1069
4237,3501,1072
4238,3501,1074
4250,3502,1008
4251,3502,1009
4252,3502,1018
4253,3502,1029
4254,3502,1039
4255,3502,1044
4256,3502,1051
4257,3502,1059
4263,3503,1001
4264,3503,1003
4265,3503,1007
4266,3503,1013
4267,3503,1015
4268,3503,1017
4269,3503,1018
4270,3503,1021
4271,3503,1023
4272,3503,1024
4273,3503,1027
4274,3503,1030
4275,3503,1034
4276,3503,1036
4277,3503,1037
4278,3503,1040
4279,3503,1045
4280,3503,1047
4281,3503,1048
4282,3503,1050
4284,3503,1056
4285,3503,1057
4286,3503,1058
4287,3503,1059
4288,3503,1060
4289,3503,1062
4291,3503,1064
4292,3503,1067
4293,3503,1068
4294,3503,1072
4295,3503,1074
4304,3504,1001
4305,3504,1003
4306,3504,1006
4307,3504,1007
4308,3504,1008
4309,3504,1009
4310,3504,1012
4311,3504,1013
4312,3504,1015
4313,3504,1016
4314,3504,1017
4315,3504,1018
4316,3504,1019
4317,3504,1020
4318,3504,1021
4319,3504,1023
4320,3504,1024
4321,3504,1030
4322,3504,1034
4323,3504,1035
4324,3504,1036
4325,3504,1037
4326,3504,1044
4327,3504,1045
4328,3504,1047
4329,3504,1048
4330,3504,1053
4332,3504,1057
4333,3504,1058
4334,3504,1060
4335,3504,1061
4336,3504,1062
4338,3504,1065
4339,3504,1066
4340,3504,1064
4341,3504,1067
4342,3504,1068
4343,3504,1071
4344,3504,1072
4345,3504,1074
4360,3505,1006
4361,3505,1019
4362,3505,1028
4363,3505,1029
4364,3505,1034
4365,3505,1043
4366,3505,1046
4367,3505,1052
4368,3505,1066
4373,3505,1098
4374,3505,1099
4375,3505,1100
4376,3506,1002
4377,3506,1007
4378,3506,1008
4379,3506,1010
4380,3506,1014
4381,3506,1017
4382,3506,1019
4383,3506,1025
4384,3506,1036
4385,3506,1037
4386,3506,1038
4387,3506,1042
4388,3506,1046
4389,3506,1047
4390,3506,1049
4391,3506,1067
4401,3506,1099
4405,3507,1004
4406,3507,1005
4407,3507,1008
4408,3507,1011
4409,3507,1012
4410,3507,1016
4411,3507,1019
4412,3507,1026
4413,3507,1031
4414,3507,1032
