id,body_motion,body_motion_type,body_motion_play_type,face_type,cheek,eye_default,ear_motion,tail_motion,tail_motion_type
1008034,udekumi05,3,2,FutuA,0,0,EarC,,0
1008035,think02,3,2,KomariA,0,1,EarC,,0
1008036,think06,3,2,JitomeA,0,0,EarC,,0
1008037,soppo02,3,2,IkariA,0,1,EarC,,0
1008038,shy02,3,2,KusyoAL,0,1,EarC,,0
1008039,guard04,3,2,OdorokiA,0,0,EarC,,0
1008040,surprise02,3,2,OdorokiC,0,0,EarC,,0
1008041,akire02,3,2,JitomeA,0,1,EarC,,0
1008042,point04,3,2,IkariA,0,0,EarC,,0
1008800,shy02,3,2,KomariC,1,1,EarC,,0
1008801,shy02,3,2,KomariC,1,1,EarC,,0
1008802,udekumi01,3,2,DoyaA,0,0,EarC,,0
1008803,surprise05,3,2,KomariC,1,0,EarC,,0
1008804,shock06,3,2,KomariA,0,1,EarC,,0
1008805,udekumi05,3,2,DoyaA,0,0,EarC,,0
1008806,ikaku01,3,2,DoyaA,0,0,EarC,,0
1008807,fight04,3,2,KomariC,0,0,EarC,,0
1008808,sleep05,3,1,KomariC,0,1,EarC,,0
1008809,neckup02,3,2,FutuA,0,1,EarC,,0
1008810,udekumi01,3,2,WaraiA,0,0,EarC,,0
1008811,shock01,3,2,KomariC,1,1,EarC,,0
1008812,soppo02,3,2,IkariA,1,1,EarC,,0
1008813,think09,3,2,DoyaA,0,1,EarC,,0
1008814,think09,3,2,KomariA,0,1,EarC,,0
1008815,idle01,2,2,DereA,0,1,EarC,,0
1008816,koshiate02,3,2,WaraiC,0,1,EarC,,0
1008817,fight04,3,2,OdorokiC,0,1,EarC,,0
1008818,shock01,3,2,KomariA,0,1,EarC,,0
1008819,surprise05,3,2,KanasiA,1,0,EarC,,0
1008820,shock06_mirror,3,2,KanasiC,0,1,EarC,,0
1008821,udekumi05,3,2,WaraiC,0,0,EarC,,0
1008822,soppo11,3,2,KanasiA,0,0,EarC,,0
1008823,shock06,3,2,KomariC,0,0,EarC,,0
1008824,think09,3,2,JitomeA,0,0,EarC,,0
1008825,shock01,3,2,KomariC,0,0,EarC,,0
1008826,shy02,3,2,KusyoAL,0,0,EarC,,0
1008827,think07,3,2,DoyaA,0,0,EarC,,0
1008828,shy02,3,2,KomariC,1,0,EarC,,0
1008829,shy02,3,2,KomariC,1,0,EarC,,0
1008830,shock06,3,2,KomariA,0,0,EarC,,0
1008831,sleep05,3,1,KomariC,0,0,EarC,,0
1008832,soppo02,3,2,IkariA,1,0,EarC,,0
1008833,think09,3,2,DoyaA,0,0,EarC,,0
1008834,think09,3,2,KomariA,0,0,EarC,,0
1008835,idle01,2,2,DereA,0,0,EarC,,0
1008836,koshiate02,3,2,WaraiC,0,0,EarC,,0
1008837,fight04,3,2,OdorokiC,0,0,EarC,,0
1008838,shock01,3,2,KomariA,0,0,EarC,,0
1008839,shock06_mirror,3,2,KanasiC,0,0,EarC,,0
1008840,surprise05,3,2,KanasiA,0,0,EarC,,0
1008841,pose11,3,2,WaraiA,0,0,EarC,,0
1008842,pose11,3,2,KomariA,0,0,EarC,,0
1008843,koshiate03,3,2,WaraiA,0,0,EarC,,0
1008844,soppo11,3,2,JitomeA,0,1,EarC,,0
1009000,muneate03,3,2,WaraiA,0,0,EarC,,0
1009001,fight04,3,2,WaraiC,0,0,EarC,,0
1009002,koshiate09,3,2,IkariA,0,1,EarC,,0
1009003,gatts06,3,2,IkariC,0,0,EarC,,0
1009004,sad02,3,2,KanasiC,0,1,EarC,,0
1009005,tekumi01,3,2,KomariA,0,1,EarC,,0
1009006,tekumi06,3,2,WaraiC,0,0,EarC,,0
1009007,fight01,3,2,DoyaA,0,0,EarC,,0
1009008,think06,3,2,IkariA,0,1,EarC,,0
1009009,think08,3,2,KomariA,0,0,EarC,,0
1009010,udekumi02,3,2,KusyoAL,0,0,EarC,,0
1009011,tekumi04,3,2,KusyoAL,0,1,EarC,,0
1009012,think05,3,2,DereA,0,0,EarC,,0
1009013,guard03,3,2,KomariC,0,0,EarC,,0
1009014,surprise05,3,2,OdorokiC,0,0,EarC,,0
1009015,surprise10,3,2,KomariA,0,0,EarC,,0
1009016,muneate01,3,2,IkariC,0,1,EarC,,0
1009017,advice02,3,2,FutuA,0,0,EarC,,0
1009018,akire03,3,2,JitomeA,0,1,EarC,,0
1009019,byebye08,3,2,WaraiA,0,0,EarC,,0
1009020,koshiate03,3,2,FutuA,0,0,EarC,,0
1009021,near05,3,2,KomariC,0,0,EarC,,0
1009022,hope03,3,2,WaraiC,0,1,EarC,,0
1009800,tekumi01,3,2,DereA,0,1,EarC,,0
1009801,idle01,2,2,WaraiA,0,1,EarC,,0
1009802,surprise10,3,2,OdorokiC,0,1,EarC,,0
1009803,gatts06,3,2,KanasiC,0,1,EarC,,0
1009804,think06,3,2,JitomeA,0,1,EarC,,0
1009805,advice02,3,2,WaraiA,0,1,EarC,,0
1009806,think06,3,2,KomariA,0,1,EarC,,0
1009807,idle01,2,2,IkariC,0,1,EarC,,0
1009808,koshiate09,3,2,IkariA,0,0,EarC,,0
1009809,tekumi01,3,2,KomariA,0,0,EarC,,0
1009810,think06,3,2,IkariA,0,0,EarC,,0
1009811,muneate01,3,2,IkariC,0,0,EarC,,0
1009812,tekumi01,3,2,DereA,0,0,EarC,,0
1009813,idle01,2,2,WaraiA,0,0,EarC,,0
1009814,surprise10,3,2,OdorokiC,0,0,EarC,,0
1009815,gatts06,3,2,KanasiC,0,0,EarC,,0
1009816,think06,3,2,JitomeA,0,0,EarC,,0
1009817,advice02,3,2,WaraiA,0,0,EarC,,0
1009818,think06,3,2,KomariA,0,0,EarC,,0
1009819,idle01,2,2,IkariC,0,0,EarC,,0
1009820,kuchiate04,3,2,CloseC,0,0,EarC,,0
1009821,soppo10,3,2,IkariA,0,0,EarC,,0
1009822,think08,3,2,WaraiA,0,0,EarC,,0
1009823,muneate03,3,2,KusyoEL,0,0,EarC,,0
1010000,hope01,3,2,WaraiA,0,0,EarC,,0
1010001,joy05,3,2,WaraiC,0,1,EarC,,0
1010002,soppo02,3,2,IkariA,0,1,EarC,,0
1010003,angry02,3,2,IkariC,0,0,EarC,,0
1010004,sad02,3,2,KanasiA,0,1,EarC,,0
1010005,cry06,3,2,KanasiC,0,1,EarC,,0
1010006,joy02,3,2,WaraiA,0,0,EarC,,0
1010007,good02,3,2,WaraiC,0,0,EarC,,0
1010008,think09,3,2,KomariA,0,1,EarC,,0
1010009,shock08,3,2,KomariC,0,1,EarC,,0
1010010,akire05,3,2,KusyoAL,0,1,EarC,,0
1010011,akire02,3,2,KusyoCL,0,1,EarC,,0
1010012,shy06,3,2,DereA,0,0,EarC,,0
1010013,pose11,3,2,KusyoAL,0,0,EarC,,0
1010014,surprise02,3,2,OdorokiA,0,0,EarC,,0
1010015,surprise04,3,2,OdorokiC,0,0,EarC,,0
1010016,gatts06,3,2,DoyaA,0,0,EarC,,0
1010017,oh05,3,2,WaraiC,0,0,EarC,,0
1010018,near08,3,2,JitomeA,0,0,EarC,,0
1010019,joy03,3,2,WaraiC,0,0,EarC,,0
1010020,byebye07,3,2,WaraiC,0,0,EarC,,0
1010021,hope02,3,2,KomariC,0,0,EarC,,0
1010022,shock01,3,2,KomariC,0,1,EarC,,0
1010800,hope01,3,2,DereA,0,1,EarC,,0
1010801,idle01,2,2,WaraiC,0,1,EarC,,0
1010802,surprise02_mirror,3,2,KanasiC,0,1,EarC,,0
1010803,idle02,2,2,DoyaA,0,1,EarC,,0
1010804,sudachi02,3,2,WaraiA,0,1,EarC,,0
1010805,good02,3,2,DoyaA,0,0,EarC,,0
1010806,surprise04,3,2,OdorokiA,0,0,EarC,,0
1010807,gatts06,3,2,IkariA,0,0,EarC,,0
1010808,joy05,3,2,WaraiC,0,0,EarC,,0
1010809,sad02,3,2,KanasiA,0,0,EarC,,0
1010810,cry06,3,2,KanasiC,0,0,EarC,,0
1010811,think09,3,2,KomariA,0,0,EarC,,0
1010812,akire05,3,2,KusyoAL,0,0,EarC,,0
1010813,shock01,3,2,KomariC,0,0,EarC,,0
1010814,hope01,3,2,DereA,0,0,EarC,,0
1010815,idle01,2,2,WaraiC,0,0,EarC,,0
1010816,surprise02_mirror,3,2,KanasiC,0,0,EarC,,0
1010817,idle02,2,2,DoyaA,0,0,EarC,,0
1010818,sudachi02,3,2,WaraiA,0,0,EarC,,0
1010819,sudachi01,3,2,OdorokiA,0,0,EarC,,0
1010820,hope01,3,2,WaraiC,0,0,EarC,,0
1010821,hungry01,3,2,KusyoAL,0,0,EarC,,0
1010822,sad02,3,2,IkariA,0,1,EarC,,0
1010823,hungry04,3,2,WaraiC,0,0,EarC,,0
1010824,laugh02,3,2,WaraiA,0,0,EarC,,0
1010825,sad02,3,2,DereA,0,1,EarC,,0
1010826,think09,3,2,WaraiA,0,1,EarC,,0
1010827,joy02,3,2,WaraiC,0,0,EarC,,0
1010828,pose11,3,2,WaraiC,0,0,EarC,,0
1010829,muneate09,3,2,WaraiA,0,0,EarC,,0
1010830,advice01,3,2,WaraiA,0,0,EarC,,0
1010831,sad02,3,2,WaraiC,0,1,EarC,,0
1011000,idea01,3,2,WaraiA,0,0,EarC,,0
1011001,muneate03,3,2,WaraiC,0,1,EarC,,0
1011002,sudachi03,3,2,IkariA,0,1,EarC,,0
1011003,tekumi01,3,2,KomariA,0,0,EarC,,0
1011004,sad02,3,2,KanasiC,0,1,EarC,,0
1011005,tired03,3,2,IkariA,0,1,EarC,,0
1011006,kuchiate04,3,2,WaraiA,0,0,EarC,,0
1011007,tired03,3,2,WaraiC,0,1,EarC,,0
1011008,think03,3,2,KomariA,0,1,EarC,,0
1011009,think09,3,2,FutuA,0,1,EarC,,0
1011010,kuchiate04,3,2,KusyoAL,0,1,EarC,,0
1011011,tired03,3,2,KusyoAL,0,1,EarC,,0
1011012,tekumi01,3,2,DereA,0,0,EarC,,0
1011013,muneate06,3,2,KusyoAL,0,1,EarC,,0
1011014,guard03,3,2,KomariA,0,0,EarC,,0
1011015,surprise09,3,2,OdorokiA,0,0,EarC,,0
1011016,think03,3,2,WaraiC,0,1,EarC,,0
1011017,muneate04,3,2,IkariA,0,0,EarC,,0
1011018,tekumi06,3,2,WaraiC,0,0,EarC,,0
1011019,tekumi02,3,2,WaraiA,0,0,EarC,,0
1011020,advice01,3,2,WaraiA,0,0,EarC,,0
1011021,bow07,3,2,WaraiC,0,0,EarC,,0
1011022,hope03,3,2,WaraiC,0,1,EarC,,0
1011800,hope01,3,2,WaraiC,0,0,EarC,,0
1011801,tekumi01,3,2,WaraiA,0,0,EarC,,0
1011802,muneate06,3,2,DereA,0,0,EarC,,0
1011803,idle01,2,2,WaraiC,0,0,EarC,,0
1011804,surprise09_mirror,3,2,OdorokiA,0,0,EarC,,0
1011805,tired03_mirror,3,2,KanasiA,0,0,EarC,,0
1011806,idea01,3,2,DereA,0,0,EarC,,0
1011807,idea01,3,2,WaraiC,0,0,EarC,,0
1011808,muneate06_mirror,3,2,DereA,0,1,EarC,,0
1011809,tired03_mirror,3,2,KusyoAL,0,0,EarC,,0
1011810,idle01,2,2,KomariA,0,0,EarC,,0
1011811,muneate03,3,2,WaraiC,0,0,EarC,,0
1011812,sad02,3,2,KanasiC,0,0,EarC,,0
1011813,tired03,3,2,IkariA,0,0,EarC,,0
1011814,think03,3,2,KomariA,0,0,EarC,,0
1011815,think09,3,2,FutuA,0,0,EarC,,0
1011816,kuchiate04,3,2,KusyoAL,0,0,EarC,,0
1011817,think03,3,2,WaraiC,0,0,EarC,,0
1011818,muneate06_mirror,3,2,DereA,0,0,EarC,,0
1011819,idle02,2,2,WaraiA,0,0,EarC,,0
1011820,sneeze01,3,1,KanasiC,0,0,EarC,,0
1011821,muneate06,3,2,WaraiA,0,0,EarC,,0
1011822,muneate03,3,2,WaraiA,0,0,EarC,,0
1012000,koshiate10,3,2,WaraiC,0,0,EarC,,0
1012001,oh08,3,2,DoyaA,0,0,EarC,,0
1012002,ikaku02,3,2,IkariA,0,0,EarC,,0
1012003,angry03,3,2,IkariC,0,0,EarC,,0
1012004,shock04,3,2,IkariA,0,1,EarC,,0
1012005,soppo11,3,2,KomariA,0,1,EarC,,0
1012006,udekumi05,3,2,DoyaA,0,0,EarC,,0
1012007,pose11,3,2,WaraiC,0,0,EarC,,0
1012008,think05,3,2,IkariA,0,1,EarC,,0
1012009,think06,3,2,KomariC,0,1,EarC,,0
1012010,shock04,3,2,KusyoAL,0,1,EarC,,0
1012011,udekumi06,3,2,KusyoCL,0,1,EarC,,0
1012012,shy02,3,2,KusyoAL,0,1,EarC,,0
1012013,shy05,3,2,DereA,0,1,EarC,,0
1012014,surprise05,3,2,OdorokiA,0,0,EarC,,0
1012015,surprise02,3,2,OdorokiC,0,0,EarC,,0
1012016,ikaku01,3,2,DoyaA,0,0,EarC,,0
1012017,near08,3,2,IkariA,0,0,EarC,,0
1012018,udekumi01,3,2,FutuA,0,0,EarC,,0
1012019,koshiate04,3,2,WaraiA,0,0,EarC,,0
1012020,akire02,3,2,JitomeA,0,1,EarC,,0
1012021,neckup03,3,2,WaraiA,0,0,EarC,,0
1012022,udekumi02,3,2,KusyoAL,0,0,EarC,,0
1012023,koshiate06,3,2,WaraiA,0,0,EarC,,0
1012024,koshiate09,3,2,WaraiA,0,1,EarC,,0
1012025,gatts04,3,2,DoyaA,0,0,EarC,,0
1012026,oh08,3,2,DoyaA,0,0,EarC,,0
1012027,ikaku02,3,2,IkariA,0,0,EarC,,0
1012028,koshiate02,3,2,IkariA,0,0,EarC,,0
1012029,shock04,3,2,KomariA,0,1,EarC,,0
1012030,soppo11,3,2,KomariA,0,1,EarC,,0
1012031,udekumi05,3,2,DoyaA,0,0,EarC,,0
1012032,pose11,3,2,WaraiC,0,0,EarC,,0
1012033,udekumi01,3,2,FutuA,0,0,EarC,,0
1012034,koshiate04,3,2,FutuA,0,0,EarC,,0
1012035,think05,3,2,IkariA,0,1,EarC,,0
1012036,udekumi06,3,2,KomariA,0,1,EarC,,0
1012037,shy02,3,2,KusyoAL,0,1,EarC,,0
1012038,shy05,3,2,KusyoAL,0,1,EarC,,0
1012039,surprise05,3,2,OdorokiA,0,0,EarC,,0
1012040,surprise06,3,2,OdorokiC,0,0,EarC,,0
1012041,akire02,3,2,JitomeA,0,1,EarC,,0
1012042,think10,3,2,KomariA,0,1,EarC,,0
1012800,shock04,3,2,KomariA,0,0,EarC,,0
1012801,soppo11,3,2,KomariA,0,0,EarC,,0
1012802,think05,3,2,IkariA,0,0,EarC,,0
1012803,udekumi06,3,2,KomariA,0,0,EarC,,0
1012804,shy05,3,2,KusyoAL,0,0,EarC,,0
1012805,akire02,3,2,JitomeA,0,0,EarC,,0
1012806,think10,3,2,KomariA,0,0,EarC,,0
1012807,koshiate04,3,2,DoyaA,0,0,EarC,,0
1012808,koshiate02,3,2,WaraiC,0,0,EarC,,0
1012809,udekumi01,3,2,WaraiA,0,0,EarC,,0
1012810,pose11,3,2,IkariA,0,0,EarC,,0
1012811,gatts06,3,2,DoyaA,0,0,EarC,,0
1013000,hope01,3,2,WaraiC,0,0,EarC,,0
1013001,idea02,3,2,WaraiA,0,0,EarC,,0
1013002,udekumi02,3,2,IkariA,0,0,EarC,,0
1013003,koshiate01,3,2,KomariA,0,0,EarC,,0
1013004,tekumi03,3,2,KanasiC,0,1,EarC,,0
1013005,sad02,3,2,KomariA,0,1,EarC,,0
1013006,muneate03,3,2,WaraiA,0,0,EarC,,0
1013007,fight11,3,2,DoyaA,0,0,EarC,,0
1013008,think06,3,2,IkariA,0,1,EarC,,0
1013009,kuchiate04,3,2,KomariA,0,1,EarC,,0
1013010,udekumi02,3,2,KusyoAL,0,0,EarC,,0
1013011,udekumi02,3,2,KomariA,0,0,EarC,,0
1013012,tekumi04,3,2,KomariA,0,1,EarC,,0
1013013,tekumi01,3,2,KusyoAL,0,0,EarC,,0
1013014,surprise05,3,2,KomariA,0,0,EarC,,0
1013015,surprise09,3,2,OdorokiA,0,0,EarC,,0
1013016,muneate01,3,2,DoyaA,0,1,EarC,,0
1013017,hope04,3,2,IkariA,0,1,EarC,,0
1013018,koshiate03,3,2,JitomeA,0,0,EarC,,0
1013019,tekumi02,3,2,WaraiA,0,0,EarC,,0
1013020,yell01,3,2,WaraiA,0,0,EarC,,0
1013021,hope08,3,2,KomariA,0,0,EarC,,0
1013022,hungry01,3,2,KomariC,0,1,EarC,,0
1013023,tekumi06,3,2,FutuA,0,0,EarC,,0
1013800,idle01,2,2,DereA,0,0,EarC,,0
1013801,kuchiate04,3,2,WaraiC,0,0,EarC,,0
1013802,sad02,3,2,KanasiC,0,0,EarC,,0
1013803,fight04,3,2,DoyaA,0,0,EarC,,0
1013804,idea02,3,2,DereA,0,0,EarC,,0
1013805,surprise09,3,2,OdorokiC,0,0,EarC,,0
1013806,sad02,3,2,KomariA,0,0,EarC,,0
1013807,think06,3,2,IkariA,0,0,EarC,,0
1013808,kuchiate04,3,2,KomariA,0,0,EarC,,0
1013809,tekumi04,3,2,KusyoAL,0,0,EarC,,0
1013810,muneate01,3,2,DoyaA,0,0,EarC,,0
1013811,hope04,3,2,IkariA,0,0,EarC,,0
1013812,idle01,2,2,IkariA,0,0,EarC,,0
1013813,kuchiate04,3,2,KusyoAL,0,0,EarC,,0
1013814,muneate01,3,2,IkariA,0,0,EarC,,0
1013815,see01,3,2,OdorokiA,0,1,EarC,,0
1013816,muneate03_mirror,3,2,WaraiA,0,0,EarC,,0
1014000,koshiate06,3,2,WaraiC,0,0,EarC,,0
1014001,joy06,3,2,DoyaA,0,0,EarC,,0
1014002,angry03,3,2,IkariC,0,0,EarC,,0
1014003,koshiate09,3,2,IkariA,0,1,EarC,,0
1014004,tired02,3,2,KanasiC,0,1,EarC,,0
1014005,shock01,3,2,KomariC,0,1,EarC,,0
1014006,udekumi05,3,2,WaraiA,0,0,EarC,,0
1014007,gatts06,3,2,DoyaA,0,0,EarC,,0
1014008,think09,3,2,IkariA,0,1,EarC,,0
1014009,think11,3,2,KomariA,0,1,EarC,,0
1014010,akire02,3,2,KusyoAL,0,1,EarC,,0
1014011,shy06,3,2,KusyoCL,0,1,EarC,,0
1014012,shy02,3,2,KusyoAL,0,1,EarC,,0
1014013,shy05,3,2,DereA,0,1,EarC,,0
1014014,surprise02,3,2,OdorokiC,0,0,EarC,,0
1014015,surprise05,3,2,OdorokiA,0,0,EarC,,0
1014016,good02,3,2,WaraiC,0,0,EarC,,0
1014017,koshiate08,3,2,DoyaA,0,0,EarC,,0
1014018,udekumi01,3,2,FutuA,0,0,EarC,,0
1014019,koshiate02,3,2,WaraiA,0,0,EarC,,0
1014020,akire05,3,2,DereA,0,0,EarC,,0
1014021,hello03,3,2,WaraiA,0,0,EarC,,0
1014022,near06,3,2,KomariA,0,0,EarC,,0
1014023,bow02,3,2,WaraiC,0,1,EarC,,0
1014024,guard04,3,2,WaraiA,0,0,EarC,,0
1014025,oh02,3,2,WaraiC,0,0,EarC,,0
1014026,joy06,3,2,DoyaA,0,0,EarC,,0
1014027,angry03,3,2,IkariC,0,0,EarC,,0
1014028,koshiate09,3,2,IkariA,0,1,EarC,,0
1014029,tired04,3,2,KanasiA,0,1,EarC,,0
1014030,shock01,3,2,KanasiA,0,1,EarC,,0
1014031,udekumi05,3,2,DoyaA,0,0,EarC,,0
1014032,gatts06,3,2,WaraiA,0,0,EarC,,0
1014033,udekumi01,3,2,FutuA,0,0,EarC,,0
1014034,koshiate02,3,2,FutuA,0,0,EarC,,0
1014035,think09,3,2,IkariA,0,1,EarC,,0
1014036,think11,3,2,KomariA,0,1,EarC,,0
1014037,shy02,3,2,KusyoAL,0,1,EarC,,0
1014038,shy05,3,2,DereA,0,1,EarC,,0
1014039,surprise02,3,2,OdorokiA,0,0,EarC,,0
1014040,surprise07,3,2,OdorokiA,0,0,EarC,,0
1014041,akire05,3,2,DereA,0,1,EarC,,0
1014042,shock02,3,2,KanasiA,0,1,EarC,,0
1014800,think09,3,2,KomariA,0,1,EarC,,0
1014801,sleep04,3,1,KomariC,0,1,EarC,,0
1014802,udekumi05,3,2,DoyaA,0,0,EarC,,0
1014803,shy06,3,2,DereA,0,0,EarC,,0
1014804,shy02,3,2,WaraiA,0,0,EarC,,0
1014805,joy06,3,2,WaraiA,0,0,EarC,,0
1014806,idle01,2,2,DereA,0,0,EarC,,0
1014807,tired02_mirror,3,2,KomariC,0,1,EarC,,0
1014808,koshiate09_mirror,3,2,IkariA,0,1,EarC,,0
1014809,tired02,3,2,KanasiC,0,0,EarC,,0
1014810,think09,3,2,IkariA,0,0,EarC,,0
1014811,think11,3,2,KomariA,0,0,EarC,,0
1014812,shy05,3,2,DereA,0,0,EarC,,0
1014813,shock01,3,2,KanasiA,0,0,EarC,,0
1014814,think09,3,2,KomariA,0,0,EarC,,0
1014815,sleep04,3,1,KomariC,0,0,EarC,,0
1014816,tired02_mirror,3,2,KomariC,0,0,EarC,,0
1014817,koshiate09_mirror,3,2,IkariA,0,0,EarC,,0
1014818,sneeze01,3,1,KanasiC,0,0,EarC,,0
1014819,koshiate02,3,2,DoyaA,0,0,EarC,,0
1014820,muneate02,3,2,WaraiA,0,0,EarC,,0
1015000,advice02,3,2,WaraiA,0,1,EarC,,0
1015001,clap04,3,2,DoyaA,0,1,EarC,,0
1015002,koshiate03,3,2,IkariA,0,1,EarC,,0
1015003,neckup03,3,2,KanasiC,0,0,EarC,,0
1015004,shock03,3,2,KanasiC,0,1,EarC,,0
1015005,pose03,3,2,KomariA,0,1,EarC,,0
1015006,muneate07,3,2,DoyaA,0,0,EarC,,0
1015007,udekumi02,3,2,DoyaA,0,1,EarC,,0
1015008,think01,3,2,FutuA,0,1,EarC,,0
1015009,think06,3,2,IkariA,0,1,EarC,,0
1015010,udekumi01,3,2,KusyoAL,0,0,EarC,,0
1015011,akire02,3,2,KusyoAL,0,1,EarC,,0
1015012,soppo10,3,2,KomariA,0,1,EarC,,0
1015013,neckup02,3,2,KusyoAL,0,1,EarC,,0
1015014,surprise05,3,2,OdorokiA,0,0,EarC,,0
1015015,surprise02,3,2,OdorokiC,0,0,EarC,,0
1015016,koshiate09,3,2,WaraiC,0,0,EarC,,0
1015017,send01,3,2,WaraiA,0,0,EarC,,0
1015018,koshiate01,3,2,FutuA,0,0,EarC,,0
1015019,udekumi01,3,2,FutuA,0,0,EarC,,0
1015020,akire06,3,2,WaraiA,0,0,EarC,,0
1015021,neckup02,3,2,DoyaA,0,0,EarC,,0
1015022,point04,3,2,DoyaA,0,0,EarC,,0
1015023,muneate02,3,2,DereA,0,0,EarC,,0
1015024,ikaku03,3,2,DoyaA,0,1,EarC,,0
1015800,advice02,3,2,WaraiA,0,0,EarC,,0
1015801,clap04,3,2,DoyaA,0,0,EarC,,0
1015802,koshiate03,3,2,IkariA,0,0,EarC,,0
1015803,pose03,3,2,KomariA,0,0,EarC,,0
1015804,udekumi02,3,2,DoyaA,0,0,EarC,,0
1015805,think01,3,2,FutuA,0,0,EarC,,0
1015806,think06,3,2,IkariA,0,0,EarC,,0
1015807,akire02,3,2,KusyoAL,0,0,EarC,,0
1015808,soppo10,3,2,KomariA,0,0,EarC,,0
1015809,neckup02,3,2,KusyoAL,0,0,EarC,,0
1015810,shock03,3,2,KanasiC,0,0,EarC,,0
1015811,idle01,2,2,WaraiA,0,0,EarC,,0
1015812,udekumi02,3,2,WaraiC,0,0,EarC,,0
1015813,koshiate09_mirror,3,2,DoyaA,0,0,EarC,,0
1015814,think01_mirror,3,2,IkariA,0,0,EarC,,0
1015815,udekumi01,3,2,IkariA,0,0,EarC,,0
1015816,idle01,2,2,OdorokiA,0,0,EarC,,0
1015817,koshiate03,3,2,DoyaA,0,0,EarC,,0
1015818,send01_mirror,3,2,WaraiA,0,0,EarC,,0
1016000,gatts03,3,2,DoyaA,0,1,EarC,,0
1016001,koshiate04,3,2,FutuA,0,0,EarC,,0
1016002,udekumi01,3,2,IkariA,0,1,EarC,,0
1016003,tired02,3,2,KomariA,0,1,EarC,,0
1016004,think02,3,2,IkariC,0,1,EarC,,0
1016005,koshiate03,3,2,FutuA,0,0,EarC,,0
1016006,udekumi01,3,2,DoyaA,0,0,EarC,,0
1016007,think06,3,2,FutuA,0,0,EarC,,0
1016008,think10,3,2,IkariA,0,0,EarC,,0
1016009,udekumi02,3,2,KomariA,0,1,EarC,,0
1016010,think07,3,2,IkariA,0,1,EarC,,0
1016011,pose11,3,2,KomariA,0,1,EarC,,0
1016012,soppo10,3,2,IkariA,0,1,EarC,,0
1016013,surprise05,3,2,OdorokiA,0,0,EarC,,0
1016014,ikaku02,3,2,IkariA,0,1,EarC,,0
1016015,koshiate04,3,2,DoyaA,0,0,EarC,,0
1016016,udekumi01,3,2,FutuA,0,0,EarC,,0
1016017,koshiate03,3,2,IkariA,0,0,EarC,,0
1016018,pain06,3,2,IkariA,1,1,EarC,,0
1016019,koshiate01,3,2,FutuA,0,0,EarC,,0
1016020,udekumi05,3,2,FutuA,0,0,EarC,,0
1016021,hope03,3,2,FutuA,0,1,EarC,,0
1016022,ikaku03,3,2,IkariA,0,0,EarC,,1
1016800,mot01,2,2,IkariA,0,1,EarC,,0
1016801,udekumi02,3,2,WaraiA,0,0,EarC,,0
1016802,mot02,2,2,WaraiA,0,1,EarC,,0
1016803,mot01,2,2,OdorokiA,0,1,EarC,,0
1016804,mot01,2,2,KomariA,0,1,EarC,,0
1016805,mot01,2,2,WaraiA,0,1,EarC,,0
1016806,mot01,2,2,DoyaA,0,1,EarC,,0
1016807,mot02,2,2,IkariA,0,1,EarC,,0
1016808,gatts03,3,2,DoyaA,0,0,EarC,,0
1016809,mot01,2,2,FutuC,0,1,EarC,,0
1016810,ikaku02,3,2,DoyaA,0,0,EarC,,0
1016811,ikaku03,3,2,DoyaA,0,1,EarC,,0
1016812,koshiate03,3,2,WaraiA,0,0,EarC,,0
1016813,idle02,2,2,DoyaA,0,1,EarC,,0
1016814,idle02,2,2,CloseA,0,1,EarC,,0
1016815,koshiate03,3,2,DoyaA,0,0,EarC,,0
1016816,idle02,2,2,CloseC,0,1,EarC,,0
1016817,mot02,2,2,CloseE,0,1,EarC,,0
1016818,mot01,2,2,CloseC,0,1,EarC,,0
1016819,koshiate01,3,2,DoyaA,0,0,EarC,,0
1016820,think10,3,2,IkariA,0,1,EarC,,0
1016821,mot02,2,2,FutuC,0,1,EarC,,0
1016822,think06_mirror,3,2,FutuC,0,1,EarC,,0
1017000,gatts03,3,2,DoyaA,0,1,EarC,,0
1017001,think06,3,2,WaraiC,0,1,EarC,,0
1017002,udekumi02,3,2,IkariA,0,0,EarC,,0
1017003,muneate01,3,2,IkariA,0,0,EarC,,0
1017004,think06,3,2,KomariA,0,0,EarC,,0
1017005,pain06,3,2,KanasiA,0,1,EarC,,0
1017006,koshiate03,3,2,FutuA,0,0,EarC,,0
1017007,udekumi02,3,2,WaraiA,0,0,EarC,,0
1017008,think05,3,2,KomariA,0,1,EarC,,0
1017009,think08,3,2,IkariA,0,1,EarC,,0
1017010,koshiate01,3,2,KusyoAL,0,1,EarC,,0
1017011,udekumi02,3,2,KusyoAL,0,0,EarC,,0
1017012,udekumi02,3,2,DereA,0,0,EarC,,0
1017013,think05,3,2,KusyoAL,0,1,EarC,,0
1017014,surprise05,3,2,OdorokiA,0,0,EarC,,0
1017015,advice02,3,2,FutuA,0,0,EarC,,0
1017016,koshiate01,3,2,DoyaA,0,0,EarC,,0
1017017,koshiate01,3,2,FutuA,0,0,EarC,,0
1017018,udekumi01,3,2,KomariA,0,0,EarC,,0
1017019,think05,3,2,FutuA,0,1,EarC,,0
1017020,koshiate03,3,2,KomariA,0,0,EarC,,0
1017021,koshiate01,3,2,DereA,0,0,EarC,,0
