id,npc_group_id,chara_id,mob_id,race_dress_id,race_instance_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,skill_set_id
1809,37,1,8118,12,0,433,500,403,275,491,5,6,5,2,3,4,5,6,6,1,32811801
1810,37,1,8415,11,0,389,346,514,430,422,5,6,5,1,6,5,4,3,6,1,32841501
1811,37,1,8421,11,0,347,377,292,547,564,5,6,5,1,5,6,5,4,6,1,32842101
1812,37,1,8424,11,0,547,538,412,472,269,5,6,5,1,5,6,5,4,6,1,32842401
1813,37,1,8435,8,0,554,554,412,278,324,5,6,5,2,4,5,6,5,6,1,32843501
1814,37,1,8439,11,0,506,510,399,515,231,5,6,5,2,4,5,6,5,6,1,32843901
1815,37,1,8455,8,0,447,311,527,496,376,5,6,5,2,3,4,5,6,6,1,32845501
1816,37,1001,0,100101,0,528,554,489,439,473,2,7,7,7,1,7,6,5,7,1,32100104
1817,37,1031,0,103101,0,513,543,504,452,352,2,7,7,2,7,6,1,1,7,1,32103102
1901,38,1,8049,12,0,537,389,554,455,244,5,6,5,1,6,5,4,3,6,1,32804901
1902,38,1,8052,8,0,495,285,440,633,293,5,6,5,1,6,5,4,3,6,1,32805201
1903,38,1,8061,12,0,527,522,407,396,239,5,6,5,1,5,6,5,4,6,1,32806101
1904,38,1,8064,11,0,328,543,326,405,568,5,6,5,2,5,6,5,4,6,1,32806401
1905,38,1,8082,12,0,416,484,416,218,528,5,6,5,2,4,5,6,5,6,1,32808201
1906,38,1,8085,12,0,477,435,372,267,544,5,6,5,2,4,5,6,5,6,1,32808501
1907,38,1,8088,12,0,363,517,447,447,487,5,6,5,2,4,5,6,5,6,1,32808801
1908,38,1,8115,8,0,387,414,378,541,403,5,6,5,2,3,4,5,6,6,1,32811501
1909,38,1,8118,12,0,433,500,403,275,491,5,6,5,2,3,4,5,6,6,1,32811801
1910,38,1,8415,11,0,389,346,514,430,422,5,6,5,1,6,5,4,3,6,1,32841501
1911,38,1,8421,11,0,347,377,292,547,564,5,6,5,1,5,6,5,4,6,1,32842101
1912,38,1,8424,11,0,547,538,412,472,269,5,6,5,1,5,6,5,4,6,1,32842401
1913,38,1,8435,8,0,554,554,412,278,324,5,6,5,2,4,5,6,5,6,1,32843501
1914,38,1,8439,11,0,506,510,399,515,231,5,6,5,2,4,5,6,5,6,1,32843901
1915,38,1,8455,8,0,447,311,527,496,376,5,6,5,2,3,4,5,6,6,1,32845501
1916,38,1016,0,101601,0,520,540,520,454,426,2,7,7,7,1,6,7,4,7,1,32101602
1917,38,1023,0,102301,0,505,546,513,480,410,2,7,7,7,3,7,6,3,7,2,32102302
2001,39,1,8049,12,0,537,389,554,455,244,5,6,5,1,6,5,4,3,6,1,32804901
2002,39,1,8052,8,0,495,285,440,633,293,5,6,5,1,6,5,4,3,6,1,32805201
2003,39,1,8061,12,0,527,522,407,396,239,5,6,5,1,5,6,5,4,6,1,32806101
2004,39,1,8064,11,0,328,543,326,405,568,5,6,5,2,5,6,5,4,6,1,32806401
2005,39,1,8082,12,0,416,484,416,218,528,5,6,5,2,4,5,6,5,6,1,32808201
2006,39,1,8085,12,0,477,435,372,267,544,5,6,5,2,4,5,6,5,6,1,32808501
2007,39,1,8088,12,0,363,517,447,447,487,5,6,5,2,4,5,6,5,6,1,32808801
2008,39,1,8115,8,0,387,414,378,541,403,5,6,5,2,3,4,5,6,6,1,32811501
2009,39,1,8118,12,0,433,500,403,275,491,5,6,5,2,3,4,5,6,6,1,32811801
2010,39,1,8415,11,0,389,346,514,430,422,5,6,5,1,6,5,4,3,6,1,32841501
2011,39,1,8421,11,0,347,377,292,547,564,5,6,5,1,5,6,5,4,6,1,32842101
2012,39,1,8424,11,0,547,538,412,472,269,5,6,5,1,5,6,5,4,6,1,32842401
2013,39,1,8435,8,0,554,554,412,278,324,5,6,5,2,4,5,6,5,6,1,32843501
2014,39,1,8439,11,0,506,510,399,515,231,5,6,5,2,4,5,6,5,6,1,32843901
2015,39,1,8455,8,0,447,311,527,496,376,5,6,5,2,3,4,5,6,6,1,32845501
2016,39,1031,0,103101,0,513,543,504,452,352,2,7,7,2,7,6,1,1,7,1,32103102
2017,39,1023,0,102301,0,505,546,513,480,410,2,7,7,7,3,7,6,3,7,2,32102302
2101,40,1,8319,12,0,460,626,360,458,374,1,1,5,6,6,5,4,3,6,1,32831901
2102,40,1,8325,12,0,453,599,381,360,416,1,1,5,6,6,5,4,3,6,1,32832501
2103,40,1,8334,12,0,462,354,483,480,459,1,1,5,6,5,6,4,3,6,1,32833401
2104,40,1,8328,8,0,426,534,450,454,418,1,1,5,6,5,6,5,4,6,1,32832801
2105,40,1,8331,12,0,440,677,367,466,371,1,1,5,6,5,6,5,4,6,1,32833101
2106,40,1,8337,11,0,497,603,457,500,331,1,1,5,6,5,6,5,4,6,1,32833701
2107,40,1,8340,8,0,441,526,433,554,341,1,1,5,6,5,6,5,4,6,1,32834001
2108,40,1,8343,11,0,451,592,430,494,373,1,1,5,6,5,6,5,4,6,1,32834301
2109,40,1,8352,8,0,444,634,542,352,324,1,1,5,6,4,5,6,5,6,1,32835201
2110,40,1,8355,8,0,477,546,435,493,355,1,1,5,6,4,5,6,5,6,1,32835502
2111,40,1,8358,11,0,478,620,541,358,285,1,1,5,6,4,5,6,5,6,1,32835802
2112,40,1,8361,8,0,446,566,430,456,338,1,1,5,6,4,5,6,5,6,1,32836101
2113,40,1,8376,11,0,474,567,469,466,371,1,1,5,6,3,4,5,6,6,1,32837601
2114,40,1,8379,11,0,442,599,493,455,272,1,1,5,6,3,4,5,6,6,1,32837901
2115,40,1,8382,12,0,448,567,529,461,336,1,1,5,6,3,4,5,6,6,1,32838201
2116,40,1016,0,101601,0,510,630,460,544,366,2,6,7,7,1,6,7,4,7,1,32101602
2117,40,1024,0,102401,0,505,619,517,469,462,4,4,7,7,6,7,6,6,7,3,32102401
2201,41,1,8319,12,0,460,626,360,458,374,1,1,5,6,6,5,4,3,6,1,32831901
2202,41,1,8325,12,0,453,599,381,360,416,1,1,5,6,6,5,4,3,6,1,32832501
2203,41,1,8334,12,0,462,354,483,480,459,1,1,5,6,5,6,4,3,6,1,32833401
2204,41,1,8328,8,0,426,534,450,454,418,1,1,5,6,5,6,5,4,6,1,32832801
2205,41,1,8331,12,0,440,677,367,466,371,1,1,5,6,5,6,5,4,6,1,32833101
2206,41,1,8337,11,0,497,603,457,500,331,1,1,5,6,5,6,5,4,6,1,32833701
2207,41,1,8340,8,0,441,526,433,554,341,1,1,5,6,5,6,5,4,6,1,32834001
2208,41,1,8343,11,0,451,592,430,494,373,1,1,5,6,5,6,5,4,6,1,32834301
2209,41,1,8352,8,0,444,634,542,352,324,1,1,5,6,4,5,6,5,6,1,32835201
2210,41,1,8355,8,0,477,546,435,493,355,1,1,5,6,4,5,6,5,6,1,32835502
2211,41,1,8358,11,0,478,620,541,358,285,1,1,5,6,4,5,6,5,6,1,32835802
2212,41,1,8361,8,0,446,566,430,456,338,1,1,5,6,4,5,6,5,6,1,32836101
2213,41,1,8376,11,0,474,567,469,466,371,1,1,5,6,3,4,5,6,6,1,32837601
2214,41,1,8379,11,0,442,599,493,455,272,1,1,5,6,3,4,5,6,6,1,32837901
2215,41,1,8382,12,0,448,567,529,461,336,1,1,5,6,3,4,5,6,6,1,32838201
2216,41,1001,0,100101,0,486,615,521,497,433,2,5,7,7,1,7,6,5,7,1,32100104
2217,41,1061,0,106101,0,501,611,516,493,474,7,6,6,7,1,6,7,4,7,1,32106101
2301,42,1,8319,12,0,460,626,360,458,374,1,1,5,6,6,5,4,3,6,1,32831901
2302,42,1,8325,12,0,453,599,381,360,416,1,1,5,6,6,5,4,3,6,1,32832501
2303,42,1,8334,12,0,462,354,483,480,459,1,1,5,6,5,6,4,3,6,1,32833401
2304,42,1,8328,8,0,426,534,450,454,418,1,1,5,6,5,6,5,4,6,1,32832801
2305,42,1,8331,12,0,440,677,367,466,371,1,1,5,6,5,6,5,4,6,1,32833101
2306,42,1,8337,11,0,497,603,457,500,331,1,1,5,6,5,6,5,4,6,1,32833701
2307,42,1,8340,8,0,441,526,433,554,341,1,1,5,6,5,6,5,4,6,1,32834001
2308,42,1,8343,11,0,451,592,430,494,373,1,1,5,6,5,6,5,4,6,1,32834301
2309,42,1,8352,8,0,444,634,542,352,324,1,1,5,6,4,5,6,5,6,1,32835201
2310,42,1,8355,8,0,477,546,435,493,355,1,1,5,6,4,5,6,5,6,1,32835502
2311,42,1,8358,11,0,478,620,541,358,285,1,1,5,6,4,5,6,5,6,1,32835802
2312,42,1,8361,8,0,446,566,430,456,338,1,1,5,6,4,5,6,5,6,1,32836101
2313,42,1,8376,11,0,474,567,469,466,371,1,1,5,6,3,4,5,6,6,1,32837601
2314,42,1,8379,11,0,442,599,493,455,272,1,1,5,6,3,4,5,6,6,1,32837901
2315,42,1,8382,12,0,448,567,529,461,336,1,1,5,6,3,4,5,6,6,1,32838201
2316,42,1035,0,103501,0,491,606,496,433,486,1,2,7,7,1,6,7,1,7,1,32103501
2317,42,1050,0,105001,0,507,631,496,435,444,2,4,7,7,1,2,6,7,7,1,32105002
2401,43,1,8136,12,0,433,508,277,502,521,2,5,6,5,6,5,4,3,6,1,32813601
2402,43,1,8148,12,0,442,502,478,542,352,2,5,6,5,6,5,4,3,6,1,32814801
2403,43,1,8160,11,0,431,548,519,440,460,2,5,6,5,5,6,5,4,6,1,32816001
2404,43,1,8190,8,0,452,524,436,526,284,2,5,6,5,5,6,5,4,6,1,32819001
2405,43,1,8205,12,0,426,512,508,573,193,2,5,6,5,5,6,5,4,6,1,32820501
2406,43,1,8475,12,0,359,563,387,656,352,2,5,6,5,5,6,5,4,6,1,32847501
2407,43,1,8217,8,0,443,550,487,401,447,2,5,6,5,4,5,6,5,6,1,32821701
2408,43,1,8232,11,0,436,530,350,608,398,2,5,6,5,4,5,6,5,6,1,32823201
2409,43,1,8247,11,0,460,502,458,586,223,2,5,6,5,4,5,6,5,6,1,32824701
2410,43,1,8493,12,0,466,540,470,566,268,2,5,6,5,4,5,6,5,6,1,32849301
2411,43,1,8214,12,0,453,533,488,385,470,2,5,6,5,4,5,6,5,6,1,32821401
2412,43,1,8295,11,0,442,598,586,353,326,2,5,6,5,3,4,5,6,6,1,32829501
2413,43,1,8310,8,0,408,367,485,451,564,2,5,6,5,3,4,5,6,6,1,32831001
2414,43,1,8313,8,0,435,488,422,557,374,2,5,6,5,3,4,5,6,6,1,32831301
2415,43,1,8505,11,0,458,605,453,347,299,2,5,6,5,3,4,5,6,6,1,32850501
2416,43,1002,0,100201,0,603,439,565,508,454,4,7,7,3,7,5,3,1,7,1,32100202
2417,43,1001,0,100101,0,536,565,521,447,483,2,5,7,7,1,7,6,5,7,1,32100104
2501,44,1,8136,12,0,433,508,277,502,521,2,5,6,5,6,5,4,3,6,1,32813601
2502,44,1,8148,12,0,442,502,478,542,352,2,5,6,5,6,5,4,3,6,1,32814801
2503,44,1,8160,11,0,431,548,519,440,460,2,5,6,5,5,6,5,4,6,1,32816001
2504,44,1,8190,8,0,452,524,436,526,284,2,5,6,5,5,6,5,4,6,1,32819001
2505,44,1,8205,12,0,426,512,508,573,193,2,5,6,5,5,6,5,4,6,1,32820501
2506,44,1,8475,12,0,359,563,387,656,352,2,5,6,5,5,6,5,4,6,1,32847501
2507,44,1,8217,8,0,443,550,487,401,447,2,5,6,5,4,5,6,5,6,1,32821701
2508,44,1,8232,11,0,436,530,350,608,398,2,5,6,5,4,5,6,5,6,1,32823201
2509,44,1,8247,11,0,460,502,458,586,223,2,5,6,5,4,5,6,5,6,1,32824701
2510,44,1,8493,12,0,466,540,470,566,268,2,5,6,5,4,5,6,5,6,1,32849301
2511,44,1,8214,12,0,453,533,488,385,470,2,5,6,5,4,5,6,5,6,1,32821401
2512,44,1,8295,11,0,442,598,586,353,326,2,5,6,5,3,4,5,6,6,1,32829501
2513,44,1,8310,8,0,408,367,485,451,564,2,5,6,5,3,4,5,6,6,1,32831001
2514,44,1,8313,8,0,435,488,422,557,374,2,5,6,5,3,4,5,6,6,1,32831301
2515,44,1,8505,11,0,458,605,453,347,299,2,5,6,5,3,4,5,6,6,1,32850501
2516,44,1048,0,104801,0,568,559,473,458,504,1,2,7,6,5,7,6,1,7,1,32104801
2517,44,1008,0,100801,0,536,441,586,460,502,2,7,7,2,5,6,7,2,7,1,32100801
2601,45,1,8136,12,0,433,508,277,502,521,2,5,6,5,6,5,4,3,6,1,32813601
2602,45,1,8148,12,0,442,502,478,542,352,2,5,6,5,6,5,4,3,6,1,32814801
2603,45,1,8160,11,0,431,548,519,440,460,2,5,6,5,5,6,5,4,6,1,32816001
2604,45,1,8190,8,0,452,524,436,526,284,2,5,6,5,5,6,5,4,6,1,32819001
2605,45,1,8205,12,0,426,512,508,573,193,2,5,6,5,5,6,5,4,6,1,32820501
2606,45,1,8475,12,0,359,563,387,656,352,2,5,6,5,5,6,5,4,6,1,32847501
2607,45,1,8217,8,0,443,550,487,401,447,2,5,6,5,4,5,6,5,6,1,32821701
2608,45,1,8232,11,0,436,530,350,608,398,2,5,6,5,4,5,6,5,6,1,32823201
2609,45,1,8247,11,0,460,502,458,586,223,2,5,6,5,4,5,6,5,6,1,32824701
2610,45,1,8493,12,0,466,540,470,566,268,2,5,6,5,4,5,6,5,6,1,32849301
2611,45,1,8214,12,0,453,533,488,385,470,2,5,6,5,4,5,6,5,6,1,32821401
2612,45,1,8295,11,0,442,598,586,353,326,2,5,6,5,3,4,5,6,6,1,32829501
2613,45,1,8310,8,0,408,367,485,451,564,2,5,6,5,3,4,5,6,6,1,32831001
2614,45,1,8313,8,0,435,488,422,557,374,2,5,6,5,3,4,5,6,6,1,32831301
2615,45,1,8505,11,0,458,605,453,347,299,2,5,6,5,3,4,5,6,6,1,32850501
2616,45,1015,0,101501,0,533,531,494,502,521,1,3,7,7,5,7,6,1,7,3,32101501
2617,45,1058,0,105801,0,552,582,527,481,452,1,2,7,7,2,7,6,3,7,3,32105802
2701,46,1,8319,12,0,396,557,286,460,455,1,1,5,6,6,5,4,3,6,1,32831901
2702,46,1,8325,12,0,420,308,335,448,520,1,1,5,6,6,5,4,3,6,1,32832501
2703,46,1,8334,12,0,447,342,467,464,444,1,1,5,6,5,6,5,4,6,1,32833401
2704,46,1,8337,11,0,504,495,414,431,383,1,1,5,6,5,6,5,4,6,1,32833701
2705,46,1,8340,8,0,489,317,479,502,447,1,1,5,6,5,6,5,4,6,1,32834001
2706,46,1,8343,11,0,478,316,424,608,351,1,1,5,6,5,6,5,4,6,1,32834301
2707,46,1,8346,11,0,538,428,527,299,389,1,1,5,6,5,6,5,4,6,1,32834601
2708,46,1,8349,11,0,438,588,508,313,308,1,1,5,6,4,5,6,5,6,1,32834901
2709,46,1,8352,8,0,361,477,506,328,340,1,1,5,6,4,5,6,5,6,1,32835201
2710,46,1,8355,8,0,557,480,473,358,526,1,1,5,6,4,5,6,5,6,1,32835502
2711,46,1,8361,8,0,355,451,396,595,526,1,1,5,6,4,5,6,5,6,1,32836101
2712,46,1,8364,12,0,323,342,471,452,509,1,1,5,6,4,5,6,5,6,1,32836401
2713,46,1,8367,12,0,416,451,543,422,422,1,1,5,6,4,5,6,5,6,1,32836701
2716,46,1003,0,100301,0,538,529,508,470,508,2,3,7,7,1,7,4,2,7,1,32100303
2717,46,1023,0,102301,0,510,523,475,462,546,6,6,7,7,1,7,5,1,7,1,32102304
2801,47,1,8319,12,0,396,557,286,460,455,1,1,5,6,6,5,4,3,6,1,32831901
2802,47,1,8325,12,0,420,308,335,448,520,1,1,5,6,6,5,4,3,6,1,32832501
2803,47,1,8334,12,0,447,342,467,464,444,1,1,5,6,5,6,5,4,6,1,32833401
2804,47,1,8337,11,0,504,495,414,431,383,1,1,5,6,5,6,5,4,6,1,32833701
2805,47,1,8340,8,0,489,317,479,502,447,1,1,5,6,5,6,5,4,6,1,32834001
2806,47,1,8343,11,0,478,316,424,608,351,1,1,5,6,5,6,5,4,6,1,32834301
2807,47,1,8346,11,0,538,428,527,299,389,1,1,5,6,5,6,5,4,6,1,32834601
2808,47,1,8349,11,0,438,588,508,313,308,1,1,5,6,4,5,6,5,6,1,32834901
2809,47,1,8352,8,0,361,477,506,328,340,1,1,5,6,4,5,6,5,6,1,32835201
2810,47,1,8355,8,0,557,480,473,358,526,1,1,5,6,4,5,6,5,6,1,32835502
2811,47,1,8361,8,0,355,451,396,595,526,1,1,5,6,4,5,6,5,6,1,32836101
2812,47,1,8364,12,0,323,342,471,452,509,1,1,5,6,4,5,6,5,6,1,32836401
2813,47,1,8367,12,0,416,451,543,422,422,1,1,5,6,4,5,6,5,6,1,32836701
2816,47,1020,0,102001,0,575,609,575,365,382,1,5,7,7,7,6,4,3,7,1,32102002
2817,47,1061,0,106101,0,587,455,559,429,486,7,6,6,7,1,6,7,4,7,1,32106103
2901,48,1,8319,12,0,396,557,286,460,455,1,1,5,6,6,5,4,3,6,1,32831901
2902,48,1,8325,12,0,420,308,335,448,520,1,1,5,6,6,5,4,3,6,1,32832501
2903,48,1,8334,12,0,447,342,467,464,444,1,1,5,6,5,6,5,4,6,1,32833401
2904,48,1,8337,11,0,504,495,414,431,383,1,1,5,6,5,6,5,4,6,1,32833701
2905,48,1,8340,8,0,489,317,479,502,447,1,1,5,6,5,6,5,4,6,1,32834001
2906,48,1,8343,11,0,478,316,424,608,351,1,1,5,6,5,6,5,4,6,1,32834301
2907,48,1,8346,11,0,538,428,527,299,389,1,1,5,6,5,6,5,4,6,1,32834601
2908,48,1,8349,11,0,438,588,508,313,308,1,1,5,6,4,5,6,5,6,1,32834901
2909,48,1,8352,8,0,361,477,506,328,340,1,1,5,6,4,5,6,5,6,1,32835201
2910,48,1,8355,8,0,557,480,473,358,526,1,1,5,6,4,5,6,5,6,1,32835502
2911,48,1,8361,8,0,355,451,396,595,526,1,1,5,6,4,5,6,5,6,1,32836101
2912,48,1,8364,12,0,323,342,471,452,509,1,1,5,6,4,5,6,5,6,1,32836401
2913,48,1,8367,12,0,416,451,543,422,422,1,1,5,6,4,5,6,5,6,1,32836701
2916,48,1027,0,102701,0,539,548,521,504,521,3,5,7,7,2,6,7,2,7,1,32102703
2917,48,1021,0,102101,0,568,552,579,513,438,1,3,7,7,5,6,7,6,7,7,32102102
3001,49,1,8049,12,0,512,372,529,435,233,5,6,5,1,6,5,4,3,6,1,32804901
3002,49,1,8052,8,0,495,285,440,633,293,5,6,5,1,6,5,4,3,6,1,32805201
3003,49,1,8061,12,0,527,522,407,396,239,5,6,5,1,5,6,5,4,6,1,32806101
3004,49,1,8064,11,0,328,543,326,405,568,5,6,5,2,5,6,5,4,6,1,32806401
3005,49,1,8082,12,0,416,484,416,218,528,5,6,5,2,4,5,6,5,6,1,32808201
3006,49,1,8085,12,0,477,435,372,267,544,5,6,5,2,4,5,6,5,6,1,32808501
3007,49,1,8088,12,0,363,517,447,447,487,5,6,5,2,4,5,6,5,6,1,32808801
3008,49,1,8115,8,0,387,414,378,541,403,5,6,5,2,3,4,5,6,6,1,32811501
3009,49,1,8118,12,0,433,500,403,275,491,5,6,5,2,3,4,5,6,6,1,32811801
3010,49,1,8415,11,0,389,346,514,430,422,5,6,5,1,6,5,4,3,6,1,32841501
3011,49,1,8421,11,0,347,377,292,547,564,5,6,5,1,5,6,5,4,6,1,32842101
3012,49,1,8424,11,0,547,538,412,472,269,5,6,5,1,5,6,5,4,6,1,32842401
3013,49,1,8435,8,0,554,554,412,278,324,5,6,5,2,4,5,6,5,6,1,32843501
3014,49,1,8439,11,0,506,510,399,515,231,5,6,5,2,4,5,6,5,6,1,32843901
3015,49,1,8455,8,0,447,311,527,496,376,5,6,5,2,3,4,5,6,6,1,32845501
3016,49,1018,0,101801,0,521,466,532,548,581,5,7,7,3,4,7,6,1,7,1,32101804
3017,49,1059,0,105901,0,614,537,579,458,405,2,7,7,3,5,6,7,1,7,1,32105901
3101,50,1,8049,12,0,512,372,529,435,233,5,6,5,1,6,5,4,3,6,1,32804901
3102,50,1,8052,8,0,495,285,440,633,293,5,6,5,1,6,5,4,3,6,1,32805201
3103,50,1,8061,12,0,527,522,407,396,239,5,6,5,1,5,6,5,4,6,1,32806101
3104,50,1,8064,11,0,328,543,326,405,568,5,6,5,2,5,6,5,4,6,1,32806401
3105,50,1,8082,12,0,416,484,416,218,528,5,6,5,2,4,5,6,5,6,1,32808201
3106,50,1,8085,12,0,477,435,372,267,544,5,6,5,2,4,5,6,5,6,1,32808501
3107,50,1,8088,12,0,363,517,447,447,487,5,6,5,2,4,5,6,5,6,1,32808801
3108,50,1,8115,8,0,387,414,378,541,403,5,6,5,2,3,4,5,6,6,1,32811501
3109,50,1,8118,12,0,433,500,403,275,491,5,6,5,2,3,4,5,6,6,1,32811801
3110,50,1,8415,11,0,389,346,514,430,422,5,6,5,1,6,5,4,3,6,1,32841501
3111,50,1,8421,11,0,347,377,292,547,564,5,6,5,1,5,6,5,4,6,1,32842101
3112,50,1,8424,11,0,547,538,412,472,269,5,6,5,1,5,6,5,4,6,1,32842401
3113,50,1,8435,8,0,554,554,412,278,324,5,6,5,2,4,5,6,5,6,1,32843501
3114,50,1,8439,11,0,506,510,399,515,231,5,6,5,2,4,5,6,5,6,1,32843901
3115,50,1,8455,8,0,447,311,527,496,376,5,6,5,2,3,4,5,6,6,1,32845501
3116,50,1044,0,104401,0,526,480,585,504,548,3,7,7,5,1,3,6,7,7,1,32104401
3117,50,1008,0,100801,0,536,441,586,460,502,2,7,7,2,5,6,7,2,7,1,32100803
3201,51,1,8049,12,0,512,372,529,435,233,5,6,5,1,6,5,4,3,6,1,32804901
3202,51,1,8052,8,0,495,285,440,633,293,5,6,5,1,6,5,4,3,6,1,32805201
3203,51,1,8061,12,0,527,522,407,396,239,5,6,5,1,5,6,5,4,6,1,32806101
3204,51,1,8064,11,0,328,543,326,405,568,5,6,5,2,5,6,5,4,6,1,32806401
3205,51,1,8082,12,0,416,484,416,218,528,5,6,5,2,4,5,6,5,6,1,32808201
3206,51,1,8085,12,0,477,435,372,267,544,5,6,5,2,4,5,6,5,6,1,32808501
3207,51,1,8088,12,0,363,517,447,447,487,5,6,5,2,4,5,6,5,6,1,32808801
3208,51,1,8115,8,0,387,414,378,541,403,5,6,5,2,3,4,5,6,6,1,32811501
3209,51,1,8118,12,0,433,500,403,275,491,5,6,5,2,3,4,5,6,6,1,32811801
3210,51,1,8415,11,0,389,346,514,430,422,5,6,5,1,6,5,4,3,6,1,32841501
3211,51,1,8421,11,0,347,377,292,547,564,5,6,5,1,5,6,5,4,6,1,32842101
3212,51,1,8424,11,0,547,538,412,472,269,5,6,5,1,5,6,5,4,6,1,32842401
3213,51,1,8435,8,0,554,554,412,278,324,5,6,5,2,4,5,6,5,6,1,32843501
3214,51,1,8439,11,0,506,510,399,515,231,5,6,5,2,4,5,6,5,6,1,32843901
3215,51,1,8455,8,0,447,311,527,496,376,5,6,5,2,3,4,5,6,6,1,32845501
3216,51,1012,0,101201,0,517,526,631,453,515,6,7,7,5,1,6,5,7,7,7,32101203
3217,51,1018,0,101801,0,521,466,532,548,581,5,7,7,3,4,7,6,1,7,1,32101804
3301,52,1,8136,12,0,433,288,299,502,543,2,5,6,5,6,5,4,3,6,1,32813601
3302,52,1,8127,8,0,360,625,433,458,303,2,5,6,5,6,5,4,3,6,1,32812702
3303,52,1,8190,8,0,477,458,479,460,319,2,5,6,5,5,6,5,4,6,1,32819001
3304,52,1,8205,12,0,426,407,529,468,214,2,5,6,5,5,6,5,4,6,1,32820501
3305,52,1,8475,12,0,359,453,409,546,374,2,5,6,5,5,6,5,4,6,1,32847501
3306,52,1,8160,11,0,431,438,541,286,482,2,5,6,5,5,6,5,4,6,1,32816001
3307,52,1,8217,8,0,506,445,508,254,468,2,5,6,5,4,5,6,5,6,1,32821701
3308,52,1,8232,11,0,496,430,370,508,418,2,5,6,5,4,5,6,5,6,1,32823201
3309,52,1,8247,11,0,460,397,479,481,244,2,5,6,5,4,5,6,5,6,1,32824701
3310,52,1,8493,12,0,481,418,466,443,274,2,5,6,5,4,5,6,5,6,1,32849301
3311,52,1,8295,11,0,442,478,610,233,350,2,5,6,5,4,5,5,6,6,1,32829501
3312,52,1,8298,8,0,496,477,489,328,267,2,5,6,5,3,4,5,6,6,1,32829801
3313,52,1,8310,8,0,432,247,557,331,588,2,5,6,5,3,4,5,6,6,1,32831001
3314,52,1,8313,8,0,435,393,441,462,393,2,5,6,5,3,4,5,6,6,1,32831302
3315,52,1,8505,11,0,458,568,476,347,322,2,5,6,5,3,4,5,6,6,1,32850501
3316,52,1020,0,102001,0,603,638,603,383,400,1,5,7,7,7,6,4,3,7,1,32102003
3317,52,1015,0,101501,0,559,557,517,526,546,1,3,7,7,5,7,6,1,7,7,32101503
3401,53,1,8136,12,0,433,288,299,502,543,2,5,6,5,6,5,4,3,6,1,32813601
3402,53,1,8127,8,0,360,625,433,458,303,2,5,6,5,6,5,4,3,6,1,32812702
3403,53,1,8190,8,0,477,458,479,460,319,2,5,6,5,5,6,5,4,6,1,32819001
3404,53,1,8205,12,0,426,407,529,468,214,2,5,6,5,5,6,5,4,6,1,32820501
3405,53,1,8475,12,0,359,453,409,546,374,2,5,6,5,5,6,5,4,6,1,32847501
3406,53,1,8160,11,0,431,438,541,286,482,2,5,6,5,5,6,5,4,6,1,32816001
3407,53,1,8217,8,0,506,445,508,254,468,2,5,6,5,4,5,6,5,6,1,32821701
3408,53,1,8232,11,0,496,430,370,508,418,2,5,6,5,4,5,6,5,6,1,32823201
3409,53,1,8247,11,0,460,397,479,481,244,2,5,6,5,4,5,6,5,6,1,32824701
3410,53,1,8493,12,0,481,418,466,443,274,2,5,6,5,4,5,6,5,6,1,32849301
3411,53,1,8295,11,0,442,478,610,233,350,2,5,6,5,4,5,5,6,6,1,32829501
3412,53,1,8298,8,0,496,477,489,328,267,2,5,6,5,3,4,5,6,6,1,32829801
3413,53,1,8310,8,0,432,247,557,331,588,2,5,6,5,3,4,5,6,6,1,32831001
3414,53,1,8313,8,0,435,393,441,462,393,2,5,6,5,3,4,5,6,6,1,32831302
3415,53,1,8505,11,0,458,568,476,347,322,2,5,6,5,3,4,5,6,6,1,32850501
3416,53,1023,0,102301,0,535,548,497,484,572,6,6,7,7,1,7,5,1,7,1,32102305
3417,53,1035,0,103501,0,533,494,533,477,414,1,2,7,6,1,6,7,1,7,1,32103501
3501,54,1,8136,12,0,433,288,299,502,543,2,5,6,5,6,5,4,3,6,1,32813601
3502,54,1,8127,8,0,360,625,433,458,303,2,5,6,5,6,5,4,3,6,1,32812702
3503,54,1,8190,8,0,477,458,479,460,319,2,5,6,5,5,6,5,4,6,1,32819001
3504,54,1,8205,12,0,426,407,529,468,214,2,5,6,5,5,6,5,4,6,1,32820501
3505,54,1,8475,12,0,359,453,409,546,374,2,5,6,5,5,6,5,4,6,1,32847501
3506,54,1,8160,11,0,431,438,541,286,482,2,5,6,5,5,6,5,4,6,1,32816001
3507,54,1,8217,8,0,506,445,508,254,468,2,5,6,5,4,5,6,5,6,1,32821701
3508,54,1,8232,11,0,496,430,370,508,418,2,5,6,5,4,5,6,5,6,1,32823201
3509,54,1,8247,11,0,460,397,479,481,244,2,5,6,5,4,5,6,5,6,1,32824701
3510,54,1,8493,12,0,481,418,466,443,274,2,5,6,5,4,5,6,5,6,1,32849301
3511,54,1,8295,11,0,442,478,610,233,350,2,5,6,5,4,5,5,6,6,1,32829501
3512,54,1,8298,8,0,496,477,489,328,267,2,5,6,5,3,4,5,6,6,1,32829801
