id,race_track_id,season,weather,timezone,resource
1069,10104,2,4,1,241
1070,10104,2,4,2,242
1071,10104,2,4,3,243
1072,10104,2,4,4,244
1073,10104,3,1,1,311
1074,10104,3,1,2,312
1075,10104,3,1,3,313
1076,10104,3,1,4,314
1077,10104,3,2,1,321
1078,10104,3,2,2,322
1079,10104,3,2,3,323
1080,10104,3,2,4,324
1081,10104,3,3,1,331
1082,10104,3,3,2,332
1083,10104,3,3,3,333
1084,10104,3,3,4,334
1085,10104,3,4,1,341
1086,10104,3,4,2,342
1087,10104,3,4,3,343
1088,10104,3,4,4,344
1089,10104,4,1,1,411
1090,10104,4,1,2,412
1091,10104,4,1,3,413
1092,10104,4,1,4,414
1093,10104,4,2,1,421
1094,10104,4,2,2,422
1095,10104,4,2,3,423
1096,10104,4,2,4,424
1097,10104,4,3,1,431
1098,10104,4,3,2,432
1099,10104,4,3,3,433
1100,10104,4,3,4,434
1101,10104,4,4,1,441
1102,10104,4,4,2,442
1103,10104,4,4,3,443
1104,10104,4,4,4,444
1105,10104,5,1,1,512
1106,10104,5,1,2,512
1107,10104,5,1,3,513
1108,10104,5,1,4,514
1109,10104,5,2,1,522
1110,10104,5,2,2,522
1111,10104,5,2,3,523
1112,10104,5,2,4,524
1113,10104,5,3,1,532
1114,10104,5,3,2,532
1115,10104,5,3,3,533
1116,10104,5,3,4,534
1117,10104,5,4,1,532
1118,10104,5,4,2,532
1119,10104,5,4,3,533
1120,10104,5,4,4,534
1121,10105,1,1,1,111
1122,10105,1,1,2,112
1123,10105,1,1,3,113
1124,10105,1,1,4,114
1125,10105,1,2,1,121
1126,10105,1,2,2,122
1127,10105,1,2,3,123
1128,10105,1,2,4,124
1129,10105,1,3,1,131
1130,10105,1,3,2,132
1131,10105,1,3,3,133
1132,10105,1,3,4,134
1133,10105,1,4,1,141
1134,10105,1,4,2,142
1135,10105,1,4,3,143
1136,10105,1,4,4,144
1137,10105,2,1,1,211
1138,10105,2,1,2,212
1139,10105,2,1,3,213
1140,10105,2,1,4,214
1141,10105,2,2,1,221
1142,10105,2,2,2,222
1143,10105,2,2,3,223
1144,10105,2,2,4,224
1145,10105,2,3,1,231
1146,10105,2,3,2,232
1147,10105,2,3,3,233
1148,10105,2,3,4,234
1149,10105,2,4,1,241
1150,10105,2,4,2,242
1151,10105,2,4,3,243
1152,10105,2,4,4,244
1153,10105,3,1,1,311
1154,10105,3,1,2,312
1155,10105,3,1,3,313
1156,10105,3,1,4,314
1157,10105,3,2,1,321
1158,10105,3,2,2,322
1159,10105,3,2,3,323
1160,10105,3,2,4,324
1161,10105,3,3,1,331
1162,10105,3,3,2,332
1163,10105,3,3,3,333
1164,10105,3,3,4,334
1165,10105,3,4,1,341
1166,10105,3,4,2,342
1167,10105,3,4,3,343
1168,10105,3,4,4,344
1169,10105,4,1,1,411
1170,10105,4,1,2,412
1171,10105,4,1,3,413
1172,10105,4,1,4,414
1173,10105,4,2,1,421
1174,10105,4,2,2,422
1175,10105,4,2,3,423
1176,10105,4,2,4,424
1177,10105,4,3,1,431
1178,10105,4,3,2,432
1179,10105,4,3,3,433
1180,10105,4,3,4,434
1181,10105,4,4,1,441
1182,10105,4,4,2,442
1183,10105,4,4,3,443
1184,10105,4,4,4,444
1185,10105,5,1,1,512
1186,10105,5,1,2,512
1187,10105,5,1,3,513
1188,10105,5,1,4,514
1189,10105,5,2,1,522
1190,10105,5,2,2,522
1191,10105,5,2,3,523
1192,10105,5,2,4,524
1193,10105,5,3,1,532
1194,10105,5,3,2,532
1195,10105,5,3,3,533
1196,10105,5,3,4,534
1197,10105,5,4,1,532
1198,10105,5,4,2,532
1199,10105,5,4,3,533
1200,10105,5,4,4,534
