id,support_card_id,pattern,pos_index,pos_x,pos_y,scale_x,scale_y,rot_z
1086,30001,3,3,145000,-8610000,9387,9387,0
1087,30001,4,1,-5290000,4145000,7844,7836,0
1088,30001,4,2,620000,3540000,8411,8411,0
1089,30001,4,3,-4885000,-6090000,7788,7788,0
1090,30001,4,4,570000,-6090000,8475,8475,0
1091,30001,5,1,-5280000,3975000,7968,7978,0
1092,30001,5,2,1120000,4010000,7943,7943,0
1093,30001,5,3,75000,-2525000,9349,9351,0
1094,30001,5,4,-4745000,-7905000,7974,7974,0
1095,30001,5,5,905000,-7845000,8209,8205,0
1096,30002,1,1,660000,-805000,9891,9891,0
1097,30002,2,1,420000,2080000,9775,9775,0
1098,30002,2,2,675000,-8005000,9757,9757,0
1099,30002,3,1,105000,1820000,10000,10000,0
1100,30002,3,2,110000,-4480000,10000,10000,0
1101,30002,3,3,0,-10560000,10000,10000,0
1102,30002,4,1,-970000,770000,11625,11615,97223
1103,30002,4,2,3215000,1740000,10142,10142,0
1104,30002,4,3,-1695000,-8805000,9458,9458,98957
1105,30002,4,4,3610000,-7760000,10000,10000,0
1106,30002,5,1,-1485000,1595000,10777,10776,93364
1107,30002,5,2,3135000,2150000,9708,9708,0
1108,30002,5,3,5000,-4570000,10403,10407,0
1109,30002,5,4,-1670000,-8305000,6965,6965,101734
1110,30002,5,5,3135000,-9295000,9796,9796,0
1111,30003,1,1,1570000,-1770000,10869,10869,0
1112,30003,2,1,1645000,1205000,11293,11293,0
1113,30003,2,2,1350000,-6890000,10929,10929,0
1114,30003,3,1,1075000,4355000,10563,10563,0
1115,30003,3,2,1245000,-2040000,10663,10663,0
1116,30003,3,3,1245000,-7075000,10823,10823,0
1117,30003,4,1,0,1820000,10931,10921,97223
1118,30003,4,2,5085000,2420000,10142,10142,0
1119,30003,4,3,5000,-6575000,9458,9458,98957
1120,30003,4,4,4970000,-6580000,10000,10000,0
1121,30003,5,1,-310000,4680000,10088,10087,93364
1122,30003,5,2,4815000,4220000,9708,9708,0
1123,30003,5,3,925000,-1350000,10403,10407,0
1124,30003,5,4,-310000,-6390000,9432,9432,101734
1125,30003,5,5,4885000,-6865000,9796,9796,0
1126,30004,1,1,910000,-1770000,10869,10869,0
1127,30004,2,1,1915000,449000,11293,11293,0
1128,30004,2,2,1770000,-9235000,11115,11115,0
1129,30004,3,1,955000,1555000,10563,10563,0
1130,30004,3,2,1055000,-4605000,10591,10591,0
1131,30004,3,3,1165000,-10000000,10823,10823,0
1132,30004,4,1,1465000,830000,11890,11880,97223
1133,30004,4,2,5305000,1910000,10142,10142,0
1134,30004,4,3,265000,-8365000,9458,9458,98957
1135,30004,4,4,4970000,-7770000,10000,10000,0
1136,30004,5,1,580000,2555000,10088,10087,93364
1137,30004,5,2,5300000,2240000,9708,9708,0
1138,30004,5,3,665000,-4650000,10403,10407,0
1139,30004,5,4,500000,-9450000,9432,9432,101734
1140,30004,5,5,5405000,-9695000,9796,9796,0
1141,30005,1,1,-105000,-75000,9276,9276,0
1142,30005,2,1,-5000,2560000,9300,9300,0
1143,30005,2,2,-5000,-7230000,9300,9300,0
1144,30005,3,1,-5000,3460000,9263,9263,0
1145,30005,3,2,5000,-2510000,9387,9387,0
1146,30005,3,3,145000,-7710000,9387,9387,0
1147,30005,4,1,-2630000,4180000,7844,7836,0
1148,30005,4,2,2845000,4545000,7491,7491,0
1149,30005,4,3,-2835000,-6605000,7986,7986,0
1150,30005,4,4,2845000,-6605000,8475,8475,0
1151,30005,5,1,-2820000,4010000,7968,7978,0
1152,30005,5,2,2690000,4080000,7943,7943,0
1153,30005,5,3,75000,-2075000,9349,9351,0
1154,30005,5,4,-2825000,-7520000,7974,7974,0
1155,30005,5,5,2625000,-7515000,8209,8205,0
1156,30006,1,1,-105000,-75000,9276,9276,0
1157,30006,2,1,-5000,2565000,9300,9300,0
1158,30006,2,2,-5000,-7740000,9300,9300,0
1159,30006,3,1,-5000,3760000,9263,9263,0
1160,30006,3,2,5000,-2870000,9387,9387,0
1161,30006,3,3,145000,-7950000,9387,9387,0
1162,30006,4,1,-3830000,4215000,7844,7836,0
1163,30006,4,2,1675000,4580000,7491,7491,0
1164,30006,4,3,-3870000,-6875000,7559,7559,0
1165,30006,4,4,1360000,-5765000,7639,7639,0
1166,30006,5,1,-3850000,5150000,6927,6937,0
1167,30006,5,2,1800000,5025000,7025,7025,0
1168,30006,5,3,75000,-1985000,9349,9351,0
1169,30006,5,4,-3995000,-7670000,7974,7974,0
1170,30006,5,5,1690000,-7135000,7299,7296,0
1171,30007,1,1,-105000,-75000,9276,9276,0
1172,30007,2,1,-5000,2920000,9300,9300,0
1173,30007,2,2,-5000,-6750000,9300,9300,0
1174,30007,3,1,-5000,4180000,9263,9263,0
1175,30007,3,2,5000,-1850000,9387,9387,0
1176,30007,3,3,145000,-7770000,9387,9387,0
1177,30007,4,1,-3415000,3605000,8358,8348,0
1178,30007,4,2,2285000,3715000,8244,8244,0
1179,30007,4,3,-3855000,-6290000,8906,8906,0
1180,30007,4,4,1810000,-5480000,8800,8800,0
1181,30007,5,1,-3495000,4030000,7974,7988,0
1182,30007,5,2,1690000,3695000,8271,8271,0
1183,30007,5,3,75000,-1625000,9349,9351,0
1184,30007,5,4,-3500000,-7280000,8439,8439,0
1185,30007,5,5,2000000,-6835000,8265,8262,0
1186,30008,1,1,15000,-75000,9276,9276,0
1187,30008,2,1,-5000,2920000,9300,9300,0
1188,30008,2,2,-5000,-7620000,9300,9300,0
1189,30008,3,1,-5000,3010000,9263,9263,0
1190,30008,3,2,5000,-2930000,9387,9387,0
1191,30008,3,3,145000,-8280000,9387,9387,0
1192,30008,4,1,-510000,3270000,8674,8665,0
1193,30008,4,2,5015000,3715000,8244,8244,0
1194,30008,4,3,-325000,-6985000,8906,8906,0
1195,30008,4,4,5460000,-6510000,8800,8800,0
1196,30008,5,1,-570000,3495000,8439,8452,0
1197,30008,5,2,5295000,3685000,8271,8271,0
1198,30008,5,3,165000,-2935000,9349,9351,0
1199,30008,5,4,-570000,-8030000,8439,8439,0
1200,30008,5,5,5300000,-7675000,8265,8262,0
1201,30009,1,1,15000,-75000,9276,9276,0
1202,30009,2,1,-5000,2550000,9300,9300,0
1203,30009,2,2,-5000,-7820000,9300,9300,0
1204,30009,3,1,25000,2600000,9263,9263,0
1205,30009,3,2,5000,-3590000,9387,9387,0
1206,30009,3,3,145000,-9910000,9387,9387,0
1207,30009,4,1,-5020000,3270000,8674,8665,0
1208,30009,4,2,810000,3715000,8244,8244,0
1209,30009,4,3,-4835000,-7760000,8906,8906,0
1210,30009,4,4,740000,-6775000,8800,8800,0
1211,30009,5,1,-4810000,3495000,8439,8452,0
1212,30009,5,2,795000,3715000,8271,8271,0
1213,30009,5,3,165000,-3925000,9349,9351,0
1214,30009,5,4,-4650000,-9085000,8439,8439,0
1215,30009,5,5,730000,-8725000,8265,8262,0
1216,30010,1,1,15000,-75000,9276,9276,0
1217,30010,2,1,-5000,2585000,9300,9300,0
1218,30010,2,2,-5000,-7820000,9300,9300,0
1219,30010,3,1,25000,2645000,9263,9263,0
1220,30010,3,2,5000,-3860000,9387,9387,0
1221,30010,3,3,145000,-9580000,9387,9387,0
1222,30010,4,1,-5020000,3270000,8674,8665,0
1223,30010,4,2,810000,3715000,8244,8244,0
1224,30010,4,3,-5205000,-7760000,8906,8906,0
1225,30010,4,4,450000,-6945000,8800,8800,0
1226,30010,5,1,-4810000,3565000,8439,8452,0
1227,30010,5,2,795000,3680000,8271,8271,0
1228,30010,5,3,165000,-3475000,9349,9351,0
1229,30010,5,4,-4890000,-8995000,8439,8439,0
1230,30010,5,5,730000,-8725000,8265,8262,0
1231,30011,1,1,15000,-75000,9276,9276,0
1232,30011,2,1,-5000,2585000,9300,9300,0
1233,30011,2,2,-5000,-7820000,9300,9300,0
1234,30011,3,1,25000,2645000,9263,9263,0
1235,30011,3,2,5000,-4130000,9387,9387,0
1236,30011,3,3,145000,-9580000,9387,9387,0
1237,30011,4,1,-4720000,3270000,8674,8665,0
1238,30011,4,2,990000,3715000,8244,8244,0
1239,30011,4,3,-4695000,-7760000,8906,8906,0
1240,30011,4,4,960000,-6945000,8800,8800,0
1241,30011,5,1,-4660000,3600000,8439,8452,0
1242,30011,5,2,975000,3680000,8271,8271,0
1243,30011,5,3,165000,-3475000,9349,9351,0
1244,30011,5,4,-4530000,-8995000,8439,8439,0
1245,30011,5,5,1150000,-8725000,8265,8262,0
1246,30012,1,1,15000,-75000,9276,9276,0
1247,30012,2,1,-5000,2580000,9300,9300,0
1248,30012,2,2,-5000,-7820000,9300,9300,0
1249,30012,3,1,25000,3660000,9263,9263,0
1250,30012,3,2,5000,-2690000,9387,9387,0
1251,30012,3,3,145000,-7930000,9387,9387,0
1252,30012,4,1,-2890000,3270000,8674,8665,0
1253,30012,4,2,2735000,3715000,8244,8244,0
1254,30012,4,3,-2955000,-7400000,7903,7903,0
1255,30012,4,4,2515000,-6045000,7903,7903,0
1256,30012,5,1,-3020000,4390000,7596,7604,0
1257,30012,5,2,2150000,4465000,7533,7533,0
1258,30012,5,3,75000,-1825000,9349,9351,0
1259,30012,5,4,-2695000,-7410000,6676,6676,0
1260,30012,5,5,2455000,-7410000,7094,7093,0
1261,30013,1,1,15000,-75000,9276,9276,0
1262,30013,2,1,35000,4855000,9300,9300,0
1263,30013,2,2,35000,-3230000,9300,9300,0
1264,30013,3,1,45000,8250000,9263,9263,0
1265,30013,3,2,-25000,1790000,9387,9387,0
1266,30013,3,3,205000,-3440000,9387,9387,0
1267,30013,4,1,-2890000,4440000,8674,8665,0
1268,30013,4,2,2735000,5230000,8244,8244,0
1269,30013,4,3,-2905000,-3890000,7903,7903,0
1270,30013,4,4,2215000,-3475000,7903,7903,0
1271,30013,5,1,-2550000,7220000,7596,7604,0
1272,30013,5,2,3060000,6495000,7533,7533,0
1273,30013,5,3,5000,2495000,9349,9351,0
1274,30013,5,4,-2500000,-3980000,7663,7663,0
1275,30013,5,5,2405000,-3785000,7850,7846,0
1276,30014,1,1,1300000,-1880000,10869,10869,0
1277,30014,2,1,805000,1545000,10251,10251,0
1278,30014,2,2,805000,-8315000,10052,10052,0
1279,30014,3,1,150000,2910000,9454,9454,0
1280,30014,3,2,300000,-3115000,9579,9579,0
1281,30014,3,3,300000,-8365000,9778,9778,0
1282,30014,4,1,-135000,2875000,9802,9793,97223
1283,30014,4,2,4500000,3825000,8120,8120,0
1284,30014,4,3,-510000,-7180000,8655,8655,98957
1285,30014,4,4,5300000,-6090000,8437,8437,0
1286,30014,5,1,-490000,4375000,8280,8279,93364
1287,30014,5,2,4785000,4025000,7950,7950,0
1288,30014,5,3,-15000,-2880000,9560,9564,0
1289,30014,5,4,-520000,-7770000,8626,8626,101734
1290,30014,5,5,5245000,-8015000,8556,8556,0
1291,30015,1,1,30000,-215000,9296,9296,0
1292,30015,2,1,-605000,1775000,10031,10031,0
1293,30015,2,2,-545000,-8415000,9957,9957,0
1294,30015,3,1,55000,3315000,9302,9302,0
1295,30015,3,2,55000,-3115000,9298,9298,0
1296,30015,3,3,105000,-8340000,9387,9387,0
1297,30015,4,1,-3655000,3590000,8627,8620,97223
1298,30015,4,2,965000,2955000,8965,8965,0
1299,30015,4,3,-3640000,-7785000,8655,8655,98957
1300,30015,4,4,1390000,-6090000,8437,8437,0
1301,30015,5,1,-3605000,3975000,8280,8279,93364
1302,30015,5,2,1525000,4115000,7950,7950,0
1303,30015,5,3,-80000,-2410000,9343,9347,0
1304,30015,5,4,-3335000,-8230000,8264,8264,101734
1305,30015,5,5,1500000,-8150000,8278,8277,0
1306,30016,1,1,15000,-75000,9276,9276,0
1307,30016,2,1,35000,2550000,9300,9300,0
1308,30016,2,2,35000,-7290000,9300,9300,0
1309,30016,3,1,105000,4020000,9263,9263,0
1310,30016,3,2,5000,-3100000,9387,9387,0
1311,30016,3,3,15000,-7760000,9387,9387,0
1312,30016,4,1,-4610000,4710000,7348,7339,0
1313,30016,4,2,1090000,4100000,7906,7906,0
1314,30016,4,3,-4615000,-7010000,7903,7903,0
1315,30016,4,4,1090000,-5925000,7903,7903,0
1316,30016,5,1,-4550000,4460000,7596,7604,0
1317,30016,5,2,1105000,4075000,7924,7924,0
1318,30016,5,3,25000,-1945000,9349,9351,0
1319,30016,5,4,-4495000,-7550000,7663,7663,0
1320,30016,5,5,1215000,-7555000,7850,7846,0
1321,30017,1,1,15000,-75000,9276,9276,0
1322,30017,2,1,35000,2620000,9300,9300,0
1323,30017,2,2,35000,-7770000,9300,9300,0
1324,30017,3,1,105000,3120000,9263,9263,0
1325,30017,3,2,5000,-3460000,9387,9387,0
1326,30017,3,3,15000,-8810000,9387,9387,0
1327,30017,4,1,-4250000,4710000,7348,7339,0
1328,30017,4,2,1060000,4100000,7906,7906,0
1329,30017,4,3,-4225000,-7010000,7903,7903,0
1330,30017,4,4,1300000,-5925000,7903,7903,0
1331,30017,5,1,-4190000,4460000,7596,7604,0
1332,30017,5,2,1105000,4145000,7924,7924,0
1333,30017,5,3,25000,-2785000,9349,9351,0
1334,30017,5,4,-4315000,-8120000,7663,7663,0
1335,30017,5,5,1455000,-7975000,7850,7846,0
1336,30018,1,1,15000,-75000,9276,9276,0
1337,30018,2,1,35000,2620000,9300,9300,0
1338,30018,2,2,35000,-7380000,9300,9300,0
1339,30018,3,1,105000,4170000,9263,9263,0
1340,30018,3,2,5000,-2470000,9387,9387,0
1341,30018,3,3,15000,-8150000,9387,9387,0
1342,30018,4,1,-3625000,4140000,7887,7879,0
1343,30018,4,2,2020000,4170000,7906,7906,0
1344,30018,4,3,-3595000,-7010000,7903,7903,0
1345,30018,4,4,2110000,-5925000,7903,7903,0
1346,30018,5,1,-3500000,4460000,7596,7604,0
1347,30018,5,2,1895000,4295000,7788,7788,0
1348,30018,5,3,25000,-2335000,9349,9351,0
1349,30018,5,4,-3020000,-7200000,6750,6750,0
1350,30018,5,5,1925000,-7115000,7243,7240,0
1351,30019,1,1,1470000,-1635000,10741,10741,0
1352,30019,2,1,595000,1885000,9993,9993,0
1353,30019,2,2,450000,-8015000,9766,9766,0
1354,30019,3,1,75000,2690000,9302,9302,0
1355,30019,3,2,145000,-3590000,9298,9298,0
1356,30019,3,3,205000,-8770000,9387,9387,0
1357,30019,4,1,-710000,3490000,9091,9083,97223
1358,30019,4,2,4110000,3880000,8120,8120,0
1359,30019,4,3,-830000,-7385000,8655,8655,98957
1360,30019,4,4,4370000,-6090000,8437,8437,0
1361,30019,5,1,-1095000,3965000,8574,8573,93364
1362,30019,5,2,3605000,4045000,7950,7950,0
1363,30019,5,3,0,-3340000,9343,9347,0
1364,30019,5,4,-1285000,-8230000,8264,8264,101734
1365,30019,5,5,4150000,-8230000,8278,8277,0
1366,30020,1,1,15000,-75000,9276,9276,0
1367,30020,2,1,35000,2650000,9300,9300,0
1368,30020,2,2,35000,-7680000,9300,9300,0
1369,30020,3,1,105000,2630000,9263,9263,0
1370,30020,3,2,5000,-2920000,9387,9387,0
1371,30020,3,3,15000,-8330000,9387,9387,0
1372,30020,4,1,-505000,3350000,8618,8608,0
1373,30020,4,2,5765000,3220000,8732,8732,0
1374,30020,4,3,-510000,-6705000,8575,8575,0
1375,30020,4,4,5300000,-5700000,7903,7903,0
1376,30020,5,1,-80000,2895000,9021,9029,0
1377,30020,5,2,5675000,3105000,8819,8819,0
1378,30020,5,3,25000,-2965000,9349,9351,0
1379,30020,5,4,-650000,-8245000,8311,8311,0
1380,30020,5,5,5675000,-8035000,8284,8281,0
1381,30021,1,1,15000,-75000,9276,9276,0
1382,30021,2,1,35000,2650000,9300,9300,0
1383,30021,2,2,35000,-7860000,9300,9300,0
1384,30021,3,1,105000,2940000,9263,9263,0
1385,30021,3,2,5000,-3340000,9387,9387,0
1386,30021,3,3,15000,-8840000,9387,9387,0
1387,30021,4,1,-3250000,3745000,8228,8220,0
1388,30021,4,2,2125000,4085000,7900,7900,0
1389,30021,4,3,-3105000,-7760000,8575,8575,0
1390,30021,4,4,2215000,-5995000,7903,7903,0
1391,30021,5,1,-3400000,3910000,8116,8125,0
1392,30021,5,2,1690000,4420000,7640,7640,0
1393,30021,5,3,25000,-2965000,9349,9351,0
1394,30021,5,4,-3400000,-8030000,6764,6764,0
1395,30021,5,5,2260000,-7575000,7014,7012,0
1396,30022,1,1,-25000,-30000,9337,9337,0
1397,30022,2,1,-15000,2840000,9263,9263,0
1398,30022,2,2,40000,-6280000,9195,9195,0
1399,30022,3,1,-35000,3480000,9253,9253,0
1400,30022,3,2,-5000,-2295000,9211,9211,0
1401,30022,3,3,15000,-8445000,9312,9312,0
1402,30022,4,1,-4470000,4850000,7202,7199,0
1403,30022,4,2,-50000,2740000,9229,9229,0
1404,30022,4,3,-4655000,-5700000,7837,7837,0
1405,30022,4,4,-940000,-7005000,10335,10335,0
1406,30022,5,1,-5965000,3870000,8109,8113,0
1407,30022,5,2,-380000,2030000,9791,9791,0
1408,30022,5,3,-50000,-2520000,9195,9199,5680
1409,30022,5,4,-4490000,-7230000,6899,6899,124714
1410,30022,5,5,-505000,-8435000,9904,9909,0
1411,30023,1,1,-10000,-15000,9335,9335,0
1412,30023,2,1,0,6420000,9421,9421,0
1413,30023,2,2,5000,-2855000,9313,9313,0
1414,30023,3,1,-20000,6780000,9244,9244,0
1415,30023,3,2,-40000,1125000,9218,9218,0
1416,30023,3,3,40000,-4580000,9178,9178,0
1417,30023,4,1,-770000,6645000,8337,8333,0
1418,30023,4,2,4430000,6960000,8029,8029,0
1419,30023,4,3,-990000,-3185000,8614,8614,0
1420,30023,4,4,5400000,-3750000,7792,7792,0
1421,30023,5,1,-420000,7470000,8656,8661,-26458
1422,30023,5,2,5300000,7215000,8325,8325,0
1423,30023,5,3,-5000,1050000,9335,9339,0
1424,30023,5,4,-1155000,-4270000,7739,7739,0
1425,30023,5,5,5605000,-4425000,7464,7468,0
1426,30024,1,1,110000,40000,10000,10000,0
1427,30024,2,1,40000,2300000,10000,10000,0
1428,30024,2,2,0,-7020000,10000,10000,0
1429,30024,3,1,40000,3330000,10000,10000,0
1430,30024,3,2,40000,-3100000,10000,10000,0
1431,30024,3,3,0,-8070000,10000,10000,0
1432,30024,4,1,-3580000,2995000,10000,9995,0
1433,30024,4,2,2350000,3000000,10000,10000,0
1434,30024,4,3,-2770000,-7090000,10000,10000,0
1435,30024,4,4,2350000,-6460000,10000,10000,0
1436,30024,5,1,-3020000,3090000,9501,9505,0
1437,30024,5,2,2190000,3090000,9266,9266,0
1438,30024,5,3,0,-2585000,10000,10005,0
1439,30024,5,4,-2585000,-8015000,9772,9772,0
1440,30024,5,5,2795000,-8015000,10020,10025,0
1441,30025,1,1,110000,40000,10000,10000,0
1442,30025,2,1,-1670000,3530000,12204,12204,0
1443,30025,2,2,-1415000,-5135000,11751,11751,0
1444,30025,3,1,105000,6105000,9372,9372,0
1445,30025,3,2,-1560000,-1000000,11932,11932,0
1446,30025,3,3,-80000,-5470000,9494,9494,0
1447,30025,4,1,-5720000,4835000,10252,10247,0
1448,30025,4,2,-510000,4835000,10747,10747,0
1449,30025,4,3,-6240000,-4870000,11477,11477,0
1450,30025,4,4,-730000,-4085000,11510,11510,0
1451,30025,5,1,-6805000,5450000,11273,11278,0
1452,30025,5,2,-1085000,5315000,11269,11269,0
1453,30025,5,3,-465000,-70000,10499,10504,0
1454,30025,5,4,-6065000,-4900000,10359,10359,0
1455,30025,5,5,-580000,-5700000,10907,10913,0
1456,10051,1,1,985000,-5000,11651,11651,0
1457,10051,2,1,360000,2300000,10000,10000,0
1458,10051,2,2,360000,-5000000,10000,10000,0
1459,10051,3,1,355000,4470000,10000,10000,0
1460,10051,3,2,210000,-1260000,10000,10000,0
1461,10051,3,3,210000,-7120000,10000,10000,0
1462,10051,4,1,-2290000,2995000,10000,9995,0
1463,10051,4,2,3530000,4100000,10000,10000,0
1464,10051,4,3,-2290000,-5290000,10000,10000,0
1465,10051,4,4,3530000,-4280000,10000,10000,0
1466,10051,5,1,-2500000,4380000,10000,10005,0
1467,10051,5,2,3125000,4375000,10000,10000,0
1468,10051,5,3,0,-1165000,10000,10005,0
1469,10051,5,4,-2120000,-6720000,10000,10000,0
1470,10051,5,5,3610000,-6395000,10000,10005,0
1471,10052,1,1,-240000,-255000,10000,10000,0
1472,10052,2,1,0,2730000,10000,10000,0
1473,10052,2,2,-240000,-5000000,10000,10000,0
1474,10052,3,1,-200000,4470000,10000,10000,0
1475,10052,3,2,-200000,-1260000,10000,10000,0
1476,10052,3,3,-290000,-7040000,10000,10000,0
1477,10052,4,1,-3100000,3295000,10000,9995,0
1478,10052,4,2,2660000,3760000,10000,10000,0
1479,10052,4,3,-3660000,-5310000,10000,10000,0
1480,10052,4,4,2080000,-4520000,10000,10000,0
1481,10052,5,1,-3340000,4360000,10000,10005,0
1482,10052,5,2,2660000,4355000,10000,10000,0
1483,10052,5,3,-5000,-1465000,10000,10005,0
1484,10052,5,4,-3340000,-6800000,10000,10000,0
1485,10052,5,5,2660000,-6415000,10000,10005,0
1486,20024,1,1,-1080000,-900000,10957,10957,0
1487,20024,2,1,-1025000,3615000,10823,10823,0
1488,20024,2,2,-1165000,-4995000,10999,10999,0
1489,20024,3,1,-290000,5060000,10000,10000,0
1490,20024,3,2,-840000,-1195000,10683,10683,0
1491,20024,3,3,70000,-6410000,10000,10000,0
1492,20024,4,1,-4160000,3725000,10000,9995,0
1493,20024,4,2,1030000,4340000,10000,10000,0
1494,20024,4,3,-4165000,-5290000,10000,10000,0
1495,20024,4,4,1330000,-4850000,10000,10000,0
1496,20024,5,1,-4900000,4680000,10000,10005,0
1497,20024,5,2,1150000,4375000,10000,10000,0
1498,20024,5,3,-140000,-345000,10000,10005,0
1499,20024,5,4,-4000000,-6090000,10000,10000,0
1500,20024,5,5,1150000,-6085000,10000,10005,0
1501,30026,1,1,20000,-25000,9978,9978,0
1502,30026,2,1,-5000,3810000,10000,10000,0
1503,30026,2,2,0,-4170000,10000,10000,0
1504,30026,3,1,-20000,5650000,9355,9355,-1754
1505,30026,3,2,105000,295000,9728,9728,0
1506,30026,3,3,-50000,-5795000,9429,9429,0
1507,30026,4,1,-1830000,3955000,8958,8954,0
1508,30026,4,2,3730000,4990000,8465,8465,0
1509,30026,4,3,-1830000,-4120000,8416,8416,0
1510,30026,4,4,3610000,-3430000,8320,8320,0
1511,30026,5,1,-2105000,5625000,7565,7569,0
1512,30026,5,2,3605000,5625000,7194,7194,0
1513,30026,5,3,40000,-265000,9378,9382,0
1514,30026,5,4,-2200000,-5070000,7473,7473,0
1515,30026,5,5,3605000,-4435000,7781,7785,0
1516,20025,1,1,0,0,10000,10000,0
1517,20025,2,1,5000,2155000,9468,9468,0
1518,20025,2,2,110000,-7320000,10000,10000,0
1519,20025,3,1,0,1420000,10000,10000,0
1520,20025,3,2,0,-4440000,10000,10000,0
1521,20025,3,3,-200000,-9640000,10000,10000,0
1522,20025,4,1,-1850000,1425000,10000,9995,0
1523,20025,4,2,2780000,1700000,10000,10000,0
1524,20025,4,3,-2360000,-7760000,10000,10000,0
1525,20025,4,4,3020000,-7520000,10000,10000,0
1526,20025,5,1,-2500000,1715000,10000,10005,0
1527,20025,5,2,2780000,1720000,10000,10000,0
1528,20025,5,3,0,-4365000,10000,10005,0
1529,20025,5,4,-2500000,-9600000,10000,10000,0
1530,20025,5,5,3000000,-9050000,10000,10005,0
1531,30027,1,1,0,0,10000,10000,0
1532,30027,2,1,-5000,2865000,9468,9468,0
1533,30027,2,2,-105000,-4995000,9599,9599,0
1534,30027,3,1,-5000,5895000,9603,9603,0
1535,30027,3,2,-5000,-255000,9509,9509,0
1536,30027,3,3,0,-5720000,9361,9361,0
1537,30027,4,1,-2360000,3810000,8841,8837,0
1538,30027,4,2,3240000,4325000,8361,8361,0
1539,30027,4,3,-2230000,-4640000,7854,7854,0
1540,30027,4,4,3240000,-3760000,7946,7946,0
1541,30027,5,1,-2500000,5970000,7507,7511,0
1542,30027,5,2,3000000,5970000,7069,7069,0
1543,30027,5,3,-35000,190000,9310,9315,0
1544,30027,5,4,-2325000,-5345000,7291,7291,0
1545,30027,5,5,3160000,-4995000,7259,7262,0
1546,10053,1,1,0,0,10000,10000,0
1547,10053,2,1,-5000,2270000,9573,9573,0
1548,10053,2,2,40000,-6160000,10000,10000,0
1549,10053,3,1,0,3490000,10000,10000,0
1550,10053,3,2,0,-2145000,10000,10000,0
1551,10053,3,3,40000,-7850000,10000,10000,0
1552,10053,4,1,-2310000,2345000,10000,9995,0
1553,10053,4,2,3020000,2730000,10000,10000,0
1554,10053,4,3,-2310000,-6660000,10000,10000,0
1555,10053,4,4,3020000,-6090000,10000,10000,0
1556,10053,5,1,-2670000,3485000,10000,10005,0
1557,10053,5,2,2780000,3030000,10000,10000,0
1558,10053,5,3,40000,-2245000,10000,10005,0
1559,10053,5,4,-2500000,-7730000,10000,10000,0
1560,10053,5,5,2780000,-7285000,10000,10005,0
1561,10054,1,1,0,0,10000,10000,0
1562,10054,2,1,-5000,2270000,9573,9573,0
1563,10054,2,2,40000,-6160000,10000,10000,0
1564,10054,3,1,0,3910000,10000,10000,0
1565,10054,3,2,0,-2145000,10000,10000,0
1566,10054,3,3,40000,-7610000,10000,10000,0
1567,10054,4,1,-2310000,2345000,10000,9995,0
1568,10054,4,2,3020000,2730000,10000,10000,0
1569,10054,4,3,-2310000,-6660000,10000,10000,0
1570,10054,4,4,3020000,-6090000,10000,10000,0
1571,10054,5,1,-2670000,3485000,10000,10005,0
1572,10054,5,2,2780000,3030000,10000,10000,0
1573,10054,5,3,0,-1925000,10000,10005,0
1574,10054,5,4,-2500000,-7290000,10000,10000,0
1575,10054,5,5,2780000,-7285000,10000,10005,0
1576,10055,1,1,0,0,10000,10000,0
1577,10055,2,1,0,2000000,10000,10000,0
1578,10055,2,2,110000,-5980000,10000,10000,0
1579,10055,3,1,0,3870000,10000,10000,0
1580,10055,3,2,0,-2150000,10000,10000,0
1581,10055,3,3,110000,-7250000,10000,10000,0
1582,10055,4,1,-2770000,2345000,10000,9995,0
1583,10055,4,2,2670000,3000000,10000,10000,0
1584,10055,4,3,-3100000,-6090000,10000,10000,0
1585,10055,4,4,2660000,-5700000,10000,10000,0
1586,10055,5,1,-3020000,3625000,10000,10005,0
1587,10055,5,2,2410000,3020000,10000,10000,0
1588,10055,5,3,-5000,-1925000,10000,10005,0
1589,10055,5,4,-2770000,-7140000,10000,10000,0
1590,10055,5,5,2660000,-6880000,10000,10005,0
1591,10056,1,1,0,0,10000,10000,0
1592,10056,2,1,0,2000000,10000,10000,0
1593,10056,2,2,110000,-5980000,10000,10000,0
1594,10056,3,1,0,3870000,10000,10000,0
1595,10056,3,2,0,-2150000,10000,10000,0
1596,10056,3,3,110000,-7250000,10000,10000,0
1597,10056,4,1,-2770000,2345000,10000,9995,0
1598,10056,4,2,2670000,3000000,10000,10000,0
1599,10056,4,3,-3100000,-6090000,10000,10000,0
1600,10056,4,4,2660000,-5700000,10000,10000,0
1601,10056,5,1,-3020000,3625000,10000,10005,0
1602,10056,5,2,2410000,3020000,10000,10000,0
1603,10056,5,3,-5000,-1925000,10000,10005,0
1604,10056,5,4,-2770000,-7140000,10000,10000,0
1605,10056,5,5,2660000,-6880000,10000,10005,0
1606,10057,1,1,0,0,10000,10000,0
1607,10057,2,1,0,2000000,10000,10000,0
1608,10057,2,2,110000,-5980000,10000,10000,0
1609,10057,3,1,0,3870000,10000,10000,0
1610,10057,3,2,0,-2150000,10000,10000,0
1611,10057,3,3,110000,-7250000,10000,10000,0
1612,10057,4,1,-2770000,2345000,10000,9995,0
1613,10057,4,2,2670000,3000000,10000,10000,0
1614,10057,4,3,-3100000,-6090000,10000,10000,0
