id,group,grade,course_set,thumbnail_id,ff_cue_name,ff_cuesheet_name,ff_anim,ff_camera,ff_camera_sub,ff_sub,start_gate,start_gate_panel,goal_gate,goal_flower,audience,entry_num,is_dirtgrade,start_date
4042,1,400,10813,4042,snd_mfx_1013_CL,snd_mfx_1013_CL,4042,313,0,0,0,0,0,0,0,16,0,1498838400
4043,1,400,10603,4043,snd_mfx_1010_CL,snd_mfx_1010_CL,4043,310,0,0,0,0,0,0,0,18,0,1498838400
4044,1,400,10304,4044,snd_mfx_1012_CL,snd_mfx_1012_CL,4044,312,0,0,0,0,0,0,0,18,0,1498838400
4045,1,400,10604,4045,snd_mfx_1010_CL,snd_mfx_1010_CL,4045,310,0,0,0,0,0,0,0,18,0,1498838400
4046,1,400,10606,4046,snd_mfx_1010_CL,snd_mfx_1010_CL,4046,310,0,0,0,0,0,0,0,18,0,1498838400
4047,1,400,10801,4047,snd_mfx_1013_CL,snd_mfx_1013_CL,4047,313,0,0,0,0,0,0,0,18,0,1498838400
4048,1,400,10612,4048,snd_mfx_1010_CL,snd_mfx_1010_CL,4048,310,0,0,0,0,0,0,0,16,0,1498838400
4049,1,400,10806,4049,snd_mfx_1013_CL,snd_mfx_1013_CL,4049,313,0,0,0,0,0,0,0,18,0,1498838400
4050,1,300,10801,4050,snd_mfx_1008_CL,snd_mfx_1008_CL,4050,208,0,0,0,0,0,0,0,18,0,1498838400
4051,1,400,10813,4051,snd_mfx_1013_CL,snd_mfx_1013_CL,4051,313,0,0,0,0,0,0,0,16,0,1498838400
4052,1,400,10611,4052,snd_mfx_1010_CL,snd_mfx_1010_CL,4052,310,0,0,0,0,0,0,0,16,0,1498838400
4053,1,400,10603,4053,snd_mfx_1010_CL,snd_mfx_1010_CL,4053,310,0,0,0,0,0,0,0,18,0,1498838400
4054,1,400,10814,4054,snd_mfx_1013_CL,snd_mfx_1013_CL,4054,313,0,0,0,0,0,0,0,16,0,1498838400
4055,1,400,10301,4055,snd_mfx_1012_CL,snd_mfx_1012_CL,4055,312,0,0,0,0,0,0,0,18,0,1498838400
4056,1,400,10806,4056,snd_mfx_1013_CL,snd_mfx_1013_CL,4056,313,0,0,0,0,0,0,0,18,0,1498838400
4057,1,400,10610,4057,snd_mfx_1010_CL,snd_mfx_1010_CL,4057,310,0,0,0,0,0,0,0,16,0,1498838400
4058,1,400,10803,4058,snd_mfx_1013_CL,snd_mfx_1013_CL,4058,313,0,0,0,0,0,0,0,18,0,1498838400
4059,1,400,10611,4059,snd_mfx_1010_CL,snd_mfx_1010_CL,4059,310,0,0,0,0,0,0,0,16,0,1498838400
4060,1,400,10911,4060,snd_mfx_1013_CL,snd_mfx_1013_CL,4060,313,0,0,0,0,0,0,0,16,0,1498838400
4061,1,400,10903,4061,snd_mfx_1013_CL,snd_mfx_1013_CL,4061,313,0,0,0,0,0,0,0,18,0,1498838400
4062,1,400,10207,4062,snd_mfx_1009_CL,snd_mfx_1009_CL,4062,309,0,0,0,0,0,0,0,14,0,1498838400
4063,1,400,10601,4063,snd_mfx_1010_CL,snd_mfx_1010_CL,4063,310,0,0,0,0,0,0,0,18,0,1498838400
4064,1,400,10203,4064,snd_mfx_1009_CL,snd_mfx_1009_CL,4064,309,0,0,0,0,0,0,0,16,0,1498838400
4065,1,400,10207,4065,snd_mfx_1009_CL,snd_mfx_1009_CL,4065,309,0,0,0,0,0,0,0,14,0,1498838400
4066,1,400,10708,4066,snd_mfx_1011_CL,snd_mfx_1011_CL,4066,311,0,0,0,0,0,0,0,16,0,1498838400
4068,1,400,10703,4068,snd_mfx_1011_CL,snd_mfx_1011_CL,4068,311,0,0,0,0,0,0,0,16,0,1498838400
4069,1,400,10401,4069,snd_mfx_1012_CL,snd_mfx_1012_CL,4069,312,0,0,0,0,0,0,0,14,0,1498838400
4070,1,400,10303,4070,snd_mfx_1012_CL,snd_mfx_1012_CL,4070,312,0,0,0,0,0,0,0,18,0,1498838400
4071,1,400,10105,4071,snd_mfx_1009_CL,snd_mfx_1009_CL,4071,309,0,0,0,0,0,0,0,14,0,1498838400
4072,1,400,10101,4072,snd_mfx_1009_CL,snd_mfx_1009_CL,4072,309,0,0,0,0,0,0,0,16,0,1498838400
4073,1,400,11006,4073,snd_mfx_1011_CL,snd_mfx_1011_CL,4073,311,0,0,0,0,0,0,0,16,0,1498838400
4074,1,400,11001,4074,snd_mfx_1011_CL,snd_mfx_1011_CL,4074,311,0,0,0,0,0,0,0,18,0,1498838400
4075,1,400,10103,4075,snd_mfx_1009_CL,snd_mfx_1009_CL,4075,309,0,0,0,0,0,0,0,14,0,1498838400
4076,1,400,10310,4076,snd_mfx_1012_CL,snd_mfx_1012_CL,4076,312,0,0,0,0,0,0,0,15,0,1498838400
4077,1,400,10102,4077,snd_mfx_1009_CL,snd_mfx_1009_CL,4077,309,0,0,0,0,0,0,0,14,0,1498838400
4078,1,400,11001,4078,snd_mfx_1011_CL,snd_mfx_1011_CL,4078,311,0,0,0,0,0,0,0,18,0,1498838400
4079,1,400,10311,4079,snd_mfx_1012_CL,snd_mfx_1012_CL,4079,312,0,0,0,0,0,0,0,15,0,1498838400
4080,1,400,11002,4080,snd_mfx_1011_CL,snd_mfx_1011_CL,4080,311,0,0,0,0,0,0,0,16,0,1498838400
4081,1,400,10303,4081,snd_mfx_1012_CL,snd_mfx_1012_CL,4081,312,0,0,0,0,0,0,0,18,0,1498838400
4082,1,400,10105,4082,snd_mfx_1009_CL,snd_mfx_1009_CL,4082,309,0,0,0,0,0,0,0,14,0,1498838400
4083,1,400,10101,4083,snd_mfx_1009_CL,snd_mfx_1009_CL,4083,309,0,0,0,0,0,0,0,16,0,1498838400
4084,1,400,10911,4084,snd_mfx_1013_CL,snd_mfx_1013_CL,4084,313,0,0,0,0,0,0,0,16,0,1498838400
4085,1,400,10904,4085,snd_mfx_1013_CL,snd_mfx_1013_CL,4085,313,0,0,0,0,0,0,0,18,0,1498838400
4086,1,400,10509,4086,snd_mfx_1010_CL,snd_mfx_1010_CL,4086,310,0,0,0,0,0,0,0,16,0,1498838400
4087,1,400,10902,4087,snd_mfx_1013_CL,snd_mfx_1013_CL,4087,313,0,0,0,0,0,0,0,18,0,1498838400
4088,1,400,10504,4088,snd_mfx_1010_CL,snd_mfx_1010_CL,4088,310,0,0,0,0,0,0,0,18,0,1498838400
4089,1,400,10501,4089,snd_mfx_1010_CL,snd_mfx_1010_CL,4089,310,0,0,0,0,0,0,0,16,0,1498838400
4090,1,400,10903,4090,snd_mfx_1013_CL,snd_mfx_1013_CL,4090,313,0,0,0,0,0,0,0,18,0,1498838400
4091,1,400,10801,4091,snd_mfx_1013_CL,snd_mfx_1013_CL,4091,313,0,0,0,0,0,0,0,18,0,1498838400
4092,1,400,10610,4092,snd_mfx_1010_CL,snd_mfx_1010_CL,4092,310,0,0,0,0,0,0,0,16,0,1498838400
4093,1,400,10803,4093,snd_mfx_1013_CL,snd_mfx_1013_CL,4093,313,0,0,0,0,0,0,0,18,0,1498838400
4094,1,400,10604,4094,snd_mfx_1010_CL,snd_mfx_1010_CL,4094,310,0,0,0,0,0,0,0,18,0,1498838400
4095,1,400,10303,4095,snd_mfx_1012_CL,snd_mfx_1012_CL,4095,312,0,0,0,0,0,0,0,18,0,1498838400
4096,1,400,10603,4096,snd_mfx_1010_CL,snd_mfx_1010_CL,4096,310,0,0,0,0,0,0,0,18,0,1498838400
4097,1,400,10812,4097,snd_mfx_1013_CL,snd_mfx_1013_CL,4097,313,0,0,0,0,0,0,0,16,0,1498838400
4098,1,400,10612,4098,snd_mfx_1010_CL,snd_mfx_1010_CL,4098,310,0,0,0,0,0,0,0,16,0,1498838400
4099,1,400,10806,4099,snd_mfx_1013_CL,snd_mfx_1013_CL,4099,313,0,0,0,0,0,0,0,18,0,1498838400
4100,1,400,10806,4100,snd_mfx_1013_CL,snd_mfx_1013_CL,4100,313,0,0,0,0,0,0,0,18,0,1498838400
4101,1,400,10301,4101,snd_mfx_1012_CL,snd_mfx_1012_CL,4101,312,0,0,0,0,0,0,0,18,0,1498838400
4102,1,400,10601,4102,snd_mfx_1010_CL,snd_mfx_1010_CL,4102,310,0,0,0,0,0,0,0,18,0,1498838400
4103,1,400,10401,4103,snd_mfx_1012_CL,snd_mfx_1012_CL,4103,312,0,0,0,0,0,0,0,14,0,1498838400
4104,1,400,10807,4104,snd_mfx_1013_CL,snd_mfx_1013_CL,4104,313,0,0,0,0,0,0,0,18,0,1498838400
4105,1,400,10610,4105,snd_mfx_1010_CL,snd_mfx_1010_CL,4105,310,0,0,0,0,0,0,0,16,0,1498838400
4106,1,400,10406,4106,snd_mfx_1012_CL,snd_mfx_1012_CL,4106,312,0,0,0,0,0,0,0,15,0,1498838400
4107,1,400,10602,4107,snd_mfx_1010_CL,snd_mfx_1010_CL,4107,310,0,0,0,0,0,0,0,18,0,1498838400
4108,1,400,10812,4108,snd_mfx_1013_CL,snd_mfx_1013_CL,4108,313,0,0,0,0,0,0,0,16,0,1498838400
4109,1,400,10501,4109,snd_mfx_1010_CL,snd_mfx_1010_CL,4109,310,0,0,0,0,0,0,0,16,0,1498838400
4110,1,400,10509,4110,snd_mfx_1010_CL,snd_mfx_1010_CL,4110,310,0,0,0,0,0,0,0,16,0,1498838400
4111,1,400,10903,4111,snd_mfx_1013_CL,snd_mfx_1013_CL,4111,313,0,0,0,0,0,0,0,18,0,1498838400
4112,1,400,10901,4112,snd_mfx_1013_CL,snd_mfx_1013_CL,4112,313,0,0,0,0,0,0,0,16,0,1498838400
4113,1,400,10503,4113,snd_mfx_1010_CL,snd_mfx_1010_CL,4113,310,0,0,0,0,0,0,0,16,0,1498838400
4114,1,400,10501,4114,snd_mfx_1010_CL,snd_mfx_1010_CL,4114,310,0,0,0,0,0,0,0,16,0,1498838400
4115,1,400,10911,4115,snd_mfx_1013_CL,snd_mfx_1013_CL,4115,313,0,0,0,0,0,0,0,16,0,1498838400
4116,1,400,10912,4116,snd_mfx_1013_CL,snd_mfx_1013_CL,4116,313,0,0,0,0,0,0,0,16,0,1498838400
4118,1,400,11001,4117,snd_mfx_1011_CL,snd_mfx_1011_CL,4117,311,0,0,0,0,0,0,0,18,0,1498838400
4119,1,400,10406,4118,snd_mfx_1012_CL,snd_mfx_1012_CL,4118,312,0,0,0,0,0,0,0,15,0,1498838400
4120,1,400,10612,4119,snd_mfx_1010_CL,snd_mfx_1010_CL,4119,310,0,0,0,0,0,0,0,16,0,1498838400
4121,1,400,10912,4120,snd_mfx_1013_CL,snd_mfx_1013_CL,4120,313,0,0,0,0,0,0,0,16,0,1498838400
4122,1,400,10305,4121,snd_mfx_1012_CL,snd_mfx_1012_CL,4121,312,0,0,0,0,0,0,0,18,0,1498838400
4123,1,400,10508,4122,snd_mfx_1010_CL,snd_mfx_1010_CL,4122,310,0,0,0,0,0,0,0,16,0,1498838400
4124,1,400,10814,4123,snd_mfx_1013_CL,snd_mfx_1013_CL,4123,313,0,0,0,0,0,0,0,16,0,1498838400
4501,1,700,10502,4501,snd_mfx_1010_CL,snd_mfx_1010_CL,4501,310,0,0,0,0,0,0,0,16,0,1498838400
4502,1,700,10502,4502,snd_mfx_1010_CL,snd_mfx_1010_CL,4502,310,0,0,0,0,0,0,0,16,0,1498838400
4503,1,700,10803,4503,snd_mfx_1013_CL,snd_mfx_1013_CL,4503,313,0,0,0,0,0,0,0,18,0,1498838400
4504,1,700,10807,4504,snd_mfx_1013_CL,snd_mfx_1013_CL,4504,313,0,0,0,0,0,0,0,18,0,1498838400
4505,1,700,10611,4505,snd_mfx_1010_CL,snd_mfx_1010_CL,4505,310,0,0,0,0,0,0,0,16,0,1498838400
4506,1,700,10813,4506,snd_mfx_1013_CL,snd_mfx_1013_CL,4506,313,0,0,0,0,0,0,0,16,0,1498838400
4507,1,700,10604,4507,snd_mfx_1010_CL,snd_mfx_1010_CL,4507,310,0,0,0,0,0,0,0,18,0,1498838400
4508,1,700,10402,4508,snd_mfx_1012_CL,snd_mfx_1012_CL,4508,312,0,0,0,0,0,0,0,16,0,1498838400
4509,1,700,10610,4509,snd_mfx_1010_CL,snd_mfx_1010_CL,4509,310,0,0,0,0,0,0,0,16,0,1498838400
4510,1,700,10807,4510,snd_mfx_1013_CL,snd_mfx_1013_CL,4510,313,0,0,0,0,0,0,0,18,0,1498838400
4511,1,700,10814,4511,snd_mfx_1013_CL,snd_mfx_1013_CL,4511,313,0,0,0,0,0,0,0,16,0,1498838400
4512,1,700,10602,4512,snd_mfx_1010_CL,snd_mfx_1010_CL,4512,310,0,0,0,0,0,0,0,18,0,1498838400
4513,1,700,10803,4513,snd_mfx_1013_CL,snd_mfx_1013_CL,4513,313,0,0,0,0,0,0,0,18,0,1498838400
4514,1,700,10611,4514,snd_mfx_1010_CL,snd_mfx_1010_CL,4514,310,0,0,0,0,0,0,0,16,0,1498838400
4515,1,700,10602,4515,snd_mfx_1010_CL,snd_mfx_1010_CL,4515,310,0,0,0,0,0,0,0,18,0,1498838400
4516,1,700,10805,4516,snd_mfx_1013_CL,snd_mfx_1013_CL,4516,313,0,0,0,0,0,0,0,18,0,1498838400
4517,1,700,10504,4517,snd_mfx_1010_CL,snd_mfx_1010_CL,4517,310,0,0,0,0,0,0,0,18,0,1498838400
4518,1,700,10703,4518,snd_mfx_1011_CL,snd_mfx_1011_CL,4518,311,0,0,0,0,0,0,0,16,0,1498838400
4519,1,700,10902,4519,snd_mfx_1013_CL,snd_mfx_1013_CL,4519,313,0,0,0,0,0,0,0,18,0,1498838400
4520,1,700,10501,4520,snd_mfx_1010_CL,snd_mfx_1010_CL,4520,310,0,0,0,0,0,0,0,16,0,1498838400
4521,1,700,10905,4521,snd_mfx_1013_CL,snd_mfx_1013_CL,4521,313,0,0,0,0,0,0,0,16,0,1498838400
4522,1,700,10702,4522,snd_mfx_1011_CL,snd_mfx_1011_CL,4522,311,0,0,0,0,0,0,0,18,0,1498838400
4523,1,700,10502,4523,snd_mfx_1010_CL,snd_mfx_1010_CL,4523,310,0,0,0,0,0,0,0,16,0,1498838400
4524,1,700,10901,4524,snd_mfx_1013_CL,snd_mfx_1013_CL,4524,313,0,0,0,0,0,0,0,16,0,1498838400
4525,1,700,10707,4525,snd_mfx_1011_CL,snd_mfx_1011_CL,4525,311,0,0,0,0,0,0,0,16,0,1498838400
4526,1,700,10903,4526,snd_mfx_1013_CL,snd_mfx_1013_CL,4526,313,0,0,0,0,0,0,0,18,0,1498838400
4900,61,100,10611,1001,snd_mfx_1001_CL,snd_mfx_1001_CL,1001,101,1,0,0,0,1,1,0,16,0,1498838400
4901,61,100,10701,1002,snd_mfx_1002_CL,snd_mfx_1002_CL,1002,102,0,0,0,0,1,1,0,18,0,1498838400
4902,61,100,10905,1003,snd_mfx_1002_CL,snd_mfx_1002_CL,1003,102,0,0,0,0,1,1,0,16,0,1498838400
4903,61,100,10903,1004,snd_mfx_1002_CL,snd_mfx_1002_CL,1004,102,0,0,0,0,2,2,0,18,0,1498838400
4904,61,100,10504,1005,snd_mfx_1001_CL,snd_mfx_1001_CL,1005,101,0,0,0,0,1,1,0,18,0,1498838400
4905,61,100,10811,1006,snd_mfx_1002_CL,snd_mfx_1002_CL,1006,102,0,0,0,0,1,1,0,18,0,1498838400
4906,61,100,10602,1007,snd_mfx_1001_CL,snd_mfx_1001_CL,1007,101,0,0,0,0,2,2,0,18,0,1498838400
4907,61,100,10602,1008,snd_mfx_1001_CL,snd_mfx_1001_CL,1008,101,0,0,0,0,3,3,0,18,0,1498838400
4908,61,100,10606,1009,snd_mfx_1001_CL,snd_mfx_1001_CL,1009,101,0,0,0,0,4,4,0,18,0,1498838400
4909,61,100,10606,1010,snd_mfx_1001_CL,snd_mfx_1001_CL,1010,101,0,0,0,0,5,5,0,18,0,1498838400
4910,61,100,10602,1011,snd_mfx_1001_CL,snd_mfx_1001_CL,1011,101,0,0,0,0,6,6,0,18,0,1498838400
4911,61,100,10906,1012,snd_mfx_1003_CL,snd_mfx_1003_CL,1012,103,0,0,0,0,3,3,0,18,0,1498838400
4912,61,100,10501,1013,snd_mfx_1001_CL,snd_mfx_1001_CL,1013,101,0,0,0,0,2,2,0,16,0,1498838400
4913,61,100,10807,1014,snd_mfx_1002_CL,snd_mfx_1002_CL,1014,102,0,0,0,0,2,2,0,18,0,1498838400
4914,61,100,10810,1015,snd_mfx_1002_CL,snd_mfx_1002_CL,1015,102,0,0,0,0,3,3,0,18,0,1498838400
4915,61,100,10604,1016,snd_mfx_1001_CL,snd_mfx_1001_CL,1016,101,0,0,0,0,7,7,0,18,0,1498838400
4916,61,100,10808,1017,snd_mfx_1002_CL,snd_mfx_1002_CL,1017,102,0,0,0,0,4,4,0,18,0,1498838400
4917,61,100,10805,1018,snd_mfx_1002_CL,snd_mfx_1002_CL,1018,102,0,0,0,0,5,5,0,18,0,1498838400
4918,61,100,10606,1019,snd_mfx_1001_CL,snd_mfx_1001_CL,1019,101,0,0,0,0,8,8,0,18,0,1498838400
4919,61,100,10708,1020,snd_mfx_1002_CL,snd_mfx_1002_CL,1020,102,1,0,0,0,2,2,0,16,0,1498838400
4920,61,100,10903,1021,snd_mfx_1002_CL,snd_mfx_1002_CL,1021,102,0,0,0,0,4,4,0,18,0,1498838400
4921,61,100,10903,1022,snd_mfx_1002_CL,snd_mfx_1002_CL,1022,102,0,0,0,0,5,5,0,18,0,1498838400
4922,61,100,10506,1023,snd_mfx_1001_CL,snd_mfx_1001_CL,1023,101,0,0,0,0,3,3,0,16,0,1498838400
4923,61,100,10504,1024,snd_mfx_1001_CL,snd_mfx_1001_CL,1024,101,0,0,0,0,4,4,0,18,0,1498838400
4924,61,100,11103,1101,snd_mfx_1015_CL,snd_mfx_1015_CL,1101,313,0,0,100,0,1,0,0,16,1,1498838400
4925,61,100,11103,1102,snd_mfx_1015_CL,snd_mfx_1015_CL,1102,313,0,0,100,0,2,0,0,16,1,1498838400
4926,61,100,11102,1103,snd_mfx_1015_CL,snd_mfx_1015_CL,1103,313,0,0,100,0,3,0,0,16,1,1498838400
4927,61,100,11101,1104,snd_mfx_1015_CL,snd_mfx_1015_CL,1104,313,0,0,100,0,4,0,0,16,1,1498838400
4928,61,100,11103,1105,snd_mfx_1015_CL,snd_mfx_1015_CL,1105,313,0,0,100,0,5,0,0,16,1,1498838400
4929,61,100,11103,1106,snd_mfx_1014_CL,snd_mfx_1014_CL,1106,313,0,0,100,0,6,0,0,16,1,1498838400
5001,6,900,10105,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,14,0,1636945200
5002,6,900,10104,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,16,0,1636945200
5003,6,900,10103,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,14,0,1636945200
5004,6,900,10102,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,14,0,1636945200
5005,6,900,10101,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,16,0,1636945200
5007,6,900,10107,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,14,0,1636945200
5009,6,900,10205,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,16,0,1636945200
5010,6,900,10204,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,16,0,1636945200
5011,6,900,10203,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,16,0,1636945200
5012,6,900,10202,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,16,0,1636945200
5013,6,900,10201,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,14,0,1636945200
5015,6,900,10207,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,309,0,0,0,0,0,0,1,14,0,1636945200
5017,6,900,10404,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,16,0,1636945200
5018,6,900,10403,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,16,0,1636945200
5019,6,900,10402,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,16,0,1636945200
5020,6,900,10401,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,14,0,1636945200
5021,6,900,10406,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,15,0,1636945200
5022,6,900,10405,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,16,0,1636945200
5023,6,900,10309,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,18,0,1636945200
5024,6,900,10308,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,18,0,1636945200
5025,6,900,10307,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,18,0,1636945200
5026,6,900,10306,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,18,0,1636945200
5027,6,900,10305,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,18,0,1636945200
5029,6,900,10304,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,18,0,1636945200
5030,6,900,10303,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,18,0,1636945200
5031,6,900,10302,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,18,0,1636945200
5032,6,900,10301,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,18,0,1636945200
5033,6,900,10311,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,15,0,1636945200
5034,6,900,10310,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,312,0,0,0,0,0,0,1,15,0,1636945200
5036,6,900,10608,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,18,0,1636945200
5037,6,900,10607,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,18,0,1636945200
5038,6,900,10606,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,18,0,1636945200
5039,6,900,10605,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,18,0,1636945200
5040,6,900,10604,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,18,0,1636945200
5041,6,900,10603,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,18,0,1636945200
5042,6,900,10602,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,18,0,1636945200
5043,6,900,10601,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,18,0,1636945200
5044,6,900,10612,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5047,6,900,10611,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5048,6,900,10610,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5049,6,900,10609,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5050,6,900,10507,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5051,6,900,10506,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5052,6,900,10505,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,18,0,1636945200
5053,6,900,10504,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,18,0,1636945200
5055,6,900,10503,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5056,6,900,10502,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5057,6,900,10501,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5058,6,900,10509,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5059,6,900,10508,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,310,0,0,0,0,0,0,1,16,0,1636945200
5061,6,900,10705,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,311,0,0,0,0,0,0,1,18,0,1636945200
5062,6,900,10704,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,311,0,0,0,0,0,0,1,18,0,1636945200
5063,6,900,10703,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,311,0,0,0,0,0,0,1,16,0,1636945200
5064,6,900,10702,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,311,0,0,0,0,0,0,1,18,0,1636945200
5065,6,900,10701,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,311,0,0,0,0,0,0,1,18,0,1636945200
5067,6,900,10708,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,311,0,0,0,0,0,0,1,16,0,1636945200
5068,6,900,10707,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,311,0,0,0,0,0,0,1,16,0,1636945200
5070,6,900,10811,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5071,6,900,10810,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5072,6,900,10809,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5073,6,900,10808,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5074,6,900,10807,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5075,6,900,10806,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5076,6,900,10805,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5077,6,900,10804,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5078,6,900,10803,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5079,6,900,10802,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5080,6,900,10801,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,18,0,1636945200
5081,6,900,10815,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,16,0,1636945200
5082,6,900,10814,5002,snd_mfx_2009_CL,snd_mfx_2009_CL,5002,313,0,0,0,0,0,0,1,16,0,1636945200
