id,bg_id,bg_sub,cue_name,sheet_name,bus_param_set_name,pos_x,pos_y,width,height
202,28,112,snd_sfx_atmos_station_d,snd_sfx_atmos_station_d,Story_bg_9002_General_Outdoor,130000,0,10000,10000
203,92,111,snd_sfx_atmos_beach_d,snd_sfx_atmos_beach_d,Story_bg_9002_General_Outdoor,4645000,0,10000,10000
204,24,142,snd_sfx_atmos_stand_mob,snd_sfx_atmos_stand_mob,Story_bg_9002_General_Outdoor,-3750000,0,10000,10000
205,78,112,snd_sfx_atmos_stand_d_mob,snd_sfx_atmos_stand_d_mob,Story_bg_9002_General_Outdoor,11120000,0,10000,10000
206,3,10111,snd_sfx_atmos_seiteikoumon_d,snd_sfx_atmos_seiteikoumon_d,Story_bg_9002_General_Outdoor,3840000,0,10000,10000
207,57,130,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n,Story_bg_9002_General_Outdoor,-4080000,0,10000,10000
208,64,120,snd_sfx_atmos_bus_d,snd_sfx_atmos_bus_d,Story_bg_9001_General_Indoor,3380000,0,10000,10000
209,68,121,snd_sfx_atmos_opencafe_e,snd_sfx_atmos_opencafe_e,Story_bg_9002_General_Outdoor,9510000,0,10000,10000
210,2,8111,snd_sfx_atmos_hiroba_d_mob,snd_sfx_atmos_hiroba_d_mob,Story_bg_9002_General_Outdoor,0,0,10000,10000
211,92,121,snd_sfx_atmos_beach_e,snd_sfx_atmos_beach_e,Story_bg_9002_General_Outdoor,0,0,10000,10000
212,91,100,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,5620000,0,10000,10000
213,74,10112,snd_sfx_atmos_stand_d_mob,snd_sfx_atmos_stand_d_mob,Story_bg_9002_General_Outdoor,-3270000,0,10000,10000
214,76,410,snd_sfx_atmos_race_track_c,snd_sfx_atmos_race_track_c,Story_bg_9002_General_Outdoor,-1280000,0,10000,10000
215,95,110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,520000,0,10000,10000
216,96,110,snd_sfx_atmos_training_d,snd_sfx_atmos_training_d,Story_bg_9002_General_Outdoor,-970000,0,10000,10000
217,88,411,snd_sfx_atmos_zawazawa_c,snd_sfx_atmos_zawazawa_c,Story_bg_9002_General_Outdoor,4320000,0,10000,10000
218,88,412,snd_sfx_atmos_stand_c_mob,snd_sfx_atmos_stand_c_mob,Story_bg_9002_General_Outdoor,4320000,0,10000,10000
219,79,411,snd_sfx_atmos_zawazawa_c,snd_sfx_atmos_zawazawa_c,Story_bg_9002_General_Outdoor,10400000,0,10000,10000
220,79,412,snd_sfx_atmos_stand_c_mob,snd_sfx_atmos_stand_c_mob,Story_bg_9002_General_Outdoor,10400000,0,10000,10000
221,24,411,snd_sfx_atmos_stand_c,snd_sfx_atmos_stand_c,Story_bg_9002_General_Outdoor,-3750000,0,10000,10000
222,24,412,snd_sfx_atmos_stand_c_mob,snd_sfx_atmos_stand_c_mob,Story_bg_9002_General_Outdoor,-3750000,0,10000,10000
223,55,410,snd_sfx_atmos_paddock_c,snd_sfx_atmos_paddock_c,Story_bg_9002_General_Outdoor,3200000,0,10000,10000
224,77,411,snd_sfx_atmos_zawazawa_c,snd_sfx_atmos_zawazawa_c,Story_bg_9002_General_Outdoor,9190000,0,10000,10000
225,77,412,snd_sfx_atmos_stand_c_mob,snd_sfx_atmos_stand_c_mob,Story_bg_9002_General_Outdoor,9190000,0,10000,10000
226,56,411,snd_sfx_atmos_stand_c_mob,snd_sfx_atmos_stand_c_mob,Story_bg_9002_General_Outdoor,810000,0,10000,10000
227,23,121,snd_sfx_atmos_entrance_e,snd_sfx_atmos_entrance_e,Story_bg_9002_General_Outdoor,2290000,0,10000,10000
228,78,411,snd_sfx_atmos_zawazawa_c,snd_sfx_atmos_zawazawa_c,Story_bg_9002_General_Outdoor,11120000,0,10000,10000
229,78,412,snd_sfx_atmos_stand_c_mob,snd_sfx_atmos_stand_c_mob,Story_bg_9002_General_Outdoor,11120000,0,10000,10000
230,57,120,snd_sfx_atmos_hatake_e,snd_sfx_atmos_hatake_e,Story_bg_9002_General_Outdoor,-4080000,0,10000,10000
231,9,140,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n,Story_bg_9002_General_Outdoor,-12960000,0,10000,10000
232,97,100,snd_sfx_atmos_canteen_nomob,snd_sfx_atmos_canteen_nomob,Story_bg_9001_General_Indoor,10100000,0,10000,10000
233,97,101,snd_sfx_atmos_canteen_mob,snd_sfx_atmos_canteen_mob,Story_bg_9001_General_Indoor,10100000,0,10000,10000
234,90,0,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,1670000,0,10000,10000
235,42,2110,snd_sfx_atmos_beach_nomob_d,snd_sfx_atmos_beach_nomob_d,Story_bg_9002_General_Outdoor,-8000000,0,10000,10000
236,42,2120,snd_sfx_atmos_beach_nomob_e,snd_sfx_atmos_beach_nomob_e,Story_bg_9002_General_Outdoor,-7990000,0,10000,10000
237,103,110,snd_sfx_atmos_gymnasium_d,snd_sfx_atmos_gymnasium_d,Story_bg_0020_SchoolGym,5380000,0,10000,10000
238,103,111,snd_sfx_atmos_gymnasium_d_mob,snd_sfx_atmos_gymnasium_d_mob,Story_bg_0020_SchoolGym,5380000,0,10000,10000
239,104,110,snd_sfx_atmos_gymnasium_d,snd_sfx_atmos_gymnasium_d,Story_bg_0020_SchoolGym,120000,0,10000,10000
240,95,1110,snd_sfx_atmos_aozora_d,snd_sfx_atmos_aozora_d,Story_bg_9002_General_Outdoor,-3990000,0,10000,10000
241,105,111,snd_sfx_atmos_entrance_d,snd_sfx_atmos_entrance_d,Story_bg_9002_General_Outdoor,-2860000,0,10000,10000
242,30,411,snd_sfx_atmos_syoutengai_c,snd_sfx_atmos_syoutengai_c,Story_bg_9002_General_Outdoor,-6540000,0,10000,10000
243,23,411,snd_sfx_atmos_entrance_c,snd_sfx_atmos_entrance_c,Story_bg_9002_General_Outdoor,2290000,0,10000,10000
244,107,10,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,1660000,10000,10000,10000
245,105,411,snd_sfx_atmos_entrance_d,snd_sfx_atmos_entrance_d,Story_bg_9002_General_Outdoor,-2860000,0,10000,10000
246,103,11110,snd_sfx_atmos_rouka_n,snd_sfx_atmos_rouka_n,Story_bg_0020_SchoolGym,5380000,0,10000,10000
247,103,11111,snd_sfx_atmos_stagemob_d,snd_sfx_atmos_stagemob_d,Story_bg_0020_SchoolGym,5380000,0,10000,10000
248,107,20,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,1660000,0,10000,10000
249,107,30,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext,Story_bg_9001_General_Indoor,1660000,10000,10000,10000
250,106,0,snd_sfx_atmos_stage_n,snd_sfx_atmos_stage_n,Story_bg_0103_LiveStage,-3480000,0,10000,10000
251,29,411,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d,Story_bg_9002_General_Outdoor,-8080000,0,10000,10000
252,105,121,snd_sfx_atmos_entrance_d,snd_sfx_atmos_entrance_d,Story_bg_9002_General_Outdoor,-2860000,0,10000,10000
253,95,120,snd_sfx_atmos_aozora_e,snd_sfx_atmos_aozora_e,Story_bg_9002_General_Outdoor,520000,0,10000,10000
254,17,140,snd_sfx_atmos_room_n,snd_sfx_atmos_room_n,Story_bg_9001_General_Indoor,-1500000,0,10000,10000
255,10,121,snd_sfx_atmos_namiki_e,snd_sfx_atmos_namiki_e,Story_bg_9002_General_Outdoor,1750000,0,10000,10000
256,109,111,snd_sfx_atmos_zawazawa_d,snd_sfx_atmos_zawazawa_d,Story_bg_9002_General_Outdoor,9050000,0,10000,10000
257,108,111,snd_sfx_atmos_zawazawa_d,snd_sfx_atmos_zawazawa_d,Story_bg_9002_General_Outdoor,7960000,0,10000,10000
258,109,411,snd_sfx_atmos_zawazawa_d,snd_sfx_atmos_zawazawa_d,Story_bg_9002_General_Outdoor,9050000,0,10000,10000
259,108,411,snd_sfx_atmos_zawazawa_d,snd_sfx_atmos_zawazawa_d,Story_bg_9002_General_Outdoor,7960000,0,10000,10000
260,98,0,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,-3150000,0,10000,10000
261,98,1,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,-3150000,0,10000,10000
262,91,120,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,5620000,0,10000,10000
263,101,0,snd_sfx_atmos_shoppingmall,snd_sfx_atmos_shoppingmall,Story_bg_9001_General_Indoor,-3765000,0,10009,10000
264,110,110,snd_sfx_atmos_aozora_c,snd_sfx_atmos_aozora_c,Story_bg_9002_General_Outdoor,0,0,10000,10000
265,111,110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,7960000,0,10000,10000
266,111,120,snd_sfx_atmos_namiki_e,snd_sfx_atmos_namiki_e,Story_bg_9002_General_Outdoor,7960000,0,10000,10000
267,111,130,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n,Story_bg_9002_General_Outdoor,7965000,0,10009,10000
268,110,410,snd_sfx_atmos_aozora_c,snd_sfx_atmos_aozora_c,Story_bg_9002_General_Outdoor,0,0,10000,10000
269,49,0,snd_sfx_atmos_planetarium,snd_sfx_atmos_planetarium,Story_bg_0049_Planetarium,9530000,0,10000,10000
270,112,110,snd_sfx_atmos_aozora_d,snd_sfx_atmos_aozora_d,Story_bg_9002_General_Outdoor,6180000,0,10000,10000
271,113,110,snd_sfx_atmos_aozora_d,snd_sfx_atmos_aozora_d,Story_bg_9002_General_Outdoor,7400000,0,10000,10000
272,115,110,snd_sfx_atmos_hiroba_d,snd_sfx_atmos_hiroba_d,Story_bg_9002_General_Outdoor,1860000,0,10000,10000
273,115,120,snd_sfx_atmos_hiroba_e,snd_sfx_atmos_hiroba_e,Story_bg_9002_General_Outdoor,1860000,0,10000,10000
274,112,410,snd_sfx_atmos_aozora_c,snd_sfx_atmos_aozora_c,Story_bg_9002_General_Outdoor,6180000,0,10000,10000
275,113,410,snd_sfx_atmos_aozora_c,snd_sfx_atmos_aozora_c,Story_bg_9002_General_Outdoor,7400000,0,10000,10000
276,114,111,snd_sfx_atmos_zawazawa_d,snd_sfx_atmos_zawazawa_d,Story_bg_9002_General_Outdoor,11100000,0,10000,10000
277,114,121,snd_sfx_atmos_zawazawa_e,snd_sfx_atmos_zawazawa_e,Story_bg_9002_General_Outdoor,11100000,0,10000,10000
278,114,131,snd_sfx_atmos_aozora_cheer_n,snd_sfx_atmos_aozora_cheer_n,Story_bg_9002_General_Outdoor,11100000,0,10000,10000
279,118,0,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_0050_UmaSpace,0,0,10000,10000
280,114,133,snd_sfx_atmos_stand_n_mob,snd_sfx_atmos_stand_n_mob,Story_bg_9002_General_Outdoor,11100000,0,10000,10000
281,116,111,snd_sfx_atmos_entrance_d,snd_sfx_atmos_entrance_d,Story_bg_9002_General_Outdoor,560000,0,10000,10000
282,117,110,snd_sfx_atmos_inn_d,snd_sfx_atmos_inn_d,Story_bg_9001_General_Indoor,-2580000,50000,10000,10000
283,119,110,snd_sfx_atmos_kasenjiki_d,snd_sfx_atmos_kasenjiki_d,Story_bg_9002_General_Outdoor,11100000,0,10000,10000
284,116,121,snd_sfx_atmos_entrance_e,snd_sfx_atmos_entrance_e,Story_bg_9002_General_Outdoor,560000,0,10000,10000
285,120,131,snd_sfx_atmos_stagemob_d,snd_sfx_atmos_stagemob_d,Story_bg_0103_LiveStage,0,0,10000,10000
286,116,411,snd_sfx_atmos_entrance_c,snd_sfx_atmos_entrance_c,Story_bg_9002_General_Outdoor,560000,0,10000,10000
287,121,110,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,6500000,0,10000,10000
288,122,110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,-1000000,0,10000,10000
289,123,110,snd_sfx_atmos_mori_d,snd_sfx_atmos_mori_d,Story_bg_9002_General_Outdoor,-720000,0,10000,10000
290,1,140,snd_sfx_atmos_room_n,snd_sfx_atmos_room_n,Story_bg_9001_General_Indoor,14720000,0,10000,10000
291,126,110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,5000000,0,10000,10000
292,125,111,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d,Story_bg_9001_General_Indoor,6640000,0,10000,10000
293,127,110,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,150000,0,10000,10000
294,126,120,snd_sfx_atmos_namiki_e,snd_sfx_atmos_namiki_e,Story_bg_9002_General_Outdoor,5000000,0,10000,10000
295,127,120,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,150000,0,10000,10000
296,124,2110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
297,124,2111,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
298,124,2112,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
299,124,4110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
300,124,4111,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
301,124,4112,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
302,24,130,snd_sfx_atmos_training_stand_n,snd_sfx_atmos_training_stand_n,Story_bg_9002_General_Outdoor,-3750000,0,10000,10000
303,124,1110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
304,124,1111,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
305,124,1112,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
306,124,3110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
307,124,3111,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
308,124,3112,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9001_General_Indoor,3180000,0,10000,10000
309,119,120,snd_sfx_atmos_kasenjiki_e,snd_sfx_atmos_kasenjiki_e,Story_bg_9002_General_Outdoor,11100000,0,10000,10000
310,10,110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,1760000,0,10000,10000
311,31,110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,1910000,0,10000,10000
312,33,120,snd_sfx_atmos_kasenjiki_e,snd_sfx_atmos_kasenjiki_e,Story_bg_9002_General_Outdoor,4200000,0,10000,10000
313,128,110,snd_sfx_atmos_mori_d,snd_sfx_atmos_mori_d,Story_bg_9002_General_Outdoor,80000,0,10000,10000
314,129,110,snd_sfx_atmos_mori_d,snd_sfx_atmos_mori_d,Story_bg_9002_General_Outdoor,-960000,0,10000,10000
315,130,0,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,-5125000,0,10009,10000
316,130,1,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,-5125000,0,10009,10000
317,131,111,snd_sfx_atmos_pool_d,snd_sfx_atmos_pool_d,Story_bg_0013_InddorPool,1020000,0,10000,10000
318,134,111,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d,Story_bg_9002_General_Outdoor,160000,0,10000,10000
319,135,111,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,-4250000,0,10000,10000
320,77,130,snd_sfx_atmos_roof_n,snd_sfx_atmos_roof_n,Story_bg_9002_General_Outdoor,9190000,0,10000,10000
321,131,130,snd_sfx_atmos_pool_n,snd_sfx_atmos_pool_n,Story_bg_0013_InddorPool,1020000,0,10000,10000
322,131,131,snd_sfx_atmos_pool_n,snd_sfx_atmos_pool_n,Story_bg_0013_InddorPool,1020000,0,10000,10000
323,133,110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,-3445000,0,10009,10000
324,133,112,snd_sfx_atmos_stagemob_d,snd_sfx_atmos_stagemob_d,Story_bg_9002_General_Outdoor,-3445000,0,10009,10000
325,24,110,snd_sfx_atmos_roof_d,snd_sfx_atmos_roof_d,Story_bg_9002_General_Outdoor,-3750000,0,10000,10000
326,77,110,snd_sfx_atmos_roof_d,snd_sfx_atmos_roof_d,Story_bg_9002_General_Outdoor,9190000,0,10000,10000
327,132,1,snd_sfx_atmos_zawazawa_e,snd_sfx_atmos_zawazawa_e,Story_bg_0103_LiveStage,-7445000,0,10009,10000
328,119,130,snd_sfx_atmos_kasenjiki_n,snd_sfx_atmos_kasenjiki_n,Story_bg_9002_General_Outdoor,11100000,0,10000,10000
329,138,110,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,160000,0,10000,10000
330,136,111,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d,Story_bg_9001_General_Indoor,-2400000,0,10000,10000
331,137,110,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,1665000,0,10009,10000
332,139,110,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_0011_Cafeteria,-8585000,0,10009,10000
333,139,111,snd_sfx_atmos_canteen_nomob,snd_sfx_atmos_canteen_nomob,Story_bg_0011_Cafeteria,-8585000,0,10009,10000
334,140,110,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,-1040000,0,10000,10000
335,42,2150,snd_sfx_atmos_beach_nomob_d,snd_sfx_atmos_beach_nomob_d,Story_bg_9002_General_Outdoor,-8105000,0,10009,10000
336,37,150,snd_sfx_atmos_aozora_d,snd_sfx_atmos_aozora_d,Story_bg_9002_General_Outdoor,-3195000,0,10009,10000
337,140,130,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext,Story_bg_9001_General_Indoor,-1040000,0,10000,10000
338,134,120,snd_sfx_atmos_namiki_e,snd_sfx_atmos_namiki_e,Story_bg_9002_General_Outdoor,160000,0,10000,10000
339,134,121,snd_sfx_atmos_street_e,snd_sfx_atmos_street_e,Story_bg_9002_General_Outdoor,160000,0,10000,10000
340,142,111,snd_sfx_atmos_koubai_d,snd_sfx_atmos_koubai_d,Story_bg_9001_General_Indoor,4130000,0,10000,10000
341,79,110,snd_sfx_atmos_roof_d,snd_sfx_atmos_roof_d,Story_bg_9002_General_Outdoor,10440000,0,10000,10000
342,79,134,snd_sfx_atmos_roof_n,snd_sfx_atmos_roof_n,Story_bg_9002_General_Outdoor,10440000,0,10000,10000
343,141,110,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,3040000,0,10000,10000
344,141,130,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext,Story_bg_9001_General_Indoor,3040000,0,10000,10000
345,145,111,snd_sfx_atmos_koubai_d,snd_sfx_atmos_koubai_d,Story_bg_9001_General_Indoor,200000,0,10000,10000
346,143,110,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,-840000,0,10000,10000
347,144,0,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_0050_UmaSpace,9410000,0,10000,10000
348,114,411,snd_sfx_atmos_zawazawa_c,snd_sfx_atmos_zawazawa_c,Story_bg_9002_General_Outdoor,11100000,0,10000,10000
349,4,7110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,1280000,0,10000,10000
350,4,7111,snd_sfx_atmos_seiteikoumon_d,snd_sfx_atmos_seiteikoumon_d,Story_bg_9002_General_Outdoor,1275000,0,10000,10000
351,78,110,snd_sfx_atmos_roof_d,snd_sfx_atmos_roof_d,Story_bg_9002_General_Outdoor,11115000,0,10009,10000
352,78,130,snd_sfx_atmos_roof_n,snd_sfx_atmos_roof_n,Story_bg_9002_General_Outdoor,11115000,0,10009,10000
353,147,0,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext,Story_bg_9001_General_Indoor,200000,0,10000,10000
354,34,7111,snd_sfx_atmos_yuuenti_d,snd_sfx_atmos_yuuenti_d,Story_bg_9002_General_Outdoor,4090000,0,10000,10000
355,29,7111,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d,Story_bg_9002_General_Outdoor,-8100000,0,10000,10000
356,146,130,snd_sfx_atmos_aozora_n,snd_sfx_atmos_aozora_n,Story_bg_9002_General_Outdoor,-8160000,0,10000,10000
357,34,7131,snd_sfx_atmos_yuuenti_n,snd_sfx_atmos_yuuenti_n,Story_bg_9002_General_Outdoor,4090000,0,10000,10000
358,153,1,snd_sfx_atmos_jacuzzi_d,snd_sfx_atmos_jacuzzi_d,Story_bg_0013_InddorPool,-560000,0,10000,10000
359,148,111,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,-5740000,0,10000,10000
360,149,111,snd_sfx_atmos_koubai_d,snd_sfx_atmos_koubai_d,Story_bg_9001_General_Indoor,-3625000,0,10009,10000
361,150,131,snd_sfx_atmos_maturi_n,snd_sfx_atmos_maturi_n,Story_bg_9002_General_Outdoor,8620000,0,10000,10000
362,61,150,snd_sfx_atmos_inaka_n,snd_sfx_atmos_inaka_n,Story_bg_9002_General_Outdoor,0,0,10000,10000
363,152,130,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n,Story_bg_9002_General_Outdoor,9780000,0,10000,10000
364,151,131,snd_sfx_atmos_maturi_n,snd_sfx_atmos_maturi_n,Story_bg_9002_General_Outdoor,985000,0,10009,10000
365,37,710,snd_sfx_atmos_blizzard,snd_sfx_atmos_blizzard,Story_bg_9002_General_Outdoor,-6415000,0,10009,10000
366,157,6310,snd_sfx_atmos_namiki_winter_d,snd_sfx_atmos_namiki_winter_d,Story_bg_9002_General_Outdoor,5580000,0,10000,10000
367,156,0,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,7475000,0,10009,10000
368,136,110,snd_sfx_atmos_canteen_nomob,snd_sfx_atmos_canteen_nomob,Story_bg_9001_General_Indoor,-2400000,0,10000,10000
369,155,6000,snd_sfx_atmos_room_winter_stove,snd_sfx_atmos_room_winter_stove,Story_bg_9001_General_Indoor,6980000,0,10000,10000
371,154,110,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,-7160000,0,10000,10000
372,51,310,snd_sfx_atmos_namiki_winter_d,snd_sfx_atmos_namiki_winter_d,Story_bg_9002_General_Outdoor,-1520000,0,10000,10000
373,150,130,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n,Story_bg_9002_General_Outdoor,8620000,0,10000,10000
374,128,310,snd_sfx_atmos_winter_wind_howling,snd_sfx_atmos_winter_wind_howling,Story_bg_9002_General_Outdoor,80000,0,10000,10000
375,161,0,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,6500000,0,10000,10000
376,24,410,snd_sfx_atmos_stand_cloudy_nomob,snd_sfx_atmos_stand_cloudy_nomob,Story_bg_9002_General_Outdoor,-3750000,0,10000,10000
380,88,410,snd_sfx_atmos_stand_cloudy_nomob,snd_sfx_atmos_stand_cloudy_nomob,Story_bg_9002_General_Outdoor,4320000,0,10000,10000
381,158,110,snd_sfx_atmos_aozora_d,snd_sfx_atmos_aozora_d,Story_bg_9001_General_Indoor,-5855000,0,10009,10000
382,159,110,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,1880000,0,10000,10000
383,160,111,snd_sfx_atmos_wide_room_quiet,snd_sfx_atmos_wide_room_quiet,Story_bg_9001_General_Indoor,540000,0,10000,10000
384,160,112,snd_sfx_atmos_wide_room_quiet,snd_sfx_atmos_wide_room_quiet,Story_bg_9001_General_Indoor,540000,0,10000,10000
385,162,110,snd_sfx_atmos_gymnasium_d,snd_sfx_atmos_gymnasium_d,Story_bg_0020_SchoolGym,4080000,0,10000,10000
386,51,12110,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d,Story_bg_9002_General_Outdoor,-1520000,0,10000,10000
387,99,111,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d,Story_bg_9002_General_Outdoor,820000,0,10000,10000
388,29,311,snd_sfx_atmos_winterstreet,snd_sfx_atmos_winterstreet,Story_bg_9002_General_Outdoor,-8100000,0,10000,10000
389,148,110,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext,Story_bg_9001_General_Indoor,-5740000,0,10000,10000
390,164,1,snd_sfx_atmos_theater_mob,snd_sfx_atmos_theater_mob,Story_bg_9001_General_Indoor,4130000,0,10000,10000
391,165,111,snd_sfx_atmos_paddock_d,snd_sfx_atmos_paddock_d,Story_bg_9002_General_Outdoor,-830000,0,10000,10000
392,163,111,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d,Story_bg_9002_General_Outdoor,-4715000,0,10009,10000
393,166,110,snd_sfx_atmos_room_d,snd_sfx_atmos_room_d,Story_bg_9001_General_Indoor,-70000,0,10000,10000
394,37,111,snd_sfx_atmos_dash_full_speed_d,snd_sfx_atmos_dash_full_speed_d,Story_bg_9002_General_Outdoor,-12675000,0,10009,10000
395,70,150,snd_sfx_atmos_ground_d,snd_sfx_atmos_ground_d,Story_bg_9002_General_Outdoor,0,0,10000,10000
396,74,150,snd_sfx_atmos_ground_d,snd_sfx_atmos_ground_d,Story_bg_9002_General_Outdoor,0,0,10000,10000
397,119,150,snd_sfx_atmos_race_track_d,snd_sfx_atmos_race_track_d,Story_bg_9002_General_Outdoor,11100000,0,10000,10000
398,33,110,snd_sfx_atmos_kasenjiki_d,snd_sfx_atmos_kasenjiki_d,Story_bg_9002_General_Outdoor,4200000,0,10000,10000
399,33,150,snd_sfx_atmos_aozora_d,snd_sfx_atmos_aozora_d,Story_bg_9002_General_Outdoor,4230000,0,10000,10000
400,111,150,snd_sfx_atmos_aozora_d,snd_sfx_atmos_aozora_d,Story_bg_9002_General_Outdoor,7960000,0,10000,10000
401,92,110,snd_sfx_atmos_beach_e,snd_sfx_atmos_beach_e,Story_bg_9002_General_Outdoor,4645000,0,10009,10000
402,131,110,snd_sfx_atmos_pool_d,snd_sfx_atmos_pool_d,Story_bg_0013_InddorPool,1020000,0,10000,10000
403,167,1,snd_sfx_atmos_kitchen_wide_mob,snd_sfx_atmos_kitchen_wide_mob,Story_bg_9001_General_Indoor,900000,0,10000,10000
404,169,131,snd_sfx_atmos_hall_party_mob,snd_sfx_atmos_hall_party_mob,Story_bg_0020_SchoolGym,5380000,0,10000,10000
