id,birth_year,birth_month,birth_day,sex,image_color_main,image_color_sub,ui_color_main,ui_color_sub,ui_training_color_1,ui_training_color_2,ui_border_color,ui_num_color_1,ui_num_color_2,ui_turn_color,ui_wipe_color_1,ui_wipe_color_2,ui_wipe_color_3,ui_speech_color_1,ui_speech_color_2,ui_nameplate_color_1,ui_nameplate_color_2,height,bust,scale,skin,shape,socks,personal_dress,tail_model_id,race_running_type,ear_random_time_min,ear_random_time_max,tail_random_time_min,tail_random_time_max,story_ear_random_time_min,story_ear_random_time_max,story_tail_random_time_min,story_tail_random_time_max,attachment_model_id,mini_mayu_shader_type,start_date,chara_category,love_rank_limit
1089,2012,3,14,1,A8C6FD,5277D6,64C3C1,1E3872,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,1,2,160,1,0,1,0,1,2,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
1093,1988,3,16,1,A8C6FD,5277D6,85aae1,ebd64a,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,1,2,156,0,1,3,0,1,1,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
1094,1998,5,7,1,A8C6FD,5277D6,6ac43c,e6d734,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,1,1,158,1,0,6,0,1,3,130,210,110,210,275,425,110,210,-1,0,2524575600,0,10
1098,2010,3,24,1,FDDA26,ED2736,eeb42a,d93c49,ecab1f,cf8b20,cf8b20,ffbd0c,de9014,df9e20,ffca63,ffd88c,ffe1cb,d39318,d39318,ed9a0a,fcd049,2,2,165,1,0,3,0,1,1,110,220,130,250,275,425,130,250,-1,0,1660878000,0,10
1099,2009,5,26,1,DFF0F2,F0444D,d94149,cddee0,e7676e,c74545,c74545,f66f6f,e75b5b,e75b5b,f16169,fa7178,cddee0,f1646c,f1646c,e7676e,ff969c,1,3,162,0,2,1,0,1,1,120,220,120,210,275,425,120,210,-1,0,1673319600,0,10
1100,2006,3,14,1,D792A9,E6E2E7,d85081,d8d2d9,ea5f91,c53d77,c53d77,ff84b0,f3589a,e24a8a,f18fb2,ef9ebc,eae5eb,d85081,d85081,e55589,fea4be,1,1,159,0,1,6,0,1,1,170,270,180,310,275,425,180,310,-1,0,1668654000,0,10
1104,1980,4,24,1,A8C6FD,5277D6,7db0e0,f77696,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,2,2,165,1,0,0,0,1,2,130,210,110,210,275,425,110,210,-1,0,2524575600,0,10
2001,1971,3,15,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,2,2,163,0,0,3,0,2,1,170,270,180,310,275,425,180,310,-1,0,2524575600,0,10
2002,1971,4,11,1,FFFFFF,FFFFFF,ed4f44,674445,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,2,160,3,0,0,0,1,1,110,220,30,90,275,425,130,250,0,0,2524575600,0,10
2003,1971,6,5,1,FFFFFF,FFFFFF,6973ab,61c9f5,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,1,154,0,0,1,0,1,3,110,220,30,90,275,425,130,250,0,0,2524575600,0,10
2004,1996,4,4,1,A8C6FD,5277D6,da483a,ffda93,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,2,3,172,1,0,6,0,1,1,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
9001,1948,5,2,2,44A705,FFFFFF,44A705,F3CD00,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,2,2,166,1,2,7,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9002,1971,3,15,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,0,0,140,2,0,0,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9003,1971,3,15,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,2,3,168,1,0,0,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9004,1971,3,15,1,464ed2,e48cfa,464ed2,e48cfa,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,1,1,155,0,1,0,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9005,1971,3,15,1,FFFFFF,FFFFFF,df4945,c3cacd,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,2,3,173,1,0,0,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9006,1971,7,1,1,FFFFFF,FFFFFF,54498c,8b9096,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,1,166,1,1,0,0,-1,1,1,110,220,30,90,275,425,130,-1,0,2524575600,1,10
9008,1800,1,1,2,FCA7FF,FF58D9,f482a2,92ddcd,FF7FDD,F759CD,F759CD,FF7FDD,FA50CD,FA50CD,FCCAEE,FCE3F5,FDEDFE,FF7FDD,FF7FDD,FF7CDC,FEB4EA,1,3,157,0,2,0,0,1,1,130,210,110,210,275,425,110,210,-1,0,2524575600,1,10
9040,1800,1,1,1,FCA7FF,FF58D9,d84556,ddaa4d,FF7FDD,F759CD,F759CD,FF7FDD,FA50CD,FA50CD,FCCAEE,FCE3F5,FDEDFE,FF7FDD,FF7FDD,FF7CDC,FEB4EA,2,1,165,3,0,0,0,1,1,130,210,110,210,275,425,110,210,-1,0,2524575600,0,10
9041,1800,1,1,1,FCA7FF,FF58D9,3381d8,20c8cf,FF7FDD,F759CD,F759CD,FF7FDD,FA50CD,FA50CD,FCCAEE,FCE3F5,FDEDFE,FF7FDD,FF7FDD,FF7CDC,FEB4EA,1,2,160,0,0,0,0,1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,0,10
9042,1800,1,1,1,FCA7FF,FF58D9,bba61d,7874c9,FF7FDD,F759CD,F759CD,FF7FDD,FA50CD,FA50CD,FCCAEE,FCE3F5,FDEDFE,FF7FDD,FF7FDD,FF7CDC,FEB4EA,2,2,167,1,2,0,0,1,1,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
