id,item_category,group_id,effect_type_1,effect_target_1,effect_value_1,effect_type_2,effect_target_2,effect_value_2,add_value_1,add_value_2,add_value_3,limit_num,sort,rare,enable_request,request_reward,item_place_id,sell_item_id,sell_price,start_date,end_date
10069,20,0,2,0,30,0,0,0,0,0,0,9999,203,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10070,20,0,2,0,30,0,0,0,0,0,0,9999,210,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10071,20,0,2,0,30,0,0,0,0,0,0,9999,214,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10072,20,0,2,0,30,0,0,0,0,0,0,9999,216,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10073,20,0,2,0,30,0,0,0,0,0,0,9999,218,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10074,20,0,2,0,30,0,0,0,0,0,0,9999,220,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10075,20,0,2,0,30,0,0,0,0,0,0,9999,226,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10076,20,0,2,0,30,0,0,0,0,0,0,9999,232,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10077,20,0,2,0,30,0,0,0,0,0,0,9999,238,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10078,20,0,2,0,30,0,0,0,0,0,0,9999,240,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10079,20,0,2,0,30,0,0,0,0,0,0,9999,242,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10080,20,0,2,0,30,0,0,0,0,0,0,9999,244,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10081,20,0,2,0,30,0,0,0,0,0,0,9999,253,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10082,20,0,2,0,30,0,0,0,0,0,0,9999,255,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10083,20,0,2,0,30,0,0,0,0,0,0,9999,258,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10084,20,0,2,0,30,0,0,0,0,0,0,9999,259,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10085,20,0,2,0,30,0,0,0,0,0,0,9999,262,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10086,20,0,2,0,30,0,0,0,0,0,0,9999,263,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10087,20,0,2,0,30,0,0,0,0,0,0,9999,265,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10088,20,0,2,0,30,0,0,0,0,0,0,9999,266,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10089,20,0,2,0,30,0,0,0,0,0,0,9999,270,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10090,20,0,2,0,30,0,0,0,0,0,0,9999,275,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10091,20,0,2,0,30,0,0,0,0,0,0,9999,276,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10092,20,0,2,0,30,0,0,0,0,0,0,9999,277,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10093,20,0,2,0,30,0,0,0,0,0,0,9999,281,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10094,20,0,2,0,30,0,0,0,0,0,0,9999,282,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10095,20,0,2,0,30,0,0,0,0,0,0,9999,284,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10096,20,0,2,0,30,0,0,0,0,0,0,9999,286,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10097,20,0,2,0,30,0,0,0,0,0,0,9999,287,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10098,20,0,2,0,30,0,0,0,0,0,0,9999,290,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10099,20,0,2,0,30,0,0,0,0,0,0,9999,294,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10100,20,0,2,0,30,0,0,0,0,0,0,9999,296,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10101,20,0,2,0,30,0,0,0,0,0,0,9999,298,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10102,20,0,2,0,30,0,0,0,0,0,0,9999,300,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10103,20,0,2,0,30,0,0,0,0,0,0,9999,301,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10104,20,0,2,0,30,0,0,0,0,0,0,9999,302,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10105,20,0,2,0,30,0,0,0,0,0,0,9999,303,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10106,20,0,2,0,30,0,0,0,0,0,0,9999,304,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10107,20,0,2,0,30,0,0,0,0,0,0,9999,305,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10108,20,0,2,0,30,0,0,0,0,0,0,9999,306,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10109,20,0,2,0,30,0,0,0,0,0,0,9999,307,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10110,20,0,2,0,30,0,0,0,0,0,0,9999,310,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10111,20,0,2,0,30,0,0,0,0,0,0,9999,311,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10112,20,0,2,0,30,0,0,0,0,0,0,9999,312,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10113,20,0,2,0,30,0,0,0,0,0,0,9999,313,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10114,20,0,2,0,30,0,0,0,0,0,0,9999,314,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10115,20,0,2,0,30,0,0,0,0,0,0,9999,315,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10116,20,0,2,0,30,0,0,0,0,0,0,9999,316,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000101,20,0,2,0,30,0,0,0,0,0,0,9999,501,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000102,20,0,2,0,30,0,0,0,0,0,0,9999,502,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000103,20,0,2,0,30,0,0,0,0,0,0,9999,503,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000201,20,0,2,0,30,0,0,0,0,0,0,9999,504,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000301,20,0,2,0,30,0,0,0,0,0,0,9999,505,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000302,20,0,2,0,30,0,0,0,0,0,0,9999,506,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000401,20,0,2,0,30,0,0,0,0,0,0,9999,507,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000402,20,0,2,0,30,0,0,0,0,0,0,9999,508,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000501,20,0,2,0,30,0,0,0,0,0,0,9999,509,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000502,20,0,2,0,30,0,0,0,0,0,0,9999,510,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000601,20,0,2,0,30,0,0,0,0,0,0,9999,511,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000602,20,0,2,0,30,0,0,0,0,0,0,9999,512,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000701,20,0,2,0,30,0,0,0,0,0,0,9999,513,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000702,20,0,2,0,30,0,0,0,0,0,0,9999,514,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000801,20,0,2,0,30,0,0,0,0,0,0,9999,515,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000802,20,0,2,0,30,0,0,0,0,0,0,9999,516,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000901,20,0,2,0,30,0,0,0,0,0,0,9999,517,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1000902,20,0,2,0,30,0,0,0,0,0,0,9999,518,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001001,20,0,2,0,30,0,0,0,0,0,0,9999,519,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001002,20,0,2,0,30,0,0,0,0,0,0,9999,520,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001101,20,0,2,0,30,0,0,0,0,0,0,9999,521,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001102,20,0,2,0,30,0,0,0,0,0,0,9999,522,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001201,20,0,2,0,30,0,0,0,0,0,0,9999,523,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001301,20,0,2,0,30,0,0,0,0,0,0,9999,524,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001302,20,0,2,0,30,0,0,0,0,0,0,9999,525,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001303,20,0,2,0,30,0,0,0,0,0,0,9999,526,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001401,20,0,2,0,30,0,0,0,0,0,0,9999,527,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001402,20,0,2,0,30,0,0,0,0,0,0,9999,528,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001501,20,0,2,0,30,0,0,0,0,0,0,9999,529,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001502,20,0,2,0,30,0,0,0,0,0,0,9999,530,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001601,20,0,2,0,30,0,0,0,0,0,0,9999,531,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001602,20,0,2,0,30,0,0,0,0,0,0,9999,532,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001701,20,0,2,0,30,0,0,0,0,0,0,9999,533,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001702,20,0,2,0,30,0,0,0,0,0,0,9999,534,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001801,20,0,2,0,30,0,0,0,0,0,0,9999,535,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001802,20,0,2,0,30,0,0,0,0,0,0,9999,536,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001901,20,0,2,0,30,0,0,0,0,0,0,9999,537,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1001902,20,0,2,0,30,0,0,0,0,0,0,9999,538,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002001,20,0,2,0,30,0,0,0,0,0,0,9999,539,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002002,20,0,2,0,30,0,0,0,0,0,0,9999,540,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002101,20,0,2,0,30,0,0,0,0,0,0,9999,541,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002102,20,0,2,0,30,0,0,0,0,0,0,9999,542,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002201,20,0,2,0,30,0,0,0,0,0,0,9999,543,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002202,20,0,2,0,30,0,0,0,0,0,0,9999,544,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002301,20,0,2,0,30,0,0,0,0,0,0,9999,545,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002302,20,0,2,0,30,0,0,0,0,0,0,9999,546,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002401,20,0,2,0,30,0,0,0,0,0,0,9999,547,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002402,20,0,2,0,30,0,0,0,0,0,0,9999,548,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002501,20,0,2,0,30,0,0,0,0,0,0,9999,549,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002601,20,0,2,0,30,0,0,0,0,0,0,9999,550,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002602,20,0,2,0,30,0,0,0,0,0,0,9999,551,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002701,20,0,2,0,30,0,0,0,0,0,0,9999,552,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002702,20,0,2,0,30,0,0,0,0,0,0,9999,553,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002801,20,0,2,0,30,0,0,0,0,0,0,9999,554,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1002901,20,0,2,0,30,0,0,0,0,0,0,9999,555,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003001,20,0,2,0,30,0,0,0,0,0,0,9999,556,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003002,20,0,2,0,30,0,0,0,0,0,0,9999,557,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003101,20,0,2,0,30,0,0,0,0,0,0,9999,558,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003102,20,0,2,0,30,0,0,0,0,0,0,9999,559,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003201,20,0,2,0,30,0,0,0,0,0,0,9999,560,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003301,20,0,2,0,30,0,0,0,0,0,0,9999,561,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003401,20,0,2,0,30,0,0,0,0,0,0,9999,562,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003402,20,0,2,0,30,0,0,0,0,0,0,9999,563,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003501,20,0,2,0,30,0,0,0,0,0,0,9999,564,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003502,20,0,2,0,30,0,0,0,0,0,0,9999,565,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003601,20,0,2,0,30,0,0,0,0,0,0,9999,566,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003701,20,0,2,0,30,0,0,0,0,0,0,9999,567,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003702,20,0,2,0,30,0,0,0,0,0,0,9999,568,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003801,20,0,2,0,30,0,0,0,0,0,0,9999,569,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003802,20,0,2,0,30,0,0,0,0,0,0,9999,570,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1003901,20,0,2,0,30,0,0,0,0,0,0,9999,571,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004001,20,0,2,0,30,0,0,0,0,0,0,9999,572,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004002,20,0,2,0,30,0,0,0,0,0,0,9999,573,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004101,20,0,2,0,30,0,0,0,0,0,0,9999,574,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004201,20,0,2,0,30,0,0,0,0,0,0,9999,575,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004301,20,0,2,0,30,0,0,0,0,0,0,9999,576,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004401,20,0,2,0,30,0,0,0,0,0,0,9999,577,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004501,20,0,2,0,30,0,0,0,0,0,0,9999,578,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004502,20,0,2,0,30,0,0,0,0,0,0,9999,579,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004601,20,0,2,0,30,0,0,0,0,0,0,9999,580,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004602,20,0,2,0,30,0,0,0,0,0,0,9999,581,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004701,20,0,2,0,30,0,0,0,0,0,0,9999,582,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004801,20,0,2,0,30,0,0,0,0,0,0,9999,583,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1004901,20,0,2,0,30,0,0,0,0,0,0,9999,584,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005001,20,0,2,0,30,0,0,0,0,0,0,9999,585,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005002,20,0,2,0,30,0,0,0,0,0,0,9999,586,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005101,20,0,2,0,30,0,0,0,0,0,0,9999,587,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005201,20,0,2,0,30,0,0,0,0,0,0,9999,588,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005202,20,0,2,0,30,0,0,0,0,0,0,9999,589,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005301,20,0,2,0,30,0,0,0,0,0,0,9999,590,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005601,20,0,2,0,30,0,0,0,0,0,0,9999,591,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005602,20,0,2,0,30,0,0,0,0,0,0,9999,592,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005801,20,0,2,0,30,0,0,0,0,0,0,9999,593,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005802,20,0,2,0,30,0,0,0,0,0,0,9999,594,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005901,20,0,2,0,30,0,0,0,0,0,0,9999,595,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1005902,20,0,2,0,30,0,0,0,0,0,0,9999,596,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006001,20,0,2,0,30,0,0,0,0,0,0,9999,597,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006002,20,0,2,0,30,0,0,0,0,0,0,9999,598,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006101,20,0,2,0,30,0,0,0,0,0,0,9999,599,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006102,20,0,2,0,30,0,0,0,0,0,0,9999,600,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006201,20,0,2,0,30,0,0,0,0,0,0,9999,601,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006401,20,0,2,0,30,0,0,0,0,0,0,9999,602,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006501,20,0,2,0,30,0,0,0,0,0,0,9999,603,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006701,20,0,2,0,30,0,0,0,0,0,0,9999,604,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006702,20,0,2,0,30,0,0,0,0,0,0,9999,605,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006801,20,0,2,0,30,0,0,0,0,0,0,9999,606,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006802,20,0,2,0,30,0,0,0,0,0,0,9999,607,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1006901,20,0,2,0,30,0,0,0,0,0,0,9999,608,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1007101,20,0,2,0,30,0,0,0,0,0,0,9999,609,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1007201,20,0,2,0,30,0,0,0,0,0,0,9999,610,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1007401,20,0,2,0,30,0,0,0,0,0,0,9999,611,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1007801,20,0,2,0,30,0,0,0,0,0,0,9999,612,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1008701,20,0,2,0,30,0,0,0,0,0,0,9999,613,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1009801,20,0,2,0,30,0,0,0,0,0,0,9999,614,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1009901,20,0,2,0,30,0,0,0,0,0,0,9999,615,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
1010001,20,0,2,0,30,0,0,0,0,0,0,9999,616,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
