id,factor_group_id,effect_id,target_type,value_1,value_2
1057,20150,4,41,201502,4
1058,20150,5,41,201502,5
1059,20151,1,41,201512,1
1060,20151,2,41,201512,2
1061,20151,3,41,201512,3
1062,20151,4,41,201512,4
1063,20151,5,41,201512,5
1064,20152,1,41,201522,1
1065,20152,2,41,201522,2
1066,20152,3,41,201522,3
1067,20152,4,41,201522,4
1068,20152,5,41,201522,5
1069,20153,1,41,201532,1
1070,20153,2,41,201532,2
1071,20153,3,41,201532,3
1072,20153,4,41,201532,4
1073,20153,5,41,201532,5
1074,20154,1,41,201542,1
1075,20154,2,41,201542,2
1076,20154,3,41,201542,3
1077,20154,4,41,201542,4
1078,20154,5,41,201542,5
1079,20155,1,41,201552,1
1080,20155,2,41,201552,2
1081,20155,3,41,201552,3
1082,20155,4,41,201552,4
1083,20155,5,41,201552,5
1084,20156,1,41,201562,1
1085,20156,2,41,201562,2
1086,20156,3,41,201562,3
1087,20156,4,41,201562,4
1088,20156,5,41,201562,5
1089,20157,1,41,201571,1
1090,20157,2,41,201571,2
1091,20157,3,41,201571,3
1092,20157,4,41,201571,4
1093,20157,5,41,201571,5
1094,20158,1,41,201581,1
1095,20158,2,41,201581,2
1096,20158,3,41,201581,3
1097,20158,4,41,201581,4
1098,20158,5,41,201581,5
1099,20159,1,41,201591,1
1100,20159,2,41,201591,2
1101,20159,3,41,201591,3
1102,20159,4,41,201591,4
1103,20159,5,41,201591,5
1104,20160,1,41,201601,1
1105,20160,2,41,201601,2
1106,20160,3,41,201601,3
1107,20160,4,41,201601,4
1108,20160,5,41,201601,5
1109,20161,1,41,201611,1
1110,20161,2,41,201611,2
1111,20161,3,41,201611,3
1112,20161,4,41,201611,4
1113,20161,5,41,201611,5
1114,20162,1,41,201621,1
1115,20162,2,41,201621,2
1116,20162,3,41,201621,3
1117,20162,4,41,201621,4
1118,20162,5,41,201621,5
1119,20163,1,41,201631,1
1120,20163,2,41,201631,2
1121,20163,3,41,201631,3
1122,20163,4,41,201631,4
1123,20163,5,41,201631,5
1124,20164,1,41,201641,1
1125,20164,2,41,201641,2
1126,20164,3,41,201641,3
1127,20164,4,41,201641,4
1128,20164,5,41,201641,5
1129,20165,1,41,201651,1
1130,20165,2,41,201651,2
1131,20165,3,41,201651,3
1132,20165,4,41,201651,4
1133,20165,5,41,201651,5
1134,20166,1,41,201661,1
1135,20166,2,41,201661,2
1136,20166,3,41,201661,3
1137,20166,4,41,201661,4
1138,20166,5,41,201661,5
1139,20167,1,41,201672,1
1140,20167,2,41,201672,2
1141,20167,3,41,201672,3
1142,20167,4,41,201672,4
1143,20167,5,41,201672,5
1144,10001,1,3,3,0
1145,10001,1,41,200202,1
1146,10001,2,3,6,0
1147,10001,2,41,200202,1
1148,10001,3,3,9,0
1149,10001,3,41,200202,1
1150,10002,1,1,3,0
1151,10002,1,41,200072,1
1152,10002,2,1,6,0
1153,10002,2,41,200072,1
1154,10002,3,1,9,0
1155,10002,3,41,200072,1
1156,10003,1,4,3,0
1157,10003,1,41,200132,1
1158,10003,2,4,6,0
1159,10003,2,41,200132,1
1160,10003,3,4,9,0
1161,10003,3,41,200132,1
1162,10004,1,4,3,0
1163,10004,1,41,200052,1
1164,10004,2,4,6,0
1165,10004,2,41,200052,1
1166,10004,3,4,9,0
1167,10004,3,41,200052,1
1168,10005,1,3,3,0
1169,10005,1,41,200042,1
1170,10005,2,3,6,0
1171,10005,2,41,200042,1
1172,10005,3,3,9,0
1173,10005,3,41,200042,1
1174,10006,1,2,3,0
1175,10006,1,41,200172,1
1176,10006,2,2,6,0
1177,10006,2,41,200172,1
1178,10006,3,2,9,0
1179,10006,3,41,200172,1
1180,10007,1,1,3,0
1181,10007,1,3,3,0
1182,10007,2,1,6,0
1183,10007,2,3,6,0
1184,10007,3,1,9,0
1185,10007,3,3,9,0
1186,10008,1,1,3,0
1187,10008,1,3,3,0
1188,10008,2,1,6,0
1189,10008,2,3,6,0
1190,10008,3,1,9,0
1191,10008,3,3,9,0
1192,10009,1,2,3,0
1193,10009,1,41,200032,1
1194,10009,2,2,6,0
1195,10009,2,41,200032,1
1196,10009,3,2,9,0
1197,10009,3,41,200032,1
1198,10010,1,4,3,0
1199,10010,1,41,200032,1
1200,10010,2,4,6,0
1201,10010,2,41,200032,1
1202,10010,3,4,9,0
1203,10010,3,41,200032,1
1204,10011,1,1,3,0
1205,10011,1,41,200032,1
1206,10011,2,1,6,0
1207,10011,2,41,200032,1
1208,10011,3,1,9,0
1209,10011,3,41,200032,1
1210,10012,1,4,3,0
1211,10012,1,41,200182,1
1212,10012,2,4,6,0
1213,10012,2,41,200182,1
1214,10012,3,4,9,0
1215,10012,3,41,200182,1
1216,10013,1,1,3,0
1217,10013,1,41,200132,1
1218,10013,2,1,6,0
1219,10013,2,41,200132,1
1220,10013,3,1,9,0
1221,10013,3,41,200132,1
1222,10014,1,5,3,0
1223,10014,1,41,200062,1
1224,10014,2,5,6,0
1225,10014,2,41,200062,1
1226,10014,3,5,9,0
1227,10014,3,41,200062,1
1228,10015,1,2,3,0
1229,10015,1,41,200062,1
1230,10015,2,2,6,0
1231,10015,2,41,200062,1
1232,10015,3,2,9,0
1233,10015,3,41,200062,1
1234,10016,1,1,3,0
1235,10016,1,41,200192,1
1236,10016,2,1,6,0
1237,10016,2,41,200192,1
1238,10016,3,1,9,0
1239,10016,3,41,200192,1
1240,10017,1,2,3,0
1241,10017,1,41,200142,1
1242,10017,2,2,6,0
1243,10017,2,41,200142,1
1244,10017,3,2,9,0
1245,10017,3,41,200142,1
1246,10018,1,1,3,0
1247,10018,1,41,200132,1
1248,10018,2,1,6,0
1249,10018,2,41,200132,1
1250,10018,3,1,9,0
1251,10018,3,41,200132,1
1252,10019,1,2,3,0
1253,10019,1,41,200032,1
1254,10019,2,2,6,0
1255,10019,2,41,200032,1
1256,10019,3,2,9,0
1257,10019,3,41,200032,1
1258,10020,1,3,3,0
1259,10020,1,41,200072,1
1260,10020,2,3,6,0
1261,10020,2,41,200072,1
1262,10020,3,3,9,0
1263,10020,3,41,200072,1
1264,10021,1,1,3,0
1265,10021,1,3,3,0
1266,10021,2,1,6,0
1267,10021,2,3,6,0
1268,10021,3,1,9,0
1269,10021,3,3,9,0
1270,10022,1,1,3,0
1271,10022,1,4,3,0
1272,10022,2,1,6,0
1273,10022,2,4,6,0
1274,10022,3,1,9,0
1275,10022,3,4,9,0
1276,10023,1,4,3,0
1277,10023,1,41,200042,1
1278,10023,2,4,6,0
1279,10023,2,41,200042,1
1280,10023,3,4,9,0
1281,10023,3,41,200042,1
1282,10024,1,1,3,0
1283,10024,1,2,3,0
1284,10024,2,1,6,0
1285,10024,2,2,6,0
1286,10024,3,1,9,0
1287,10024,3,2,9,0
1288,10025,1,3,3,0
1289,10025,1,41,200952,1
1290,10025,2,3,6,0
1291,10025,2,41,200952,1
1292,10025,3,3,9,0
1293,10025,3,41,200952,1
1294,10026,1,3,3,0
1295,10026,1,41,200952,1
1296,10026,2,3,6,0
1297,10026,2,41,200952,1
1298,10026,3,3,9,0
1299,10026,3,41,200952,1
1300,10027,1,1,3,0
1301,10027,1,4,3,0
1302,10027,2,1,6,0
1303,10027,2,4,6,0
1304,10027,3,1,9,0
1305,10027,3,4,9,0
1306,10028,1,3,3,0
1307,10028,1,4,3,0
1308,10028,2,3,6,0
1309,10028,2,4,6,0
1310,10028,3,3,9,0
1311,10028,3,4,9,0
1312,10029,1,4,3,0
1313,10029,1,2,3,0
1314,10029,2,4,6,0
1315,10029,2,2,6,0
1316,10029,3,4,9,0
1317,10029,3,2,9,0
1318,10030,1,3,3,0
1319,10030,1,41,200952,1
1320,10030,2,3,6,0
1321,10030,2,41,200952,1
1322,10030,3,3,9,0
1323,10030,3,41,200952,1
1324,30001,1,1,10,0
1325,30001,1,2,10,0
1326,30001,2,1,20,0
1327,30001,2,2,20,0
1328,30001,3,1,30,0
1329,30001,3,2,30,0
1330,30002,1,3,10,0
1331,30002,1,5,10,0
1332,30002,2,3,20,0
1333,30002,2,5,20,0
1334,30002,3,3,30,0
1335,30002,3,5,30,0
1336,101802,1,41,910181,1
1337,101802,2,41,910181,2
1338,101802,3,41,910181,2
1339,102402,1,41,910241,1
1340,102402,2,41,910241,2
1341,102402,3,41,910241,2
1342,21001,1,41,210012,1
1343,21001,2,41,210012,2
1344,21001,3,41,210012,3
1345,21001,4,41,210012,4
1346,21001,5,41,210012,5
1347,21002,1,41,210022,1
1348,21002,2,41,210022,2
1349,21002,3,41,210022,3
1350,21002,4,41,210022,4
1351,21002,5,41,210022,5
1352,21003,1,41,210032,1
1353,21003,2,41,210032,2
1354,21003,3,41,210032,3
1355,21003,4,41,210032,4
1356,21003,5,41,210032,5
1357,21004,1,41,210042,1
1358,21004,2,41,210042,2
1359,21004,3,41,210042,3
1360,21004,4,41,210042,4
1361,21004,5,41,210042,5
1362,21005,1,41,210052,1
1363,21005,2,41,210052,2
1364,21005,3,41,210052,3
1365,21005,4,41,210052,4
1366,21005,5,41,210052,5
1367,20168,1,41,201682,1
1368,20168,2,41,201682,2
1369,20168,3,41,201682,3
1370,20168,4,41,201682,4
1371,20168,5,41,201682,5
1372,20169,1,41,201692,1
1373,20169,2,41,201692,2
1374,20169,3,41,201692,3
1375,20169,4,41,201692,4
1376,20169,5,41,201692,5
1377,20170,1,41,201702,1
1378,20170,2,41,201702,2
1379,20170,3,41,201702,3
1380,20170,4,41,201702,4
1381,20170,5,41,201702,5
1382,102302,1,41,910231,1
1383,102302,2,41,910231,2
1384,102302,3,41,910231,2
1385,30003,1,2,10,0
1386,30003,1,4,10,0
1387,30003,2,2,20,0
1388,30003,2,4,20,0
1389,30003,3,2,30,0
1390,30003,3,4,30,0
1391,20190,1,41,201902,1
1392,20190,2,41,201902,2
1393,20190,3,41,201902,3
1394,20190,4,41,201902,4
1395,20190,5,41,201902,5
1396,40001,1,51,1000011,1
1397,20200,1,41,202002,1
1398,20200,2,41,202002,2
1399,20200,3,41,202002,3
1400,20200,4,41,202002,4
1401,20200,5,41,202002,5
1402,20201,1,41,202012,1
1403,20201,2,41,202012,2
1404,20201,3,41,202012,3
1405,20201,4,41,202012,4
1406,20201,5,41,202012,5
1407,20202,1,41,202022,1
1408,20202,2,41,202022,2
1409,20202,3,41,202022,3
1410,20202,4,41,202022,4
1411,20202,5,41,202022,5
1412,106901,1,41,900691,1
1413,106901,2,41,900691,2
1414,106901,3,41,900691,2
1415,20203,1,41,202032,1
1416,20203,2,41,202032,2
1417,20203,3,41,202032,3
1418,20203,4,41,202032,4
1419,20203,5,41,202032,5
1420,21006,1,41,210062,1
1421,21006,2,41,210062,2
1422,21006,3,41,210062,3
1423,21006,4,41,210062,4
1424,21006,5,41,210062,5
1425,102602,1,41,910261,1
1426,102602,2,41,910261,2
1427,102602,3,41,910261,2
1428,103702,1,41,910371,1
1429,103702,2,41,910371,2
1430,103702,3,41,910371,2
1431,20204,1,41,202042,1
1432,20204,2,41,202042,2
1433,20204,3,41,202042,3
1434,20204,4,41,202042,4
1435,20204,5,41,202042,5
1436,106201,1,41,900621,1
1437,106201,2,41,900621,2
1438,106201,3,41,900621,2
1442,106401,1,41,900641,1
1443,106401,2,41,900641,2
1444,106401,3,41,900641,2
1445,106501,1,41,900651,1
1446,106501,2,41,900651,2
1447,106501,3,41,900651,2
1448,106601,1,41,900661,1
1449,106601,2,41,900661,2
1450,106601,3,41,900661,2
1451,106701,1,41,900671,1
1452,106701,2,41,900671,2
1453,106701,3,41,900671,2
1454,106801,1,41,900681,1
1455,106801,2,41,900681,2
1456,106801,3,41,900681,2
1460,107101,1,41,900711,1
1461,107101,2,41,900711,2
1462,107101,3,41,900711,2
1463,107201,1,41,900721,1
1464,107201,2,41,900721,2
1465,107201,3,41,900721,2
1469,107401,1,41,900741,1
1470,107401,2,41,900741,2
1471,107401,3,41,900741,2
1481,107801,1,41,900781,1
1482,107801,2,41,900781,2
1483,107801,3,41,900781,2
1484,20207,1,41,202072,1
1485,20207,2,41,202072,2
1486,20207,3,41,202072,3
1487,20207,4,41,202072,4
1488,20207,5,41,202072,5
1489,100502,1,41,910051,1
1490,100502,2,41,910051,2
1491,100502,3,41,910051,2
1492,102002,1,41,910201,1
1493,102002,2,41,910201,2
1494,102002,3,41,910201,2
1495,20208,1,41,202082,1
1496,20208,2,41,202082,2
1497,20208,3,41,202082,3
1498,20208,4,41,202082,4
1499,20208,5,41,202082,5
1500,20209,1,41,202092,1
1501,20209,2,41,202092,2
1502,20209,3,41,202092,3
1503,20209,4,41,202092,4
1504,20209,5,41,202092,5
1505,20210,1,41,202102,1
1506,20210,2,41,202102,2
1507,20210,3,41,202102,3
1508,20210,4,41,202102,4
1509,20210,5,41,202102,5
1510,40002,1,51,1000012,1
1511,106002,1,41,910601,1
1512,106002,2,41,910601,2
1513,106002,3,41,910601,2
1514,106102,1,41,910611,1
1515,106102,2,41,910611,2
1516,106102,3,41,910611,2
1517,20211,1,41,202112,1
1518,20211,2,41,202112,2
1519,20211,3,41,202112,3
1520,20211,4,41,202112,4
1521,20211,5,41,202112,5
1522,20212,1,41,202122,1
1523,20212,2,41,202122,2
1524,20212,3,41,202122,3
1525,20212,4,41,202122,4
1526,20212,5,41,202122,5
1527,20213,1,41,202132,1
1528,20213,2,41,202132,2
1529,20213,3,41,202132,3
1530,20213,4,41,202132,4
1531,20213,5,41,202132,5
1532,102202,1,41,910221,1
1533,102202,2,41,910221,2
1534,102202,3,41,910221,2
1535,103802,1,41,910381,1
1536,103802,2,41,910381,2
1537,103802,3,41,910381,2
1538,20215,1,41,202152,1
1539,20215,2,41,202152,2
1540,20215,3,41,202152,3
1541,20215,4,41,202152,4
1542,20215,5,41,202152,5
1543,1,1,61,1,0
1544,1,2,61,1,0
1545,1,3,61,1,0
1546,1,4,61,2,0
1547,1,5,61,2,0
1548,1,6,61,2,0
1549,1,7,61,3,0
1550,1,8,61,3,0
1551,1,9,61,3,0
1552,1,10,61,4,0
1553,2,1,62,1,0
1554,2,2,62,1,0
1555,2,3,62,1,0
1556,2,4,62,2,0
1557,2,5,62,2,0
1558,2,6,62,2,0
1559,2,7,62,3,0
1560,2,8,62,3,0
1561,2,9,62,3,0
1562,2,10,62,4,0
1563,3,1,63,1,0
1564,3,2,63,1,0
1565,3,3,63,1,0
1566,3,4,63,2,0
1567,3,5,63,2,0
1568,3,6,63,2,0
1569,3,7,63,3,0
1570,3,8,63,3,0
1571,3,9,63,3,0
1572,3,10,63,4,0
1573,4,1,64,1,0
1574,4,2,64,1,0
1575,4,3,64,1,0
1576,4,4,64,2,0
1577,4,5,64,2,0
1578,4,6,64,2,0
1579,4,7,64,3,0
1580,4,8,64,3,0
1581,4,9,64,3,0
1582,4,10,64,4,0
1583,5,1,65,1,0
1584,5,2,65,1,0
1585,5,3,65,1,0
1586,5,4,65,2,0
1587,5,5,65,2,0
1588,5,6,65,2,0
1589,5,7,65,3,0
1590,5,8,65,3,0
1591,5,9,65,3,0
1592,5,10,65,4,0
1593,100101,1,62,2,0
1594,100101,1,65,1,0
1595,100101,2,62,3,0
1596,100101,2,65,1,0
1597,100101,4,41,900011,3
1598,100101,3,62,4,0
1599,100101,3,65,1,0
1600,40003,1,51,1000013,1
1601,100101,4,62,4,0
1602,100101,4,65,2,0
1603,100102,1,64,1,0
1604,100102,1,63,1,0
1605,100102,1,62,1,0
1606,100102,2,64,2,0
1607,100102,2,63,1,0
1608,100102,2,62,1,0
1609,100102,4,41,910011,3
1610,100102,3,64,2,0
1611,100102,3,63,2,0
1612,100102,3,62,1,0
1614,100102,4,64,2,0
1615,100102,4,63,2,0
1616,100102,4,62,2,0
1617,100201,1,61,2,0
1618,100201,1,64,1,0
1619,100201,2,61,3,0
1620,100201,2,64,1,0
1621,100201,4,41,900021,3
1622,100201,3,61,4,0
1623,100201,3,64,1,0
1625,100201,4,61,4,0
1626,100201,4,64,2,0
1627,100301,1,61,2,0
1628,100301,1,62,1,0
1629,100301,2,61,3,0
1630,100301,2,62,1,0
1631,100301,4,41,900031,3
1632,100301,3,61,4,0
1633,100301,3,62,1,0
1635,100301,4,61,4,0
1636,100301,4,62,2,0
1637,100302,1,64,1,0
1638,100302,1,62,1,0
1639,100302,1,61,1,0
1640,100302,2,64,2,0
1641,100302,2,62,1,0
1642,100302,2,61,1,0
1643,100302,4,41,910031,3
1644,100302,3,64,2,0
1645,100302,3,62,2,0
1646,100302,3,61,1,0
1648,100302,4,64,2,0
1649,100302,4,62,2,0
1650,100302,4,61,2,0
1651,100401,1,65,2,0
1652,100401,1,61,1,0
1653,100401,2,65,3,0
1654,100401,2,61,1,0
1655,100401,4,41,900041,3
1656,100401,3,65,4,0
1657,100401,3,61,1,0
1659,100401,4,65,4,0
1660,100401,4,61,2,0
1661,100402,1,65,2,0
1662,100402,1,61,1,0
1663,100402,2,65,3,0
1664,100402,2,61,1,0
1665,100402,4,41,910041,3
1666,100402,3,65,4,0
1667,100402,3,61,1,0
1669,100402,4,65,4,0
1670,100402,4,61,2,0
1671,100501,1,63,2,0
1672,100501,1,65,1,0
1673,100501,2,63,3,0
1674,100501,2,65,1,0
1675,100501,4,41,900051,3
1676,100501,3,63,4,0
1677,100501,3,65,1,0
1679,100501,4,63,4,0
1680,100501,4,65,2,0
1681,100502,1,63,1,0
1682,100502,1,61,1,0
1683,100502,1,65,1,0
1684,100502,2,63,2,0
1685,100502,2,61,1,0
1686,100502,2,65,1,0
1687,100502,4,41,910051,3
1688,100502,3,63,2,0
1689,100502,3,61,2,0
1690,100502,3,65,1,0
1692,100502,4,63,2,0
1693,100502,4,61,2,0
1694,100502,4,65,2,0
1695,100601,1,61,2,0
1696,100601,1,63,1,0
1697,100601,2,61,3,0
1698,100601,2,63,1,0
1699,100601,4,41,900061,3
1700,100601,3,61,4,0
1701,100601,3,63,1,0
1703,100601,4,61,4,0
1704,100601,4,63,2,0
1705,100602,1,62,2,0
1706,100602,1,61,1,0
1707,100602,2,62,3,0
1708,100602,2,61,1,0
1709,100602,4,41,910061,3
1710,100602,3,62,4,0
1711,100602,3,61,1,0
1713,100602,4,62,4,0
1714,100602,4,61,2,0
1715,100701,1,62,2,0
1716,100701,1,63,1,0
1717,100701,2,62,3,0
1718,100701,2,63,1,0
1719,100701,4,41,900071,3
1720,100701,3,62,4,0
1721,100701,3,63,1,0
1723,100701,4,62,4,0
1724,100701,4,63,2,0
1725,100801,1,63,2,0
1726,100801,1,61,1,0
1727,100801,2,63,3,0
1728,100801,2,61,1,0
1729,100801,4,41,900081,3
1730,100801,3,63,4,0
1731,100801,3,61,1,0
1733,100801,4,63,4,0
1734,100801,4,61,2,0
1735,100901,1,64,2,0
1736,100901,1,61,1,0
1737,100901,2,64,3,0
1738,100901,2,61,1,0
1739,100901,4,41,900091,3
1740,100901,3,64,4,0
1741,100901,3,61,1,0
1743,100901,4,64,4,0
1744,100901,4,61,2,0
1745,101001,1,61,2,0
1746,101001,1,65,1,0
1747,101001,2,61,3,0
1748,101001,2,65,1,0
1749,101001,4,41,900101,3
1750,101001,3,61,4,0
1751,101001,3,65,1,0
1753,101001,4,61,4,0
1754,101001,4,65,2,0
1755,101101,1,61,2,0
1756,101101,1,63,1,0
1757,101101,2,61,3,0
1758,101101,2,63,1,0
1759,101101,4,41,900111,3
1760,101101,3,61,4,0
1761,101101,3,63,1,0
1763,101101,4,61,4,0
1764,101101,4,63,2,0
1765,101102,1,65,2,0
1766,101102,1,62,1,0
1767,101102,2,65,3,0
1768,101102,2,62,1,0
1769,101102,4,41,910111,3
1770,101102,3,65,4,0
1771,101102,3,62,1,0
1773,101102,4,65,4,0
1774,101102,4,62,2,0
1775,101201,1,63,2,0
1776,101201,1,64,1,0
1777,101201,2,63,3,0
1778,101201,2,64,1,0
1779,101201,4,41,900121,3
1780,101201,3,63,4,0
1781,101201,3,64,1,0
1783,101201,4,63,4,0
1784,101201,4,64,2,0
1785,101301,1,62,2,0
1786,101301,1,65,1,0
1787,101301,2,62,3,0
1788,101301,2,65,1,0
1789,101301,4,41,900131,3
1790,101301,3,62,4,0
1791,101301,3,65,1,0
1793,101301,4,62,4,0
1794,101301,4,65,2,0
1795,101302,1,62,1,0
1796,101302,1,63,1,0
1797,101302,1,65,1,0
1798,101302,2,62,2,0
1799,101302,2,63,1,0
1800,101302,2,65,1,0
1801,101302,4,41,910131,3
1802,101302,3,62,2,0
1803,101302,3,63,2,0
1804,101302,3,65,1,0
1806,101302,4,62,2,0
1807,101302,4,63,2,0
1808,101302,4,65,2,0
1809,101401,1,61,2,0
1810,101401,1,65,1,0
1811,101401,2,61,3,0
1812,101401,2,65,1,0
1813,101401,4,41,900141,3
1814,101401,3,61,4,0
1815,101401,3,65,1,0
1817,101401,4,61,4,0
1818,101401,4,65,2,0
1819,101402,1,64,2,0
1820,101402,1,61,1,0
1821,101402,2,64,3,0
1822,101402,2,61,1,0
1823,101402,4,41,910141,3
1824,101402,3,64,4,0
1825,101402,3,61,1,0
1827,101402,4,64,4,0
1828,101402,4,61,2,0
1829,101501,1,62,2,0
1830,101501,1,65,1,0
1831,101501,2,62,3,0
1832,101501,2,65,1,0
1833,101501,4,41,900151,3
1834,101501,3,62,4,0
1835,101501,3,65,1,0
1837,101501,4,62,4,0
1838,101501,4,65,2,0
1839,101502,1,61,1,0
1840,101502,1,65,1,0
1841,101502,1,62,1,0
1842,101502,2,61,2,0
1843,101502,2,65,1,0
1844,101502,2,62,1,0
1845,101502,4,41,910151,3
1846,101502,3,61,2,0
1847,101502,3,65,2,0
1848,101502,3,62,1,0
1850,101502,4,61,2,0
1851,101502,4,65,2,0
1852,101502,4,62,2,0
1853,101601,1,62,2,0
1854,101601,1,61,1,0
1855,101601,2,62,3,0
1856,101601,2,61,1,0
1857,101601,4,41,900161,3
1858,101601,3,62,4,0
1859,101601,3,61,1,0
1861,101601,4,62,4,0
1862,101601,4,61,2,0
1863,101701,1,62,2,0
1864,101701,1,64,1,0
1865,101701,2,62,3,0
1866,101701,2,64,1,0
1867,101701,4,41,900171,3
1868,101701,3,62,4,0
1869,101701,3,64,1,0
1871,101701,4,62,4,0
1872,101701,4,64,2,0
1873,101702,1,62,1,0
1874,101702,1,65,1,0
1875,101702,1,61,1,0
1876,101702,2,62,2,0
1877,101702,2,65,1,0
1878,101702,2,61,1,0
1879,101702,4,41,910171,3
1880,101702,3,62,2,0
1881,101702,3,65,2,0
1882,101702,3,61,1,0
1884,101702,4,62,2,0
1885,101702,4,65,2,0
1886,101702,4,61,2,0
1887,101801,1,63,2,0
1888,101801,1,61,1,0
1889,101801,2,63,3,0
1890,101801,2,61,1,0
1891,101801,4,41,900181,3
1892,101801,3,63,4,0
1893,101801,3,61,1,0
1895,101801,4,63,4,0
1896,101801,4,61,2,0
1897,101802,1,64,1,0
1898,101802,1,61,1,0
1899,101802,1,63,1,0
1900,101802,2,64,2,0
1901,101802,2,61,1,0
1902,101802,2,63,1,0
1903,101802,4,41,910181,3
1904,101802,3,64,2,0
1905,101802,3,61,2,0
1906,101802,3,63,1,0
1908,101802,4,64,2,0
1909,101802,4,61,2,0
1910,101802,4,63,2,0
1911,101901,1,61,1,0
1912,101901,1,62,1,0
1913,101901,1,63,1,0
1914,101901,2,61,2,0
1915,101901,2,62,1,0
1916,101901,2,63,1,0
1917,101901,4,41,900191,3
1918,101901,3,61,2,0
1919,101901,3,62,2,0
1920,101901,3,63,1,0
1922,101901,4,61,2,0
1923,101901,4,62,2,0
1924,101901,4,63,2,0
1925,102001,1,65,2,0
1926,102001,1,62,1,0
1927,102001,2,65,3,0
1928,102001,2,62,1,0
1929,102001,4,41,900201,3
1930,102001,3,65,4,0
1931,102001,3,62,1,0
1933,102001,4,65,4,0
1934,102001,4,62,2,0
1935,102002,1,64,1,0
1936,102002,1,63,1,0
1937,102002,1,61,1,0
1938,102002,2,64,2,0
1939,102002,2,63,1,0
1940,102002,2,61,1,0
1941,102002,4,41,910201,3
1942,102002,3,64,2,0
1943,102002,3,63,2,0
1944,102002,3,61,1,0
1946,102002,4,64,2,0
1947,102002,4,63,2,0
1948,102002,4,61,2,0
1949,102101,1,62,2,0
1950,102101,1,63,1,0
1951,102101,2,62,3,0
1952,102101,2,63,1,0
1953,102101,4,41,900211,3
1954,102101,3,62,4,0
1955,102101,3,63,1,0
1957,102101,4,62,4,0
1958,102101,4,63,2,0
1959,102201,1,65,2,0
1960,102201,1,63,1,0
1961,102201,2,65,3,0
1962,102201,2,63,1,0
1963,102201,4,41,900221,3
1964,102201,3,65,4,0
1965,102201,3,63,1,0
1967,102201,4,65,4,0
1968,102201,4,63,2,0
1969,102202,1,65,2,0
1970,102202,1,64,1,0
1971,102202,2,65,3,0
1972,102202,2,64,1,0
1973,102202,4,41,910221,3
1974,102202,3,65,4,0
1975,102202,3,64,1,0
1977,102202,4,65,4,0
1978,102202,4,64,2,0
1979,102301,1,65,2,0
1980,102301,1,64,1,0
1981,102301,2,65,3,0
1982,102301,2,64,1,0
1983,102301,4,41,900231,3
1984,102301,3,65,4,0
1985,102301,3,64,1,0
1987,102301,4,65,4,0
1988,102301,4,64,2,0
1989,102302,1,63,1,0
1990,102302,1,62,1,0
1991,102302,1,65,1,0
1992,102302,2,63,2,0
1993,102302,2,62,1,0
1994,102302,2,65,1,0
1995,102302,4,41,910231,3
1996,102302,3,63,2,0
1997,102302,3,62,2,0
1998,102302,3,65,1,0
2000,102302,4,63,2,0
2001,102302,4,62,2,0
2002,102302,4,65,2,0
2003,102401,1,62,2,0
2004,102401,1,64,1,0
2005,102401,2,62,3,0
2006,102401,2,64,1,0
2007,102401,4,41,900241,3
2008,102401,3,62,4,0
2009,102401,3,64,1,0
2011,102401,4,62,4,0
2012,102401,4,64,2,0
2013,102402,1,65,1,0
2014,102402,1,62,1,0
2015,102402,1,61,1,0
2016,102402,2,65,2,0
2017,102402,2,62,1,0
2018,102402,2,61,1,0
2019,102402,4,41,910241,3
2020,102402,3,65,2,0
2021,102402,3,62,2,0
2022,102402,3,61,1,0
2024,102402,4,65,2,0
2025,102402,4,62,2,0
2026,102402,4,61,2,0
2027,102501,1,62,3,0
2028,102501,2,62,4,0
2029,102501,4,41,900251,3
2030,102501,3,62,5,0
2032,102501,4,62,6,0
2033,102601,1,62,2,0
2034,102601,1,63,1,0
2035,102601,2,62,3,0
2036,102601,2,63,1,0
2037,102601,4,41,900261,3
2038,102601,3,62,4,0
2039,102601,3,63,1,0
2041,102601,4,62,4,0
2042,102601,4,63,2,0
2043,102602,1,61,1,0
2044,102602,1,63,1,0
2045,102602,1,62,1,0
2046,102602,2,61,2,0
2047,102602,2,63,1,0
2048,102602,2,62,1,0
2049,102602,4,41,910261,3
2050,102602,3,61,2,0
2051,102602,3,63,2,0
2052,102602,3,62,1,0
2054,102602,4,61,2,0
2055,102602,4,63,2,0
2056,102602,4,62,2,0
2057,102701,1,63,2,0
2058,102701,1,65,1,0
2059,102701,2,63,3,0
2060,102701,2,65,1,0
2061,102701,4,41,900271,3
2062,102701,3,63,4,0
2063,102701,3,65,1,0
2065,102701,4,63,4,0
2066,102701,4,65,2,0
2067,102801,1,63,2,0
2068,102801,1,64,1,0
2069,102801,2,63,3,0
2070,102801,2,64,1,0
2071,102801,4,41,900281,3
2072,102801,3,63,4,0
2073,102801,3,64,1,0
2075,102801,4,63,4,0
2076,102801,4,64,2,0
2077,103001,1,64,2,0
2078,103001,1,62,1,0
2079,103001,2,64,3,0
2080,103001,2,62,1,0
2081,103001,4,41,900301,3
2082,103001,3,64,4,0
2083,103001,3,62,1,0
2085,103001,4,64,4,0
2086,103001,4,62,2,0
2087,103002,1,62,2,0
2088,103002,1,63,1,0
2089,103002,2,62,3,0
2090,103002,2,63,1,0
2091,103002,4,41,910301,3
2092,103002,3,62,4,0
