id,reward_set_id,order_min,order_max,reward_type,bonus,odds,item_category,item_id,item_num
635,110601,1,18,1,0,50000,30,110,20
636,110601,1,1,1,0,1000000,11,13,1
637,102501,1,1,2,5,400000,91,59,400
638,102501,1,1,2,5,300000,30,110,20
639,102501,1,1,2,5,50000,90,43,5
640,102501,1,1,2,5,10000,97,115,1
641,102501,1,1,2,4,400000,91,59,400
642,102501,1,1,2,4,300000,30,110,20
643,102501,1,1,2,3,400000,91,59,400
644,102501,1,1,2,3,300000,30,110,20
645,102501,1,1,2,2,400000,91,59,400
646,102501,1,1,2,2,300000,30,110,20
647,102501,1,1,2,1,400000,91,59,400
648,102501,1,1,2,1,300000,30,110,20
649,102501,1,1,1,0,1000000,11,80,1
650,102501,1,18,1,0,1000000,91,59,400
651,102501,1,18,1,0,50000,30,110,20
652,102501,1,1,1,0,1000000,11,7,1
653,910001,1,1,2,5,400000,91,59,600
654,910001,1,1,2,5,300000,30,110,40
655,910001,1,1,2,5,50000,90,43,5
656,910001,1,1,2,5,20000,97,115,1
657,910001,1,1,2,4,400000,91,59,600
658,910001,1,1,2,4,300000,30,110,40
659,910001,1,1,2,3,400000,91,59,600
660,910001,1,1,2,3,300000,30,110,40
661,910001,1,1,2,2,400000,91,59,600
662,910001,1,1,2,2,300000,30,110,40
663,910001,1,1,2,1,400000,91,59,600
664,910001,1,1,2,1,300000,30,110,40
665,910001,1,1,1,0,150000,93,44,1
666,910001,1,18,1,0,1000000,91,59,600
667,910001,1,18,1,0,50000,30,110,40
668,910001,1,1,1,0,1000000,11,1,1
669,910002,1,1,2,5,400000,91,59,600
670,910002,1,1,2,5,300000,30,110,40
671,910002,1,1,2,5,50000,90,43,5
672,910002,1,1,2,5,20000,97,115,1
673,910002,1,1,2,4,400000,91,59,600
674,910002,1,1,2,4,300000,30,110,40
675,910002,1,1,2,3,400000,91,59,600
676,910002,1,1,2,3,300000,30,110,40
677,910002,1,1,2,2,400000,91,59,600
678,910002,1,1,2,2,300000,30,110,40
679,910002,1,1,2,1,400000,91,59,600
680,910002,1,1,2,1,300000,30,110,40
681,910002,1,1,1,0,150000,93,44,1
682,910002,1,18,1,0,1000000,91,59,600
683,910002,1,18,1,0,50000,30,110,40
684,910002,1,1,1,0,1000000,11,4,1
685,910003,1,1,2,5,400000,91,59,600
686,910003,1,1,2,5,300000,30,110,40
687,910003,1,1,2,5,50000,90,43,5
688,910003,1,1,2,5,20000,97,115,1
689,910003,1,1,2,4,400000,91,59,600
690,910003,1,1,2,4,300000,30,110,40
691,910003,1,1,2,3,400000,91,59,600
692,910003,1,1,2,3,300000,30,110,40
693,910003,1,1,2,2,400000,91,59,600
694,910003,1,1,2,2,300000,30,110,40
695,910003,1,1,2,1,400000,91,59,600
696,910003,1,1,2,1,300000,30,110,40
697,910003,1,1,1,0,150000,93,44,1
698,910003,1,18,1,0,1000000,91,59,600
699,910003,1,18,1,0,50000,30,110,40
700,910003,1,1,1,0,1000000,11,7,1
701,910004,1,1,2,5,400000,91,59,600
702,910004,1,1,2,5,300000,30,110,40
703,910004,1,1,2,5,50000,90,43,5
704,910004,1,1,2,5,20000,97,115,1
705,910004,1,1,2,4,400000,91,59,600
706,910004,1,1,2,4,300000,30,110,40
707,910004,1,1,2,3,400000,91,59,600
708,910004,1,1,2,3,300000,30,110,40
709,910004,1,1,2,2,400000,91,59,600
710,910004,1,1,2,2,300000,30,110,40
711,910004,1,1,2,1,400000,91,59,600
712,910004,1,1,2,1,300000,30,110,40
713,910004,1,1,1,0,150000,93,44,1
714,910004,1,18,1,0,1000000,91,59,600
715,910004,1,18,1,0,50000,30,110,40
716,910004,1,1,1,0,1000000,11,10,1
717,910005,1,1,2,5,400000,91,59,600
718,910005,1,1,2,5,300000,30,110,40
719,910005,1,1,2,5,50000,90,43,5
720,910005,1,1,2,5,20000,97,115,1
721,910005,1,1,2,4,400000,91,59,600
722,910005,1,1,2,4,300000,30,110,40
723,910005,1,1,2,3,400000,91,59,600
724,910005,1,1,2,3,300000,30,110,40
725,910005,1,1,2,2,400000,91,59,600
726,910005,1,1,2,2,300000,30,110,40
727,910005,1,1,2,1,400000,91,59,600
728,910005,1,1,2,1,300000,30,110,40
729,910005,1,1,1,0,150000,93,44,1
730,910005,1,18,1,0,1000000,91,59,600
731,910005,1,18,1,0,50000,30,110,40
732,910005,1,1,1,0,1000000,11,13,1
733,6,1,18,1,0,1000000,91,59,200
734,6,1,18,1,0,50000,30,110,20
735,110701,1,1,2,5,400000,91,59,400
736,110701,1,1,2,5,300000,30,110,20
737,110701,1,1,2,5,50000,90,43,5
738,110701,1,1,2,5,10000,97,115,1
739,110701,1,1,2,4,400000,91,59,400
740,110701,1,1,2,4,300000,30,110,20
741,110701,1,1,2,3,400000,91,59,400
742,110701,1,1,2,3,300000,30,110,20
743,110701,1,1,2,2,400000,91,59,400
744,110701,1,1,2,2,300000,30,110,20
745,110701,1,1,2,1,400000,91,59,400
746,110701,1,1,2,1,300000,30,110,20
747,110701,1,1,1,0,1000000,11,175,1
748,110701,1,18,1,0,1000000,91,59,400
749,110701,1,18,1,0,50000,30,110,20
750,110701,1,1,1,0,1000000,11,13,1
751,110801,1,1,2,5,400000,91,59,400
752,110801,1,1,2,5,300000,30,110,20
753,110801,1,1,2,5,50000,90,43,5
754,110801,1,1,2,5,10000,97,115,1
755,110801,1,1,2,4,400000,91,59,400
756,110801,1,1,2,4,300000,30,110,20
757,110801,1,1,2,3,400000,91,59,400
758,110801,1,1,2,3,300000,30,110,20
759,110801,1,1,2,2,400000,91,59,400
760,110801,1,1,2,2,300000,30,110,20
761,110801,1,1,2,1,400000,91,59,400
762,110801,1,1,2,1,300000,30,110,20
763,110801,1,1,1,0,1000000,11,176,1
764,110801,1,18,1,0,1000000,91,59,400
765,110801,1,18,1,0,50000,30,110,20
766,110801,1,1,1,0,1000000,11,13,1
767,110901,1,1,2,5,400000,91,59,400
768,110901,1,1,2,5,300000,30,110,20
769,110901,1,1,2,5,50000,90,43,5
770,110901,1,1,2,5,10000,97,115,1
771,110901,1,1,2,4,400000,91,59,400
772,110901,1,1,2,4,300000,30,110,20
773,110901,1,1,2,3,400000,91,59,400
774,110901,1,1,2,3,300000,30,110,20
775,110901,1,1,2,2,400000,91,59,400
776,110901,1,1,2,2,300000,30,110,20
777,110901,1,1,2,1,400000,91,59,400
778,110901,1,1,2,1,300000,30,110,20
779,110901,1,1,1,0,1000000,11,177,1
780,110901,1,18,1,0,1000000,91,59,400
781,110901,1,18,1,0,50000,30,110,20
782,110901,1,1,1,0,1000000,11,13,1
783,111001,1,1,2,5,400000,91,59,400
784,111001,1,1,2,5,300000,30,110,20
785,111001,1,1,2,5,50000,90,43,5
786,111001,1,1,2,5,10000,97,115,1
787,111001,1,1,2,4,400000,91,59,400
788,111001,1,1,2,4,300000,30,110,20
789,111001,1,1,2,3,400000,91,59,400
790,111001,1,1,2,3,300000,30,110,20
791,111001,1,1,2,2,400000,91,59,400
792,111001,1,1,2,2,300000,30,110,20
793,111001,1,1,2,1,400000,91,59,400
794,111001,1,1,2,1,300000,30,110,20
795,111001,1,1,1,0,1000000,11,179,1
796,111001,1,18,1,0,1000000,91,59,400
797,111001,1,18,1,0,50000,30,110,20
798,111001,1,1,1,0,1000000,11,13,1
799,910501,1,1,2,5,400000,91,59,400
800,910501,1,1,2,5,300000,30,110,20
801,910501,1,1,2,5,50000,90,43,5
802,910501,1,1,2,5,10000,97,115,1
803,910501,1,1,2,4,400000,91,59,400
804,910501,1,1,2,4,300000,30,110,20
805,910501,1,1,2,3,400000,91,59,400
806,910501,1,1,2,3,300000,30,110,20
807,910501,1,1,2,2,400000,91,59,400
808,910501,1,1,2,2,300000,30,110,20
809,910501,1,1,2,1,400000,91,59,400
810,910501,1,1,2,1,300000,30,110,20
811,910501,1,1,1,0,150000,93,44,1
812,910501,1,18,1,0,1000000,91,59,400
813,910501,1,18,1,0,50000,30,110,20
814,910501,1,1,1,0,1000000,11,1,1
815,910502,1,1,2,5,400000,91,59,400
816,910502,1,1,2,5,300000,30,110,20
817,910502,1,1,2,5,50000,90,43,5
818,910502,1,1,2,5,10000,97,115,1
819,910502,1,1,2,4,400000,91,59,400
820,910502,1,1,2,4,300000,30,110,20
821,910502,1,1,2,3,400000,91,59,400
822,910502,1,1,2,3,300000,30,110,20
823,910502,1,1,2,2,400000,91,59,400
824,910502,1,1,2,2,300000,30,110,20
825,910502,1,1,2,1,400000,91,59,400
826,910502,1,1,2,1,300000,30,110,20
827,910502,1,1,1,0,150000,93,44,1
828,910502,1,18,1,0,1000000,91,59,400
829,910502,1,18,1,0,50000,30,110,20
830,910502,1,1,1,0,1000000,11,4,1
831,910503,1,1,2,5,400000,91,59,400
832,910503,1,1,2,5,300000,30,110,20
833,910503,1,1,2,5,50000,90,43,5
834,910503,1,1,2,5,10000,97,115,1
835,910503,1,1,2,4,400000,91,59,400
836,910503,1,1,2,4,300000,30,110,20
837,910503,1,1,2,3,400000,91,59,400
838,910503,1,1,2,3,300000,30,110,20
839,910503,1,1,2,2,400000,91,59,400
840,910503,1,1,2,2,300000,30,110,20
841,910503,1,1,2,1,400000,91,59,400
842,910503,1,1,2,1,300000,30,110,20
843,910503,1,1,1,0,150000,93,44,1
844,910503,1,18,1,0,1000000,91,59,400
845,910503,1,18,1,0,50000,30,110,20
846,910503,1,1,1,0,1000000,11,7,1
847,910504,1,1,2,5,400000,91,59,400
848,910504,1,1,2,5,300000,30,110,20
849,910504,1,1,2,5,50000,90,43,5
850,910504,1,1,2,5,10000,97,115,1
851,910504,1,1,2,4,400000,91,59,400
852,910504,1,1,2,4,300000,30,110,20
853,910504,1,1,2,3,400000,91,59,400
854,910504,1,1,2,3,300000,30,110,20
855,910504,1,1,2,2,400000,91,59,400
856,910504,1,1,2,2,300000,30,110,20
857,910504,1,1,2,1,400000,91,59,400
858,910504,1,1,2,1,300000,30,110,20
859,910504,1,1,1,0,150000,93,44,1
860,910504,1,18,1,0,1000000,91,59,400
861,910504,1,18,1,0,50000,30,110,20
862,910504,1,1,1,0,1000000,11,10,1
863,910505,1,1,2,5,400000,91,59,400
864,910505,1,1,2,5,300000,30,110,20
865,910505,1,1,2,5,50000,90,43,5
866,910505,1,1,2,5,10000,97,115,1
867,910505,1,1,2,4,400000,91,59,400
868,910505,1,1,2,4,300000,30,110,20
869,910505,1,1,2,3,400000,91,59,400
870,910505,1,1,2,3,300000,30,110,20
871,910505,1,1,2,2,400000,91,59,400
872,910505,1,1,2,2,300000,30,110,20
873,910505,1,1,2,1,400000,91,59,400
874,910505,1,1,2,1,300000,30,110,20
875,910505,1,1,1,0,150000,93,44,1
876,910505,1,18,1,0,1000000,91,59,400
877,910505,1,18,1,0,50000,30,110,20
878,910505,1,1,1,0,1000000,11,13,1
