id,champions_id,league_type,round_id,win_count,ranking,rate,reward_set_id,box_grade
718,15,2,5,0,3,10000,1572,6
719,15,2,5,0,2,10000,1573,7
720,15,2,5,0,1,10000,1574,8
721,16,1,1,0,0,10000,1601,0
722,16,1,1,1,0,10000,1602,1
723,16,1,1,2,0,10000,1603,2
724,16,1,1,3,0,10000,1604,3
725,16,1,1,4,0,10000,1605,4
726,16,1,1,5,0,10000,1606,5
727,16,1,2,0,0,10000,1607,0
728,16,1,2,1,0,10000,1608,1
729,16,1,2,2,0,10000,1609,2
730,16,1,2,3,0,10000,1610,3
731,16,1,2,4,0,10000,1611,4
732,16,1,2,5,0,10000,1612,5
733,16,1,3,0,0,10000,1613,0
734,16,1,3,1,0,10000,1614,1
735,16,1,3,2,0,10000,1615,2
736,16,1,3,3,0,10000,1616,3
737,16,1,3,4,0,10000,1617,4
738,16,1,3,5,0,10000,1618,5
739,16,1,4,0,3,10000,1619,6
740,16,1,4,0,2,10000,1620,7
741,16,1,4,0,1,10000,1621,8
742,16,1,5,0,3,10000,1622,6
743,16,1,5,0,2,10000,1623,7
744,16,1,5,0,1,10000,1624,8
745,16,2,1,0,0,10000,1651,0
746,16,2,1,1,0,10000,1652,1
747,16,2,1,2,0,10000,1653,2
748,16,2,1,3,0,10000,1654,3
749,16,2,1,4,0,10000,1655,4
750,16,2,1,5,0,10000,1656,5
751,16,2,2,0,0,10000,1657,0
752,16,2,2,1,0,10000,1658,1
753,16,2,2,2,0,10000,1659,2
754,16,2,2,3,0,10000,1660,3
755,16,2,2,4,0,10000,1661,4
756,16,2,2,5,0,10000,1662,5
757,16,2,3,0,0,10000,1663,0
758,16,2,3,1,0,10000,1664,1
759,16,2,3,2,0,10000,1665,2
760,16,2,3,3,0,10000,1666,3
761,16,2,3,4,0,10000,1667,4
762,16,2,3,5,0,10000,1668,5
763,16,2,4,0,3,10000,1669,6
764,16,2,4,0,2,10000,1670,7
765,16,2,4,0,1,10000,1671,8
766,16,2,5,0,3,10000,1672,6
767,16,2,5,0,2,10000,1673,7
768,16,2,5,0,1,10000,1674,8
769,17,1,1,0,0,10000,1701,0
770,17,1,1,1,0,10000,1702,1
771,17,1,1,2,0,10000,1703,2
772,17,1,1,3,0,10000,1704,3
773,17,1,1,4,0,10000,1705,4
774,17,1,1,5,0,10000,1706,5
775,17,1,2,0,0,10000,1707,0
776,17,1,2,1,0,10000,1708,1
777,17,1,2,2,0,10000,1709,2
778,17,1,2,3,0,10000,1710,3
779,17,1,2,4,0,10000,1711,4
780,17,1,2,5,0,10000,1712,5
781,17,1,3,0,0,10000,1713,0
782,17,1,3,1,0,10000,1714,1
783,17,1,3,2,0,10000,1715,2
784,17,1,3,3,0,10000,1716,3
785,17,1,3,4,0,10000,1717,4
786,17,1,3,5,0,10000,1718,5
787,17,1,4,0,3,10000,1719,6
788,17,1,4,0,2,10000,1720,7
789,17,1,4,0,1,10000,1721,8
790,17,1,5,0,3,10000,1722,6
791,17,1,5,0,2,10000,1723,7
792,17,1,5,0,1,10000,1724,8
793,17,2,1,0,0,10000,1751,0
794,17,2,1,1,0,10000,1752,1
795,17,2,1,2,0,10000,1753,2
796,17,2,1,3,0,10000,1754,3
797,17,2,1,4,0,10000,1755,4
798,17,2,1,5,0,10000,1756,5
799,17,2,2,0,0,10000,1757,0
800,17,2,2,1,0,10000,1758,1
801,17,2,2,2,0,10000,1759,2
802,17,2,2,3,0,10000,1760,3
803,17,2,2,4,0,10000,1761,4
804,17,2,2,5,0,10000,1762,5
805,17,2,3,0,0,10000,1763,0
806,17,2,3,1,0,10000,1764,1
807,17,2,3,2,0,10000,1765,2
808,17,2,3,3,0,10000,1766,3
809,17,2,3,4,0,10000,1767,4
810,17,2,3,5,0,10000,1768,5
811,17,2,4,0,3,10000,1769,6
812,17,2,4,0,2,10000,1770,7
813,17,2,4,0,1,10000,1771,8
814,17,2,5,0,3,10000,1772,6
815,17,2,5,0,2,10000,1773,7
816,17,2,5,0,1,10000,1774,8
817,18,1,1,0,0,10000,1801,0
818,18,1,1,1,0,10000,1802,1
819,18,1,1,2,0,10000,1803,2
820,18,1,1,3,0,10000,1804,3
821,18,1,1,4,0,10000,1805,4
822,18,1,1,5,0,10000,1806,5
823,18,1,2,0,0,10000,1807,0
824,18,1,2,1,0,10000,1808,1
825,18,1,2,2,0,10000,1809,2
826,18,1,2,3,0,10000,1810,3
827,18,1,2,4,0,10000,1811,4
828,18,1,2,5,0,10000,1812,5
829,18,1,3,0,0,10000,1813,0
830,18,1,3,1,0,10000,1814,1
831,18,1,3,2,0,10000,1815,2
832,18,1,3,3,0,10000,1816,3
833,18,1,3,4,0,10000,1817,4
834,18,1,3,5,0,10000,1818,5
835,18,1,4,0,3,10000,1819,6
836,18,1,4,0,2,10000,1820,7
837,18,1,4,0,1,10000,1821,8
838,18,1,5,0,3,10000,1822,6
839,18,1,5,0,2,10000,1823,7
840,18,1,5,0,1,10000,1824,8
841,18,2,1,0,0,10000,1851,0
842,18,2,1,1,0,10000,1852,1
843,18,2,1,2,0,10000,1853,2
844,18,2,1,3,0,10000,1854,3
845,18,2,1,4,0,10000,1855,4
846,18,2,1,5,0,10000,1856,5
847,18,2,2,0,0,10000,1857,0
848,18,2,2,1,0,10000,1858,1
849,18,2,2,2,0,10000,1859,2
850,18,2,2,3,0,10000,1860,3
851,18,2,2,4,0,10000,1861,4
852,18,2,2,5,0,10000,1862,5
853,18,2,3,0,0,10000,1863,0
854,18,2,3,1,0,10000,1864,1
855,18,2,3,2,0,10000,1865,2
856,18,2,3,3,0,10000,1866,3
857,18,2,3,4,0,10000,1867,4
858,18,2,3,5,0,10000,1868,5
859,18,2,4,0,3,10000,1869,6
860,18,2,4,0,2,10000,1870,7
861,18,2,4,0,1,10000,1871,8
862,18,2,5,0,3,10000,1872,6
863,18,2,5,0,2,10000,1873,7
864,18,2,5,0,1,10000,1874,8
865,19,1,1,0,0,10000,1901,0
866,19,1,1,1,0,10000,1902,1
867,19,1,1,2,0,10000,1903,2
868,19,1,1,3,0,10000,1904,3
869,19,1,1,4,0,10000,1905,4
870,19,1,1,5,0,10000,1906,5
871,19,1,2,0,0,10000,1907,0
872,19,1,2,1,0,10000,1908,1
873,19,1,2,2,0,10000,1909,2
874,19,1,2,3,0,10000,1910,3
875,19,1,2,4,0,10000,1911,4
876,19,1,2,5,0,10000,1912,5
877,19,1,3,0,0,10000,1913,0
878,19,1,3,1,0,10000,1914,1
879,19,1,3,2,0,10000,1915,2
880,19,1,3,3,0,10000,1916,3
881,19,1,3,4,0,10000,1917,4
882,19,1,3,5,0,10000,1918,5
883,19,1,4,0,3,10000,1919,6
884,19,1,4,0,2,10000,1920,7
885,19,1,4,0,1,10000,1921,8
886,19,1,5,0,3,10000,1922,6
887,19,1,5,0,2,10000,1923,7
888,19,1,5,0,1,10000,1924,8
889,19,2,1,0,0,10000,1951,0
890,19,2,1,1,0,10000,1952,1
891,19,2,1,2,0,10000,1953,2
892,19,2,1,3,0,10000,1954,3
893,19,2,1,4,0,10000,1955,4
894,19,2,1,5,0,10000,1956,5
895,19,2,2,0,0,10000,1957,0
896,19,2,2,1,0,10000,1958,1
897,19,2,2,2,0,10000,1959,2
898,19,2,2,3,0,10000,1960,3
899,19,2,2,4,0,10000,1961,4
900,19,2,2,5,0,10000,1962,5
901,19,2,3,0,0,10000,1963,0
902,19,2,3,1,0,10000,1964,1
903,19,2,3,2,0,10000,1965,2
904,19,2,3,3,0,10000,1966,3
905,19,2,3,4,0,10000,1967,4
906,19,2,3,5,0,10000,1968,5
907,19,2,4,0,3,10000,1969,6
908,19,2,4,0,2,10000,1970,7
909,19,2,4,0,1,10000,1971,8
910,19,2,5,0,3,10000,1972,6
911,19,2,5,0,2,10000,1973,7
912,19,2,5,0,1,10000,1974,8
913,20,1,1,0,0,10000,2001,0
914,20,1,1,1,0,10000,2002,1
915,20,1,1,2,0,10000,2003,2
916,20,1,1,3,0,10000,2004,3
917,20,1,1,4,0,10000,2005,4
918,20,1,1,5,0,10000,2006,5
919,20,1,2,0,0,10000,2007,0
920,20,1,2,1,0,10000,2008,1
921,20,1,2,2,0,10000,2009,2
922,20,1,2,3,0,10000,2010,3
923,20,1,2,4,0,10000,2011,4
924,20,1,2,5,0,10000,2012,5
925,20,1,3,0,0,10000,2013,0
926,20,1,3,1,0,10000,2014,1
927,20,1,3,2,0,10000,2015,2
928,20,1,3,3,0,10000,2016,3
929,20,1,3,4,0,10000,2017,4
930,20,1,3,5,0,10000,2018,5
931,20,1,4,0,3,10000,2019,6
932,20,1,4,0,2,10000,2020,7
933,20,1,4,0,1,10000,2021,8
934,20,1,5,0,3,10000,2022,6
935,20,1,5,0,2,10000,2023,7
936,20,1,5,0,1,10000,2024,8
937,20,2,1,0,0,10000,2051,0
938,20,2,1,1,0,10000,2052,1
939,20,2,1,2,0,10000,2053,2
940,20,2,1,3,0,10000,2054,3
941,20,2,1,4,0,10000,2055,4
942,20,2,1,5,0,10000,2056,5
943,20,2,2,0,0,10000,2057,0
944,20,2,2,1,0,10000,2058,1
945,20,2,2,2,0,10000,2059,2
946,20,2,2,3,0,10000,2060,3
947,20,2,2,4,0,10000,2061,4
948,20,2,2,5,0,10000,2062,5
949,20,2,3,0,0,10000,2063,0
950,20,2,3,1,0,10000,2064,1
951,20,2,3,2,0,10000,2065,2
952,20,2,3,3,0,10000,2066,3
953,20,2,3,4,0,10000,2067,4
954,20,2,3,5,0,10000,2068,5
955,20,2,4,0,3,10000,2069,6
956,20,2,4,0,2,10000,2070,7
957,20,2,4,0,1,10000,2071,8
958,20,2,5,0,3,10000,2072,6
959,20,2,5,0,2,10000,2073,7
960,20,2,5,0,1,10000,2074,8
961,21,1,1,0,0,10000,2101,0
962,21,1,1,1,0,10000,2102,1
963,21,1,1,2,0,10000,2103,2
964,21,1,1,3,0,10000,2104,3
965,21,1,1,4,0,10000,2105,4
966,21,1,1,5,0,10000,2106,5
967,21,1,2,0,0,10000,2107,0
968,21,1,2,1,0,10000,2108,1
969,21,1,2,2,0,10000,2109,2
970,21,1,2,3,0,10000,2110,3
971,21,1,2,4,0,10000,2111,4
972,21,1,2,5,0,10000,2112,5
973,21,1,3,0,0,10000,2113,0
974,21,1,3,1,0,10000,2114,1
975,21,1,3,2,0,10000,2115,2
976,21,1,3,3,0,10000,2116,3
977,21,1,3,4,0,10000,2117,4
978,21,1,3,5,0,10000,2118,5
979,21,1,4,0,3,10000,2119,6
980,21,1,4,0,2,10000,2120,7
981,21,1,4,0,1,10000,2121,8
982,21,1,5,0,3,10000,2122,6
983,21,1,5,0,2,10000,2123,7
984,21,1,5,0,1,10000,2124,8
985,21,2,1,0,0,10000,2151,0
986,21,2,1,1,0,10000,2152,1
987,21,2,1,2,0,10000,2153,2
988,21,2,1,3,0,10000,2154,3
989,21,2,1,4,0,10000,2155,4
990,21,2,1,5,0,10000,2156,5
991,21,2,2,0,0,10000,2157,0
992,21,2,2,1,0,10000,2158,1
993,21,2,2,2,0,10000,2159,2
994,21,2,2,3,0,10000,2160,3
995,21,2,2,4,0,10000,2161,4
996,21,2,2,5,0,10000,2162,5
997,21,2,3,0,0,10000,2163,0
998,21,2,3,1,0,10000,2164,1
999,21,2,3,2,0,10000,2165,2
1000,21,2,3,3,0,10000,2166,3
1001,21,2,3,4,0,10000,2167,4
1002,21,2,3,5,0,10000,2168,5
1003,21,2,4,0,3,10000,2169,6
1004,21,2,4,0,2,10000,2170,7
1005,21,2,4,0,1,10000,2171,8
1006,21,2,5,0,3,10000,2172,6
1007,21,2,5,0,2,10000,2173,7
1008,21,2,5,0,1,10000,2174,8
1009,22,1,1,0,0,10000,2201,0
1010,22,1,1,1,0,10000,2202,1
1011,22,1,1,2,0,10000,2203,2
1012,22,1,1,3,0,10000,2204,3
1013,22,1,1,4,0,10000,2205,4
1014,22,1,1,5,0,10000,2206,5
1015,22,1,2,0,0,10000,2207,0
1016,22,1,2,1,0,10000,2208,1
1017,22,1,2,2,0,10000,2209,2
1018,22,1,2,3,0,10000,2210,3
1019,22,1,2,4,0,10000,2211,4
1020,22,1,2,5,0,10000,2212,5
1021,22,1,3,0,0,10000,2213,0
1022,22,1,3,1,0,10000,2214,1
1023,22,1,3,2,0,10000,2215,2
1024,22,1,3,3,0,10000,2216,3
1025,22,1,3,4,0,10000,2217,4
1026,22,1,3,5,0,10000,2218,5
1027,22,1,4,0,3,10000,2219,6
1028,22,1,4,0,2,10000,2220,7
1029,22,1,4,0,1,10000,2221,8
1030,22,1,5,0,3,10000,2222,6
1031,22,1,5,0,2,10000,2223,7
1032,22,1,5,0,1,10000,2224,8
1033,22,2,1,0,0,10000,2251,0
1034,22,2,1,1,0,10000,2252,1
1035,22,2,1,2,0,10000,2253,2
1036,22,2,1,3,0,10000,2254,3
1037,22,2,1,4,0,10000,2255,4
1038,22,2,1,5,0,10000,2256,5
1039,22,2,2,0,0,10000,2257,0
1040,22,2,2,1,0,10000,2258,1
1041,22,2,2,2,0,10000,2259,2
1042,22,2,2,3,0,10000,2260,3
1043,22,2,2,4,0,10000,2261,4
1044,22,2,2,5,0,10000,2262,5
1045,22,2,3,0,0,10000,2263,0
1046,22,2,3,1,0,10000,2264,1
1047,22,2,3,2,0,10000,2265,2
1048,22,2,3,3,0,10000,2266,3
1049,22,2,3,4,0,10000,2267,4
1050,22,2,3,5,0,10000,2268,5
1051,22,2,4,0,3,10000,2269,6
1052,22,2,4,0,2,10000,2270,7
1053,22,2,4,0,1,10000,2271,8
1054,22,2,5,0,3,10000,2272,6
1055,22,2,5,0,2,10000,2273,7
1056,22,2,5,0,1,10000,2274,8
